A,Coef.(Intercept),Coef.DiagnosisFactorBipolar,Coef.DiagnosisFactorDepression,Coef.DiagnosisFactorSchizophrenia,Coef.BrainpH,Coef.RNADegradPerSample,Coef.RateofDeathFactorOn respirator,Coef.RateofDeathFactorPossible anoxia,t.(Intercept),t.DiagnosisFactorBipolar,t.DiagnosisFactorDepression,t.DiagnosisFactorSchizophrenia,t.BrainpH,t.RNADegradPerSample,t.RateofDeathFactorOn respirator,t.RateofDeathFactorPossible anoxia,p.value.(Intercept),p.value.DiagnosisFactorBipolar,p.value.DiagnosisFactorDepression,p.value.DiagnosisFactorSchizophrenia,p.value.BrainpH,p.value.RNADegradPerSample,p.value.RateofDeathFactorOn respirator,p.value.RateofDeathFactorPossible anoxia,p.value.adj.(Intercept),p.value.adj.DiagnosisFactorBipolar,p.value.adj.DiagnosisFactorDepression,p.value.adj.DiagnosisFactorSchizophrenia,p.value.adj.BrainpH,p.value.adj.RNADegradPerSample,p.value.adj.RateofDeathFactorOn respirator,p.value.adj.RateofDeathFactorPossible anoxia,F,F.p.value
7.825581647,9.340711413,0.098259581,-0.081888317,-0.124319012,-0.09293659,-1.113224038,-0.182692144,0.478847414,6.016511772,0.732416478,-0.628447069,-0.994929194,-0.403883757,-1.800877991,-0.997273058,2.094462894,2.49E-07,0.467527724,0.532733633,0.324832558,0.688118161,0.078098437,0.323705772,0.04160078,5.24E-07,0.999843863,0.999951772,0.991234928,0.844097461,0.148305516,0.999396546,0.344031208,3700.786656,1.92E-63
7.664215087,7.456788726,0.021212131,-0.007990371,0.0582173,0.134147057,-0.771935349,-0.070452684,0.024469406,11.77401356,0.387592515,-0.15032167,1.142127425,1.42908704,-3.061191657,-0.942756719,0.262365566,1.15E-15,0.700056028,0.88114993,0.259148856,0.159549412,0.003628208,0.350595078,0.794178748,1.80E-14,0.999843863,0.999951772,0.991234928,0.383855109,0.017637754,0.999396546,0.949347871,21319.54882,2.04E-81
4.239562805,2.993617998,-0.020044124,-0.001445836,0.05135547,0.340919653,-1.072966263,0.035476586,0.094068164,3.825559734,-0.29641765,-0.022014034,0.815408285,2.939378281,-3.443670352,0.384211032,0.816304105,0.000381623,0.768208576,0.982529351,0.418925062,0.005072785,0.001211443,0.702543641,0.418417719,0.000499427,0.999843863,0.999951772,0.991234928,0.051639746,0.009280603,0.999396546,0.800706384,4275.453618,6.34E-65
6.183113294,7.12075565,-0.073584444,-0.002215313,-0.113368151,0.047869793,-1.452417392,-0.054928216,0.328244484,7.348415213,-0.878763485,-0.027238589,-1.453611916,0.333298984,-3.764401553,-0.480388382,2.300253761,2.34E-09,0.383971187,0.978384017,0.152655984,0.740381326,0.000460838,0.633165256,0.025889572,7.19E-09,0.999843863,0.999951772,0.991234928,0.87360297,0.005661821,0.999396546,0.291947232,5930.175723,2.79E-68
8.06965316,10.16719015,-0.094363391,-0.09335564,-0.091274985,-0.345003287,0.168315559,-0.144783121,-0.277183444,7.455695361,-0.800772468,-0.815661028,-0.831627396,-1.706928296,0.30999049,-0.899776282,-1.38027367,1.61E-09,0.427266761,0.418781884,0.409797382,0.094391938,0.75792965,0.372796712,0.173990136,5.14E-09,0.999843863,0.999951772,0.991234928,0.283594006,0.827238915,0.999396546,0.595354002,5098.058771,9.93E-67
5.077952406,5.320703964,-0.089176835,0.035739233,0.031700406,-0.065717617,0.206725615,-0.040142754,0.015655076,5.393145781,-1.046028463,0.431618679,0.399234168,-0.449427568,0.526264718,-0.344833636,0.107755377,2.17E-06,0.300863193,0.667979291,0.691517271,0.655175607,0.601162963,0.731747839,0.914645447,3.89E-06,0.999843863,0.999951772,0.992435153,0.828635796,0.699774639,0.999396546,0.981083476,3856.862436,7.23E-64
4.218063514,5.638237405,-0.029378571,0.003708294,-0.072997186,-0.054267606,-1.279022215,-0.189714179,0.288906583,7.644714594,-0.460963954,0.059906503,-1.229741544,-0.496436171,-4.355448713,-2.179952885,2.660027114,8.33E-10,0.646936717,0.952482454,0.224874676,0.621885619,7.08E-05,0.034270487,0.010633509,2.85E-09,0.999843863,0.999951772,0.991234928,0.807085881,0.002447118,0.999396546,0.202962361,4766.759577,4.86E-66
5.904765335,6.388468615,-0.03583609,0.021675746,-0.037136395,0.080213844,-1.175290507,0.079075658,-0.020496162,6.771379544,-0.439561239,0.273738819,-0.489068779,0.573633568,-3.128689889,0.710317645,-0.147524328,1.76E-08,0.662256383,0.78547698,0.627052839,0.568932959,0.003004031,0.480994231,0.88334513,4.61E-08,0.999843863,0.999951772,0.991234928,0.771393767,0.015682218,0.999396546,0.973857345,5703.505749,7.01E-68
2.576616164,2.486392753,0.044736717,0.002851643,-0.072729545,0.028162261,-0.104836534,0.152760723,-0.027226194,2.90408974,0.604676083,0.039684178,-1.055458053,0.221928284,-0.307531676,1.512103106,-0.215942411,0.00558236,0.548283621,0.968511918,0.29657633,0.825324967,0.759788538,0.137159568,0.829961027,0.006431523,0.999843863,0.999951772,0.991234928,0.916419619,0.828904285,0.999396546,0.959979421,1319.022209,7.04E-53
6.115409832,4.871991628,-0.074253117,-0.046948825,-0.021753411,0.344856338,-1.059614734,0.109339065,0.043676928,6.093107395,-1.074645861,-0.699582553,-0.338025509,2.909881801,-3.328259548,1.158876223,0.370932675,1.90E-07,0.287983912,0.487613824,0.736839448,0.005495576,0.001698215,0.252322983,0.71234358,4.09E-07,0.999843863,0.999951772,0.994145966,0.053773268,0.011189368,0.999396546,0.925474708,8517.718819,5.36E-72
8.000993998,8.845765339,-0.104848166,-0.102139826,-0.051618632,0.025260616,-1.128733715,-0.103099269,0.022349873,9.179045015,-1.259045158,-1.262813288,-0.665515825,0.176852363,-2.941646497,-0.906665455,0.157488137,4.44E-12,0.214191215,0.212845304,0.508952559,0.860379331,0.005041563,0.369178791,0.87553042,2.56E-11,0.999843863,0.999951772,0.991234928,0.936056264,0.021780526,0.999396546,0.971253775,10035.50403,1.11E-73
6.455118406,5.848317267,-0.017813351,-0.015436875,-0.030184546,0.256956399,-1.179806484,-0.035772821,0.105349135,8.033876416,-0.283177166,-0.252659459,-0.515191485,2.381543382,-4.070445079,-0.416463376,0.982733819,2.17E-10,0.778276515,0.801625981,0.608818293,0.021314109,0.000177096,0.678954461,0.330737812,8.42E-10,0.999843863,0.999951772,0.991234928,0.120222263,0.003521733,0.999396546,0.746013989,11449.31844,4.93E-75
3.22374251,4.006077363,-0.057427724,0.021090202,-0.117051833,0.001679374,-0.9288832,0.066996513,0.174493233,5.184348562,-0.860032473,0.325190266,-1.882100836,0.014663144,-3.019067812,0.734778534,1.533430712,4.43E-06,0.394108647,0.746470902,0.065981589,0.988362587,0.004077379,0.466101204,0.131830721,7.62E-06,0.999843863,0.999951772,0.97241902,0.994292763,0.019106822,0.999396546,0.533499523,2536.055142,1.43E-59
3.453019888,3.633733116,0.121473007,0.056256569,0.111427985,0.141983208,-1.360370477,-0.079183479,0.053340694,3.029296651,1.171890253,0.558783999,1.154178191,0.798602378,-2.848281274,-0.559439023,0.301966069,0.003963753,0.247109182,0.578944683,0.254224459,0.428512055,0.006486397,0.578501264,0.764001468,0.004634767,0.999843863,0.999951772,0.991234928,0.664324261,0.025644696,0.999396546,0.940808835,1207.686291,5.61E-52
8.673468466,11.44599014,-0.006441576,0.118168229,0.051939608,-0.588734538,1.080846233,-0.137254297,-0.623323624,8.389301575,-0.054636514,1.031941576,0.47299975,-2.911365894,1.989634261,-0.852565564,-3.102392445,6.39E-11,0.956658134,0.307346366,0.638388522,0.005473543,0.052429232,0.398196023,0.003234134,2.78E-10,0.999843863,0.999951772,0.991234928,0.053773268,0.110915972,0.999396546,0.128953367,5886.162333,3.33E-68
3.505678352,4.312398258,-0.004238482,0.033514947,0.03494019,-0.103849474,-0.243670882,0.226528018,0.116498684,5.652844927,-0.064294955,0.523442155,0.569066845,-0.918453864,-0.802211243,2.516515063,1.037002822,8.82E-07,0.949006284,0.603110042,0.572002787,0.363040444,0.426442329,0.015300318,0.305006137,1.69E-06,0.999843863,0.999951772,0.991234928,0.608697811,0.538707099,0.999396546,0.725280166,3075.831508,1.51E-61
4.574160684,2.619435399,-0.183163798,0.063395804,-0.28896727,0.300653897,0.181063409,0.023640811,0.59874431,1.015455604,-0.821696189,0.29281661,-1.391847684,0.786366352,0.176287224,0.077668519,1.576178341,0.315054069,0.415371834,0.770942863,0.17047809,0.435574302,0.86082079,0.938419307,0.12164907,0.322175,0.999843863,0.999951772,0.991234928,0.668852287,0.905619903,0.999396546,0.517251135,458.3667416,4.07E-42
5.841524937,8.632822974,0.021597599,0.068660405,-0.033048657,-0.371257382,-0.608843757,0.079731079,0.047800731,9.942035702,0.287836812,0.942129909,-0.472896502,-2.884711714,-1.761023854,0.778179027,0.373824472,3.59E-13,0.774728884,0.350912517,0.638461644,0.005882067,0.084696976,0.440338224,0.710205074,2.78E-12,0.999843863,0.999951772,0.991234928,0.056010644,0.157170973,0.999396546,0.924897297,6590.687926,2.30E-69
3.77821797,3.995458581,0.02153394,-0.102680809,0.038172983,0.071800845,-0.786271997,-0.018277589,-0.034896285,5.413679428,0.337650807,-1.657666383,0.642645996,0.656387492,-2.675688855,-0.209881518,-0.321081889,2.02E-06,0.737120026,0.104002403,0.523556335,0.514755028,0.010212481,0.834661421,0.749562533,3.64E-06,0.999843863,0.999951772,0.991234928,0.733364374,0.034777748,0.999396546,0.938172156,3816.601925,9.26E-64
5.633273012,5.133320436,0.028317857,0.073431639,0.027885954,0.039986586,0.268365898,-0.048976589,0.054109026,8.097563301,0.516933588,1.380133645,0.546551756,0.42557405,1.063212819,-0.654747593,0.57961071,1.74E-10,0.607610947,0.174032964,0.587255416,0.672348081,0.293082612,0.515801185,0.564927335,6.88E-10,0.999843863,0.999951772,0.991234928,0.836322795,0.404936083,0.999396546,0.865560588,11495.17893,4.49E-75
6.611247591,4.089540197,-0.067685369,0.012069973,0.052110948,0.509534833,-0.789778982,-0.010590166,0.163786915,4.928501109,-0.943959934,0.173311994,0.780295603,4.143039679,-2.390467524,-0.108161466,1.340387246,1.06E-05,0.349986253,0.863145627,0.439103715,0.00014054,0.020858885,0.914325055,0.186521338,1.71E-05,0.999843863,0.999951772,0.991234928,0.005225047,0.057149736,0.999396546,0.607797388,9243.995051,7.75E-73
6.887779653,8.192052202,-0.146266162,-0.059041468,-0.105157892,-0.147873398,-0.389247511,-0.183507469,0.409030936,6.033688007,-1.246672528,-0.518118657,-0.962325112,-0.73482687,-0.720033797,-1.14544247,2.045770926,2.34E-07,0.218655041,0.606790279,0.340779515,0.466072039,0.475046736,0.257787453,0.04636075,4.95E-07,0.999843863,0.999951772,0.991234928,0.693230475,0.587012232,0.999396546,0.359737547,3747.659895,1.42E-63
3.678296248,4.675153384,0.000673469,-0.122502404,-0.014546986,0.045514078,-1.501319573,-0.041281605,-0.016564562,3.514617756,0.005858927,-1.097258089,-0.135876725,0.230851566,-2.834603245,-0.263007546,-0.084561543,0.000981617,0.995349917,0.278082349,0.892495275,0.818425587,0.006727815,0.793686847,0.932966813,0.001222696,0.999843863,0.999951772,0.999083706,0.913265979,0.026254151,0.999396546,0.981489283,1114.31435,3.72E-51
2.739149548,2.779277634,0.127667586,-0.011202537,0.102097346,-0.050090709,0.266937014,-0.111259208,0.109019275,3.162594508,1.681166053,-0.151883265,1.443496855,-0.384568398,0.762881838,-1.072943717,0.842414001,0.002730062,0.09932213,0.879924885,0.155470251,0.702280586,0.449321304,0.288739068,0.40379507,0.003239628,0.999843863,0.999951772,0.991234928,0.852197878,0.561799455,0.999396546,0.790669028,1415.374831,1.34E-53
3.077163796,4.865271512,0.069738149,0.012603752,-0.086629846,-0.12851701,-1.175095157,-0.085142968,-0.066122665,5.785236805,0.959627886,0.178564807,-1.279886355,-1.031049481,-3.509328261,-0.858009786,-0.53391868,5.57E-07,0.342121558,0.859041931,0.206826003,0.307760123,0.000997204,0.395213267,0.595897852,1.10E-06,0.999843863,0.999951772,0.991234928,0.552180474,0.008300389,0.999396546,0.878291934,1951.186127,6.95E-57
5.792572334,7.166605275,0.025516824,0.05208879,0.010930066,0.073090687,-2.229333882,0.016161882,-0.016695603,6.267289115,0.258232706,0.542740783,0.118762365,0.431253988,-4.896415452,0.119780904,-0.099146885,1.03E-07,0.797347457,0.589856235,0.90596649,0.668242547,1.18E-05,0.905163946,0.921440583,2.33E-07,0.999843863,0.999951772,0.999083706,0.834303112,0.001490557,0.999396546,0.98131406,3738.618777,1.51E-63
7.11277252,6.026950793,-0.04594881,-0.043082091,-0.037498689,0.217292815,-0.292013534,-0.033086357,0.161116056,8.006798005,-0.706405186,-0.681930241,-0.618966462,1.94765231,-0.974318852,-0.372511412,1.453485681,2.38E-10,0.483400911,0.498608268,0.538907753,0.057404599,0.334854057,0.711175801,0.152690858,9.17E-10,0.999843863,0.999951772,0.991234928,0.214258721,0.447606228,0.999396546,0.563811944,12998.56157,2.45E-76
4.635177407,3.408539031,-0.114760769,-0.141618244,-0.022158574,0.29011143,-0.633300421,0.137245093,0.002736715,4.068482491,-1.585170622,-2.0140272,-0.328621366,2.336328225,-1.89850111,1.388322636,0.022182188,0.000178202,0.119590176,0.049712789,0.743892156,0.023760551,0.063739339,0.171541887,0.982395924,0.000243848,0.999843863,0.999951772,0.994145966,0.12851137,0.127852471,0.999396546,0.995906052,4458.086783,2.36E-65
6.988849291,-2.20190348,-0.302783587,-0.245544488,-0.769312727,1.426943176,0.629073037,0.223481379,1.748578175,-0.558874601,-0.889337914,-0.74255432,-2.426100682,2.443585899,0.401008949,0.480714073,3.013782147,0.57888334,0.378321558,0.461422826,0.019127144,0.018325739,0.690219045,0.632935446,0.004137282,0.586149372,0.999843863,0.999951772,0.95452584,0.11043227,0.771108316,0.999396546,0.141455303,460.4358324,3.66E-42
5.579606841,4.637855422,-0.009257909,-0.033928161,0.076915764,0.257976112,-0.817874234,-0.02111857,0.133508812,5.048742018,-0.11662651,-0.440056293,1.040330044,1.894742967,-2.236090614,-0.19483182,0.986930595,7.04E-06,0.907649729,0.661900346,0.303474354,0.064247336,0.030099909,0.846358925,0.328697606,1.17E-05,0.999843863,0.999951772,0.991234928,0.229865677,0.073791376,0.999396546,0.744344729,5371.813826,2.89E-67
4.958841216,5.812229001,-0.046417462,-0.039395098,-0.108898056,-0.191451065,0.460479734,-0.179743321,0.267662573,6.152448283,-0.568597605,-0.496854686,-1.432237987,-1.367312794,1.224200843,-1.612454299,1.923993545,1.54E-07,0.572318678,0.621592661,0.158650371,0.177988918,0.226938132,0.113515174,0.060383062,3.38E-07,0.999843863,0.999951772,0.991234928,0.405934782,0.330869219,0.999396546,0.394479291,4012.609943,2.84E-64
4.371552405,4.683870687,-0.130742357,0.120835858,0.083856795,-0.072676112,0.150113543,0.004828723,-0.086389199,4.862106626,-1.570559073,1.494504953,1.081552608,-0.508998033,0.391359929,0.04247968,-0.60896136,1.32E-05,0.122950128,0.141684491,0.284933846,0.613119491,0.697288407,0.966295097,0.545463355,2.11E-05,0.999843863,0.999951772,0.991234928,0.801894274,0.776975915,0.999396546,0.856798466,2999.210963,2.74E-61
6.133283713,5.622855742,-0.017806735,-0.043266099,0.02097884,0.2405224,-1.188855259,0.011964724,0.142847028,6.592214725,-0.241588955,-0.604371652,0.305594601,1.902544261,-3.500582243,0.118879363,1.137250985,3.31E-08,0.810142805,0.548484258,0.761253995,0.063196643,0.001023495,0.905874298,0.261160812,8.17E-08,0.999843863,0.999951772,0.994145966,0.227726293,0.008405262,0.999396546,0.684912143,7528.97096,9.91E-71
5.762931458,8.126641489,0.05951926,0.024804102,-0.012672181,-0.456345378,0.564273528,-0.057793334,-0.107886792,10.69400737,0.906369511,0.388897212,-0.207190843,-4.051612204,1.864901735,-0.644520186,-0.964069553,3.23E-14,0.369333744,0.699097102,0.836750082,0.000187994,0.068404758,0.522351257,0.339913399,3.26E-13,0.999843863,0.999951772,0.997223088,0.006304063,0.134621193,0.999396546,0.74984755,8374.312845,8.01E-72
2.791877622,6.454475882,0.028198054,0.157665664,-0.009225509,-0.402043797,-1.41981734,-0.299802296,-0.026354063,3.695869099,0.18685001,1.075659127,-0.065635035,-1.553222958,-2.041855354,-1.454855804,-0.102474048,0.0005684,0.852577241,0.28753503,0.947944979,0.127034836,0.046763319,0.152312682,0.918813548,0.000727604,0.999843863,0.999951772,0.999083706,0.336933896,0.10169444,0.999396546,0.98131406,373.3854824,4.82E-40
2.944801629,2.400140222,0.090133241,-0.129287905,0.100388866,0.104557374,-0.153416728,0.070385038,-0.016206778,1.791529589,0.778557592,-1.149812999,0.931027963,0.526558799,-0.287605366,0.445243017,-0.082147579,0.079606167,0.440117273,0.256000424,0.356566075,0.600960266,0.774904982,0.658174879,0.934875942,0.083800608,0.999843863,0.999951772,0.991234928,0.793190005,0.841103389,0.999396546,0.981970043,704.0574787,1.79E-46
3.128102463,4.252773765,0.004357324,-0.099511602,-0.024202256,-0.057743963,-0.894207735,0.047828549,-0.017145663,5.132266121,0.060852043,-1.430844865,-0.362896301,-0.470162852,-2.710267817,0.489162874,-0.140508265,5.30E-06,0.951733394,0.159047373,0.718298762,0.640398969,0.009336597,0.626986725,0.888854981,8.99E-06,0.999843863,0.999951772,0.993934909,0.820190524,0.032568891,0.999396546,0.974616922,2075.89931,1.61E-57
3.223758943,3.893456499,0.053441911,-0.042251717,0.01527317,0.006852348,-0.867697498,-0.034776052,0.058531105,6.115259845,0.971359413,-0.790689365,0.298056495,0.07261458,-3.42282608,-0.462902218,0.624276548,1.76E-07,0.336309752,0.433071314,0.766965176,0.942418965,0.001288177,0.64555681,0.535445074,3.80E-07,0.999843863,0.999951772,0.994145966,0.972486753,0.009553516,0.999396546,0.85152688,3734.245952,1.55E-63
4.434362444,4.569110698,0.055247305,-0.040056411,0.01707849,0.105383366,-0.950021317,-0.114585464,-0.008626384,5.388334551,0.753967029,-0.562829501,0.250243128,0.838493646,-2.813799325,-1.145201207,-0.069081594,2.20E-06,0.454605524,0.576208716,0.803482892,0.405970281,0.007111023,0.25788636,0.945215846,3.95E-06,0.999843863,0.999951772,0.994145966,0.647135191,0.027198085,0.999396546,0.985500314,3982.233434,3.40E-64
5.025937979,4.964376197,-0.032998135,-0.034159388,0.160528864,0.138465055,-1.000193993,-0.035149438,0.104792801,7.484523393,-0.575714597,-0.613608681,3.007062155,1.408459894,-3.787220629,-0.449104335,1.072856466,1.45E-09,0.567536754,0.542413237,0.004214631,0.165533361,0.000429587,0.65540708,0.288777814,4.70E-09,0.999843863,0.999951772,0.95452584,0.391247297,0.005417996,0.999396546,0.711995326,8362.147589,8.29E-72
3.179523602,2.60968413,-0.042481027,-0.042174876,0.112639452,0.052795692,0.259997144,0.004600306,0.252727103,2.093887991,-0.394438133,-0.403182122,1.122912301,0.285804346,0.523927238,0.031281074,1.376981253,0.041654392,0.695030175,0.688630682,0.267141253,0.776275714,0.602775211,0.975176984,0.174999316,0.044606976,0.999843863,0.999951772,0.991234928,0.888255538,0.700983384,0.999396546,0.596735909,948.0103469,1.66E-49
6.432385966,6.655527172,-0.012668141,-0.010139948,0.040645624,-0.045210242,0.072472277,0.015867964,-0.151896237,11.17792146,-0.246212369,-0.202906652,0.848168619,-0.512295176,0.305694339,0.225854729,-1.732352694,7.13E-15,0.806583008,0.840078171,0.400615189,0.610827983,0.761178518,0.822287334,0.089726607,8.80E-14,0.999843863,0.999951772,0.991234928,0.800327503,0.829891306,0.999396546,0.45607898,16989.55835,4.37E-79
5.492829361,-1.608940306,-0.038132333,0.15126463,0.07284716,0.73718898,2.985877446,0.095693367,-0.105183378,-1.137018772,-0.311845483,1.273641017,0.639631932,3.514887054,5.299520545,0.573111253,-0.504760692,0.261256897,0.756528212,0.209012909,0.525497419,0.00098083,2.99E-06,0.569283656,0.616070172,0.26841376,0.999843863,0.999951772,0.991234928,0.01893245,0.001419335,0.999396546,0.885125227,2200.104172,4.10E-58
8.660735544,7.029985314,-0.089817249,-0.099639352,0.037302042,0.324676524,-0.431339346,-0.00957638,0.059967516,11.07646061,-1.637663699,-1.870507398,0.730245696,3.45145578,-1.706878325,-0.127872563,0.641613298,9.77E-15,0.108127288,0.067606816,0.468840926,0.001183916,0.094401301,0.898791851,0.524220974,1.15E-13,0.999843863,0.999951772,0.991234928,0.021223619,0.17046821,0.999396546,0.848846032,27109.06682,6.95E-84
4.441119979,4.844731912,-0.124181265,-0.035942892,-0.067375229,0.021785096,-0.587375643,-0.267136708,0.369109525,3.76552232,-1.116940246,-0.332851436,-0.650647163,0.11424042,-1.146590419,-1.759618197,1.948145709,0.000459253,0.269660561,0.740716998,0.518421986,0.909530681,0.257317215,0.084937959,0.05734385,0.000595012,0.999843863,0.999951772,0.991234928,0.961359314,0.365137654,0.999396546,0.386140907,1735.918857,1.09E-55
5.701066099,4.882090912,-0.088404468,-0.115667738,-0.010721004,0.178617093,-0.292999172,-0.06247894,0.077781466,3.748954053,-0.785591644,-1.05827477,-0.102289142,0.925405569,-0.565076891,-0.406599938,0.405593593,0.000483224,0.43602376,0.295304017,0.918959521,0.359451697,0.574691534,0.686135479,0.686869804,0.000624563,0.999843863,0.999951772,0.999083706,0.605223683,0.678380357,0.999396546,0.915433868,2790.268919,1.51E-60
3.094781916,3.504285778,0.16389974,0.001914251,0.057406541,0.018421478,-0.706800649,0.061345663,0.095794897,3.128624652,1.693365065,0.020362677,0.636803044,0.110964297,-1.584848616,0.464159461,0.580773816,0.003004583,0.096961745,0.983839699,0.527322697,0.912114096,0.119663414,0.644662415,0.564149501,0.003554044,0.999843863,0.999951772,0.991234928,0.962248563,0.20493528,0.999396546,0.865461429,1112.396774,3.87E-51
8.932354796,9.375731488,-0.027035409,-0.036516196,-0.09401653,-0.126323029,0.454747061,0.059102309,-0.029264165,11.5244275,-0.384561249,-0.534788019,-1.435847192,-1.047614658,1.403850946,0.615670076,-0.244264887,2.46E-15,0.702285848,0.595301214,0.157625446,0.300139114,0.16689395,0.541063122,0.808081972,3.47E-14,0.999843863,0.999951772,0.991234928,0.545165602,0.262206499,0.999396546,0.955096642,17548.41178,2.03E-79
7.458283769,7.86784005,-0.054529355,-0.013858629,-0.029439363,0.035868762,-0.723353457,-0.082326007,-0.056658104,11.50026712,-0.922361457,-0.241354061,-0.534651301,0.353731416,-2.655460622,-1.019809032,-0.562373892,2.65E-15,0.361020349,0.81032377,0.595395026,0.725111801,0.010759234,0.313006079,0.576516528,3.69E-14,0.999843863,0.999951772,0.991234928,0.865866309,0.035994605,0.999396546,0.870099898,17301.1106,2.84E-79
4.152103163,2.727039302,-0.069294215,-0.04873324,0.017250786,0.282341749,-0.376890725,-0.028199575,0.113722287,4.008509138,-1.178709666,-0.853490546,0.315057765,2.800086313,-1.391373826,-0.351288107,1.135135676,0.000215439,0.244408418,0.397688263,0.754103304,0.007374567,0.170620794,0.726931945,0.262037018,0.000291629,0.999843863,0.999951772,0.994145966,0.063890499,0.266674906,0.999396546,0.684912143,5423.973549,2.30E-67
10.19211076,10.58769922,0.076288983,-0.016715607,0.008413587,-0.15640912,0.673537409,0.022448967,0.013216212,11.51338786,0.960023248,-0.216573663,0.113676983,-1.147541626,1.839501559,0.206884186,0.09759313,2.54E-15,0.341924623,0.82947183,0.909974914,0.256928035,0.072121157,0.836988203,0.922667689,3.57E-14,0.999843863,0.999951772,0.999083706,0.499884329,0.139811384,0.999396546,0.98131406,17881.83815,1.30E-79
4.929264993,4.563651814,-0.042198278,-0.110525168,-0.020258472,0.265670676,-1.489287366,-0.165837555,0.028220772,4.809073633,-0.514590826,-1.387688708,-0.265243914,1.888849612,-3.941525389,-1.481020974,0.201942867,1.58E-05,0.609234828,0.171733738,0.791973952,0.065050898,0.000265945,0.145231,0.840827277,2.48E-05,0.999843863,0.999951772,0.994145966,0.231000925,0.004195743,0.999396546,0.960733037,3930.691187,4.62E-64
7.963097863,7.741642142,0.055370147,-0.055365909,0.01956723,0.162489023,-0.951166054,-0.068616857,0.013291436,10.32242467,0.854363516,-0.879575273,0.324166246,1.461764785,-3.185237875,-0.77536974,0.120345881,1.05E-13,0.397209425,0.383535591,0.747241105,0.150416892,0.002560396,0.441979932,0.904718822,9.26E-13,0.999843863,0.999951772,0.994145966,0.371845681,0.014366104,0.999396546,0.977762638,16412.60562,9.89E-79
7.721960811,4.272626449,-0.049838458,0.037453081,0.098396927,0.373145766,1.352339734,0.091319507,-0.347220693,2.490181083,-0.336139062,0.260079131,0.712536881,1.467301493,1.979514612,0.451054441,-1.374207495,0.016336134,0.738252393,0.795931354,0.479632105,0.148911088,0.053593221,0.654011092,0.175853013,0.018026879,0.999843863,0.999951772,0.991234928,0.369712025,0.112653793,0.999396546,0.597176178,2950.22707,4.04E-61
10.31739824,7.99307508,0.029770707,-0.094403556,-0.085134436,0.192631258,1.424636011,-0.021005296,-0.264537999,7.821253702,0.337108739,-1.100608286,-1.035040998,1.271727548,3.501090182,-0.174188988,-1.757766785,4.52E-10,0.737525993,0.276635929,0.305911797,0.209686389,0.001021951,0.862460218,0.085256235,1.63E-09,0.999843863,0.999951772,0.991234928,0.44403871,0.008405262,0.999396546,0.446707147,14840.00139,1.07E-77
2.557522556,4.677663626,0.045970319,-0.158363497,-0.078551973,-0.281578552,-0.392923752,0.139088043,-0.176684864,4.294321615,0.488384056,-1.732218243,-0.896009227,-1.744094394,-0.905963623,1.082143297,-1.101477508,8.64E-05,0.627534045,0.089750766,0.374784574,0.087637581,0.369546331,0.284674045,0.276261516,0.000122768,0.999843863,0.999951772,0.991234928,0.272404068,0.483474706,0.999396546,0.699322741,803.8638196,7.98E-48
5.977551188,6.432700819,-0.079718292,0.025353796,-0.011884518,-0.074869571,0.031837933,-0.01030884,-0.007221282,8.05934204,-1.155799763,0.378469741,-0.185002502,-0.632872777,0.100181608,-0.109457482,-0.06143718,1.98E-10,0.253566986,0.706774792,0.854017926,0.529864145,0.920623498,0.913302632,0.951269869,7.78E-10,0.999843863,0.999951772,0.998446562,0.746067562,0.947208703,0.999396546,0.987339082,8164.723224,1.46E-71
4.03260994,6.12870856,0.013535184,0.016627436,-6.11E-05,-0.235098032,-0.777156121,-0.055366673,0.11632375,8.40216448,0.214735955,0.2715998,-0.001040799,-2.174583259,-2.675884599,-0.643279982,1.082932311,6.12E-11,0.830896173,0.787111487,0.999173939,0.034694948,0.010207317,0.523148527,0.284327272,2.67E-10,0.999843863,0.999951772,0.999868405,0.161149645,0.034774011,0.999396546,0.710278266,4451.709449,2.44E-65
4.886791385,6.687469928,-0.034100015,-0.123824407,0.048084332,-0.075595197,-1.591170504,0.044616224,0.117359808,3.36906176,-0.198801693,-0.743250709,0.300982,-0.256948549,-2.013264095,0.190488754,0.401492308,0.001508033,0.843269798,0.461005161,0.764747121,0.79833274,0.049795888,0.84974124,0.689865638,0.001840067,0.999843863,0.999951772,0.994145966,0.901669959,0.106477779,0.999396546,0.916000166,883.1237254,8.78E-49
6.78178061,3.154203972,-0.020869881,0.128557256,0.109333573,0.421859723,1.109856557,0.408431597,0.018732406,3.801262738,-0.291055947,1.845936055,1.637123573,3.430133428,3.359246435,4.171448108,0.15330008,0.000411382,0.772280814,0.071163915,0.108240498,0.001260764,0.001551842,0.000128329,0.878813673,0.000535912,0.999843863,0.999951772,0.991234928,0.022091796,0.010649918,0.457585931,0.972458832,9728.615167,2.32E-73
6.60348231,5.758729933,-0.026158936,0.021836667,0.043420404,0.257569285,-0.936593654,0.065699131,0.086459955,7.125054247,-0.374541482,0.321906514,0.667490563,2.150108484,-2.910379165,0.688890962,0.726418972,5.10E-09,0.709675203,0.748941652,0.507701975,0.036688856,0.005488183,0.494256724,0.471161002,1.47E-08,0.999843863,0.999951772,0.991234928,0.166283817,0.023061156,0.999396546,0.828409223,9718.758077,2.37E-73
