A,Coef.(Intercept),Coef.DiagnosisFactorBipolar,Coef.DiagnosisFactorDepression,Coef.DiagnosisFactorSchizophrenia,Coef.BrainpH,Coef.RNADegradPerSample,Coef.RateofDeathFactorOn respirator,Coef.RateofDeathFactorPossible anoxia,t.(Intercept),t.DiagnosisFactorBipolar,t.DiagnosisFactorDepression,t.DiagnosisFactorSchizophrenia,t.BrainpH,t.RNADegradPerSample,t.RateofDeathFactorOn respirator,t.RateofDeathFactorPossible anoxia,p.value.(Intercept),p.value.DiagnosisFactorBipolar,p.value.DiagnosisFactorDepression,p.value.DiagnosisFactorSchizophrenia,p.value.BrainpH,p.value.RNADegradPerSample,p.value.RateofDeathFactorOn respirator,p.value.RateofDeathFactorPossible anoxia,p.value.adj.(Intercept),p.value.adj.DiagnosisFactorBipolar,p.value.adj.DiagnosisFactorDepression,p.value.adj.DiagnosisFactorSchizophrenia,p.value.adj.BrainpH,p.value.adj.RNADegradPerSample,p.value.adj.RateofDeathFactorOn respirator,p.value.adj.RateofDeathFactorPossible anoxia,F,F.p.value
5.616406303,9.527623493,-0.007496291,-0.004000514,-0.062560506,-0.409971842,-1.619584125,-0.030165119,0.006905149,9.038969629,-0.082299875,-0.045220155,-0.737436113,-2.624177495,-3.85899975,-0.24253185,0.044485459,7.09E-12,0.934755484,0.964122172,0.464499195,0.011657839,0.000344039,0.809416491,0.964704687,3.89E-11,0.999843863,0.999951772,0.991234928,0.083910925,0.004752633,0.999396546,0.99089662,4136.21991,1.39E-64
3.73309725,3.786760224,-0.030662331,-0.017757187,-0.13851572,0.064053624,-0.493569193,0.002036124,0.067468612,4.648522261,-0.435582739,-0.259718701,-2.112690989,0.530512535,-1.521710549,0.021182676,0.562418495,2.70E-05,0.665120522,0.796207729,0.039931906,0.598238239,0.134738226,0.983189026,0.576486391,4.12E-05,0.999843863,0.999951772,0.95452584,0.791526524,0.224153029,0.999396546,0.870099898,3058.100594,1.73E-61
5.426763144,3.781717851,-0.053432337,0.003442927,0.02593431,0.225598656,0.28317111,0.136279635,0.02899639,3.995156071,-0.653231591,0.043336561,0.340415348,1.607999729,0.751329546,1.220126857,0.208017206,0.000224703,0.516769315,0.965615646,0.735050782,0.114489549,0.456175783,0.228464223,0.836108483,0.000303113,0.999843863,0.999951772,0.994145966,0.316521221,0.568872557,0.999396546,0.960520607,4785.055413,4.44E-66
2.891230711,4.904095886,0.09791496,-0.034733214,0.04638259,-0.270513677,-0.42723114,-0.017289879,-0.037266959,4.732431363,1.093434579,-0.399348709,0.556122132,-1.761243627,-1.03544055,-0.141399126,-0.244208082,2.04E-05,0.2797396,0.691433458,0.580748328,0.08465935,0.305727198,0.888155057,0.808125705,3.17E-05,0.999843863,0.999951772,0.991234928,0.267031392,0.417282246,0.999396546,0.955096642,1134.013633,2.46E-51
7.312564526,10.84676637,0.044131319,0.067025483,-0.152481357,-0.260065063,-2.30984443,0.014176205,0.184634772,6.402475851,0.301448381,0.471378275,-1.118289432,-1.035701282,-3.424264414,0.070914828,0.740068409,6.43E-08,0.764393705,0.639537291,0.269089941,0.305606777,0.001282737,0.943764481,0.462915548,1.51E-07,0.999843863,0.999951772,0.991234928,0.550272384,0.009537987,0.999396546,0.821413333,2714.558945,2.88E-60
8.786362783,6.48697155,-0.017463723,0.074878267,0.138386593,0.115293469,1.889067898,-0.063998151,-0.447193868,5.05023712,-0.15733487,0.694556381,1.338608572,0.605590872,3.693637263,-0.42224703,-2.364157053,7.00E-06,0.875650536,0.490730478,0.187095782,0.547680948,0.000572281,0.674757597,0.02222671,1.17E-05,0.999843863,0.999951772,0.991234928,0.757802554,0.00621822,0.999396546,0.270871079,6815.26157,1.04E-69
4.896159128,5.285150059,-0.03758772,0.043961417,0.071540418,-0.213635997,1.13975284,-0.147618605,-0.244368533,5.607386742,-0.461495589,0.555721003,0.94307117,-1.529263969,3.037041802,-1.327314026,-1.760593837,1.03E-06,0.646558105,0.581020363,0.3504359,0.132858594,0.003879697,0.190774991,0.084770637,1.95E-06,0.999843863,0.999951772,0.991234928,0.345836785,0.018523333,0.999396546,0.445649544,3930.8181,4.62E-64
3.503428547,3.001616724,0.085956817,-0.089254938,-0.140988057,0.086239429,-0.020445849,0.092516123,0.214227081,2.192468593,0.726568982,-0.776769818,-1.279529427,0.424999927,-0.03750768,0.572697076,1.062583878,0.03329887,0.471069931,0.441161295,0.206950524,0.67276363,0.970238046,0.569561822,0.293364899,0.035924632,0.999843863,0.999951772,0.991234928,0.836527817,0.98125435,0.999396546,0.715971757,954.1226332,1.43E-49
6.399865146,1.859450076,-0.052404511,-0.025597989,0.032287443,0.462575226,2.023506946,0.184486371,-0.296439037,1.243083354,-0.405417776,-0.203893564,0.268187906,2.086425752,3.397483267,1.0452241,-1.34574207,0.219962769,0.686998128,0.839311244,0.789720648,0.042355773,0.001387712,0.301230834,0.184800052,0.226860649,0.999843863,0.999951772,0.994145966,0.181466031,0.009921675,0.999396546,0.605264541,2668.043441,4.33E-60
3.332793172,5.041012788,-0.003993717,0.011894723,-0.056888853,-0.204679302,-0.463909923,-0.334470685,-0.198111617,3.706585527,-0.033982233,0.104205946,-0.519724531,-1.01539493,-0.856696094,-2.084220604,-0.989183531,0.000550119,0.973034295,0.917446449,0.605679017,0.315082677,0.395931728,0.042565,0.327605852,0.000705575,0.999843863,0.999951772,0.991234928,0.558977587,0.509271787,0.999396546,0.743705626,874.940386,1.09E-48
9.654472494,12.40896184,0.203222345,0.182322648,0.017630668,-0.460442296,0.023609152,-0.04833309,0.026443622,6.069467479,1.150283743,1.062521447,0.107145443,-1.519480698,0.029002299,-0.200349887,0.087830789,2.07E-07,0.255808476,0.29339293,0.915126694,0.13529715,0.976984762,0.842065754,0.930381903,4.41E-07,0.999843863,0.999951772,0.999083706,0.349207948,0.985280894,0.999396546,0.981331699,3246.700705,4.21E-62
2.660108327,5.13644848,0.105995404,-0.149243671,-0.005999379,-0.28333883,-0.828677391,-0.20842847,-0.013937873,5.088643905,1.215190989,-1.761639315,-0.073847398,-1.893869534,-2.061871107,-1.749949688,-0.093766201,6.14E-06,0.230323258,0.084591642,0.941443178,0.064365892,0.044736936,0.086611058,0.92569088,1.03E-05,0.999843863,0.999951772,0.999083706,0.229905074,0.098422921,0.999396546,0.98131406,1013.010781,3.50E-50
2.816158089,3.792584543,-0.057743837,-0.054055337,-0.083017269,0.004687998,-1.170604323,0.034771225,0.140551633,4.802446119,-0.846157581,-0.815544678,-1.306127226,0.040051561,-3.722838981,0.37314414,1.208575636,1.62E-05,0.401724677,0.418847793,0.197824454,0.968220569,0.000523467,0.710707974,0.232832222,2.54E-05,0.999843863,0.999951772,0.991234928,0.984102471,0.00599148,0.999396546,0.659472781,1853.734256,2.32E-56
10.75209554,7.704801224,0.018544639,-0.040847352,0.111185909,0.307233358,1.34990163,0.148908086,-0.283707831,6.576166418,0.183167379,-0.415391124,1.179100753,1.76923108,2.893679159,1.077107464,-1.644346685,3.50E-08,0.855449452,0.679733667,0.244254182,0.083301313,0.00574156,0.286894256,0.106734525,8.60E-08,0.999843863,0.999951772,0.991234928,0.264405914,0.023740852,0.999396546,0.494671663,12262.56149,9.74E-76
6.85257851,5.369657145,-0.159357276,-0.028890208,0.007972161,0.127728095,0.895112357,-0.143652701,-0.035308398,5.169024724,-1.775220616,-0.33135587,0.095351588,0.829570545,2.164095909,-1.171939651,-0.230807954,4.67E-06,0.082294952,0.741839075,0.924438322,0.410948122,0.035537335,0.247089541,0.818459273,7.99E-06,0.999843863,0.999951772,0.999083706,0.650743962,0.082936614,0.999396546,0.957145137,6336.010016,5.84E-69
5.879869571,4.137122805,0.056769272,0.067480208,0.011027382,0.113541856,1.256269426,-0.192879899,-0.3199044,2.999633446,0.476322926,0.582945736,0.099341799,0.55543162,2.287649387,-1.185184992,-1.575073032,0.004301711,0.636036947,0.562698443,0.92128666,0.581216653,0.026672639,0.24186378,0.121904106,0.005012118,0.999843863,0.999951772,0.999083706,0.780830102,0.068103236,0.999396546,0.517835079,2647.616063,5.19E-60
4.354633673,3.979502444,0.079456776,-0.035277215,0.059520429,0.093462989,-0.282230594,0.016221274,0.031128654,4.592075815,1.061034729,-0.485016495,0.853367573,0.727653759,-0.817939651,0.158633402,0.243922196,3.26E-05,0.294061005,0.629903056,0.397755744,0.470411659,0.417492399,0.874632964,0.808345814,4.90E-05,0.999843863,0.999951772,0.991234928,0.697024408,0.529199156,0.999396546,0.955096642,3676.157742,2.24E-63
3.055896311,4.066095675,-0.040479664,0.073449871,-0.068743857,-0.185640875,0.166946854,-0.076007542,0.360861084,3.169565639,-0.365155162,0.682173959,-0.665803173,-0.976338916,0.326841575,-0.502120836,1.910173929,0.00267673,0.716623078,0.498455552,0.50877048,0.333862833,0.745229443,0.617911688,0.062183274,0.003178547,0.999843863,0.999951772,0.991234928,0.579221772,0.816876935,0.999396546,0.398000879,827.1442423,4.08E-48
6.089753677,3.539649826,0.063218543,0.029486878,0.072652796,0.291572965,0.849998863,-0.153904583,0.108846756,4.169399167,0.861739579,0.413831857,1.063298777,2.317209312,2.514597149,-1.536364013,0.870641516,0.000129174,0.393177872,0.680867417,0.293044046,0.024868554,0.015373693,0.13111094,0.388346522,0.000179868,0.999843863,0.999951772,0.991234928,0.132327945,0.046081851,0.999396546,0.77842267,7492.631926,1.11E-70
5.026243514,3.764060858,0.048890651,0.124207121,0.074956419,0.164265186,0.218351475,0.033953755,0.001814547,4.702632369,0.706852165,1.848897497,1.163544595,1.38463326,0.685136998,0.359502245,0.01539442,2.26E-05,0.483125619,0.070726974,0.250443666,0.172660759,0.496600934,0.720819194,0.987782256,3.48E-05,0.999843863,0.999951772,0.991234928,0.39914089,0.606633513,0.999396546,0.997354337,5740.783773,6.01E-68
4.088992304,4.206114819,0.06366174,0.101396601,-8.80E-05,-0.100412766,0.565473044,0.023869292,-0.003535062,6.919049737,1.21188725,1.987333124,-0.001798229,-1.114446166,2.336222133,0.33276241,-0.039488725,1.05E-08,0.231573756,0.052691981,0.998572783,0.270717651,0.023766576,0.740783775,0.96866692,2.86E-08,0.999843863,0.999951772,0.999868405,0.515110511,0.06263234,0.999396546,0.991846417,6587.66037,2.33E-69
7.290121054,0.169665819,-0.234845299,-0.315670995,-0.1536671,0.943637377,1.62087108,0.407666395,0.687016617,0.069499304,-1.11323372,-1.540645506,-0.782090119,2.60793083,1.667521603,1.415208435,1.91101478,0.94488513,0.271232592,0.130065986,0.438058658,0.012151157,0.102018034,0.163556709,0.062072446,0.946434666,0.999843863,0.999951772,0.991234928,0.086000201,0.181220591,0.999396546,0.397859634,1299.856525,9.93E-53
8.148137197,11.19020395,-0.146889517,0.016268961,-0.427914085,-0.383908477,-0.61658492,-0.426455486,0.481415601,5.100134787,-0.774734397,0.088345697,-2.423204359,-1.180527722,-0.705786666,-1.6472016,1.489959694,5.91E-06,0.442351718,0.929974847,0.019262903,0.243692017,0.483781999,0.106144037,0.14287222,9.95E-06,0.999843863,0.999951772,0.95452584,0.484633235,0.595140249,0.999396546,0.550089003,2009.731918,3.46E-57
5.594841912,4.69387027,-0.014251309,0.011538004,-0.050801906,0.182887967,-0.294407021,0.157529243,0.163547584,4.936999177,-0.173462299,0.144592116,-0.663898651,1.29784235,-0.777708838,1.404179269,1.168118263,1.03E-05,0.86302815,0.885647161,0.509977939,0.200633951,0.440612744,0.166796741,0.248612276,1.66E-05,0.999843863,0.999951772,0.991234928,0.433128229,0.552769891,0.999396546,0.674766186,5041.446819,1.29E-66
5.094667803,0.661937734,-0.142014857,-0.008216618,-0.133557632,0.503744909,1.657390172,-0.089363933,0.052992955,0.531991735,-1.320808674,-0.078679719,-1.333663497,2.731512882,3.345410412,-0.608666531,0.289212186,0.59722134,0.192918919,0.937619238,0.188699937,0.008833313,0.001615654,0.545657153,0.773682663,0.604216716,0.999843863,0.999951772,0.991234928,0.070693926,0.010895469,0.999396546,0.943535213,2444.117673,3.43E-59
5.5612689,4.532856842,-0.073533626,-0.098354657,-0.064585833,0.17456118,0.000476407,-0.015860128,-0.013826165,5.61113319,-1.053374841,-1.450625971,-0.993357668,1.457911222,0.001481131,-0.16638519,-0.116222712,1.02E-06,0.297519749,0.153482558,0.325589525,0.151471989,0.998824457,0.868562921,0.907968006,1.93E-06,0.999843863,0.999951772,0.991234928,0.373097615,0.999291907,0.999396546,0.978947726,6899.496268,7.80E-70
3.349905143,3.735731153,-0.007440393,-0.040439718,-0.091247916,0.091857875,-1.110051081,-0.024116968,-0.000970312,4.604946953,-0.106136134,-0.593935227,-1.397532063,0.763959344,-3.436599166,-0.251942321,-0.00812215,3.12E-05,0.915923125,0.555385002,0.168773399,0.448685061,0.001236973,0.80217697,0.993553688,4.71E-05,0.999843863,0.999951772,0.991234928,0.679448521,0.009311052,0.999396546,0.998512592,2484.122863,2.34E-59
4.897945407,6.032828159,0.005166862,-0.06869336,-0.062178865,-0.030654226,-1.10019649,-0.05886939,0.044481117,7.299267802,0.072344179,-0.99027325,-0.934740248,-0.25023816,-3.343224158,-0.603638978,0.365464114,2.78E-09,0.942633002,0.327078655,0.354669072,0.803486711,0.001625962,0.548967285,0.716393998,8.41E-09,0.999843863,0.999951772,0.991234928,0.904686458,0.010933189,0.999396546,0.926455935,5114.059094,9.22E-67
3.960663217,3.85779515,-0.058768916,-0.062918964,0.022247831,0.12060675,-0.760120072,0.011196231,0.062551942,4.699000417,-0.828385302,-0.913124148,0.33670053,0.991157733,-2.325334422,0.115575979,0.517389756,2.28E-05,0.411612126,0.365807475,0.737831759,0.326651168,0.024392155,0.908477797,0.607294988,3.53E-05,0.999843863,0.999951772,0.994145966,0.570902237,0.063746124,0.999396546,0.881128097,3389.053961,1.53E-62
3.251673,3.738338662,-0.030966273,0.002584226,-0.069885191,0.027782812,-0.765597245,-0.037829219,0.048633506,5.665837883,-0.543116291,0.046665719,-1.316013872,0.284096926,-2.914222869,-0.485894823,0.500531935,8.43E-07,0.589599725,0.962976093,0.19451077,0.777575873,0.005431358,0.62928479,0.619021273,1.62E-06,0.999843863,0.999951772,0.991234928,0.888740144,0.022912453,0.999396546,0.886938825,3537.028584,5.58E-63
5.84497568,6.487232224,0.041201902,0.015078568,0.026531151,0.0257549,-1.002190473,-0.004197497,0.161873221,8.217516105,0.603971942,0.227574273,0.41756782,0.220113066,-3.188366869,-0.045061007,1.392409048,1.15E-10,0.548747747,0.820957898,0.678152231,0.826730197,0.002537748,0.964248354,0.170309152,4.73E-10,0.999843863,0.999951772,0.991423821,0.917266111,0.014304734,0.999396546,0.591516473,7981.828792,2.49E-71
5.646108191,7.024954254,0.066659418,-0.097301285,-0.059124503,-0.103641693,-0.849251652,0.01326344,-0.160292073,5.783750574,0.635105625,-0.954479435,-0.604816136,-0.575712146,-1.756060014,0.092544718,-0.896166714,5.60E-07,0.528419519,0.344692915,0.54819133,0.567538398,0.085550526,0.926656061,0.374701334,1.10E-06,0.999843863,0.999951772,0.991234928,0.769954123,0.158411119,0.999396546,0.771321884,3146.225399,8.85E-62
4.424513434,4.234608327,0.032698524,-0.042683677,-0.014294944,0.071084118,-0.297497297,-0.085640467,0.126987856,6.663862778,0.595469244,-0.800306905,-0.279502094,0.754727574,-1.175798012,-1.142144951,1.357018272,2.57E-08,0.554367946,0.427533738,0.781077912,0.454153309,0.245558924,0.259141645,0.181215065,6.48E-08,0.999843863,0.999951772,0.994145966,0.68322747,0.352226763,0.999396546,0.603180235,7058.151458,4.56E-70
7.873067907,1.749738665,0.083770748,-0.001216973,0.109621527,0.61838786,2.697727264,0.052424729,-0.116294417,1.156513085,0.640749299,-0.009583859,0.90024977,2.757675456,4.478290909,0.293658758,-0.521971676,0.253278154,0.524777382,0.992393606,0.372547333,0.00824792,4.74E-05,0.770303151,0.604125577,0.260341567,0.999843863,0.999951772,0.991234928,0.067685189,0.002181543,0.999396546,0.879897429,3946.537692,4.20E-64
4.162046099,3.0962527,-0.061318113,0.191694431,0.086556316,0.052643195,0.786108957,0.445742924,0.000486013,2.551320745,-0.584703678,1.882002095,0.886170387,0.292668333,1.626852973,3.112737646,0.002719489,0.014022843,0.561525327,0.065995289,0.380008315,0.771055513,0.110411687,0.003141703,0.9978416,0.015576687,0.999843863,0.999951772,0.991234928,0.886195657,0.192758337,0.999396546,0.999539123,1714.324098,1.47E-55
5.238648937,6.483472477,0.26935998,0.021174991,0.049192998,-0.360539283,1.147298004,-0.04919169,-0.474549736,4.927306096,2.368935985,0.1917375,0.464509896,-1.848669595,2.189853226,-0.316827607,-2.449031183,1.06E-05,0.021972434,0.848768439,0.644413211,0.070760519,0.033499872,0.752768342,0.018082429,1.71E-05,0.999843863,0.999951772,0.991234928,0.243196622,0.079483186,0.999396546,0.251011119,2309.525265,1.30E-58
4.767744429,6.282593499,0.054425783,-0.008145206,-0.174402945,-0.110957642,-1.005956181,0.305113971,0.324530325,3.748948853,0.375831887,-0.057910131,-1.293046598,-0.446717135,-1.507601347,1.542986218,1.315032684,0.000483231,0.708721957,0.954064129,0.202273921,0.657117656,0.138305991,0.129497531,0.194837742,0.000624563,0.999843863,0.999951772,0.991234928,0.829129862,0.228753295,0.999396546,0.618203167,1179.807049,9.71E-52
4.323146062,3.17106675,0.048678814,0.078039095,0.010175208,0.057310871,0.899448686,0.259317013,-0.01810166,3.737856605,0.664011536,1.096002196,0.149021989,0.455784027,2.662750916,2.590464598,-0.144892649,0.000499947,0.509906327,0.278625938,0.882169732,0.650630599,0.010559161,0.012702738,0.885411171,0.000644706,0.999843863,0.999951772,0.999083706,0.826064181,0.035525408,0.999396546,0.974269664,3781.853704,1.15E-63
4.606487654,3.734518326,0.043506309,0.008399674,-0.004566533,0.311522294,-1.306505642,-0.02095541,0.181454476,3.777777278,0.509298481,0.1012386,-0.057395542,2.126158929,-3.31932627,-0.179650038,1.246465172,0.000442264,0.612910518,0.919788917,0.954471856,0.038736782,0.001742788,0.858194594,0.218730435,0.000574131,0.999843863,0.999951772,0.999083706,0.171537141,0.011341388,0.999396546,0.643507261,3163.285612,7.79E-62
8.0913155,7.017519741,-0.042385661,-0.073879664,-0.094330864,0.204597157,-0.196881887,0.106341307,0.121138493,9.635546923,-0.673488324,-1.208647293,-1.609297538,1.895383776,-0.678946242,1.237439916,1.129498354,9.78E-13,0.503913876,0.232804938,0.114204973,0.064160473,0.500480155,0.222030672,0.264382348,6.73E-12,0.999843863,0.999951772,0.991234928,0.229650985,0.610666917,0.999396546,0.687153026,17968.58107,1.16E-79
3.747032209,4.897336742,0.056987081,0.046877514,0.045823145,-0.041002028,-1.100773818,-0.162736799,-0.076169353,7.125097581,0.959457288,0.812601027,0.828334113,-0.402476957,-4.022220167,-2.006531657,-0.752526549,5.10E-09,0.342206559,0.420517355,0.411640818,0.689145928,0.000206313,0.050534247,0.455462742,1.47E-08,0.999843863,0.999951772,0.991234928,0.84502608,0.003795768,0.999396546,0.819326542,4328.55235,4.74E-65
4.502573077,3.920042063,-0.03984718,-0.035788205,0.017497822,0.183992916,-0.666334317,0.023704885,0.031264742,5.841226707,-0.687114812,-0.635382429,0.323956827,1.849776574,-2.493689715,0.299350908,0.316358056,4.58E-07,0.495365101,0.528240575,0.747398648,0.07059771,0.016194549,0.765983536,0.753122442,9.18E-07,0.999843863,0.999951772,0.994145966,0.242832267,0.047751581,0.999396546,0.938233823,6553.966978,2.63E-69
7.208555123,7.978414055,-0.002066379,-0.055702954,0.039773326,-0.154506339,0.238103317,-0.05056115,-0.012731609,14.18113321,-0.0425033,-1.179653717,0.87836715,-1.852872362,1.062910531,-0.76162415,-0.153669744,1.17E-18,0.966276367,0.244036227,0.384183969,0.070144079,0.293218264,0.450064609,0.878523785,5.25E-17,0.999843863,0.999951772,0.991234928,0.242344252,0.404992631,0.999396546,0.972458832,23898.25652,1.37E-82
3.872894426,4.104060873,-0.056905251,0.069213326,0.051285679,-0.176938297,1.023872746,-0.014617441,0.075399904,2.856677588,-0.458372088,0.574009527,0.443540568,-0.83094851,1.789906377,-0.086227972,0.356392809,0.00634221,0.6487839,0.568680595,0.659396737,0.410176978,0.079870434,0.931649117,0.723131017,0.007260977,0.999843863,0.999951772,0.991234928,0.650427761,0.150567038,0.999396546,0.928349172,1058.559474,1.24E-50
4.853859508,5.391652226,-0.006645061,-0.033125028,-0.066857804,-0.131379834,0.376475365,-0.024874162,-0.090432659,9.598803547,-0.136902886,-0.702640912,-1.478894332,-1.578079136,1.683327789,-0.375295272,-1.093279584,1.10E-12,0.891688529,0.485722791,0.145796694,0.121211492,0.09890044,0.709118307,0.279806927,7.52E-12,0.999843863,0.999951772,0.991234928,0.328103661,0.176591702,0.999396546,0.704543295,10870.95531,1.68E-74
5.742911336,6.205525084,-0.014415709,-0.035276706,-0.072318434,-0.061834158,-0.012414637,-0.292547882,-0.24906489,4.449223303,-0.119607957,-0.301353087,-0.644235258,-0.299115524,-0.0223551,-1.777591746,-1.212631613,5.22E-05,0.90530021,0.764465913,0.522534367,0.766162015,0.982258723,0.081899376,0.231291574,7.64E-05,0.999843863,0.999951772,0.991234928,0.884783338,0.989329312,0.999396546,0.657286224,2468.652143,2.71E-59
6.685534033,8.52846,-0.047445438,0.09154785,0.075270873,-0.51450189,1.635207381,0.162137573,-0.731120802,5.097653691,-0.328180338,0.65197329,0.559006007,-2.074873017,2.454762322,0.821320718,-2.96756035,5.96E-06,0.744223458,0.517573612,0.578794376,0.043461955,0.017829503,0.415583492,0.004697349,1.00E-05,0.999843863,0.999951772,0.991234928,0.184263263,0.051364442,0.999396546,0.143453675,2327.874675,1.08E-58
7.814032215,9.338154609,-0.010211853,0.022637619,-0.012420282,-0.262157046,0.14145318,-0.026833577,-0.162006337,11.04034617,-0.139715493,0.318885171,-0.182449588,-2.091163561,0.420021233,-0.268862111,-1.300661671,1.09E-14,0.889477914,0.751217314,0.856009513,0.041909279,0.676371503,0.789204873,0.199674532,1.26E-13,0.999843863,0.999951772,0.998747566,0.180660809,0.760706658,0.999396546,0.622054309,12424.60515,7.14E-76
10.62935798,12.19238047,0.001425694,-0.048042859,-0.009200591,-0.21396003,-0.28685329,0.147482404,0.086922311,18.7379596,0.025355861,-0.879720232,-0.175686881,-2.218560509,-1.107211339,1.920893997,0.907143021,1.58E-23,0.979877772,0.38345784,0.861289797,0.031351184,0.273800629,0.0607829,0.36892883,6.44E-21,0.999843863,0.999951772,0.999083706,0.151408323,0.383437468,0.999396546,0.767853395,38848.27436,1.40E-87
5.884022999,6.281725752,-0.007038853,-0.037639394,-0.06939349,0.150399254,-1.576373528,0.080188893,-0.063276817,7.355508762,-0.095379278,-0.5251197,-1.009583598,1.188185543,-4.635854286,0.795751314,-0.503140268,2.28E-09,0.924416447,0.601952474,0.317830813,0.240691185,2.82E-05,0.430151429,0.617200256,7.04E-09,0.999843863,0.999951772,0.991234928,0.480938723,0.001863312,0.999396546,0.88573713,6913.313526,7.44E-70
7.047213617,6.40976874,-0.018029194,-0.06110334,0.166685406,-0.010381323,0.833964537,-0.016057187,-0.236024735,6.416861208,-0.208869478,-0.728831579,2.073326361,-0.070119338,2.096837462,-0.136232002,-1.604532477,6.12E-08,0.835446886,0.46969752,0.043611943,0.944394244,0.041379979,0.892215951,0.115252654,1.44E-07,0.999843863,0.999951772,0.966128824,0.973422756,0.092847075,0.999396546,0.5090524,7247.559443,2.44E-70
10.16983223,11.12491232,0.024255864,0.036188055,0.009408761,-0.279329701,0.960810226,-0.163736066,-0.310239225,11.15102217,0.281354082,0.432180606,0.11717645,-1.889035134,2.418758999,-1.390886955,-2.111667309,7.75E-15,0.779665829,0.667573741,0.907216287,0.065025472,0.019472961,0.170767514,0.040024052,9.45E-14,0.999843863,0.999951772,0.999083706,0.231000925,0.054509643,0.999396546,0.338564424,15128.12319,6.79E-78
10.60048629,12.02431749,-0.035990216,-0.019518838,-0.192263926,-0.245363235,0.200393189,-0.038268086,-0.000592416,12.92758715,-0.44777504,-0.25003048,-2.568293501,-1.779800668,0.541099203,-0.348676898,-0.004325086,3.88E-17,0.656359372,0.803646364,0.013435808,0.081532294,0.590978226,0.728878926,0.996567278,9.95E-16,0.999843863,0.999951772,0.95452584,0.260629025,0.691361661,0.999396546,0.999385326,18908.535,3.48E-80
7.336248542,9.918665876,-0.011725981,-0.016259498,-0.073674482,-0.297945858,-0.858656874,-0.04376842,0.162944101,12.28751769,-0.168104157,-0.239993774,-1.13401237,-2.490308121,-2.671575459,-0.459516557,1.370756288,2.50E-16,0.867217952,0.81137196,0.262503167,0.016330988,0.010321552,0.647967979,0.176919682,4.73E-15,0.999843863,0.999951772,0.991234928,0.102455084,0.034995872,0.999396546,0.59776381,12026.62069,1.54E-75
5.192149048,4.994732232,-0.036711588,-0.093574971,-0.029830277,0.215782312,-1.336154517,-0.093237078,0.137991283,5.565774904,-0.473407337,-1.242381782,-0.413009963,1.622310972,-3.739443799,-0.880504303,1.044181001,1.19E-06,0.638099899,0.220219064,0.681465321,0.111383115,0.000497522,0.383037468,0.30170805,2.23E-06,0.999843863,0.999951772,0.991423821,0.312479337,0.005851746,0.999396546,0.72326006,4875.641121,2.85E-66
5.749961107,4.766992413,-0.094191667,-0.043768466,-0.07144634,0.052964206,0.841659806,0.009461629,0.069459997,4.932208614,-1.127788968,-0.539560619,-0.9184738,0.369729651,2.187109178,0.082964499,0.488025417,1.04E-05,0.265096456,0.59203074,0.363030119,0.713233915,0.033711914,0.934229821,0.627786153,1.69E-05,0.999843863,0.999951772,0.991234928,0.858291043,0.079831231,0.999396546,0.890027792,5152.903525,7.71E-67
5.167817141,4.709772985,0.083015213,0.004365787,0.112757144,0.006912007,0.475492441,-0.057002826,-0.385603502,4.3145147,0.88005142,0.047651489,1.283411291,0.04272096,1.093987839,-0.44254533,-2.398742644,8.09E-05,0.383280241,0.962194596,0.20559928,0.966103775,0.279499369,0.660111461,0.0204446,0.000115395,0.999843863,0.999951772,0.991234928,0.98347064,0.390267653,0.999396546,0.264947367,3263.8271,3.72E-62
7.452845399,8.322962044,-0.308942171,-0.14768879,-0.304729875,0.049646219,-1.236865804,-0.19785564,0.707180476,3.484745358,-1.496885952,-0.736754185,-1.585250783,0.140243955,-1.30062655,-0.702054726,2.010639009,0.001072796,0.14106544,0.464909965,0.11957195,0.889062658,0.199686463,0.486084922,0.050082668,0.001331226,0.999843863,0.999951772,0.991234928,0.95136491,0.300778394,0.999396546,0.36886899,1418.790532,1.26E-53
8.249512185,10.69814051,0.095815022,-0.044078274,0.071160066,-0.372310756,-0.165493035,-0.029989052,-0.422622607,12.12015313,1.25617978,-0.594985437,1.001672981,-2.845838359,-0.470886705,-0.287933329,-3.251346399,4.10E-16,0.215218912,0.554688609,0.321597664,0.006528917,0.63988573,0.774655451,0.002120191,7.37E-15,0.999843863,0.999951772,0.991234928,0.059203357,0.731212465,0.999396546,0.109215386,12717.03111,4.12E-76
6.400998412,6.147230263,0.133894135,0.028827843,0.169647051,0.024117747,0.000165859,0.189549892,0.144864851,8.378791537,2.111941289,0.468161827,2.873015879,0.221790772,0.000567777,2.189549884,1.340835919,6.63E-11,0.039999372,0.641818691,0.006070131,0.8254314,0.999549367,0.033523254,0.186376646,2.87E-10,0.999843863,0.999951772,0.95452584,0.916419619,0.999666273,0.999396546,0.607700359,11083.43778,1.06E-74
6.32726129,6.823294765,-0.031703791,-0.009385123,-0.000460598,-0.002873844,-0.558925473,-0.041093801,-0.038373552,7.031662038,-0.378088469,-0.115235361,-0.0058976,-0.019981676,-1.446620641,-0.358896789,-0.268538501,7.08E-09,0.707056111,0.908746306,0.995319223,0.984142029,0.15459683,0.721269137,0.789452427,1.99E-08,0.999843863,0.999951772,0.999868405,0.991229763,0.248254928,0.999396546,0.948540025,6189.298727,1.02E-68
