A,Coef.(Intercept),Coef.DiagnosisFactorBipolar,Coef.DiagnosisFactorDepression,Coef.DiagnosisFactorSchizophrenia,t.(Intercept),t.DiagnosisFactorBipolar,t.DiagnosisFactorDepression,t.DiagnosisFactorSchizophrenia,p.value.(Intercept),p.value.DiagnosisFactorBipolar,p.value.DiagnosisFactorDepression,p.value.DiagnosisFactorSchizophrenia,p.value.adj.(Intercept),p.value.adj.DiagnosisFactorBipolar,p.value.adj.DiagnosisFactorDepression,p.value.adj.DiagnosisFactorSchizophrenia,F,F.p.value
8.559797316,8.578738667,-0.017932711,-0.013919689,-0.045899319,92.83597213,-0.126225898,-0.097978785,-0.338447847,1.95E-58,0.900050717,0.922334204,0.736418753,3.55E-58,0.999931612,0.999572313,0.999980583,7150.447319,2.88E-69
7.03070643,6.930973463,0.151451437,0.073795912,0.192994424,61.38651324,0.872492692,0.425128973,1.164705567,2.23E-49,0.387039569,0.672535742,0.249571431,2.54E-49,0.999931612,0.999572313,0.999980583,3231.667683,1.61E-60
7.52649185,7.515714876,-0.01057047,0.054793819,0.004030145,95.56464342,-0.087424045,0.45317734,0.034917268,4.51E-59,0.930677711,0.652348302,0.972282373,8.63E-59,0.999931612,0.999572313,0.999980583,7632.419548,5.50E-70
5.477851285,5.509062857,0.00044748,-0.073418693,-0.058299639,97.40880692,0.005146409,-0.844377813,-0.702391141,1.72E-59,0.995913909,0.402412095,0.485637165,3.38E-59,0.999931612,0.999572313,0.999980583,7818.007386,2.99E-70
5.557154506,5.510703868,0.056237322,0.021958636,0.112490492,114.6369295,0.760942379,0.297120426,1.594505234,4.50E-63,0.450204674,0.767584537,0.117018158,1.23E-62,0.999931612,0.999572313,0.999980583,11137.4519,3.74E-74
4.495724848,4.517741183,-0.117095765,0.016773323,0.000210008,82.50006338,-1.390861205,0.199233197,0.002613131,7.61E-56,0.170322133,0.842874589,0.997925246,1.18E-55,0.999931612,0.999572313,0.999980583,5617.45755,1.32E-66
3.80098736,3.782797369,0.096434972,0.008171914,-0.018552015,63.64733992,1.055386183,0.089433587,-0.212691891,3.62E-50,0.296235708,0.929088537,0.832417355,4.22E-50,0.999931612,0.999572313,0.999980583,3408.793131,4.17E-61
5.842656093,5.846621129,-0.006736549,-0.044299057,0.027933834,164.9456193,-0.123618358,-0.812905351,0.536981157,4.33E-71,0.902104629,0.420060836,0.593621763,3.50E-70,0.999931612,0.999572313,0.999980583,22642.22336,5.52E-82
6.875099508,6.913590446,-0.014402811,-0.058916636,-0.086002536,124.7297702,-0.169014284,-0.691375651,-1.057232228,6.24E-65,0.866455714,0.492472953,0.29540075,2.07E-64,0.999931612,0.999572313,0.999980583,12820.97844,1.05E-75
7.863209101,7.938174572,-0.097729781,-0.075138001,-0.142055997,162.3182196,-1.299820016,-0.999346121,-1.979241811,9.79E-71,0.199522208,0.322357369,0.053213635,7.39E-70,0.999931612,0.999572313,0.999980583,21544.30636,1.95E-81
7.192224566,7.195524031,0.003624405,-0.01939951,0.000657915,127.6336486,0.041816644,-0.223822209,0.007951792,1.94E-65,0.966808574,0.823792164,0.993686559,6.88E-65,0.999931612,0.999572313,0.999980583,13562.86298,2.50E-76
10.07892994,10.0205803,0.042710895,0.084422724,0.116847113,194.6346938,0.539604704,1.066587316,1.54645765,9.68E-75,0.591824054,0.291194444,0.128193504,1.67E-73,0.999931612,0.999572313,0.999980583,31938.27191,8.80E-86
4.650140288,4.672370342,-0.072064537,-0.019852911,-0.007723908,113.9688595,-1.143352684,-0.314979874,-0.128374473,6.05E-63,0.258244667,0.754065422,0.898358841,1.63E-62,0.999931612,0.999572313,0.999980583,10721.70431,9.82E-74
4.61699678,4.631856785,-0.00333071,-0.020785097,-0.036748184,105.4959509,-0.049343189,-0.30792319,-0.570307665,3.03E-61,0.960839041,0.759398135,0.570979673,6.90E-61,0.999931612,0.999572313,0.999980583,9215.181091,4.60E-72
