A,Coef.(Intercept),Coef.DiagnosisFactorBipolar,Coef.DiagnosisFactorDepression,Coef.DiagnosisFactorSchizophrenia,t.(Intercept),t.DiagnosisFactorBipolar,t.DiagnosisFactorDepression,t.DiagnosisFactorSchizophrenia,p.value.(Intercept),p.value.DiagnosisFactorBipolar,p.value.DiagnosisFactorDepression,p.value.DiagnosisFactorSchizophrenia,p.value.adj.(Intercept),p.value.adj.DiagnosisFactorBipolar,p.value.adj.DiagnosisFactorDepression,p.value.adj.DiagnosisFactorSchizophrenia,F,F.p.value
3.839987553,3.866263921,0.074408084,-0.085784642,-0.091436637,68.51106467,0.857628112,-0.988754401,-1.104033177,8.92E-52,0.395120702,0.327463372,0.274774062,1.11E-51,0.999931612,0.999572313,0.999980583,3859.615608,1.79E-62
4.455745919,4.448863781,0.022267011,-8.18E-05,0.007697693,112.8946518,0.367532594,-0.001350829,0.133099824,9.77E-63,0.714746584,0.998927479,0.894639588,2.58E-62,0.999931612,0.999613737,0.999980583,10653.92898,1.15E-73
2.883983632,2.904272562,0.044586419,-0.034431537,-0.08662694,83.24364203,0.831239105,-0.641918332,-1.691840189,4.84E-56,0.409723538,0.523808588,0.096794577,7.57E-56,0.999931612,0.999572313,0.999980583,5695.71908,9.27E-67
4.678312696,4.69104299,0.042250891,-0.067734481,-0.02739963,80.41676881,0.471110458,-0.755260343,-0.320047588,2.77E-55,0.639576075,0.453575771,0.750243186,4.12E-55,0.999931612,0.999572313,0.999980583,5360.189415,4.33E-66
6.556083185,6.479168431,-0.084897494,0.086612587,0.294374745,85.3246629,-0.727210016,0.741901061,2.641487257,1.39E-56,0.470431104,0.461559217,0.010938078,2.24E-56,0.999931612,0.999572313,0.999980583,6214.680624,1.01E-67
4.817004222,4.815667727,0.005793038,0.013723339,-0.011373491,43.99655533,0.034425337,0.081551436,-0.070802504,3.71E-42,0.972672714,0.935323461,0.943832572,3.82E-42,0.999931612,0.999572313,0.999980583,1613.981827,6.79E-53
5.237731796,5.25156323,0.031846205,0.007651309,-0.086618796,71.25735909,0.281066103,0.067528408,-0.800840316,1.23E-52,0.779799826,0.946425783,0.426948891,1.59E-52,0.999931612,0.999572313,0.999980583,4209.389384,1.99E-63
7.449952813,7.433330115,0.067864987,0.001902769,0.004899199,213.3310109,1.266852378,0.035519453,0.095805027,9.17E-77,0.210977979,0.971804557,0.924051868,2.54E-75,0.999931612,0.999572313,0.999980583,38095.41961,9.95E-88
8.033708462,7.9513724,0.179229487,0.203427262,-0.007109319,48.97484292,0.718042395,0.81498531,-0.029836756,1.80E-44,0.476016194,0.418880194,0.976314003,1.88E-44,0.999931612,0.999572313,0.999980583,2040.685542,1.82E-55
3.708455791,3.6471139,0.198584872,0.093452353,-0.011178072,36.33025031,1.286692866,0.605506727,-0.07587149,4.69E-38,0.204026381,0.547534572,0.939818958,4.74E-38,0.999931612,0.999572313,0.999980583,1137.784174,4.53E-49
6.229153016,6.270598355,0.044762788,0.01955265,-0.213825906,92.03534479,0.427338925,0.18666417,-2.138447741,3.03E-58,0.670936057,0.852666433,0.037305054,5.44E-58,0.999931612,0.999572313,0.999980583,6967.672928,5.56E-69
5.744994031,5.762173575,-0.004123471,-0.082892212,0.007553487,105.057513,-0.048900511,-0.983024126,0.093838472,3.74E-61,0.961190084,0.330248211,0.925606119,8.44E-61,0.999931612,0.999572313,0.999980583,9143.147527,5.61E-72
2.648595686,2.630875272,0.078293757,-0.02059468,0.019333144,61.99359805,1.200005919,-0.315654001,0.310414302,1.36E-49,0.235696217,0.753556613,0.757514249,1.56E-49,0.999931612,0.999572313,0.999980583,3246.527549,1.44E-60
3.386820909,3.382000661,-0.028565632,0.056402887,-0.005015187,70.07142472,-0.384964577,0.760113177,-0.070802246,2.87E-52,0.701868626,0.450695719,0.943832776,3.64E-52,0.999931612,0.999572313,0.999980583,4103.650825,3.79E-63
6.164747831,6.186393606,-0.015444715,-0.054085784,-0.024419481,124.3338995,-0.201902439,-0.707041333,-0.334411423,7.33E-65,0.840798288,0.482767382,0.739444058,2.42E-64,0.999931612,0.999572313,0.999980583,12792.56909,1.11E-75
8.030845252,8.034390397,-0.037079707,-0.003964541,0.021094578,125.1685315,-0.375740658,-0.040173975,0.223926623,5.22E-65,0.708672144,0.968111692,0.823711353,1.76E-64,0.999931612,0.999572313,0.999980583,13044.53122,6.74E-76
5.556885076,5.555997867,0.042857691,-0.02123173,-0.014886546,139.8058173,0.701457895,-0.347502731,-0.255240612,1.91E-67,0.486214244,0.729647457,0.799566475,8.60E-67,0.999931612,0.999572313,0.999980583,16293.55332,2.37E-78
7.853821905,7.823412762,-0.007132106,0.01555378,0.109832209,100.1458821,-0.059383301,0.129503785,0.957986148,4.22E-60,0.952879498,0.897469764,0.342600988,8.72E-60,0.999931612,0.999572313,0.999980583,8423.073324,4.50E-71
6.134182105,6.228386896,-0.230399677,-0.169310496,-0.024109819,52.40374224,-1.260893059,-0.926574344,-0.138220777,6.15E-46,0.213100041,0.358523065,0.890611659,6.54E-46,0.999931612,0.999572313,0.999980583,2220.303809,2.15E-56
9.400203421,9.347727799,0.127374412,0.070619662,0.03429587,135.5343003,1.201254481,0.666006497,0.338826719,9.24E-67,0.235215953,0.508416159,0.736135003,3.84E-66,0.999931612,0.999572313,0.999980583,15480.69603,8.69E-78
3.334524116,3.393576844,-0.119463783,-0.098080818,-0.043049675,66.27983887,-1.517643233,-1.245998453,-0.572909851,4.72E-51,0.13529527,0.218473188,0.569229703,5.68E-51,0.999931612,0.999572313,0.999980583,3535.264349,1.66E-61
5.460379328,5.486288034,-0.063577845,-0.046414002,-0.006578842,118.3571229,-0.89213641,-0.651290109,-0.096707001,8.91E-64,0.376520773,0.51779087,0.9233391,2.61E-63,0.999931612,0.999572313,0.999980583,11563.95023,1.44E-74
2.873712903,2.855891127,0.041405511,0.019629526,0.016900262,76.46879922,0.721124816,0.341870869,0.308339185,3.51E-54,0.474134159,0.733856484,0.759083439,4.87E-54,0.999931612,0.999572313,0.999980583,4934.035296,3.54E-65
3.540233604,3.593637139,0.035202134,-0.143362958,-0.113877513,59.70361898,0.380404016,-1.54921986,-1.28913105,8.98E-49,0.705229441,0.127528681,0.203184082,1.01E-48,0.999931612,0.999572313,0.999980583,2884.028594,2.88E-59
3.754087777,3.777218328,-0.053605304,-0.003197367,-0.040899857,101.0395794,-0.932689038,-0.055631607,-0.745476394,2.69E-60,0.355386629,0.955853222,0.459414727,5.64E-60,0.999931612,0.999572313,0.999980583,8403.940104,4.77E-71
5.355925639,5.254628138,0.116239448,0.183508251,0.135973105,69.03510356,0.993324625,1.568170419,1.217232867,6.08E-52,0.325253586,0.12304173,0.229132682,7.59E-52,0.999931612,0.999572313,0.999980583,4126.847351,3.28E-63
5.145702983,5.120443988,0.002239633,0.092193483,0.017245037,108.1270059,0.030761896,1.266299532,0.248132324,8.70E-62,0.97557981,0.211174178,0.805031005,2.09E-61,0.999931612,0.999572313,0.999980583,9839.721104,8.69E-73
5.741647515,5.681545437,0.120970321,0.050146535,0.086370654,107.6335304,1.490629129,0.617919215,1.114910414,1.10E-61,0.142234254,0.539385393,0.270128662,2.60E-61,0.999931612,0.999572313,0.999980583,9860.108071,8.25E-73
9.101917482,9.077135363,-0.039028816,0.018856256,0.112384933,127.1252068,-0.355531356,0.171770271,1.072466192,2.38E-65,0.723661687,0.864299677,0.288572455,8.32E-65,0.999931612,0.999572313,0.999980583,13541.48911,2.61E-76
4.754110104,4.771409597,0.103996237,-0.056687814,-0.106566715,70.87918291,1.004845512,-0.547736116,-1.078664143,1.61E-52,0.319727456,0.586268663,0.285825952,2.07E-52,0.999931612,0.999572313,0.999980583,4157.301355,2.73E-63
7.227290989,7.191619624,0.056855342,0.02372347,0.069015486,108.5417245,0.558150027,0.232893775,0.70975624,7.16E-62,0.579190446,0.816778479,0.481096321,1.73E-61,0.999931612,0.999572313,0.999980583,9915.543217,7.15E-73
5.887679534,5.823802669,0.020805935,0.145429476,0.105019517,68.25147541,0.158599676,1.108581176,0.838625511,1.08E-51,0.874612275,0.272824933,0.40560318,1.34E-51,0.999931612,0.999572313,0.999980583,3967.913156,8.89E-63
4.238369245,4.180366788,0.056018443,0.106218313,0.085809118,39.85963599,0.347423858,0.658761193,0.557500216,4.91E-40,0.729706346,0.513020119,0.579630905,4.99E-40,0.999931612,0.999572313,0.999980583,1361.118249,4.98E-51
7.643238196,7.646353043,-0.031584264,-0.022976156,0.034186329,207.5302156,-0.557580303,-0.405615021,0.632225661,3.72E-76,0.579576612,0.686726583,0.530070987,9.17E-75,0.999931612,0.999572313,0.999980583,35861.81008,4.62E-87
9.077186349,9.078543443,0.052636498,-0.021622668,-0.031462065,199.5431216,0.752518601,-0.309128851,-0.471194785,2.73E-75,0.455207651,0.758486178,0.639516271,5.33E-74,0.999931612,0.999572313,0.999980583,33171.6848,3.36E-86
4.362287858,4.325411062,0.117027432,0.044241031,0.005375901,63.22782088,1.112700214,0.420645006,0.053545722,5.05E-50,0.271068067,0.675786171,0.957506845,5.86E-50,0.999931612,0.999572313,0.999980583,3388.884545,4.84E-61
4.022762457,3.989879982,0.09731934,-0.012375247,0.054595284,38.91225041,0.617355528,-0.078503689,0.362805868,1.61E-39,0.539754111,0.937735402,0.718253126,1.63E-39,0.999931612,0.999572313,0.999980583,1282.830162,2.21E-50
3.68479714,3.693930926,0.002543469,0.035911571,-0.067668828,69.62256772,0.031181529,0.440256054,-0.869045636,3.97E-52,0.975246796,0.661616827,0.388904259,5.00E-52,0.999931612,0.999572313,0.999980583,4019.879028,6.39E-63
2.820434982,2.669279483,0.270113518,0.100264093,0.267970864,48.96345933,3.222805031,1.196280825,3.349332651,1.82E-44,0.002217225,0.237133335,0.001531915,1.90E-44,0.999931612,0.999572313,0.999980583,2234.474159,1.83E-56
3.830020348,3.666812566,0.13836407,0.281416703,0.272523122,44.47509663,1.091594118,2.220177664,2.252289468,2.17E-42,0.280154982,0.030889505,0.028648747,2.24E-42,0.999931612,0.999572313,0.999980583,1800.116826,4.32E-54
3.86673009,3.880834742,-0.067146737,0.041608652,-0.032639513,97.76805554,-1.100288092,0.681812792,-0.560283922,1.42E-59,0.276386421,0.498450118,0.577745178,2.82E-59,0.999931612,0.999572313,0.999980583,7908.466266,2.23E-70
8.103555903,8.014389574,0.054616619,0.159337841,0.161909031,107.2469964,0.475389043,1.386894053,1.476312932,1.32E-61,0.636544802,0.171521844,0.146024055,3.10E-61,0.999931612,0.999572313,0.999980583,9800.160069,9.63E-73
8.806486307,8.884828437,-0.188075049,-0.001837688,-0.14062049,151.1287271,-2.080840688,-0.020331974,-1.62981851,3.68E-69,0.04250243,0.983858094,0.109317574,2.15E-68,0.999931612,0.999572313,0.999980583,18700.70764,7.13E-80
5.48152772,5.462833046,-0.011056178,0.07369292,0.018902271,67.32012559,-0.08862203,0.590693813,0.158720725,2.16E-51,0.929730293,0.557341097,0.874517391,2.63E-51,0.999931612,0.999572313,0.999980583,3802.68114,2.61E-62
4.853476398,4.89619095,-0.113252853,-0.024727971,-0.047533734,59.41744935,-0.893952572,-0.195188313,-0.393052213,1.14E-48,0.37555751,0.846023087,0.695923381,1.28E-48,0.999931612,0.999572313,0.999980583,2891.129924,2.71E-59
5.416638749,5.484510566,-0.11164592,-0.124163262,-0.061514604,151.2722085,-2.002967006,-2.227532521,-1.156091372,3.50E-69,0.050523542,0.030363031,0.253044844,2.06E-68,0.999931612,0.999572313,0.999980583,18601.93862,8.16E-80
7.836260777,7.877683913,-0.036658544,-0.124227457,-0.023185446,198.9076196,-0.602057196,-2.040234714,-0.398897198,3.21E-75,0.54981038,0.046534898,0.691638638,6.13E-74,0.999931612,0.999572313,0.999980583,32625.50236,5.12E-86
6.408702006,6.439976712,-0.047226114,-0.039834719,-0.04662047,169.3958605,-0.807998167,-0.681537765,-0.83557956,1.12E-71,0.422854253,0.498622607,0.407299205,1.03E-70,0.999931612,0.999572313,0.999980583,23681.02061,1.77E-82
3.748151762,3.724084409,-0.027794177,0.036648181,0.085074893,71.7211217,-0.348169759,0.459081348,1.116404637,8.89E-53,0.729149499,0.648131534,0.269494873,1.15E-52,0.999931612,0.999572313,0.999980583,4342.730257,9.02E-64
5.123479436,5.058170259,0.050118573,0.159993659,0.07340187,64.46271196,0.415454523,1.326256631,0.637404187,1.91E-50,0.679556538,0.190678977,0.526720293,2.25E-50,0.999931612,0.999572313,0.999980583,3553.316773,1.46E-61
4.332135779,4.319541302,0.047281394,0.04384184,-0.02866398,77.10054391,0.548933516,0.509000546,-0.348617319,2.32E-54,0.585452705,0.612952721,0.728815448,3.25E-54,0.999931612,0.999572313,0.999980583,4982.931698,2.76E-65
4.214541202,4.184898957,-0.010753897,0.112658662,0.027781524,80.79438565,-0.135042898,1.414719908,0.365464278,2.19E-55,0.893110912,0.163243134,0.716280216,3.27E-55,0.999931612,0.999572313,0.999980583,5517.776272,2.07E-66
6.720242857,6.768741598,-0.018256486,-0.118629154,-0.070707311,137.2088439,-0.240713821,-1.564138735,-0.976632452,4.95E-67,0.810744488,0.123985535,0.333373053,2.12E-66,0.999931612,0.999572313,0.999980583,15465.2658,8.91E-78
3.842933311,3.85562613,-0.048909873,-0.002569601,-0.005258976,107.4839685,-0.88685983,-0.046593379,-0.099894744,1.18E-61,0.379328279,0.963019756,0.920820556,2.79E-61,0.999931612,0.999572313,0.999980583,9564.295792,1.79E-72
6.34009583,6.298868367,0.105917638,0.110296077,-0.024382901,94.05685969,1.028740642,1.071266877,-0.248088123,1.01E-58,0.308468552,0.289106017,0.805065016,1.88E-58,0.999931612,0.999572313,0.999980583,7469.734547,9.51E-70
3.687766994,3.734628075,0.012496267,-0.088172573,-0.116201129,53.01810691,0.115389644,-0.814179274,-1.124035084,3.44E-46,0.908590598,0.419337484,0.266274735,3.67E-46,0.999931612,0.999572313,0.999980583,2284.531279,1.05E-56
9.78700117,9.780507875,-0.068650064,0.072714897,0.021534735,246.1972423,-1.124015732,1.190569738,0.369363492,6.31E-80,0.266282867,0.239348999,0.713389984,4.44E-78,0.999931612,0.999572313,0.999980583,50579.19566,7.38E-91
4.667300713,4.716281328,-0.02953234,-0.127409582,-0.055589969,92.18160268,-0.375449972,-1.61978104,-0.74034414,2.79E-58,0.708886946,0.111463245,0.462494856,5.03E-58,0.999931612,0.999572313,0.999980583,6935.577596,6.26E-69
8.123247936,8.167696812,-0.026717049,0.011160973,-0.157794382,122.5228424,-0.260684743,0.108900324,-1.612878495,1.54E-64,0.795388081,0.913710008,0.112958539,4.93E-64,0.999931612,0.999572313,0.999980583,12374.96271,2.57E-75
5.934935159,5.94769166,0.039009255,0.003381097,-0.084932227,116.2458316,0.495913881,0.042982954,-1.131082066,2.22E-63,0.622091144,0.965883405,0.26332513,6.25E-63,0.999931612,0.999572313,0.999980583,11213.31113,3.14E-74
6.792521828,6.822408831,-0.150657486,-0.032003081,0.039608929,55.54769907,-0.797863721,-0.169484425,0.219742514,3.34E-47,0.42865863,0.866087845,0.826951149,3.63E-47,0.999931612,0.999572313,0.999980583,2549.071746,6.55E-58
3.249560462,3.247166823,-0.045866213,0.004381969,0.044308359,48.06532067,-0.441600747,0.042189678,0.44689508,4.58E-44,0.660649744,0.966512662,0.656847821,4.77E-44,0.999931612,0.999572313,0.999980583,1928.24604,7.61E-55
5.313857559,5.276892879,0.084721164,0.065862439,0.014754951,97.14924634,1.014524968,0.788694175,0.185093674,1.96E-59,0.31513375,0.433951273,0.853891599,3.85E-59,0.999931612,0.999572313,0.999980583,7975.900109,1.80E-70
9.32251154,9.319701678,-0.002302586,-0.025680051,0.034484777,232.0093428,-0.037284561,-0.415823478,0.584956474,1.29E-78,0.970404055,0.679288255,0.561162887,6.26E-77,0.999931612,0.999572313,0.999980583,44884.22965,1.54E-89
4.928657297,4.86765136,-0.004719273,0.159696309,0.103503806,84.95035302,-0.053571088,1.812801576,1.230820447,1.74E-56,0.957486734,0.075765411,0.224051012,2.78E-56,0.999931612,0.999572313,0.999980583,6166.675443,1.23E-67
6.865886613,6.791910574,0.052763848,0.118701952,0.139436783,117.2824003,0.592634619,1.333240245,1.640630954,1.42E-63,0.556051235,0.188393258,0.107043985,4.07E-63,0.999931612,0.999572313,0.999980583,11714.51021,1.04E-74
6.100704793,6.072138655,-0.000203421,0.136259541,-0.00525465,55.87469306,-0.00121753,0.815549,-0.032946547,2.49E-47,0.999033314,0.418560576,0.973846154,2.71E-47,0.999931612,0.999572313,0.999980583,2626.41856,3.08E-58
7.055016749,7.07895847,-0.186451068,0.091021685,-0.011335605,111.2683127,-1.906236061,0.930586345,-0.121405821,2.04E-62,0.062276905,0.356463155,0.903847934,5.20E-62,0.999931612,0.999572313,0.999980583,10249.36708,3.08E-73
7.86420644,7.898349426,-0.043600866,0.01130713,-0.103993706,118.2423649,-0.424562419,0.110102916,-1.060807256,9.36E-64,0.672946091,0.912761001,0.293788397,2.74E-63,0.999931612,0.999572313,0.999980583,11550.9256,1.48E-74
7.882085173,7.619601654,0.397006157,0.369779621,0.360733263,35.93241505,1.217758167,1.134244761,1.159132254,8.04E-38,0.228934666,0.262008919,0.251814761,8.12E-38,0.999931612,0.999572313,0.999980583,1151.905356,3.32E-49
6.708604809,6.676495304,-0.025639073,0.024791135,0.124215583,129.9050887,-0.324481243,0.313749977,1.64682085,7.94E-66,0.746904344,0.754993991,0.105759861,2.94E-65,0.999931612,0.999572313,0.999980583,14199.39584,7.80E-77
6.697397071,6.621487884,0.085475088,0.080797,0.151266646,138.3329416,1.161500093,1.097930701,2.153306551,3.27E-67,0.250859912,0.277404741,0.036058337,1.44E-66,0.999931612,0.999572313,0.999980583,16315.56711,2.29E-78
10.158962,10.21854792,-0.094411936,-0.169583317,-0.005795998,159.4568209,-0.958275722,-1.721260929,-0.061627537,2.41E-70,0.342456405,0.091280935,0.951100958,1.72E-69,0.999931612,0.999572313,0.999980583,20943.30554,4.01E-81
6.450132814,6.48733047,-0.070070058,-0.09099198,-0.006784645,144.9225526,-1.01815078,-1.322156118,-0.103273708,3.09E-68,0.313424553,0.192030827,0.918151827,1.56E-67,0.999931612,0.999572313,0.999980583,17302.623,5.14E-79
3.475957545,3.420159929,-0.032823729,0.125629137,0.136078563,57.18851747,-0.356993254,1.366351599,1.550403705,7.77E-48,0.722573622,0.177838525,0.127244593,8.56E-48,0.999931612,0.999572313,0.999980583,2816.352162,5.25E-59
6.248257731,6.187384561,0.128092958,0.170105907,-0.01819454,54.85593204,0.73867162,0.980947023,-0.109913295,6.25E-47,0.463501178,0.331261543,0.912910629,6.75E-47,0.999931612,0.999572313,0.999980583,2557.645232,6.02E-58
10.90538317,10.9000242,-0.037476017,0.048787501,0.011040155,235.2504694,-0.52609737,0.684890718,0.16235694,6.36E-79,0.601106901,0.496521968,0.871668014,3.34E-77,0.999931612,0.999572313,0.999980583,46164.67019,7.52E-90
4.799063455,4.77003484,-0.02823301,0.072369898,0.074301923,64.26416731,-0.247408251,0.634183533,0.682087431,2.23E-50,0.805588196,0.528802863,0.498277906,2.62E-50,0.999931612,0.999572313,0.999980583,3483.875414,2.40E-61
7.409406442,7.356442292,0.036028347,0.109660134,0.080433397,107.6708021,0.342992106,1.043971295,0.802156651,1.08E-61,0.733017855,0.301434717,0.426194102,2.56E-61,0.999931612,0.999572313,0.999980583,9800.768379,9.61E-73
7.658653394,7.700279393,-0.064748559,-0.102558698,-0.018532315,101.0500084,-0.552674777,-0.875411078,-0.16571133,2.68E-60,0.582906762,0.38546526,0.869040996,5.61E-60,0.999931612,0.999572313,0.999980583,8417.732498,4.58E-71
7.101243749,7.081237017,0.057307901,0.011675459,0.018578433,140.9809761,0.742122424,0.151194162,0.252030514,1.25E-67,0.461426276,0.880420573,0.80203302,5.82E-67,0.999931612,0.999572313,0.999980583,16656.89948,1.35E-78
6.939048214,6.930329091,0.007473585,0.079980382,-0.04046442,144.3549653,0.101255005,1.083605033,-0.574306653,3.77E-68,0.9197461,0.28364956,0.568291442,1.88E-67,0.999931612,0.999572313,0.999980583,17409.65879,4.39E-79
3.400881775,3.243515514,0.289750679,0.100988263,0.274629591,42.38798739,2.462980358,0.858434941,2.445495156,2.35E-41,0.017204038,0.394679391,0.017966258,2.41E-41,0.999931612,0.999572313,0.999980583,1648.311565,3.99E-53
2.880901327,2.826305849,0.091348643,0.077772476,0.06688012,71.03330747,1.493326079,1.271389077,1.145335137,1.44E-52,0.141529096,0.209373079,0.257430471,1.85E-52,0.999931612,0.999572313,0.999980583,4369.501099,7.71E-64
8.849729211,8.809102483,-0.088283896,0.048613369,0.189824015,85.52491103,-0.557509317,0.306991503,1.255754616,1.24E-56,0.579624735,0.760103095,0.2149425,2.00E-56,0.999931612,0.999572313,0.999980583,6152.559785,1.31E-67
6.27759628,6.334161239,-0.100695914,-0.02989136,-0.107060608,149.3386042,-1.544203351,-0.458393359,-1.719908491,6.73E-69,0.128738134,0.648622316,0.091528566,3.78E-68,0.999931612,0.999572313,0.999980583,18255.58674,1.32E-79
3.475163556,3.480028204,-0.057773479,0.034944935,0.000606276,90.1173874,-0.97311467,0.58859929,0.010697657,8.78E-58,0.335101226,0.558734799,0.991506514,1.53E-57,0.999931612,0.999572313,0.999980583,6749.259534,1.25E-68
9.211822272,9.287042459,-0.161927986,-0.094089534,-0.072678205,134.0283327,-1.52002513,-0.883222589,-0.714687253,1.63E-66,0.134696587,0.381271243,0.47806953,6.55E-66,0.999931612,0.999572313,0.999980583,14728.74638,3.08E-77
8.591155676,8.631479557,-0.01807282,-0.026720217,-0.117190051,152.1289776,-0.207186899,-0.306320705,-1.407375881,2.63E-69,0.836691087,0.760610781,0.165397394,1.57E-68,0.999931612,0.999572313,0.999980583,19106.80722,4.13E-80
6.081282363,6.08597157,-0.02385022,0.044965391,-0.035902098,140.9868257,-0.35937732,0.677542682,-0.566710295,1.25E-67,0.720800443,0.501131882,0.573403239,5.81E-67,0.999931612,0.999572313,0.999980583,16539.28339,1.62E-78
5.293787888,5.311939887,-0.040293461,0.007294733,-0.041893381,97.39562443,-0.480541095,0.086997219,-0.52338873,1.73E-59,0.632903001,0.931015288,0.60297652,3.41E-59,0.999931612,0.999572313,0.999980583,7851.128711,2.69E-70
4.911751854,4.934924049,-0.044493049,0.001462835,-0.052713645,92.49830464,-0.542444287,0.017834391,-0.673238603,2.35E-58,0.58988122,0.985840739,0.503842925,4.25E-58,0.999931612,0.999572313,0.999980583,7063.328049,3.94E-69
8.039525145,8.069519834,-0.07582758,0.003828226,-0.05444166,126.9566742,-0.775969598,0.039175544,-0.583622283,2.54E-65,0.44135995,0.968903784,0.562053493,8.87E-65,0.999931612,0.999572313,0.999980583,13332.23286,3.87E-76
5.485011555,5.501454812,0.008780138,-0.02875287,-0.046343293,128.7289736,0.133631778,-0.437612404,-0.73888748,1.26E-65,0.894221044,0.663519795,0.463371229,4.57E-65,0.999931612,0.999572313,0.999980583,13727.08707,1.84E-76
4.908301226,4.912955778,-0.000652651,-0.065104326,0.037738395,131.2472788,-0.011340648,-1.131271827,0.686947488,4.72E-66,0.990996028,0.263246025,0.495235801,1.80E-65,0.999931612,0.999572313,0.999980583,14328.44862,6.20E-77
7.252649118,7.193268654,-0.031818587,0.112116309,0.160442173,73.43636882,-0.211288312,0.744497725,1.116082016,2.70E-53,0.833506527,0.460001163,0.269631627,3.58E-53,0.999931612,0.999572313,0.999980583,4569.121743,2.48E-64
5.652639922,5.689010951,-0.033522614,-0.069637708,-0.052599067,133.2578805,-0.510744477,-1.060987504,-0.839511851,2.18E-66,0.611739555,0.293707266,0.405110472,8.64E-66,0.999931612,0.999572313,0.999980583,14609.76795,3.78E-77
8.199714855,8.278025296,-0.081752828,-0.049342661,-0.190267051,124.5620958,-0.800150371,-0.482938017,-1.95081194,6.68E-65,0.427344827,0.631211813,0.056598602,2.22E-64,0.999931612,0.999572313,0.999980583,12687.28545,1.36E-75
6.372911539,6.388861639,-0.021206806,-0.029144566,-0.01874153,185.1691407,-0.399788288,-0.549430033,-0.370120242,1.22E-73,0.6909863,0.585114518,0.712829545,1.68E-72,0.999931612,0.999572313,0.999980583,28430.6051,1.69E-84
9.401078603,9.410308264,0.03404833,-0.075116565,-0.000748651,194.6700861,0.458142783,-1.010743038,-0.010552796,9.59E-75,0.648801105,0.316923248,0.991621523,1.66E-73,0.999931612,0.999572313,0.999980583,31518.95413,1.23E-85
7.820312789,7.782188855,-0.105062698,0.113715901,0.139308575,89.33208237,-0.78444755,0.849056435,1.089622849,1.37E-57,0.436415537,0.399828098,0.281014441,2.35E-57,0.999931612,0.999572313,0.999980583,6716.474004,1.41E-68
8.170332544,8.167239767,0.012133429,0.002541342,-0.000521818,164.2177272,0.158685756,0.033236664,-0.007149187,5.42E-71,0.874544802,0.973615937,0.994323788,4.30E-70,0.999931612,0.999572313,0.999980583,22489.91646,6.55E-82
9.082455685,9.070216069,-0.031420128,0.015645541,0.060423174,122.9177723,-0.276958481,0.137910493,0.557947385,1.31E-64,0.782934356,0.890855634,0.579327785,4.21E-64,0.999931612,0.999572313,0.999980583,12624.81609,1.55E-75
3.931854177,3.920045232,0.068215251,-0.087248922,0.061524433,64.52809625,0.730380091,-0.934173436,0.690077795,1.81E-50,0.468508537,0.354627927,0.493281837,2.14E-50,0.999931612,0.999572313,0.999980583,3491.633345,2.27E-61
4.839582731,4.768028625,0.026035189,0.133977962,0.13981236,78.77907817,0.279796602,1.439842789,1.574020074,7.82E-55,0.780768193,0.156038182,0.121682625,1.13E-54,0.999931612,0.999572313,0.999980583,5329.101075,5.02E-66
3.264033891,3.258561184,0.046492718,-0.006469601,-0.012816838,81.46175589,0.756001216,-0.105199836,-0.218323985,1.44E-55,0.453135388,0.916630981,0.828050222,2.19E-55,0.999931612,0.999572313,0.999980583,5548.864598,1.80E-66
6.497537146,6.457972477,0.112671187,0.143476627,-0.064568658,87.15223336,0.989019534,1.259427455,-0.593740602,4.77E-57,0.327334902,0.213624353,0.55531687,7.92E-57,0.999931612,0.999572313,0.999980583,6408.425175,4.65E-68
9.051412256,9.057624178,-0.064042235,-0.053822727,0.075839882,83.49285057,-0.383982245,-0.322708467,0.476349049,4.16E-56,0.702592032,0.748238782,0.635865519,6.53E-56,0.999931612,0.999572313,0.999980583,5801.460145,5.81E-67
10.91511566,10.96418652,-0.073684469,-0.046797799,-0.086787543,234.1740856,-1.02364188,-0.650125968,-1.26302653,8.03E-79,0.310848048,0.518536369,0.212338514,4.14E-77,0.999931612,0.999572313,0.999980583,45290.25286,1.22E-89
2.966813506,2.950331242,0.057168546,-0.022213072,0.033815614,73.47301793,0.926027567,-0.359811794,0.573808581,2.63E-53,0.358804397,0.720477463,0.56862592,3.49E-53,0.999931612,0.999572313,0.999980583,4549.414905,2.77E-64
6.923856023,6.917872179,0.04399706,0.010726888,-0.023290094,191.9898883,0.794216945,0.193637397,-0.440422723,1.94E-74,0.430758897,0.84723098,0.66149693,3.13E-73,0.999931612,0.999572313,0.999980583,30770.28342,2.27E-85
8.707924944,8.707283038,0.01942072,-0.075931862,0.05028599,149.3776864,0.216709552,-0.847299182,0.587817804,6.64E-69,0.829301502,0.40079742,0.559255249,3.73E-68,0.999931612,0.999572313,0.999980583,18597.97866,8.20E-80
6.246166657,6.244645668,0.069540647,-0.040448805,-0.018766216,103.9777211,0.753148974,-0.438074383,-0.212912848,6.31E-61,0.454832154,0.663187088,0.832245923,1.40E-60,0.999931612,0.999572313,0.999980583,9014.210999,8.05E-72
5.978429904,6.032218272,-0.081775561,-0.083701234,-0.06685951,167.9460875,-1.480901057,-1.515773717,-1.268377984,1.73E-71,0.144800909,0.135766648,0.210437262,1.52E-70,0.999931612,0.999572313,0.999980583,23088.42431,3.36E-82
