"","ProbesetID","EntrezGeneID","GeneSymbol"
"2422","10549_at","10549","PRDX4"
"2423","10550_at","10550","ARL6IP5"
"2424","10551_at","10551","AGR2"
"2425","10552_at","10552","ARPC1A"
"2426","10553_at","10553","HTATIP2"
"2427","10554_at","10554","AGPAT1"
"2428","10555_at","10555","AGPAT2"
"2429","10556_at","10556","RPP30"
"2430","10557_at","10557","RPP38"
"2431","10558_at","10558","SPTLC1"
"2432","10559_at","10559","SLC35A1"
"2433","1056_at","1056","CEL"
"2434","10560_at","10560","SLC19A2"
"2435","10561_at","10561","IFI44"
"2436","10562_at","10562","OLFM4"
"2437","10563_at","10563","CXCL13"
"2438","10564_at","10564","ARFGEF2"
"2439","10565_at","10565","ARFGEF1"
"2440","10566_at","10566","AKAP3"
"2441","10567_at","10567","RABAC1"
"2442","10568_at","10568","SLC34A2"
"2443","105682749_at","105682749","CCEPR"
"2444","10569_at","10569","SLU7"
"2445","10570_at","10570","DPYSL4"
"2446","10572_at","10572","SIVA1"
"2447","10573_at","10573","MRPL28"
"2448","10574_at","10574","CCT7"
"2449","10575_at","10575","CCT4"
"2450","10576_at","10576","CCT2"
"2451","10577_at","10577","NPC2"
"2452","10578_at","10578","GNLY"
"2453","10579_at","10579","TACC2"
"2454","1058_at","1058","CENPA"
"2455","10580_at","10580","SORBS1"
"2456","10581_at","10581","IFITM2"
"2457","10584_at","10584","COLEC10"
"2458","10585_at","10585","POMT1"
"2459","10586_at","10586","MAB21L2"
"2460","10587_at","10587","TXNRD2"
"2461","10589_at","10589","DRAP1"
"2462","1059_at","1059","CENPB"
"2463","10590_at","10590","SCGN"
"2464","10591_at","10591","DNPH1"
"2465","10592_at","10592","SMC2"
"2466","10594_at","10594","PRPF8"
"2467","10595_at","10595","ERN2"
"2468","10598_at","10598","AHSA1"
"2469","10599_at","10599","SLCO1B1"
"2470","1060_at","1060","CENPC"
"2471","10600_at","10600","USP16"
"2472","10602_at","10602","CDC42EP3"
"2473","10603_at","10603","SH2B2"
"2474","10606_at","10606","PAICS"
"2475","10607_at","10607","TBL3"
"2476","10608_at","10608","MXD4"
"2477","10609_at","10609","P3H4"
"2478","10610_at","10610","ST6GALNAC2"
"2479","10611_at","10611","PDLIM5"
"2480","10612_at","10612","TRIM3"
"2481","10613_at","10613","ERLIN1"
"2482","10614_at","10614","HEXIM1"
"2483","106146149_at","106146149","LINC01613"
"2484","10615_at","10615","SPAG5"
"2485","10616_at","10616","RBCK1"
"2486","10617_at","10617","STAMBP"
"2487","10618_at","10618","TGOLN2"
"2488","1062_at","1062","CENPE"
"2489","10621_at","10621","POLR3F"
"2490","10622_at","10622","POLR3G"
"2491","10623_at","10623","POLR3C"
"2492","10625_at","10625","IVNS1ABP"
"2493","10627_at","10627","MYL12A"
"2494","10628_at","10628","TXNIP"
"2495","10629_at","10629","TAF6L"
"2496","1063_at","1063","CENPF"
"2497","10630_at","10630","PDPN"
"2498","10631_at","10631","POSTN"
"2499","10632_at","10632","ATP5MG"
"2500","10633_at","10633","RASL10A"
"2501","10634_at","10634","GAS2L1"
"2502","10635_at","10635","RAD51AP1"
"2503","10636_at","10636","RGS14"
"2504","10637_at","10637","LEFTY1"
"2505","10640_at","10640","EXOC5"
"2506","10641_at","10641","NPRL2"
"2507","10642_at","10642","IGF2BP1"
"2508","10643_at","10643","IGF2BP3"
"2509","10644_at","10644","IGF2BP2"
"2510","10645_at","10645","CAMKK2"
"2511","106456574_at","106456574","LINC01616"
"2512","10647_at","10647","SCGB1D2"
"2513","106479437_at","106479437","RN7SL587P"
"2514","106479524_at","106479524","RN7SL832P"
"2515","10648_at","10648","SCGB1D1"
"2516","106480890_at","106480890","RN7SKP187"
"2517","10650_at","10650","PRELID3A"
"2518","10651_at","10651","MTX2"
"2519","10652_at","10652","YKT6"
"2520","10653_at","10653","SPINT2"
"2521","10654_at","10654","PMVK"
"2522","10655_at","10655","DMRT2"
"2523","10656_at","10656","KHDRBS3"
"2524","10657_at","10657","KHDRBS1"
"2525","10658_at","10658","CELF1"
"2526","10659_at","10659","CELF2"
"2527","10660_at","10660","LBX1"
"2528","10661_at","10661","KLF1"
"2529","106614088_at","106614088","MIR34AHG"
"2530","10663_at","10663","CXCR6"
"2531","10664_at","10664","CTCF"
"2532","10665_at","10665","TSBP1"
"2533","10666_at","10666","CD226"
"2534","10667_at","10667","FARS2"
"2535","10668_at","10668","CGRRF1"
"2536","10669_at","10669","CGREF1"
"2537","106699570_at","106699570","LOC106699570"
"2538","10670_at","10670","RRAGA"
"2539","106707243_at","106707243","PRH1-TAS2R14"
"2540","10671_at","10671","DCTN6"
"2541","10672_at","10672","GNA13"
"2542","10673_at","10673","TNFSF13B"
"2543","106736475_at","106736475","PCF11-AS1"
"2544","10675_at","10675","CSPG5"
"2545","10677_at","10677","AVIL"
"2546","10678_at","10678","B3GNT2"
"2547","1068_at","1068","CETN1"
"2548","10681_at","10681","GNB5"
"2549","10682_at","10682","EBP"
"2550","10683_at","10683","DLL3"
"2551","10686_at","10686","CLDN16"
"2552","10687_at","10687","PNMA2"
"2553","1069_at","1069","CETN2"
"2554","10690_at","10690","FUT9"
"2555","10691_at","10691","GMEB1"
"2556","10692_at","10692","RRH"
"2557","10693_at","10693","CCT6B"
"2558","10694_at","10694","CCT8"
"2559","10695_at","10695","CNPY3"
"2560","10699_at","10699","CORIN"
"2561","107_at","107","ADCY1"
"2562","1070_at","1070","CETN3"
"2563","107075116_at","107075116","MIR3142HG"
"2564","107080621_at","107080621","LINC01077"
"2565","1071_at","1071","CETP"
"2566","107105282_at","107105282","LOC107105282"
"2567","10712_at","10712","FAM189B"
"2568","10713_at","10713","USP39"
"2569","10714_at","10714","POLD3"
"2570","10715_at","10715","CERS1"
"2571","10716_at","10716","TBR1"
"2572","10717_at","10717","AP4B1"
"2573","10718_at","10718","NRG3"
"2574","1072_at","1072","CFL1"
"2575","10721_at","10721","POLQ"
"2576","10723_at","10723","SLC12A7"
"2577","10724_at","10724","OGA"
"2578","10725_at","10725","NFAT5"
"2579","10726_at","10726","NUDC"
"2580","10728_at","10728","PTGES3"
"2581","1073_at","1073","CFL2"
"2582","10730_at","10730","YME1L1"
"2583","10732_at","10732","TCFL5"
"2584","10733_at","10733","PLK4"
"2585","10734_at","10734","STAG3"
"2586","10735_at","10735","STAG2"
"2587","10736_at","10736","SIX2"
"2588","10737_at","10737","RFPL3S"
"2589","10738_at","10738","RFPL3"
"2590","10739_at","10739","RFPL2"
"2591","10740_at","10740","RFPL1S"
"2592","10741_at","10741","RBBP9"
"2593","10742_at","10742","RAI2"
"2594","10743_at","10743","RAI1"
"2595","10744_at","10744","PTTG2"
"2596","10745_at","10745","PHTF1"
"2597","10746_at","10746","MAP3K2"
"2598","10747_at","10747","MASP2"
"2599","10748_at","10748","KLRA1P"
"2600","10749_at","10749","KIF1C"
"2601","1075_at","1075","CTSC"
"2602","10750_at","10750","GRAP"
"2603","10752_at","10752","CHL1"
"2604","10753_at","10753","CAPN9"
"2605","10755_at","10755","GIPC1"
"2606","10758_at","10758","TRAF3IP2"
"2607","10761_at","10761","PLAC1"
"2608","10762_at","10762","NUP50"
"2609","10763_at","10763","NES"
"2610","10765_at","10765","KDM5B"
"2611","10766_at","10766","TOB2"
"2612","10767_at","10767","HBS1L"
"2613","10768_at","10768","AHCYL1"
"2614","10769_at","10769","PLK2"
"2615","10771_at","10771","ZMYND11"
"2616","10772_at","10772","SRSF10"
"2617","10773_at","10773","ZBTB6"
"2618","10775_at","10775","POP4"
"2619","10776_at","10776","ARPP19"
"2620","10777_at","10777","ARPP21"
"2621","10778_at","10778","ZNF271P"
"2622","10780_at","10780","ZNF234"
"2623","10781_at","10781","ZNF266"
"2624","10782_at","10782","ZNF274"
"2625","10783_at","10783","NEK6"
"2626","10785_at","10785","WDR4"
"2627","10786_at","10786","SLC17A3"
"2628","10787_at","10787","NCKAP1"
"2629","10788_at","10788","IQGAP2"
"2630","10791_at","10791","VAMP5"
"2631","10793_at","10793","ZNF273"
"2632","10794_at","10794","ZNF460"
"2633","10795_at","10795","ZNF268"
"2634","10797_at","10797","MTHFD2"
"2635","10798_at","10798","OR5I1"
"2636","107983950_at","107983950","LOC107983950"
"2637","107983961_at","107983961","LOC107983961"
"2638","107983976_at","107983976","LOC107983976"
"2639","107984009_at","107984009","LINC00415"
"2640","107984018_at","107984018","LOC107984018"
"2641","107984036_at","107984036","LOC107984036"
"2642","107984079_at","107984079","LOC107984079"
"2643","107984202_at","107984202","LOC107984202"
"2644","107984208_at","107984208","LOC107984208"
"2645","107984214_at","107984214","LOC107984214"
"2646","107984261_at","107984261","LOC107984261"
"2647","107984262_at","107984262","LOC107984262"
"2648","107984270_at","107984270","LOC107984270"
"2649","107984280_at","107984280","LINC02666"
"2650","107984282_at","107984282","LOC107984282"
"2651","107984293_at","107984293","LOC107984293"
"2652","107984316_at","107984316","LOC107984316"
"2653","107984323_at","107984323","LOC107984323"
"2654","107984334_at","107984334","LOC107984334"
"2655","107984345_at","107984345","SMIM38"
"2656","107984360_at","107984360","LOC107984360"
"2657","107984399_at","107984399","LOC107984399"
"2658","107984403_at","107984403","LOC107984403"
"2659","107984428_at","107984428","LOC107984428"
"2660","107984433_at","107984433","LOC107984433"
"2661","107984485_at","107984485","LOC107984485"
"2662","107984499_at","107984499","LOC107984499"
"2663","107984504_at","107984504","CPNE8-AS1"
"2664","107984545_at","107984545","LOC107984545"
"2665","107984547_at","107984547","LOC107984547"
"2666","107984567_at","107984567","LOC107984567"
"2667","107984576_at","107984576","LOC107984576"
"2668","107984643_at","107984643","LOC107984643"
"2669","107984659_at","107984659","LOC107984659"
"2670","107984702_at","107984702","LOC107984702"
"2671","107984715_at","107984715","LOC107984715"
"2672","107984749_at","107984749","LOC107984749"
"2673","107984773_at","107984773","LINC01852"
"2674","107984784_at","107984784","LOC107984784"
"2675","107984813_at","107984813","LOC107984813"
"2676","107984832_at","107984832","LOC107984832"
"2677","107984875_at","107984875","LOC107984875"
"2678","107984895_at","107984895","LOC107984895"
"2679","107984910_at","107984910","LOC107984910"
"2680","107984936_at","107984936","LOC107984936"
"2681","107984950_at","107984950","LOC107984950"
"2682","107984958_at","107984958","DHCR24-DT"
"2683","107984974_at","107984974","LOC107984974"
"2684","107985010_at","107985010","LOC107985010"
"2685","107985014_at","107985014","LOC107985014"
"2686","107985020_at","107985020","LOC107985020"
"2687","107985054_at","107985054","LOC107985054"
"2688","107985065_at","107985065","LOC107985065"
"2689","107985115_at","107985115","LOC107985115"
"2690","107985176_at","107985176","LOC107985176"
"2691","107985194_at","107985194","LINC02798"
"2692","107985206_at","107985206","LOC107985206"
"2693","107985213_at","107985213","LOC107985213"
"2694","107985216_at","107985216","LOC107985216"
"2695","107985254_at","107985254","LINC01735"
"2696","107985280_at","107985280","LINC01834"
"2697","107985287_at","107985287","LOC107985287"
"2698","107985393_at","107985393","LOC107985393"
"2699","107985400_at","107985400","LOC107985400"
"2700","107985558_at","107985558","LOC107985558"
"2701","107985578_at","107985578","NCF4-AS1"
"2702","107985656_at","107985656","LOC107985656"
"2703","107985773_at","107985773","LOC107985773"
"2704","107985795_at","107985795","LOC107985795"
"2705","107985861_at","107985861","LOC107985861"
"2706","107985879_at","107985879","LINC01833"
"2707","107985885_at","107985885","LOC107985885"
"2708","107985944_at","107985944","LOC107985944"
"2709","107985946_at","107985946","LOC107985946"
"2710","107986046_at","107986046","LINC01998"
"2711","107986084_at","107986084","LOC107986084"
"2712","107986085_at","107986085","LINC02019"
"2713","107986119_at","107986119","LOC107986119"
"2714","107986127_at","107986127","LOC107986127"
"2715","107986153_at","107986153","LOC107986153"
"2716","107986160_at","107986160","LOC107986160"
"2717","107986163_at","107986163","LOC107986163"
"2718","107986192_at","107986192","LOC107986192"
"2719","107986197_at","107986197","LOC107986197"
"2720","107986218_at","107986218","LOC107986218"
"2721","107986251_at","107986251","LINC02600"
"2722","107986276_at","107986276","LOC107986276"
"2723","107986277_at","107986277","LOC107986277"
"2724","107986287_at","107986287","LOC107986287"
"2725","107986299_at","107986299","LOC107986299"
"2726","107986313_at","107986313","LINC02465"
"2727","107986322_at","107986322","LINC02272"
"2728","107986334_at","107986334","LOC107986334"
"2729","107986465_at","107986465","LOC107986465"
"2730","107986480_at","107986480","LINC01863"
"2731","107986494_at","107986494","LOC107986494"
"2732","107986512_at","107986512","LOC107986512"
"2733","107986513_at","107986513","LOC107986513"
"2734","107986520_at","107986520","LOC107986520"
"2735","107986562_at","107986562","LOC107986562"
"2736","107986566_at","107986566","LOC107986566"
"2737","107986577_at","107986577","LOC107986577"
"2738","107986587_at","107986587","ABCF1-DT"
"2739","107986588_at","107986588","LOC107986588"
"2740","107986666_at","107986666","LOC107986666"
"2741","107986703_at","107986703","CPVL-AS1"
"2742","107986768_at","107986768","LOC107986768"
"2743","107986769_at","107986769","LOC107986769"
"2744","107986780_at","107986780","LOC107986780"
"2745","107986785_at","107986785","LOC107986785"
"2746","107986806_at","107986806","LINC02848"
"2747","107986810_at","107986810","WBSCR23"
"2748","107986822_at","107986822","LOC107986822"
"2749","107986858_at","107986858","LOC107986858"
"2750","107986859_at","107986859","LOC107986859"
"2751","107986876_at","107986876","LOC107986876"
"2752","107986962_at","107986962","LOC107986962"
"2753","107986963_at","107986963","LOC107986963"
"2754","107986989_at","107986989","LOC107986989"
"2755","107987097_at","107987097","LOC107987097"
"2756","107987126_at","107987126","LOC107987126"
"2757","107987135_at","107987135","LOC107987135"
"2758","107987160_at","107987160","LOC107987160"
"2759","107987180_at","107987180","LOC107987180"
"2760","107987183_at","107987183","LOC107987183"
"2761","107987250_at","107987250","LOC107987250"
"2762","107987251_at","107987251","LOC107987251"
"2763","107987276_at","107987276","LOC107987276"
"2764","107987303_at","107987303","LOC107987303"
"2765","107987337_at","107987337","ZFY-AS1"
"2766","10799_at","10799","RPP40"
"2767","108_at","108","ADCY2"
"2768","1080_at","1080","CFTR"
"2769","10800_at","10800","CYSLTR1"
"2770","10801_at","10801","SEPTIN9"
"2771","10802_at","10802","SEC24A"
"2772","10803_at","10803","CCR9"
"2773","10804_at","10804","GJB6"
"2774","10806_at","10806","SDCCAG8"
"2775","10807_at","10807","ENTR1"
"2776","10808_at","10808","HSPH1"
"2777","10809_at","10809","STARD10"
"2778","1081_at","1081","CGA"
"2779","10810_at","10810","WASF3"
"2780","10811_at","10811","NOXA1"
"2781","10813_at","10813","UTP14A"
"2782","10814_at","10814","CPLX2"
"2783","10815_at","10815","CPLX1"
"2784","10816_at","10816","SPINT3"
"2785","10817_at","10817","FRS3"
"2786","10818_at","10818","FRS2"
"2787","10819_at","10819","OR7E14P"
"2788","10821_at","10821","OR7E12P"
"2789","10825_at","10825","NEU3"
"2790","10826_at","10826","FAXDC2"
"2791","10827_at","10827","FAM114A2"
"2792","10838_at","10838","ZNF275"
"2793","1084_at","1084","CEACAM3"
"2794","10840_at","10840","ALDH1L1"
"2795","10841_at","10841","FTCD"
"2796","10842_at","10842","PPP1R17"
"2797","10844_at","10844","TUBGCP2"
"2798","10845_at","10845","CLPX"
"2799","10846_at","10846","PDE10A"
"2800","10847_at","10847","SRCAP"
"2801","10848_at","10848","PPP1R13L"
"2802","10849_at","10849","CD3EAP"
"2803","10850_at","10850","CCL27"
"2804","10855_at","10855","HPSE"
"2805","10856_at","10856","RUVBL2"
"2806","10857_at","10857","PGRMC1"
"2807","108570035_at","108570035","LINP1"
"2808","10858_at","10858","CYP46A1"
"2809","10859_at","10859","LILRB1"
"2810","10861_at","10861","SLC26A1"
"2811","10863_at","10863","ADAM28"
"2812","10864_at","10864","SLC22A7"
"2813","10865_at","10865","ARID5A"
"2814","10866_at","10866","HCP5"
"2815","10867_at","10867","TSPAN9"
"2816","10868_at","10868","USP20"
"2817","10869_at","10869","USP19"
"2818","1087_at","1087","CEACAM7"
"2819","10870_at","10870","HCST"
"2820","10871_at","10871","CD300C"
"2821","10873_at","10873","ME3"
"2822","10874_at","10874","NMU"
"2823","10875_at","10875","FGL2"
"2824","10876_at","10876","EDDM3A"
"2825","10878_at","10878","CFHR3"
"2826","108783654_at","108783654","LOC108783654"
"2827","10879_at","10879","SMR3B"
"2828","1088_at","1088","CEACAM8"
"2829","10880_at","10880","ACTL7B"
"2830","10881_at","10881","ACTL7A"
"2831","10882_at","10882","C1QL1"
"2832","10884_at","10884","MRPS30"
"2833","10885_at","10885","WDR3"
"2834","10886_at","10886","NPFFR2"
"2835","10888_at","10888","GPR83"
"2836","1089_at","1089","CEACAM4"
"2837","10890_at","10890","RAB10"
"2838","10891_at","10891","PPARGC1A"
"2839","10892_at","10892","MALT1"
"2840","10893_at","10893","MMP24"
"2841","10894_at","10894","LYVE1"
"2842","10895_at","10895","PPBPP2"
"2843","10897_at","10897","YIF1A"
"2844","10898_at","10898","CPSF4"
"2845","10899_at","10899","JTB"
"2846","109_at","109","ADCY3"
"2847","10900_at","10900","RUNDC3A"
"2848","10902_at","10902","BRD8"
"2849","10903_at","10903","MTMR11"
"2850","10904_at","10904","BLCAP"
"2851","10905_at","10905","MAN1A2"
"2852","10906_at","10906","TRAFD1"
"2853","10907_at","10907","TXNL4A"
"2854","10908_at","10908","PNPLA6"
"2855","10910_at","10910","SUGT1"
"2856","10911_at","10911","UTS2"
"2857","10912_at","10912","GADD45G"
"2858","10913_at","10913","EDAR"
"2859","109136579_at","109136579","TALAM1"
"2860","10914_at","10914","PAPOLA"
"2861","10915_at","10915","TCERG1"
"2862","10916_at","10916","MAGED2"
"2863","10917_at","10917","BTNL3"
"2864","10919_at","10919","EHMT2"
"2865","10920_at","10920","COPS8"
"2866","10921_at","10921","RNPS1"
"2867","10922_at","10922","FASTK"
"2868","10923_at","10923","SUB1"
"2869","10924_at","10924","SMPDL3A"
"2870","10926_at","10926","DBF4"
"2871","10927_at","10927","SPIN1"
"2872","10928_at","10928","RALBP1"
"2873","10929_at","10929","SRSF8"
"2874","10930_at","10930","APOBEC2"
"2875","10933_at","10933","MORF4L1"
"2876","10935_at","10935","PRDX3"
"2877","10936_at","10936","GPR75"
"2878","10938_at","10938","EHD1"
"2879","10939_at","10939","AFG3L2"
"2880","10940_at","10940","POP1"
"2881","10942_at","10942","PRSS21"
"2882","10943_at","10943","MSL3"
"2883","10944_at","10944","C11orf58"
"2884","10945_at","10945","KDELR1"
"2885","10946_at","10946","SF3A3"
"2886","10947_at","10947","AP3M2"
"2887","10948_at","10948","STARD3"
"2888","10949_at","10949","HNRNPA0"
"2889","10950_at","10950","BTG3"
"2890","10952_at","10952","SEC61B"
"2891","10953_at","10953","TOMM34"
"2892","10954_at","10954","PDIA5"
"2893","10955_at","10955","SERINC3"
"2894","10956_at","10956","OS9"
"2895","10957_at","10957","PNRC1"
"2896","10959_at","10959","TMED2"
"2897","10960_at","10960","LMAN2"
"2898","10961_at","10961","ERP29"
"2899","10962_at","10962","MLLT11"
"2900","10963_at","10963","STIP1"
"2901","10964_at","10964","IFI44L"
"2902","10966_at","10966","RAB40B"
"2903","10969_at","10969","EBNA1BP2"
"2904","10970_at","10970","CKAP4"
"2905","10972_at","10972","TMED10"
"2906","109729127_at","109729127","KRT7-AS"
"2907","109729141_at","109729141","TDRKH-AS1"
"2908","109729146_at","109729146","POC1B-AS1"
"2909","109729180_at","109729180","SNHG26"
"2910","109729181_at","109729181","ZNF710-AS1"
"2911","109729182_at","109729182","DM1-AS"
"2912","10973_at","10973","ASCC3"
"2913","10974_at","10974","ADIRF"
"2914","10975_at","10975","UQCR11"
"2915","10978_at","10978","CLP1"
"2916","10979_at","10979","FERMT2"
"2917","10980_at","10980","COPS6"
"2918","10981_at","10981","RAB32"
"2919","10982_at","10982","MAPRE2"
"2920","10983_at","10983","CCNI"
"2921","10984_at","10984","KCNQ1OT1"
"2922","10985_at","10985","GCN1"
"2923","109864269_at","109864269","MIR302CHG"
"2924","10987_at","10987","COPS5"
"2925","10988_at","10988","METAP2"
"2926","10989_at","10989","IMMT"
"2927","10990_at","10990","LILRB5"
"2928","10991_at","10991","SLC38A3"
"2929","10992_at","10992","SF3B2"
"2930","10993_at","10993","SDS"
"2931","10994_at","10994","ILVBL"
"2932","10998_at","10998","SLC27A5"
"2933","10999_at","10999","SLC27A4"
"2934","11000_at","11000","SLC27A3"
"2935","11001_at","11001","SLC27A2"
"2936","11004_at","11004","KIF2C"
"2937","11005_at","11005","SPINK5"
"2938","11006_at","11006","LILRB4"
"2939","11007_at","11007","CCDC85B"
"2940","11009_at","11009","IL24"
"2941","1101_at","1101","CHAD"
"2942","11010_at","11010","GLIPR1"
"2943","11011_at","11011","TLK2"
"2944","11012_at","11012","KLK11"
"2945","11013_at","11013","TMSB15A"
"2946","11014_at","11014","KDELR2"
"2947","11015_at","11015","KDELR3"
"2948","11016_at","11016","ATF7"
"2949","11017_at","11017","SNRNP27"
"2950","110175910_at","110175910","MIR4527HG"
"2951","11018_at","11018","TMED1"
"2952","11019_at","11019","LIAS"
"2953","1102_at","1102","RCBTB2"
"2954","11020_at","11020","IFT27"
"2955","11021_at","11021","RAB35"
"2956","11022_at","11022","TDRKH"
"2957","11024_at","11024","LILRA1"
"2958","11025_at","11025","LILRB3"
"2959","11027_at","11027","LILRA2"
"2960","1103_at","1103","CHAT"
"2961","11030_at","11030","RBPMS"
"2962","11031_at","11031","RAB31"
"2963","11033_at","11033","ADAP1"
"2964","11034_at","11034","DSTN"
"2965","11035_at","11035","RIPK3"
"2966","11037_at","11037","STON1"
"2967","1104_at","1104","RCC1"
"2968","11040_at","11040","PIM2"
"2969","11041_at","11041","B4GAT1"
"2970","11043_at","11043","MID2"
"2971","11044_at","11044","TENT4A"
"2972","11045_at","11045","UPK1A"
"2973","11046_at","11046","SLC35D2"
"2974","11047_at","11047","ADRM1"
"2975","1105_at","1105","CHD1"
"2976","11051_at","11051","NUDT21"
"2977","11052_at","11052","CPSF6"
"2978","11054_at","11054","OGFR"
"2979","11055_at","11055","ZPBP"
"2980","11056_at","11056","DDX52"
"2981","11057_at","11057","ABHD2"
"2982","11059_at","11059","WWP1"
"2983","110599564_at","110599564","EEF1AKMT4"
"2984","1106_at","1106","CHD2"
"2985","11060_at","11060","WWP2"
"2986","11061_at","11061","CNMD"
"2987","11062_at","11062","DUS4L"
"2988","11063_at","11063","SOX30"
"2989","11064_at","11064","CNTRL"
"2990","11065_at","11065","UBE2C"
"2991","11066_at","11066","SNRNP35"
"2992","11067_at","11067","DEPP1"
"2993","11068_at","11068","CYB561D2"
"2994","11069_at","11069","RAPGEF4"
"2995","1107_at","1107","CHD3"
"2996","11070_at","11070","TMEM115"
"2997","11072_at","11072","DUSP14"
"2998","11073_at","11073","TOPBP1"
"2999","11074_at","11074","TRIM31"
"3000","11075_at","11075","STMN2"
"3001","11076_at","11076","TPPP"
"3002","11078_at","11078","TRIOBP"
"3003","11079_at","11079","RER1"
"3004","1108_at","1108","CHD4"
"3005","11080_at","11080","DNAJB4"
"3006","110806272_at","110806272","BTG3-AS1"
"3007","110806298_at","110806298","C17orf113"
"3008","110806301_at","110806301","LINC02560"
"3009","110806308_at","110806308","GPC3-AS1"
"3010","11081_at","11081","KERA"
"3011","11082_at","11082","ESM1"
"3012","11083_at","11083","DIDO1"
"3013","110841581_at","110841581","CAMTA1-DT"
"3014","11085_at","11085","ADAM30"
"3015","11086_at","11086","ADAM29"
"3016","1109_at","1109","AKR1C4"
"3017","11091_at","11091","WDR5"
"3018","11092_at","11092","SPACA9"
"3019","11093_at","11093","ADAMTS13"
"3020","11094_at","11094","CACFD1"
"3021","11095_at","11095","ADAMTS8"
"3022","11096_at","11096","ADAMTS5"
"3023","11097_at","11097","NUP42"
"3024","11098_at","11098","PRSS23"
"3025","11099_at","11099","PTPN21"
"3026","111_at","111","ADCY5"
"3027","11100_at","11100","HNRNPUL1"
"3028","11101_at","11101","ATE1"
"3029","11103_at","11103","KRR1"
"3030","11104_at","11104","KATNA1"
"3031","11105_at","11105","PRDM7"
"3032","11107_at","11107","PRDM5"
"3033","11108_at","11108","PRDM4"
"3034","1111_at","1111","CHEK1"
"3035","11112_at","11112","HIBADH"
"3036","11113_at","11113","CIT"
"3037","11116_at","11116","FGFR1OP"
"3038","11117_at","11117","EMILIN1"
"3039","11118_at","11118","BTN3A2"
"3040","11119_at","11119","BTN3A1"
"3041","1112_at","1112","FOXN3"
"3042","11120_at","11120","BTN2A1"
"3043","111216280_at","111216280","LINC02577"
"3044","111216282_at","111216282","LINC02574"
"3045","111216285_at","111216285","LINC02573"
"3046","111216286_at","111216286","LINC02575"
"3047","11122_at","11122","PTPRT"
"3048","11123_at","11123","RCAN3"
"3049","11124_at","11124","FAF1"
"3050","11126_at","11126","CD160"
"3051","11127_at","11127","KIF3A"
"3052","11128_at","11128","POLR3A"
"3053","11129_at","11129","CLASRP"
"3054","1113_at","1113","CHGA"
"3055","11130_at","11130","ZWINT"
"3056","11131_at","11131","CAPN11"
"3057","11132_at","11132","CAPN10"
"3058","11133_at","11133","KPTN"
"3059","11135_at","11135","CDC42EP1"
"3060","11136_at","11136","SLC7A9"
"3061","11137_at","11137","PWP1"
"3062","11138_at","11138","TBC1D8"
"3063","1114_at","1114","CHGB"
"3064","11140_at","11140","CDC37"
"3065","11141_at","11141","IL1RAPL1"
"3066","11142_at","11142","PKIG"
"3067","11144_at","11144","DMC1"
"3068","11145_at","11145","PLAAT3"
"3069","11146_at","11146","GLMN"
"3070","11147_at","11147","HHLA3"
"3071","11148_at","11148","HHLA2"
"3072","11149_at","11149","BVES"
"3073","11151_at","11151","CORO1A"
"3074","11152_at","11152","WDR45"
"3075","11153_at","11153","FICD"
"3076","11154_at","11154","AP4S1"
"3077","11155_at","11155","LDB3"
"3078","11156_at","11156","PTP4A3"
"3079","11157_at","11157","LSM6"
"3080","1116_at","1116","CHI3L1"
"3081","11160_at","11160","ERLIN2"
"3082","11161_at","11161","ERG28"
"3083","11162_at","11162","NUDT6"
"3084","11163_at","11163","NUDT4"
"3085","11164_at","11164","NUDT5"
"3086","11165_at","11165","NUDT3"
"3087","11166_at","11166","SOX21"
"3088","11167_at","11167","FSTL1"
"3089","11168_at","11168","PSIP1"
"3090","11169_at","11169","WDHD1"
"3091","1117_at","1117","CHI3L2"
"3092","11170_at","11170","FAM107A"
"3093","11171_at","11171","STRAP"
"3094","11172_at","11172","INSL6"
"3095","11174_at","11174","ADAMTS6"
"3096","11176_at","11176","BAZ2A"
"3097","11177_at","11177","BAZ1A"
"3098","11178_at","11178","LZTS1"
"3099","11179_at","11179","ZNF277"
"3100","1118_at","1118","CHIT1"
"3101","11180_at","11180","WDR6"
"3102","11181_at","11181","TREH"
"3103","11182_at","11182","SLC2A6"
"3104","11183_at","11183","MAP4K5"
"3105","11184_at","11184","MAP4K1"
"3106","11185_at","11185","INMT"
"3107","11186_at","11186","RASSF1"
"3108","11187_at","11187","PKP3"
"3109","11188_at","11188","NISCH"
"3110","11189_at","11189","CELF3"
"3111","1119_at","1119","CHKA"
"3112","11190_at","11190","CEP250"
"3113","11193_at","11193","WBP4"
"3114","11194_at","11194","ABCB8"
"3115","11196_at","11196","SEC23IP"
"3116","11197_at","11197","WIF1"
"3117","11198_at","11198","SUPT16H"
"3118","11199_at","11199","ANXA10"
"3119","112_at","112","ADCY6"
"3120","11201_at","11201","POLI"
"3121","11202_at","11202","KLK8"
"3122","1121_at","1121","CHM"
"3123","11211_at","11211","FZD10"
"3124","11212_at","11212","PLPBP"
"3125","11213_at","11213","IRAK3"
"3126","11214_at","11214","AKAP13"
"3127","11215_at","11215","AKAP11"
"3128","11216_at","11216","AKAP10"
"3129","11218_at","11218","DDX20"
"3130","11219_at","11219","TREX2"
"3131","11221_at","11221","DUSP10"
"3132","11222_at","11222","MRPL3"
"3133","11223_at","11223","MST1L"
