"","ProbesetID","EntrezGeneID","GeneSymbol"
"8417","283578_at","283578","TMED8"
"8418","283579_at","283579","C14orf178"
"8419","283585_at","283585","LINC01148"
"8420","283587_at","283587","LINC01146"
"8421","283592_at","283592","FAM181A-AS1"
"8422","283596_at","283596","SNHG10"
"8423","283600_at","283600","SLC25A47"
"8424","283601_at","283601","LINC00523"
"8425","283624_at","283624","LINC00641"
"8426","283629_at","283629","TSSK4"
"8427","283635_at","283635","FAM177A1"
"8428","283638_at","283638","CEP170B"
"8429","283643_at","283643","TEDC1"
"8430","283659_at","283659","PRTG"
"8431","283663_at","283663","LINC00926"
"8432","283665_at","283665","LOC283665"
"8433","283673_at","283673","EWSAT1"
"8434","283677_at","283677","REC114"
"8435","283685_at","283685","GOLGA6L2"
"8436","283687_at","283687","ST20-AS1"
"8437","283688_at","283688","LINC00927"
"8438","283692_at","283692","CPEB1-AS1"
"8439","283693_at","283693","ACTG1P17"
"8440","2837_at","2837","UTS2R"
"8441","283731_at","283731","LOC283731"
"8442","283738_at","283738","NTRK3-AS1"
"8443","283742_at","283742","FAM98B"
"8444","283748_at","283748","PLA2G4D"
"8445","283761_at","283761","LINC00928"
"8446","283777_at","283777","FAM169B"
"8447","2838_at","2838","GPR15"
"8448","283807_at","283807","FBXL22"
"8449","283847_at","283847","TERB1"
"8450","283848_at","283848","CES4A"
"8451","283849_at","283849","EXOC3L1"
"8452","283856_at","283856","LOC283856"
"8453","283860_at","283860","LINC00304"
"8454","283867_at","283867","LINC00922"
"8455","283869_at","283869","NPW"
"8456","283870_at","283870","BRICD5"
"8457","283871_at","283871","PGP"
"8458","283875_at","283875","LINC00514"
"8459","283876_at","283876","LINC00921"
"8460","283887_at","283887","LINC02175"
"8461","283888_at","283888","IL21R-AS1"
"8462","283897_at","283897","C16orf54"
"8463","283899_at","283899","INO80E"
"8464","283902_at","283902","HCCAT5"
"8465","283914_at","283914","LINC01566"
"8466","283927_at","283927","NUDT7"
"8467","283932_at","283932","FBXL19-AS1"
"8468","283933_at","283933","ZNF843"
"8469","283948_at","283948","NHLRC4"
"8470","28395_at","28395","IGHV4-34"
"8471","283951_at","283951","C16orf91"
"8472","28398_at","28398","IGHV4-30-2"
"8473","283981_at","283981","LINC00685"
"8474","283987_at","283987","HID1"
"8475","283989_at","283989","TSEN54"
"8476","283991_at","283991","UBALD2"
"8477","283999_at","283999","TMEM235"
"8478","284_at","284","ANGPT1"
"8479","2840_at","2840","GPR17"
"8480","28400_at","28400","IGHV4-28"
"8481","284001_at","284001","CCDC57"
"8482","284004_at","284004","HEXD"
"8483","284013_at","284013","VMO1"
"8484","284018_at","284018","C17orf58"
"8485","284021_at","284021","MILR1"
"8486","284023_at","284023","RNF227"
"8487","284029_at","284029","LINC00324"
"8488","284058_at","284058","KANSL1"
"8489","284067_at","284067","CFAP97D1"
"8490","284069_at","284069","FAM171A2"
"8491","284071_at","284071","MEIOC"
"8492","284076_at","284076","TTLL6"
"8493","284080_at","284080","PICART1"
"8494","284086_at","284086","NEK8"
"8495","28409_at","28409","IGHV3-73"
"8496","284098_at","284098","PIGW"
"8497","284099_at","284099","C17orf78"
"8498","2841_at","2841","GPR18"
"8499","28410_at","28410","IGHV3-72"
"8500","284100_at","284100","YWHAEP7"
"8501","284106_at","284106","CISD3"
"8502","284111_at","284111","SLC13A5"
"8503","284114_at","284114","TMEM102"
"8504","284119_at","284119","CAVIN1"
"8505","284129_at","284129","SLC26A11"
"8506","284131_at","284131","ENDOV"
"8507","284161_at","284161","GDPD1"
"8508","284184_at","284184","NDUFAF8"
"8509","284185_at","284185","LINC00482"
"8510","284186_at","284186","TMEM105"
"8511","28419_at","28419","IGHV3-54"
"8512","2842_at","2842","GPR19"
"8513","284207_at","284207","METRNL"
"8514","284217_at","284217","LAMA1"
"8515","284240_at","284240","LOC284240"
"8516","28425_at","28425","IGHV3-47"
"8517","284252_at","284252","KCTD1"
"8518","284257_at","284257","BOD1L2"
"8519","284260_at","284260","LINC00907"
"8520","284266_at","284266","SIGLEC15"
"8521","284273_at","284273","ZADH2"
"8522","284274_at","284274","SMIM21"
"8523","284276_at","284276","LINC00908"
"8524","284294_at","284294","LINC01924"
"8525","284297_at","284297","SSC5D"
"8526","2843_at","2843","GPR20"
"8527","284306_at","284306","ZNF547"
"8528","284307_at","284307","ZIK1"
"8529","284309_at","284309","ZNF776"
"8530","284312_at","284312","ZSCAN1"
"8531","284323_at","284323","ZNF780A"
"8532","284325_at","284325","C19orf54"
"8533","284338_at","284338","PRR19"
"8534","284339_at","284339","TMEM145"
"8535","284340_at","284340","CXCL17"
"8536","284346_at","284346","ZNF575"
"8537","284348_at","284348","LYPD5"
"8538","284349_at","284349","ZNF283"
"8539","284352_at","284352","PPP1R37"
"8540","284353_at","284353","NKPD1"
"8541","284358_at","284358","MAMSTR"
"8542","284359_at","284359","IZUMO1"
"8543","284361_at","284361","EMC10"
"8544","284365_at","284365","LINC01869"
"8545","284366_at","284366","KLK9"
"8546","284367_at","284367","SIGLEC17P"
"8547","284369_at","284369","SIGLECL1"
"8548","284370_at","284370","ZNF615"
"8549","284371_at","284371","ZNF841"
"8550","284379_at","284379","LOC284379"
"8551","284382_at","284382","ACTL9"
"8552","284385_at","284385","ZNF561-AS1"
"8553","284390_at","284390","ZNF763"
"8554","284391_at","284391","ZNF844"
"8555","284395_at","284395","LOC284395"
"8556","2844_at","2844","GPR21"
"8557","284402_at","284402","SCGB2B2"
"8558","284403_at","284403","WDR62"
"8559","284406_at","284406","ZFP82"
"8560","284408_at","284408","ZNF790-AS1"
"8561","284415_at","284415","VSTM1"
"8562","284418_at","284418","FAM71E2"
"8563","28442_at","28442","IGHV3-23"
"8564","284422_at","284422","SMIM24"
"8565","284424_at","284424","MIR7-3HG"
"8566","284427_at","284427","SLC25A41"
"8567","284439_at","284439","SLC25A42"
"8568","28444_at","28444","IGHV3-21"
"8569","284440_at","284440","LINC00663"
"8570","284443_at","284443","ZNF493"
"8571","284451_at","284451","ODF3L2"
"8572","284454_at","284454","LOC284454"
"8573","284459_at","284459","ZNF875"
"8574","284485_at","284485","RIIAD1"
"8575","2845_at","2845","GPR22"
"8576","284521_at","284521","OR2L13"
"8577","284525_at","284525","SLC9C2"
"8578","284541_at","284541","CYP4A22"
"8579","284551_at","284551","LINC01226"
"8580","284561_at","284561","LINC02806"
"8581","28457_at","28457","IGHV2-5"
"8582","284576_at","284576","LEMD1-AS1"
"8583","284578_at","284578","MFSD4A-AS1"
"8584","2846_at","2846","LPAR4"
"8585","284600_at","284600","LOC284600"
"8586","284611_at","284611","FAM102B"
"8587","284612_at","284612","SYPL2"
"8588","284613_at","284613","CYB561D1"
"8589","284615_at","284615","ANKRD34A"
"8590","284618_at","284618","RUSC1-AS1"
"8591","284632_at","284632","LINC02800"
"8592","284648_at","284648","LINC01686"
"8593","284649_at","284649","SMG7-AS1"
"8594","28465_at","28465","IGHV1-46"
"8595","284654_at","284654","RSPO1"
"8596","284656_at","284656","EPHA10"
"8597","284661_at","284661","LINC01777"
"8598","284677_at","284677","SNHG28"
"8599","284680_at","284680","SPATA46"
"8600","284688_at","284688","LINC01142"
"8601","284695_at","284695","ZNF326"
"8602","284697_at","284697","BTBD8"
"8603","2847_at","2847","MCHR1"
"8604","284716_at","284716","RIMKLA"
"8605","284723_at","284723","SLC25A34"
"8606","284739_at","284739","C20orf204"
"8607","284749_at","284749","LINC00494"
"8608","284751_at","284751","LINC01270"
"8609","284756_at","284756","C20orf197"
"8610","284757_at","284757","MIR646HG"
"8611","284759_at","284759","SIRPB2"
"8612","284788_at","284788","LOC284788"
"8613","284798_at","284798","LOC284798"
"8614","2848_at","2848","GPR25"
"8615","284801_at","284801","MIR663AHG"
"8616","284805_at","284805","C20orf203"
"8617","284825_at","284825","LINC01697"
"8618","284835_at","284835","LINC00323"
"8619","284837_at","284837","AATBC"
"8620","284865_at","284865","LOC284865"
"8621","284889_at","284889","MIF-AS1"
"8622","284898_at","284898","LOC284898"
"8623","2849_at","2849","GPR26"
"8624","284900_at","284900","TTC28-AS1"
"8625","284904_at","284904","SEC14L4"
"8626","284930_at","284930","LOC284930"
"8627","284933_at","284933","LOC284933"
"8628","284948_at","284948","SH2D6"
"8629","284950_at","284950","LOC284950"
"8630","284958_at","284958","NT5DC4"
"8631","284992_at","284992","CCDC150"
"8632","284996_at","284996","RNF149"
"8633","284998_at","284998","LINC01114"
"8634","285_at","285","ANGPT2"
"8635","2850_at","2850","GPR27"
"8636","285000_at","285000","LOC285000"
"8637","285016_at","285016","ALKAL2"
"8638","285025_at","285025","CCDC141"
"8639","285033_at","285033","STARD7-AS1"
"8640","285045_at","285045","LINC00486"
"8641","285051_at","285051","STPG4"
"8642","285084_at","285084","LINC01305"
"8643","285093_at","285093","RTP5"
"8644","285095_at","285095","LOC285095"
"8645","285097_at","285097","LOC285097"
"8646","28511_at","28511","NKIRAS2"
"8647","28512_at","28512","NKIRAS1"
"8648","285126_at","285126","DNAJC5G"
"8649","28513_at","28513","CDH19"
"8650","28514_at","28514","DLL1"
"8651","285148_at","285148","IAH1"
"8652","285154_at","285154","CYP1B1-AS1"
"8653","28516_at","28516","TRDV3"
"8654","285172_at","285172","FAM126B"
"8655","285175_at","285175","UNC80"
"8656","285191_at","285191","LOC285191"
"8657","285193_at","285193","DUSP28"
"8658","285194_at","285194","TUSC7"
"8659","285195_at","285195","SLC9A9"
"8660","2852_at","2852","GPER1"
"8661","285203_at","285203","EOGT"
"8662","285205_at","285205","LINC00636"
"8663","285220_at","285220","EPHA6"
"8664","285224_at","285224","DNAJB8-AS1"
"8665","285237_at","285237","C3orf38"
"8666","28526_at","28526","TRDC"
"8667","285267_at","285267","ZNF619"
"8668","285268_at","285268","ZNF621"
"8669","285282_at","285282","RABL3"
"8670","285286_at","285286","LINC00877"
"8671","2853_at","2853","GPR31"
"8672","285311_at","285311","C3orf56"
"8673","285313_at","285313","IGSF10"
"8674","285315_at","285315","C3orf33"
"8675","285326_at","285326","LINC00692"
"8676","285331_at","285331","CCDC66"
"8677","285343_at","285343","TCAIM"
"8678","285346_at","285346","ZNF852"
"8679","285349_at","285349","ZNF660"
"8680","285352_at","285352","KIF9-AS1"
"8681","285362_at","285362","SUMF1"
"8682","285367_at","285367","RPUSD3"
"8683","285368_at","285368","PRRT3"
"8684","285370_at","285370","LINC00606"
"8685","285375_at","285375","LINC00620"
"8686","285381_at","285381","DPH3"
"8687","285382_at","285382","C3orf70"
"8688","285386_at","285386","TPRG1"
"8689","285389_at","285389","LINC02028"
"8690","2854_at","2854","GPR32"
"8691","285401_at","285401","LINC00698"
"8692","285412_at","285412","TOX4P1"
"8693","285419_at","285419","LINC01091"
"8694","285422_at","285422","LOC285422"
"8695","285423_at","285423","IQCM"
"8696","285429_at","285429","DCAF4L1"
"8697","285440_at","285440","CYP4V2"
"8698","285441_at","285441","F11-AS1"
"8699","285456_at","285456","RPL34-AS1"
"8700","285463_at","285463","CTBP1-AS"
"8701","285489_at","285489","DOK7"
"8702","285492_at","285492","LINC00955"
"8703","285498_at","285498","RNF212"
"8704","285501_at","285501","LINC01098"
"8705","285512_at","285512","FAM13A-AS1"
"8706","285513_at","285513","GPRIN3"
"8707","285521_at","285521","COX18"
"8708","285527_at","285527","FRYL"
"8709","285533_at","285533","RNF175"
"8710","285547_at","285547","LINC01097"
"8711","285548_at","285548","LINC01096"
"8712","285550_at","285550","FAM200B"
"8713","285555_at","285555","STPG2"
"8714","285556_at","285556","C4orf54"
"8715","285577_at","285577","LINC01019"
"8716","285590_at","285590","SH3PXD2B"
"8717","285593_at","285593","LOC285593"
"8718","285598_at","285598","ARL10"
"8719","285600_at","285600","KIAA0825"
"8720","285605_at","285605","DTWD2"
"8721","285613_at","285613","RELL2"
"8722","28562_at","28562","TRBV25-1"
"8723","285627_at","285627","LINC01845"
"8724","28563_at","28563","TRBV24-1"
"8725","285638_at","285638","LOC285638"
"8726","28566_at","28566","TRBV21-1"
"8727","285668_at","285668","C5orf64"
"8728","285671_at","285671","RNF180"
"8729","285672_at","285672","SREK1IP1"
"8730","285692_at","285692","LINC02112"
"8731","285696_at","285696","BASP1-AS1"
"8732","2857_at","2857","GPR34"
"8733","285704_at","285704","RGMB"
"8734","285708_at","285708","LINC00491"
"8735","28571_at","28571","TRBV16"
"8736","285735_at","285735","LINC00326"
"8737","285740_at","285740","PHACTR2-AS1"
"8738","285753_at","285753","CEP57L1"
"8739","285755_at","285755","PPIL6"
"8740","285758_at","285758","MROCKI"
"8741","285759_at","285759","FLJ34503"
"8742","285761_at","285761","DCBLD1"
"8743","285766_at","285766","LOC285766"
"8744","285768_at","285768","LINC01622"
"8745","285780_at","285780","LY86-AS1"
"8746","285782_at","285782","CAGE1"
"8747","285796_at","285796","PACRG-AS1"
"8748","285800_at","285800","PRR18"
"8749","285819_at","285819","LOC285819"
"8750","285834_at","285834","HCG22"
"8751","28584_at","28584","TRBV10-2"
"8752","285847_at","285847","LOC285847"
"8753","285848_at","285848","PNPLA1"
"8754","285852_at","285852","TREML4"
"8755","285855_at","285855","RPL7L1"
"8756","285877_at","285877","POM121L12"
"8757","285878_at","285878","VSTM2A-OT1"
"8758","285888_at","285888","CNPY1"
"8759","285889_at","285889","LOC285889"
"8760","2859_at","2859","GPR35"
"8761","285905_at","285905","INTS4P1"
"8762","285908_at","285908","LINC00174"
"8763","285941_at","285941","LINC02860"
"8764","285943_at","285943","HOXA-AS2"
"8765","28595_at","28595","TRBV7-3"
"8766","285954_at","285954","INHBA-AS1"
"8767","285955_at","285955","SPDYE1"
"8768","285958_at","285958","SNHG15"
"8769","285962_at","285962","WEE2-AS1"
"8770","285971_at","285971","ZNF775"
"8771","285972_at","285972","LINC00996"
"8772","285973_at","285973","ATG9B"
"8773","285989_at","285989","ZNF789"
"8774","286_at","286","ANK1"
"8775","286002_at","286002","SLC26A4-AS1"
"8776","286006_at","286006","LSMEM1"
"8777","286023_at","286023","FLJ40288"
"8778","286042_at","286042","FAM86B3P"
"8779","286046_at","286046","XKR6"
"8780","286053_at","286053","NSMCE2"
"8781","286059_at","286059","LOC286059"
"8782","286075_at","286075","ZNF707"
"8783","286076_at","286076","BREA2"
"8784","286077_at","286077","FAM83H"
"8785","286083_at","286083","LOC286083"
"8786","286097_at","286097","MICU3"
"8787","2861_at","2861","GPR37"
"8788","286101_at","286101","ZNF252P"
"8789","286103_at","286103","ZNF252P-AS1"
"8790","286114_at","286114","LINC02153"
"8791","286122_at","286122","C8orf31"
"8792","286128_at","286128","ZFP41"
"8793","28613_at","28613","TRBV5-2"
"8794","286133_at","286133","SCARA5"
"8795","286135_at","286135","LINC02209"
"8796","286144_at","286144","TRIQK"
"8797","286148_at","286148","DPY19L4"
"8798","286151_at","286151","FBXO43"
"8799","286177_at","286177","LOC286177"
"8800","286178_at","286178","LOC286178"
"8801","286183_at","286183","NKAIN3"
"8802","286184_at","286184","LINC01289"
"8803","286190_at","286190","LACTB2-AS1"
"8804","2862_at","2862","MLNR"
"8805","286204_at","286204","CRB2"
"8806","286205_at","286205","SCAI"
"8807","286207_at","286207","CFAP157"
"8808","286223_at","286223","C9orf47"
"8809","286234_at","286234","SPATA31E1"
"8810","286238_at","286238","LINC02843"
"8811","286256_at","286256","LCN12"
"8812","286257_at","286257","PAXX"
"8813","286262_at","286262","TPRN"
"8814","2863_at","2863","GPR39"
"8815","286319_at","286319","TUSC1"
"8816","286333_at","286333","FAM225A"
"8817","286336_at","286336","FAM78A"
"8818","286343_at","286343","LURAP1L"
"8819","286359_at","286359","LOC286359"
"8820","286370_at","286370","MIR4290HG"
"8821","28639_at","28639","TRBC1"
"8822","2864_at","2864","FFAR1"
"8823","28641_at","28641","TRAV40"
"8824","286410_at","286410","ATP11C"
"8825","286411_at","286411","LINC00632"
"8826","28642_at","28642","TRAV39"
"8827","286430_at","286430","NLRP2B"
"8828","286436_at","286436","H2BW2"
"8829","286437_at","286437","LOC286437"
"8830","286442_at","286442","LINC01281"
"8831","286451_at","286451","YIPF6"
"8832","28646_at","28646","TRAV36DV7"
"8833","286464_at","286464","CFAP47"
"8834","286467_at","286467","FIRRE"
"8835","28648_at","28648","TRAV34"
"8836","286499_at","286499","FAM133A"
"8837","286514_at","286514","MAGEB18"
"8838","28652_at","28652","TRAV30"
"8839","286530_at","286530","P2RY8"
"8840","28655_at","28655","TRAV27"
"8841","286554_at","286554","BCORP1"
"8842","28656_at","28656","TRAV26-2"
"8843","28658_at","28658","TRAV25"
"8844","28659_at","28659","TRAV24"
"8845","28660_at","28660","TRAV23DV6"
"8846","28661_at","28661","TRAV22"
"8847","28662_at","28662","TRAV21"
"8848","28663_at","28663","TRAV20"
"8849","28666_at","28666","TRAV17"
"8850","28667_at","28667","TRAV16"
"8851","286676_at","286676","ILDR1"
"8852","2867_at","2867","FFAR2"
"8853","28670_at","28670","TRAV13-2"
"8854","28671_at","28671","TRAV13-1"
"8855","28672_at","28672","TRAV12-3"
"8856","28673_at","28673","TRAV12-2"
"8857","28674_at","28674","TRAV12-1"
"8858","286753_at","286753","TRARG1"
"8859","28676_at","28676","TRAV10"
"8860","28677_at","28677","TRAV9-2"
"8861","2868_at","2868","GRK4"
"8862","28680_at","28680","TRAV8-6"
"8863","286826_at","286826","LIN9"
"8864","286827_at","286827","TRIM59"
"8865","286828_at","286828","CSN1S2AP"
"8866","28683_at","28683","TRAV8-3"
"8867","28685_at","28685","TRAV8-1"
"8868","28688_at","28688","TRAV5"
"8869","286887_at","286887","KRT6C"
"8870","2869_at","2869","GRK5"
"8871","287_at","287","ANK2"
"8872","2870_at","2870","GRK6"
"8873","287015_at","287015","TRIM42"
"8874","28714_at","28714","TRAJ41"
"8875","2872_at","2872","MKNK2"
"8876","28727_at","28727","TRAJ28"
"8877","2873_at","2873","GPS1"
"8878","2874_at","2874","GPS2"
"8879","2875_at","2875","GPT"
"8880","28755_at","28755","TRAC"
"8881","28763_at","28763","IGLVI-70"
"8882","2877_at","2877","GPX2"
"8883","28773_at","28773","IGLV9-49"
"8884","28776_at","28776","IGLV7-43"
"8885","28778_at","28778","IGLV6-57"
"8886","2878_at","2878","GPX3"
"8887","28781_at","28781","IGLV5-45"
"8888","28785_at","28785","IGLV4-60"
"8889","28786_at","28786","IGLV4-3"
"8890","2879_at","2879","GPX4"
"8891","28793_at","28793","IGLV3-25"
"8892","28797_at","28797","IGLV3-19"
"8893","288_at","288","ANK3"
"8894","2880_at","2880","GPX5"
"8895","28803_at","28803","IGLV3-10"
"8896","28809_at","28809","IGLV3-1"
"8897","28815_at","28815","IGLV2-14"
"8898","2882_at","2882","GPX7"
"8899","28825_at","28825","IGLV1-40"
"8900","2885_at","2885","GRB2"
"8901","2886_at","2886","GRB7"
"8902","2887_at","2887","GRB10"
"8903","2888_at","2888","GRB14"
"8904","2889_at","2889","RAPGEF1"
"8905","2890_at","2890","GRIA1"
"8906","28904_at","28904","IGKV1D-8"
"8907","28908_at","28908","IGKV4-1"
"8908","2891_at","2891","GRIA2"
"8909","2892_at","2892","GRIA3"
"8910","2893_at","2893","GRIA4"
"8911","2894_at","2894","GRID1"
"8912","2895_at","2895","GRID2"
"8913","28951_at","28951","TRIB2"
"8914","28952_at","28952","CCDC22"
"8915","28954_at","28954","REM1"
"8916","28955_at","28955","DEXI"
"8917","28956_at","28956","LAMTOR2"
"8918","28958_at","28958","COA3"
"8919","28959_at","28959","TMEM176B"
"8920","2896_at","2896","GRN"
"8921","28960_at","28960","DCPS"
"8922","28962_at","28962","OSTM1"
"8923","28964_at","28964","GIT1"
"8924","28965_at","28965","SLC27A6"
"8925","28966_at","28966","SNX24"
"8926","28968_at","28968","SLC6A16"
"8927","28969_at","28969","BZW2"
"8928","2897_at","2897","GRIK1"
"8929","28970_at","28970","C11orf54"
"8930","28971_at","28971","AAMDC"
"8931","28972_at","28972","SPCS1"
"8932","28973_at","28973","MRPS18B"
"8933","28974_at","28974","C19orf53"
"8934","28976_at","28976","ACAD9"
"8935","28977_at","28977","MRPL42"
"8936","28978_at","28978","TMEM14A"
"8937","2898_at","2898","GRIK2"
"8938","28981_at","28981","IFT81"
"8939","28982_at","28982","FLVCR1"
"8940","28983_at","28983","TMPRSS11E"
"8941","28984_at","28984","RGCC"
"8942","28985_at","28985","MCTS1"
"8943","28986_at","28986","MAGEH1"
"8944","28987_at","28987","NOB1"
"8945","28988_at","28988","DBNL"
"8946","28989_at","28989","NTMT1"
"8947","2899_at","2899","GRIK3"
"8948","28990_at","28990","ASTE1"
"8949","28991_at","28991","COMMD5"
"8950","28992_at","28992","MACROD1"
"8951","28996_at","28996","HIPK2"
"8952","28998_at","28998","MRPL13"
"8953","28999_at","28999","KLF15"
"8954","29_at","29","ABR"
"8955","290_at","290","ANPEP"
"8956","2900_at","2900","GRIK4"
"8957","2901_at","2901","GRIK5"
"8958","29015_at","29015","SLC43A3"
"8959","29018_at","29018","FOXN3-AS2"
"8960","2902_at","2902","GRIN1"
"8961","29028_at","29028","ATAD2"
"8962","2903_at","2903","GRIN2A"
"8963","29034_at","29034","CPS1-IT1"
"8964","29035_at","29035","C16orf72"
"8965","2904_at","2904","GRIN2B"
"8966","2905_at","2905","GRIN2C"
"8967","29058_at","29058","TMEM230"
"8968","2906_at","2906","GRIN2D"
"8969","29062_at","29062","WDR91"
"8970","29063_at","29063","ZCCHC4"
"8971","29065_at","29065","ASAP1-IT1"
"8972","29066_at","29066","ZC3H7A"
"8973","29068_at","29068","ZBTB44"
"8974","2907_at","2907","GRINA"
"8975","29070_at","29070","CCDC113"
"8976","29071_at","29071","C1GALT1C1"
"8977","29072_at","29072","SETD2"
"8978","29074_at","29074","MRPL18"
"8979","29078_at","29078","NDUFAF4"
"8980","29079_at","29079","MED4"
"8981","2908_at","2908","NR3C1"
"8982","29080_at","29080","CCDC59"
"8983","29081_at","29081","METTL5"
"8984","29082_at","29082","CHMP4A"
"8985","29083_at","29083","GTPBP8"
"8986","29085_at","29085","PHPT1"
"8987","29086_at","29086","BABAM1"
"8988","29087_at","29087","THYN1"
"8989","29088_at","29088","MRPL15"
"8990","29089_at","29089","UBE2T"
"8991","2909_at","2909","ARHGAP35"
"8992","29090_at","29090","TIMM21"
"8993","29091_at","29091","STXBP6"
"8994","29092_at","29092","LINC00339"
"8995","29093_at","29093","MRPL22"
"8996","29094_at","29094","LGALSL"
"8997","29095_at","29095","ORMDL2"
"8998","29097_at","29097","CNIH4"
"8999","29098_at","29098","RANGRF"
"9000","29099_at","29099","COMMD9"
"9001","291_at","291","SLC25A4"
"9002","29100_at","29100","TMEM208"
"9003","29101_at","29101","SSU72"
"9004","29102_at","29102","DROSHA"
"9005","29103_at","29103","DNAJC15"
"9006","29104_at","29104","N6AMT1"
"9007","29105_at","29105","CFAP20"
"9008","29106_at","29106","SCG3"
"9009","29107_at","29107","NXT1"
"9010","29108_at","29108","PYCARD"
"9011","29109_at","29109","FHOD1"
"9012","2911_at","2911","GRM1"
"9013","29110_at","29110","TBK1"
"9014","29113_at","29113","C6orf15"
"9015","29114_at","29114","TAGLN3"
"9016","29115_at","29115","SAP30BP"
"9017","29116_at","29116","MYLIP"
"9018","29117_at","29117","BRD7"
"9019","29118_at","29118","DDX25"
"9020","29119_at","29119","CTNNA3"
"9021","2912_at","2912","GRM2"
"9022","29121_at","29121","CLEC2D"
"9023","29122_at","29122","PRSS50"
"9024","29123_at","29123","ANKRD11"
"9025","29124_at","29124","LGALS13"
"9026","29125_at","29125","C11orf21"
"9027","29126_at","29126","CD274"
"9028","29127_at","29127","RACGAP1"
"9029","2913_at","2913","GRM3"
"9030","2914_at","2914","GRM4"
"9031","2915_at","2915","GRM5"
"9032","2916_at","2916","GRM6"
"9033","2917_at","2917","GRM7"
"9034","2918_at","2918","GRM8"
"9035","2919_at","2919","CXCL1"
"9036","292_at","292","SLC25A5"
"9037","2920_at","2920","CXCL2"
"9038","2921_at","2921","CXCL3"
"9039","2922_at","2922","GRP"
"9040","2923_at","2923","PDIA3"
"9041","2925_at","2925","GRPR"
"9042","2926_at","2926","GRSF1"
"9043","2928_at","2928","GSC2"
"9044","293_at","293","SLC25A6"
"9045","2931_at","2931","GSK3A"
"9046","2932_at","2932","GSK3B"
"9047","2934_at","2934","GSN"
"9048","2935_at","2935","GSPT1"
"9049","2936_at","2936","GSR"
"9050","2937_at","2937","GSS"
"9051","2938_at","2938","GSTA1"
"9052","2940_at","2940","GSTA3"
"9053","2941_at","2941","GSTA4"
"9054","2947_at","2947","GSTM3"
"9055","2948_at","2948","GSTM4"
"9056","2949_at","2949","GSTM5"
"9057","2950_at","2950","GSTP1"
"9058","2954_at","2954","GSTZ1"
"9059","2956_at","2956","MSH6"
"9060","2957_at","2957","GTF2A1"
"9061","2958_at","2958","GTF2A2"
"9062","2959_at","2959","GTF2B"
"9063","2960_at","2960","GTF2E1"
"9064","2961_at","2961","GTF2E2"
"9065","2962_at","2962","GTF2F1"
"9066","2963_at","2963","GTF2F2"
"9067","2965_at","2965","GTF2H1"
"9068","2967_at","2967","GTF2H3"
"9069","2968_at","2968","GTF2H4"
"9070","2969_at","2969","GTF2I"
"9071","2971_at","2971","GTF3A"
"9072","2972_at","2972","BRF1"
"9073","2974_at","2974","GUCY1B2"
"9074","2975_at","2975","GTF3C1"
"9075","2976_at","2976","GTF3C2"
"9076","29760_at","29760","BLNK"
"9077","29761_at","29761","USP25"
"9078","29763_at","29763","PACSIN3"
"9079","29765_at","29765","TMOD4"
"9080","29766_at","29766","TMOD3"
"9081","29767_at","29767","TMOD2"
"9082","2977_at","2977","GUCY1A2"
"9083","29774_at","29774","POM121L9P"
"9084","29775_at","29775","CARD10"
"9085","29777_at","29777","ABT1"
"9086","29780_at","29780","PARVB"
"9087","29781_at","29781","NCAPH2"
"9088","29785_at","29785","CYP2S1"
"9089","29789_at","29789","OLA1"
"9090","2979_at","2979","GUCA1B"
"9091","29796_at","29796","UQCR10"
"9092","29799_at","29799","YPEL1"
"9093","2980_at","2980","GUCA2A"
"9094","29800_at","29800","ZDHHC1"
"9095","29801_at","29801","ZDHHC8"
"9096","29802_at","29802","VPREB3"
"9097","29803_at","29803","REPIN1"
"9098","2981_at","2981","GUCA2B"
"9099","2982_at","2982","GUCY1A1"
"9100","2983_at","2983","GUCY1B1"
"9101","2984_at","2984","GUCY2C"
"9102","29841_at","29841","GRHL1"
"9103","29842_at","29842","TFCP2L1"
"9104","29843_at","29843","SENP1"
"9105","29844_at","29844","TFPT"
"9106","29850_at","29850","TRPM5"
"9107","29851_at","29851","ICOS"
"9108","29855_at","29855","UBN1"
"9109","2986_at","2986","GUCY2F"
"9110","2987_at","2987","GUK1"
"9111","29880_at","29880","ALG5"
"9112","29881_at","29881","NPC1L1"
"9113","29882_at","29882","ANAPC2"
"9114","29883_at","29883","CNOT7"
"9115","29886_at","29886","SNX8"
"9116","29887_at","29887","SNX10"
"9117","29888_at","29888","STRN4"
"9118","29889_at","29889","GNL2"
"9119","29890_at","29890","RBM15B"
"9120","29893_at","29893","PSMC3IP"
"9121","29894_at","29894","CPSF1"
"9122","29895_at","29895","MYLPF"
"9123","29896_at","29896","TRA2A"
"9124","29899_at","29899","GPSM2"
"9125","2990_at","2990","GUSB"
"9126","29901_at","29901","SAC3D1"
"9127","29902_at","29902","FAM216A"
"9128","29903_at","29903","CCDC106"
"9129","29904_at","29904","EEF2K"
"9130","29906_at","29906","ST8SIA5"
"9131","29909_at","29909","GPR171"
"9132","29911_at","29911","HOOK2"
"9133","29914_at","29914","UBIAD1"
"9134","29915_at","29915","HCFC2"
"9135","29916_at","29916","SNX11"
"9136","29919_at","29919","RMC1"
"9137","2992_at","2992","GYG1"
"9138","29920_at","29920","PYCR2"
"9139","29922_at","29922","NME7"
