A	Coef.(Intercept)	Coef.DiagnosisFactorScz	Coef.BrainpH	t.(Intercept)	t.DiagnosisFactorScz	t.BrainpH	p.value.(Intercept)	p.value.DiagnosisFactorScz	p.value.BrainpH	p.value.adj.(Intercept)	p.value.adj.DiagnosisFactorScz	p.value.adj.BrainpH	F	F.p.value
9.51412906836693	8.52164950072784	0.110323485604951	0.147909140881017	10.1782559861552	1.4221624071315	1.15004588250286	9.4552712313413e-14	0.161223738671169	0.2556277043105	1.24722612767376e-13	0.476596603798953	0.439652095117823	30351.3711203484	4.49135867720703e-81
9.22797456993125	8.22564195054329	0.0902342811570247	0.151157747381796	16.2244999373611	1.9208993059052	1.94089651855413	1.68967297130101e-21	0.0604890566372027	0.0579518358790751	6.08258442092531e-21	0.329754895601752	0.166665595313684	77867.2822986741	3.06168347394815e-91
6.00423048182088	6.46343812983607	-0.0160209150805467	-0.0713788977396573	20.823592432169	-0.557071442471509	-1.497036355394	3.32918497322428e-26	0.579978333188417	0.140706836834395	4.20982139462453e-25	0.8058455245866	0.297989735749456	87949.4618209348	1.48573872744282e-92
8.09067585688637	8.5884157633043	0.00639628075569996	-0.0793650895737773	19.4112763884983	0.156027111747875	-1.16772612029131	7.50979063645701e-25	0.876643563705145	0.248487755404841	6.20363840502112e-24	0.953576858812004	0.431661869758222	78593.4837672402	2.43096372720255e-91
9.21489565121957	6.26925337153453	0.168553172023126	0.452340301331499	6.91230887130784	2.00574520134123	3.24670663060252	8.46341596526582e-09	0.0503415939859377	0.00209333792005962	9.24079773538593e-09	0.311436953615542	0.0177239415437221	24265.4821057669	1.16550227760631e-78
5.52969717447462	5.74242618708723	0.00816515050005893	-0.0343762622204893	10.12813802499	0.155428230170494	-0.394696517284552	1.11745400793411e-13	0.877113161801301	0.694755301676946	1.46747127194588e-13	0.953609169110882	0.812498101648906	22356.5073368219	8.91940583997903e-78
7.28352021488071	7.47789226595964	0.0159816899232514	-0.0321259031702404	14.8549022564143	0.34264532663244	-0.415447731301387	6.48992196721546e-20	0.73330998258664	0.679602049264299	1.73025047538478e-19	0.88445390144797	0.801841864471174	49203.5339792246	2.75204213170875e-86
7.23890071666759	7.24976217241747	0.0190024877805924	-0.00331698776354147	14.2306431715949	0.402571243533661	-0.0423852832401478	3.681243868633e-19	0.688989682904547	0.966361352748344	8.63920504311919e-19	0.862747397404909	0.981207753484149	47454.5710269113	6.76387115432006e-86
8.23288925503962	8.51461230495177	-0.0209138798672643	-0.0428593037141119	18.996572529941	-0.503589306094233	-0.622480762733889	1.93878132183615e-24	0.616774464097871	0.536470917806921	1.4257757347691e-23	0.824978262104186	0.699694401187655	79296.9498926812	1.94810191971102e-91
7.51241146586807	7.94364350501868	-0.0902004624516133	-0.0607147960395545	12.4846075348172	-1.5300140924412	-0.621183827451883	6.09844515765029e-17	0.13235256730427	0.537316880418847	1.06427552254274e-16	0.440395513513616	0.700315945659011	32765.007851056	6.71181606465514e-82
8.26234061623838	8.05600844432878	-0.0348947637014018	0.0356093738843148	17.7263479801937	-0.828688167043751	0.510075127110268	3.91762510971602e-23	0.411242232477272	0.61225627587101	2.04356934841943e-22	0.697381201157151	0.755407060526689	77685.393897311	3.24488012645349e-91
9.25047323783893	8.83867396684598	0.0953963021918367	0.0572005831340234	11.7225804159269	1.36552345741396	0.493863595242363	6.406854928325e-16	0.178236084894251	0.623577713522186	1.00569401495967e-15	0.497277966800449	0.763014024298986	35378.4435792018	9.97407879276896e-83
4.2069994751313	4.16038825578162	0.0103898553476612	0.00650877022978277	18.9491676857821	0.510736970878498	0.192985939655174	2.16297000328255e-24	0.61179606776462	0.847756311777448	1.56683903656402e-23	0.822488009898399	0.910799375804589	86295.5424680586	2.38137446718597e-92
8.14561534067334	9.97163583834057	-0.0726511814684439	-0.283083625299013	15.4814224471288	-1.21735894450212	-2.8610776950009	1.19092633619191e-20	0.229215263872683	0.00616019540177499	3.63272556201811e-20	0.551042119313018	0.0366453569749632	37592.3771808966	2.2078633484409e-83
6.42886108481405	5.15273385771162	-0.00191476621774167	0.202262501776601	9.9629877952294	-0.0399575785160081	2.54587872995508	1.94196936374158e-13	0.968286998254051	0.0140481506834535	2.51148745148063e-13	0.987708349862169	0.0644410002824546	36319.6751121178	5.19492280870077e-83
6.18247881672216	6.7554602001598	-0.0952401463383304	-0.0827402843686093	9.83041363038774	-1.49578241862686	-0.783798291459747	3.03338271299196e-13	0.141032562932157	0.436877315242394	3.88070799753942e-13	0.451507603104014	0.615813675585324	19024.2048431827	4.91110976701414e-76
5.85961482389434	6.85301063842897	-0.0811316487024564	-0.150507343393448	12.5133555233554	-1.59887384136718	-1.7890419282672	5.58883431083956e-17	0.116186195997396	0.0797018336617165	9.80374285311507e-17	0.419127186651998	0.204841536249632	26907.4841241185	8.94653719384318e-80
7.58589310316434	6.86819025451214	0.0115565223022496	0.112692210743695	15.7755741964959	0.286484769519809	1.68502833584702	5.45685932236787e-21	0.775697504013165	0.0982520097502578	1.76832721487459e-20	0.905306563667008	0.235809442134183	71357.0363967676	2.6804234227292e-90
4.43137257603788	4.99078164296838	-0.0277362472008446	-0.086263419044514	15.0141102437149	-0.900555014437904	-1.6893831177878	4.19985534305328e-20	0.37216728071648	0.0974095731069617	1.16011885168322e-19	0.673942691202461	0.234504102556922	41771.3918978334	1.60922523159342e-84
7.47145634240088	8.67568357317041	-0.0999398855530237	-0.182316410094791	15.320265136651	-1.90472790094463	-2.09584320813222	1.83401420241939e-20	0.0626096757810863	0.0412092809295252	5.41011671844704e-20	0.332539609571221	0.132032622394535	40915.1531553987	2.69209459269096e-84
7.17391306292834	7.11087731648747	0.0349027395413768	0.00705003344384804	12.7847180300052	0.677265577058696	0.0825143715738422	2.46523678943093e-17	0.50137738351356	0.934569057140002	4.50072105433206e-17	0.759522952756762	0.964317364839992	39100.365742027	8.31017886848157e-84
4.45879280166935	4.24952440370969	0.012765864872736	0.0320692922214995	10.5493031625365	0.342030792473546	0.518254726609282	2.7710633201788e-14	0.733769574157193	0.606579767125175	3.78963738864873e-14	0.884803137510005	0.751353915462505	28796.0729614641	1.65907834094791e-80
6.19338798912132	6.89124405973618	-0.0456043724303547	-0.106687891974594	12.8379954251853	-0.916932966470853	-1.29385369563911	2.10160202795723e-17	0.363605051160194	0.201695389752315	3.87075366296379e-17	0.667524483530519	0.37796139195465	31289.175005531	2.1090127971856e-81
7.4172027357421	9.08750277404047	-0.114477711600881	-0.25490717962184	15.4504923594718	-2.10063319709578	-2.82130660819361	1.29352154295688e-20	0.0407670574540374	0.00685600970646306	3.92165928596577e-20	0.292120999061877	0.0395518164478499	37379.9180212771	2.54169724299938e-83
7.07435876965714	7.25710000776377	0.0766639436690379	-0.0353832682696194	4.00131576123817	0.456207468598472	-0.127001284392613	0.000209528999283616	0.650227765535679	0.899451722251554	0.000214475526207709	0.842597533924545	0.942354952130458	3576.0354442651	4.92316693215886e-58
6.70719698759029	7.72993347853102	-0.0421146144446589	-0.158432799226033	11.9234849456466	-0.701119099891288	-1.59090042468225	3.42131433202527e-16	0.486497960449021	0.117972204546431	5.51413345917878e-16	0.749642304099972	0.265421214194911	25158.3668385492	4.75025962925492e-79
6.54318775329464	7.25841454887159	-0.0428273799737781	-0.109672272475606	11.776211709672	-0.749923323651872	-1.15832686714765	5.41617572378078e-16	0.456835617333909	0.252265437465904	8.56571986610788e-16	0.72897417979943	0.436035951242378	26487.6999781196	1.32214316715045e-79
8.07383982570161	7.89051106562629	-0.00345754965054782	0.0293245169185673	11.449354611293	-0.0541471766785527	0.276998355633729	1.51635526195125e-15	0.957034938029177	0.782929981878603	2.29930258090053e-15	0.983819969013986	0.870663986129371	32258.4198897561	9.88441611911587e-82
4.47751961640799	5.07115566705396	-0.0803681786095134	-0.0872611306974959	14.3498978426692	-2.45446877347091	-1.60743401582865	2.63285245914289e-19	0.0176551019218988	0.114293189305609	6.31822713520754e-19	0.235640958557693	0.2599794511026	37732.2293413931	2.01329362271247e-83
6.2573095793275	6.27915494941957	0.00766262308168391	-0.00410359190250427	11.6383629109744	0.153285006524374	-0.0495136919593244	8.34693790796498e-16	0.878794081318818	0.960708339074367	1.29480566620935e-15	0.954433012200189	0.978020379740036	31614.5746443659	1.63102256316406e-81
4.27993120783823	4.15292237073609	0.0122022762906739	0.0190891203440439	17.3609726675847	0.550544733599624	0.519489300641956	9.57923101064107e-23	0.584411549738977	0.605725102191224	4.52316891790316e-22	0.807937494501042	0.750878791843933	75239.3760514383	7.18558628793392e-91
