,b,se,pval,BH_adjPval,EntrezGeneID,GeneSymbol
2864,0.165540786,0.038944318,2.13E-05,0.077815462,27101,CACYBP
6860,-0.148681363,0.035005294,2.16E-05,0.077815462,7923,HSD17B8
6996,-0.123838047,0.030088951,3.86E-05,0.077815462,81605,URM1
6396,-0.22770365,0.055863501,4.58E-05,0.077815462,7075,TIE1
5283,-0.252987522,0.062107061,4.63E-05,0.077815462,56604,TUBB7P
4134,-0.132659062,0.034419027,0.000116091,0.128614332,4316,MMP7
138,0.215475759,0.055950519,0.000117548,0.128614332,1016,CDH18
2035,0.291297806,0.076003794,0.000126758,0.128614332,23089,PEG10
5901,-0.132596498,0.034882116,0.000143954,0.128614332,645224,RPL29P17
5736,0.211863964,0.056005682,0.000155011,0.128614332,6252,RTN1
8343,-0.118217346,0.031607225,0.000183874,0.128614332,9973,CCS
8014,0.123262696,0.032976858,0.000185597,0.128614332,9575,CLOCK
7557,0.259815863,0.069839894,0.000199093,0.128614332,8935,SKAP2
8334,0.124975365,0.034092617,0.000246605,0.134976626,996,CDC27
2634,0.202424081,0.055320059,0.000253059,0.134976626,25966,C2CD2
5175,-0.165778573,0.045477651,0.000267105,0.134976626,55806,HR
6427,-0.164414543,0.045337113,0.000287301,0.134976626,7106,TSPAN4
3683,0.252971417,0.069791122,0.000289305,0.134976626,3708,ITPR1
5535,-0.146564558,0.041054409,0.000356971,0.136499293,5878,RAB5C
2960,0.292755497,0.082121587,0.000363991,0.136499293,2745,GLRX
1318,0.158349071,0.044454924,0.00036802,0.136499293,1602,DACH1
2974,-0.22828189,0.064137399,0.000371897,0.136499293,2771,GNAI2
7858,0.167893696,0.047255609,0.000381032,0.136499293,9353,SLIT2
4446,-0.234832761,0.066211652,0.000390091,0.136499293,4907,NT5E
7641,0.136736629,0.038834159,0.000429858,0.144397808,9061,PAPSS1
2663,0.23649327,0.067957,0.000501334,0.151888548,26033,ATRNL1
557,0.162387347,0.046809734,0.000522218,0.151888548,10745,PHTF1
1818,0.248408276,0.072048495,0.000565188,0.151888548,2254,FGF9
2339,0.221855943,0.065010673,0.000643444,0.151888548,23480,SEC61G
6321,0.195590572,0.057326235,0.000645151,0.151888548,6950,TCP1
6807,-0.254862893,0.074851941,0.000661898,0.151888548,7832,BTG2
8029,0.160300539,0.047106086,0.000666579,0.151888548,9590,AKAP12
4334,0.304040781,0.089484294,0.000679549,0.151888548,4741,NEFM
6095,0.157653974,0.04667229,0.000730437,0.151888548,6647,SOD1
6570,0.204478312,0.060682773,0.0007527,0.151888548,7336,UBE2V2
6019,-0.105934891,0.031453757,0.000757275,0.151888548,6560,SLC12A4
671,0.151105848,0.044904441,0.000765288,0.151888548,10953,TOMM34
3643,0.158223117,0.047105383,0.000782483,0.151888548,3667,IRS1
6598,-0.141431795,0.042211052,0.000806405,0.151888548,7376,NR1H2
3829,0.145374078,0.043429946,0.000815959,0.151888548,3897,L1CAM
1982,0.109853091,0.032867747,0.000830943,0.151888548,23023,TMCC1
701,-0.175077884,0.052405166,0.000835218,0.151888548,10991,SLC38A3
850,0.177768567,0.053257504,0.000844122,0.151888548,1123,CHN1
5980,-0.120110742,0.036045915,0.000861748,0.151888548,6520,SLC3A2
8187,0.144258949,0.043389097,0.000884902,0.151888548,9782,MATR3
6574,-0.103582929,0.031176463,0.000892236,0.151888548,7343,UBTF
7353,0.136994846,0.041318976,0.000914652,0.151888548,8655,DYNLL1
5904,0.27540519,0.083158354,0.000926924,0.151888548,6456,SH3GL2
6105,-0.203967583,0.061632156,0.000934846,0.151888548,6657,SOX2
5310,-0.123548566,0.037468122,0.000975735,0.151888548,56928,SPPL2B
280,-0.134218826,0.040727643,0.000982392,0.151888548,10331,B3GNT3
5222,0.17609724,0.053522517,0.001001331,0.151888548,5602,MAPK10
597,0.160589848,0.048860324,0.001013642,0.151888548,10808,HSPH1
7044,-0.134371423,0.040978189,0.001041401,0.151888548,8242,KDM5C
3480,-0.159854652,0.04876725,0.001045788,0.151888548,3418,IDH2
303,0.212934046,0.064971412,0.001047865,0.151888548,1039,CDR2
3747,-0.172153612,0.052575125,0.00105875,0.151888548,3782,KCNN3
5096,0.166939867,0.051106799,0.001088895,0.151888548,5532,PPP3CB
468,0.188275051,0.057694589,0.001101209,0.151888548,10598,AHSA1
4337,0.271907404,0.083543531,0.001135205,0.151888548,4747,NEFL
1496,-0.338930906,0.104170635,0.001139475,0.151888548,1843,DUSP1
5168,0.269979158,0.082985896,0.001140675,0.151888548,5577,PRKAR2B
5545,0.120044547,0.036930841,0.001151929,0.151888548,5889,RAD51C
2156,-0.091931095,0.028293928,0.001157522,0.151888548,23224,SYNE2
4039,0.169018095,0.052132196,0.0011865,0.153295749,4168,MCF2
6162,0.157374317,0.048683463,0.001226678,0.156085519,6732,SRPK1
6221,-0.199163102,0.061734584,0.001254813,0.15728232,682,BSG
5872,-0.13720132,0.042608152,0.001281584,0.158275611,64285,RHBDF1
2462,-0.133332339,0.041498497,0.00131382,0.159196032,246,ALOX15
1225,-0.166674595,0.051922148,0.00132695,0.159196032,1489,CTF1
1726,-0.15489608,0.048414766,0.001377349,0.162915166,2159,F10
6894,0.10390163,0.032550103,0.001412657,0.164770798,79882,ZC3H14
2159,0.185471522,0.058220329,0.001444126,0.166133895,23229,ARHGEF9
1298,0.111142936,0.034956153,0.001475316,0.167210501,158,ADSL
1781,-0.149166955,0.046967204,0.001493306,0.167210501,2217,FCGRT
7324,0.253287503,0.080075804,0.001561005,0.169385241,8618,CADPS
6872,-0.126387581,0.040007816,0.001582723,0.169385241,79586,CHPF
714,-0.133108219,0.042198871,0.001608794,0.169385241,11012,KLK11
1362,0.156744121,0.049762343,0.00163352,0.169385241,1653,DDX1
2811,-0.151514324,0.048119694,0.001640003,0.169385241,26873,OPLAH
1708,0.172901976,0.054990871,0.001665449,0.169385241,2135,EXTL2
8302,0.167748575,0.053360617,0.001668392,0.169385241,9917,FAM20B
2783,0.343514648,0.10940353,0.001690134,0.169385241,26578,OSTF1
2494,-0.116617627,0.037165506,0.001702257,0.169385241,2535,FZD2
2294,0.136690304,0.043602871,0.001719172,0.169385241,23390,ZDHHC17
1953,0.16303889,0.052064938,0.001739438,0.169385241,22986,SORCS3
3007,-0.136907599,0.043771591,0.001761362,0.169385241,2815,GP9
7828,0.124072999,0.039721024,0.001786469,0.169385241,93081,TEX30
5570,0.178205305,0.057135594,0.001814726,0.169385241,5917,RARS1
7904,0.195407659,0.062652744,0.001815274,0.169385241,9412,MED21
7693,0.187552026,0.060268041,0.001858466,0.170066951,91298,C12orf29
2206,0.128527656,0.041382796,0.0018975,0.170066951,23281,MTUS2
7272,0.187603418,0.06048349,0.001923938,0.170066951,8543,LMO4
8079,0.156216944,0.050438131,0.001953585,0.170066951,9665,MARF1
6431,0.163718194,0.052920652,0.001977078,0.170066951,7110,TMF1
4311,0.184234224,0.059554098,0.0019777,0.170066951,4706,NDUFAB1
4758,-0.10836221,0.035036684,0.001982633,0.170066951,5192,PEX10
7087,-0.101580494,0.032867392,0.001997416,0.170066951,83450,DRC3
8243,0.107936316,0.034952632,0.002014582,0.170066951,9852,EPM2AIP1
2589,0.187318491,0.060762849,0.002050768,0.170066951,25874,MPC2
7339,-0.105179319,0.034145035,0.002067441,0.170066951,8636,SSNA1
708,-0.176000025,0.057254366,0.002112082,0.170066951,11006,LILRB4
1569,0.192026582,0.062488719,0.002119327,0.170066951,1974,EIF4A2
866,-0.105260043,0.034302449,0.002150738,0.170066951,11250,GPR45
5040,0.177737193,0.057956481,0.002164103,0.170066951,5493,PPL
5559,0.13122474,0.042815361,0.002177438,0.170066951,5903,RANBP2
8009,-0.081156317,0.026486183,0.002183258,0.170066951,9567,GTPBP1
3902,-0.203688376,0.066487158,0.002187096,0.170066951,3992,FADS1
4395,0.188725756,0.06177305,0.002249501,0.173314782,4830,NME1
5371,0.175258947,0.057712329,0.002391295,0.180753774,5718,PSMD12
2364,0.187633922,0.061826905,0.002406742,0.180753774,23518,R3HDM1
3203,0.209759245,0.069236362,0.002448689,0.180753774,29978,UBQLN2
5857,-0.135856237,0.044902764,0.00248169,0.180753774,64116,SLC39A8
7455,0.115752195,0.038322695,0.002523904,0.180753774,88,ACTN2
2030,-0.209885662,0.069510249,0.002531987,0.180753774,2308,FOXO1
7974,0.210134217,0.069693083,0.002568629,0.180753774,9519,TBPL1
2722,0.179834409,0.059645301,0.002569249,0.180753774,2617,GARS1
3191,-0.121331253,0.040251095,0.002575228,0.180753774,29903,CCDC106
1136,-0.094719238,0.031431596,0.002582497,0.180753774,1388,ATF6B
7086,-0.152221693,0.05053031,0.002591201,0.180753774,8344,H2BC6
1575,0.158984174,0.052802359,0.002604494,0.180753774,1983,EIF5
1077,-0.13057334,0.043402228,0.002625859,0.180753774,1312,COMT
1754,-0.242753357,0.081013754,0.002731464,0.186226537,2195,FAT1
8150,-0.143260461,0.047866621,0.002763317,0.186226537,9744,ACAP1
7196,-0.111649685,0.037395955,0.002830146,0.186226537,84720,PIGO
6965,0.126344922,0.042327171,0.002836152,0.186226537,8087,FXR1
384,-0.109794076,0.036785828,0.002838713,0.186226537,10491,CRTAP
4429,0.228556408,0.07658323,0.002841179,0.186226537,4884,NPTX1
6305,-0.078416789,0.026324739,0.00289356,0.186226537,6929,TCF3
377,0.240552404,0.080862545,0.0029315,0.186226537,10484,SEC23A
3690,0.123071368,0.04138025,0.002937946,0.186226537,3717,JAK2
51,0.190252732,0.063981167,0.002943535,0.186226537,100499177,THAP9-AS1
5299,0.169140498,0.056936078,0.002971135,0.186226537,5686,PSMA5
1128,0.151361327,0.050951836,0.002971464,0.186226537,138046,RALYL
8038,0.499600591,0.168529858,0.003032113,0.186900029,9607,CARTPT
7736,0.163075156,0.055024546,0.00303984,0.186900029,91752,ZNF804A
223,-0.182980975,0.061891535,0.003111742,0.186900029,10266,RAMP2
4510,0.202451533,0.068490636,0.003117572,0.186900029,5019,OXCT1
3528,-0.12375773,0.041911875,0.003148975,0.186900029,3488,IGFBP5
6853,-0.151434259,0.051294599,0.003154718,0.186900029,7916,PRRC2A
1223,0.18521207,0.062799425,0.00318532,0.186900029,1487,CTBP1
2373,0.188820822,0.064057365,0.003201649,0.186900029,23531,MMD
1039,0.206639053,0.070103029,0.003202014,0.186900029,127703,C1orf216
6265,0.171998833,0.058376786,0.003215414,0.186900029,6879,TAF7
6201,0.160050481,0.054342043,0.003227019,0.186900029,6782,HSPA13
3732,0.180529776,0.061482052,0.003321525,0.189990001,3763,KCNJ6
2847,0.21795467,0.074252178,0.003331928,0.189990001,27065,NSG1
843,0.18366833,0.062669196,0.003381346,0.189990001,11215,AKAP11
2377,-0.123893014,0.042284719,0.003389933,0.189990001,23541,SEC14L2
3308,-0.227798296,0.077756261,0.003393487,0.189990001,3133,HLA-E
6761,-0.091853308,0.031394421,0.003435889,0.191090044,7726,TRIM26
2000,0.11423538,0.039092043,0.003475508,0.19202183,23040,MYT1L
7659,-0.120001656,0.04118378,0.003570487,0.194356915,9091,PIGQ
6828,0.190972303,0.065542882,0.003571728,0.194356915,7884,SLBP
3729,0.194259367,0.066701925,0.003587202,0.194356915,3760,KCNJ3
4737,-0.100464407,0.034610516,0.003699451,0.196846333,51741,WWOX
6587,0.177173511,0.061067977,0.003716764,0.196846333,7360,UGP2
7880,0.17740911,0.061215207,0.00375405,0.196846333,9378,NRXN1
7680,0.170968964,0.059019978,0.003769922,0.196846333,9118,INA
7088,-0.138832356,0.048083732,0.003885585,0.196846333,8346,H2BC10
1191,-0.117862828,0.04089078,0.003946816,0.196846333,1455,CSNK1G2
6107,-0.152466037,0.052897916,0.003948222,0.196846333,6659,SOX4
4805,0.210954951,0.073285411,0.003995213,0.196846333,526,ATP6V1B2
431,0.182436918,0.06339901,0.004007144,0.196846333,10550,ARL6IP5
3533,-0.125420827,0.043609341,0.004027391,0.196846333,35,ACADS
2658,-0.146624277,0.051010421,0.004047979,0.196846333,26020,LRP10
5295,0.141803257,0.049361804,0.004069385,0.196846333,5683,PSMA2
8149,0.17401642,0.060597543,0.004083033,0.196846333,9743,ARHGAP32
3390,0.255252771,0.088912447,0.00409392,0.196846333,3251,HPRT1
6854,0.171993834,0.059932935,0.004107684,0.196846333,79161,TMEM243
8112,-0.092669615,0.032334232,0.004157061,0.196846333,970,CD70
2945,-0.148307775,0.051759562,0.004165863,0.196846333,2735,GLI1
1916,0.157777786,0.055066389,0.004167084,0.196846333,22911,WDR47
1452,0.174448033,0.06092147,0.004190018,0.196846333,1795,DOCK3
20,-0.08447767,0.029509173,0.004199689,0.196846333,10013,HDAC6
7454,0.171608864,0.05997512,0.00421862,0.196846333,8799,PEX11B
4804,0.183814081,0.06424376,0.004220442,0.196846333,5257,PHKB
7872,0.143098033,0.050053782,0.004251322,0.196846333,9369,NRXN3
5393,-0.203015709,0.071013468,0.004252013,0.196846333,5730,PTGDS
4921,0.082618778,0.02890971,0.004265608,0.196846333,53942,CNTN5
3225,0.245330685,0.085850166,0.004267758,0.196846333,3015,H2AZ1
2241,0.13806851,0.048331722,0.004280903,0.196846333,23327,NEDD4L
5171,0.222032152,0.077778019,0.004307882,0.196846333,5579,PRKCB
2197,0.14894392,0.052196781,0.004323948,0.196846333,23270,TSPYL4
4162,-0.095486341,0.033490765,0.004356491,0.196846333,4352,MPL
237,-0.082608379,0.028976402,0.004359778,0.196846333,10280,SIGMAR1
3805,-0.120180971,0.042209369,0.004409758,0.197148496,3861,KRT14
4411,-0.139398173,0.048992096,0.004436688,0.197148496,4854,NOTCH3
6944,0.073799639,0.025949266,0.004455145,0.197148496,805,CALM2
508,0.1612706,0.056713065,0.004460373,0.197148496,10651,MTX2
2406,-0.129391255,0.045556337,0.004507859,0.198063132,23616,SH3BP1
1994,0.104591727,0.036855059,0.004540849,0.198063132,23035,PHLPP2
1935,0.12550545,0.044243669,0.004558424,0.198063132,22943,DKK1
1405,-0.109187817,0.038527459,0.00459656,0.198063132,1727,CYB5R3
6163,0.166587763,0.058784814,0.004598989,0.198063132,6733,SRPK2
647,0.114546911,0.04046813,0.00464686,0.198827194,10915,TCERG1
5264,0.258295184,0.091298678,0.004667576,0.198827194,5634,PRPS2
5204,0.116360981,0.041149787,0.004687757,0.198827194,55922,NKRF
5653,-0.091518734,0.032417847,0.004756214,0.200717007,60343,FAM3A
538,0.16403558,0.058188512,0.004816794,0.201698402,10694,CCT8
324,-0.219553997,0.077944139,0.004850289,0.201698402,10418,SPON1
5413,0.170682169,0.060653969,0.004892446,0.201698402,57468,SLC12A5
5856,0.20300804,0.072152408,0.004899009,0.201698402,64112,MOAP1
2801,0.133069699,0.047320617,0.004922116,0.201698402,2673,GFPT1
8390,-0.115323403,0.041011285,0.004923574,0.201698402,AFFX-PheX-3,NA
819,0.134680715,0.048059026,0.005072361,0.205833569,11171,STRAP
364,0.14072887,0.050218568,0.005073535,0.205833569,1047,CLGN
4,0.092557734,0.033049203,0.005100705,0.205835378,10000,AKT3
889,-0.127240724,0.045455756,0.0051226,0.205835378,11316,COPE
5567,-0.112439738,0.040278573,0.005245591,0.208866419,5914,RARA
2107,0.133169225,0.047706669,0.005247775,0.208866419,23171,GPD1L
7782,-0.108538906,0.038946752,0.005322248,0.210069703,9230,RAB11B
5354,0.142406795,0.051105945,0.005328036,0.210069703,57144,PAK5
1921,0.236247928,0.084878547,0.005379834,0.211041106,22920,KIFAP3
6511,0.167391865,0.060194917,0.005422003,0.211041106,7259,TSPYL1
6626,-0.125354035,0.045094876,0.005439499,0.211041106,7423,VEGFB
1380,0.129903801,0.046754447,0.005462284,0.211041106,167227,DCP2
4387,-0.228736735,0.082354395,0.005478415,0.211041106,482,ATP1B2
1988,-0.144095065,0.051907701,0.005503453,0.211041106,2303,FOXC2
3719,0.086401343,0.031144275,0.005533275,0.2112202,3752,KCND3
2254,0.10635743,0.038366098,0.005568357,0.211597573,23344,ESYT1
283,0.114932352,0.041485188,0.005598009,0.21176612,103344931,LOC103344931
1206,-0.148197489,0.053661891,0.005750311,0.216552083,1471,CST3
6861,0.496074594,0.179783274,0.005792671,0.217173426,793,CALB1
3881,-0.151974984,0.055109361,0.005820992,0.217265296,396,ARHGDIA
2863,0.095894741,0.034795675,0.0058524,0.21736655,271,AMPD2
3231,-0.110775412,0.040222305,0.005885753,0.21736655,3028,HSD17B10
5498,-0.105585003,0.038383002,0.0059445,0.21736655,5831,PYCR1
6602,0.126831812,0.04615715,0.005999185,0.21736655,7381,UQCRB
1643,-0.129531408,0.047170903,0.006032634,0.21736655,2047,EPHB1
3883,0.121657281,0.044315621,0.006046556,0.21736655,3964,LGALS8
4051,-0.123408735,0.044975472,0.006071182,0.21736655,4188,MDFI
2128,0.075869653,0.027687421,0.006139788,0.21736655,23195,MDN1
2475,-0.11759763,0.042936702,0.006165256,0.21736655,25,ABL1
8298,0.126220708,0.046092204,0.006173153,0.21736655,9912,ARHGAP44
6923,0.12890888,0.047095999,0.006197376,0.21736655,80273,GRPEL1
2319,-0.116070634,0.042409039,0.00620152,0.21736655,23452,ANGPTL2
6247,-0.073193011,0.026744587,0.00620511,0.21736655,686,BTD
6528,0.125520379,0.045905073,0.006250422,0.21736655,728215,FAM155A
673,0.146894366,0.053729902,0.006258131,0.21736655,10955,SERINC3
1909,0.208640104,0.076382202,0.006304143,0.21736655,22903,BTBD3
5383,-0.165248507,0.060497486,0.006304793,0.21736655,57214,CEMIP
5942,-0.125380147,0.045910461,0.006314799,0.21736655,6494,SIPA1
8222,0.123410287,0.045192673,0.006318871,0.21736655,9825,SPATA2
2050,-0.086171242,0.031569331,0.006341368,0.21736655,23105,FSTL4
2232,0.268543811,0.098504988,0.006406912,0.217578787,23316,CUX2
2555,-0.184109166,0.06754368,0.006414988,0.217578787,25805,BAMBI
7330,0.166967258,0.06128862,0.006444217,0.217578787,8624,PSMG1
4145,-0.134686387,0.049489666,0.006498534,0.217578787,4326,MMP17
995,0.090823127,0.033385491,0.006519567,0.217578787,1211,CLTA
5095,0.163105995,0.05996819,0.006530655,0.217578787,55312,RFK
7482,0.184746181,0.067952124,0.00655252,0.217578787,8836,GGH
786,0.170080723,0.062560651,0.006554827,0.217578787,11122,PTPRT
3280,-0.111201403,0.040928123,0.00658781,0.217812701,3090,HIC1
8226,0.106149043,0.039102881,0.006635401,0.218285235,9829,DNAJC6
8296,0.078692966,0.028998641,0.006654087,0.218285235,9910,RABGAP1L
896,0.116920994,0.043116208,0.006692616,0.218694883,113251,LARP4
7542,0.106450426,0.039329525,0.006797021,0.221183706,891,CCNB1
7533,0.147528174,0.054541572,0.006832995,0.221183706,8899,PRPF4B
5278,-0.16503465,0.061029981,0.006847793,0.221183706,56548,CHST7
4585,0.370787151,0.137366918,0.006949671,0.222345797,5100,PCDH8
2958,0.147688137,0.054758618,0.006995137,0.222345797,2744,GLS
5714,0.109106389,0.040454311,0.006996149,0.222345797,6197,RPS6KA3
3158,0.145286496,0.053904551,0.007033483,0.222345797,2965,GTF2H1
590,-0.116174032,0.043129711,0.007068571,0.222345797,107984334,LOC107984334
2289,-0.07780109,0.028886108,0.007073289,0.222345797,23385,NCSTN
5727,-0.123631666,0.045938472,0.007118598,0.222345797,6237,RRAS
312,0.16843328,0.062585865,0.007118799,0.222345797,1040,CDS1
7226,-0.188446232,0.070057598,0.007147863,0.222345797,8495,PPFIBP2
966,0.126933486,0.047211807,0.007175315,0.222345797,117178,SSX2IP
7649,0.164536725,0.061212894,0.007189382,0.222345797,9079,LDB2
2442,-0.174342965,0.064875051,0.007201813,0.222345797,23769,FLRT1
2007,0.093393584,0.034768504,0.007227959,0.222345797,23049,SMG1
974,-0.111154101,0.041423323,0.007288432,0.223387775,1181,CLCN2
4365,-0.11455122,0.042757173,0.007381788,0.223456073,4791,NFKB2
887,0.148064388,0.055292532,0.007409926,0.223456073,113146,AHNAK2
3467,-0.11178018,0.041766988,0.007444428,0.223456073,339105,PRSS53
6055,-0.142760727,0.053426483,0.007537894,0.223456073,66002,CYP4F12
2669,0.124487064,0.046597389,0.007550274,0.223456073,26039,SS18L1
4207,0.111372483,0.041692238,0.007555804,0.223456073,4528,MTIF2
720,-0.095517235,0.035760998,0.007562811,0.223456073,11018,TMED1
2433,0.184951155,0.06924906,0.007566822,0.223456073,23710,GABARAPL1
4918,0.141212054,0.052895716,0.00759346,0.223456073,53844,COPG2IT1
7522,0.110186738,0.041303655,0.007636704,0.223456073,8887,TAX1BP1
2657,0.135591797,0.050827957,0.007638111,0.223456073,26019,UPF2
3121,0.177664484,0.066621184,0.007658027,0.223456073,291,SLC25A4
1473,-0.067732482,0.0254005,0.007662721,0.223456073,1819,DRG2
5256,0.169360998,0.063561947,0.007710218,0.223456073,56271,BEX4
2869,-0.107658488,0.04040771,0.007714745,0.223456073,27113,BBC3
752,-0.109258535,0.041009365,0.007716392,0.223456073,11064,CNTRL
1577,-0.104209995,0.039146664,0.00776686,0.223966109,1991,ELANE
4880,-0.103400984,0.0388557,0.007787343,0.223966109,5338,PLD2
6188,-0.192207158,0.072326388,0.007872329,0.225637613,677,ZFP36L1
8304,0.103480772,0.038990912,0.007955053,0.22684229,9919,SEC16A
7524,0.12680922,0.0477911,0.007968382,0.22684229,889,KRIT1
2648,-0.086335977,0.032583604,0.008056912,0.228587669,26001,RNF167
3252,-0.08841832,0.033394738,0.008104807,0.229172275,3061,HCRTR1
6991,0.128088847,0.048425101,0.008166871,0.230152289,81566,CSRNP2
5716,-0.115833413,0.043814693,0.008200249,0.230320038,6199,RPS6KB2
1346,0.16156321,0.061205543,0.008298369,0.232299008,1633,DCK
1628,0.214498943,0.081383351,0.008397353,0.234288928,203197,TMEM268
1204,-0.112109297,0.042560739,0.008436032,0.23451001,146712,B3GNTL1
5429,0.156343574,0.059427546,0.008517746,0.23451001,57613,FAM234B
3049,0.147778707,0.056192365,0.008541711,0.23451001,284697,BTBD8
3284,0.154409907,0.058716209,0.008544359,0.23451001,3094,HINT1
6940,0.141520902,0.053815451,0.008544899,0.23451001,8036,SHOC2
3287,0.173601472,0.066187635,0.008719288,0.237935101,3097,HIVEP2
7950,-0.102226321,0.038979114,0.008726365,0.237935101,9480,ONECUT2
3793,0.127089235,0.048516738,0.008806069,0.238612496,3845,KRAS
4788,0.237217773,0.090565632,0.008811267,0.238612496,523,ATP6V1A
4657,0.147816616,0.056454804,0.008836448,0.238612496,51382,ATP6V1D
4609,0.197980751,0.075677751,0.008893986,0.239396466,5110,PCMT1
6124,0.13572269,0.051926605,0.008955694,0.239758031,6683,SPAST
7990,-0.152562449,0.058379906,0.008968046,0.239758031,9537,TP53I11
4896,0.133386503,0.051061137,0.00899379,0.239758031,5357,PLS1
5836,-0.087294347,0.033430306,0.009021617,0.239758031,63940,GPSM3
6047,0.137083417,0.052557528,0.009100522,0.241092065,6594,SMARCA1
4623,0.259994707,0.099748244,0.009147039,0.241562368,5121,PCP4
7338,0.16396994,0.062956616,0.009201083,0.242227896,8634,RTCA
6973,-0.100594709,0.038670711,0.009286709,0.243718056,8111,GPR68
6003,-0.161844658,0.062246136,0.009320323,0.243838243,6539,SLC6A12
7908,-0.161858249,0.062368814,0.009454161,0.244815742,9415,FADS2
2569,0.127608527,0.049180293,0.009467116,0.244815742,25830,SULT4A1
3431,0.137127489,0.052857863,0.009479242,0.244815742,3320,HSP90AA1
3718,0.220037967,0.084822155,0.009483625,0.244815742,3751,KCND2
5000,0.08407223,0.032428779,0.009527587,0.244815742,5458,POU4F2
1898,0.203839891,0.078631669,0.009532597,0.244815742,22891,ZNF365
143,-0.099819361,0.038542621,0.009601954,0.245845139,10174,SORBS3
1214,0.093926133,0.036308333,0.009684286,0.247199507,1477,CSTF1
7757,0.216791927,0.083846449,0.009721455,0.247396306,9201,DCLK1
3513,-0.069979481,0.027085691,0.009776582,0.247477445,347344,ZNF81
5153,-0.093813159,0.036339451,0.009834951,0.247477445,55702,YJU2
5563,0.149409156,0.057876084,0.009836193,0.247477445,5910,RAP1GDS1
3185,-0.115611,0.044862986,0.009966783,0.247477445,29895,MYLPF
1842,0.144336516,0.056011018,0.009968191,0.247477445,2281,FKBP1B
1415,0.157432558,0.061133481,0.010017447,0.247477445,1738,DLD
482,-0.07444374,0.028911773,0.010028095,0.247477445,10616,RBCK1
8257,0.125567087,0.048771808,0.010036088,0.247477445,9868,TOMM70
294,0.113715582,0.044193908,0.010079051,0.247477445,10376,TUBA1B
7289,0.116281498,0.045200035,0.010093851,0.247477445,8559,PRPF18
7003,-0.205128885,0.079749638,0.010106597,0.247477445,81628,TSC22D4
2040,0.075544306,0.029375782,0.010121441,0.247477445,23093,TTLL5
7366,-0.209254222,0.08142818,0.010175694,0.247477445,8671,SLC4A4
6414,-0.212071645,0.08255809,0.01020641,0.247477445,7094,TLN1
4905,-0.272838883,0.10622699,0.010215397,0.247477445,5365,PLXNB3
5689,0.127488377,0.049646456,0.010230929,0.247477445,6119,RPA3
2151,0.093259574,0.036326277,0.010250105,0.247477445,23219,FBXO28
6645,0.175811278,0.068492282,0.010261894,0.247477445,7453,WARS1
4904,-0.159761705,0.062258263,0.010284547,0.247477445,5364,PLXNB1
6806,0.172781651,0.067401571,0.010363279,0.248659471,783,CACNB2
4970,0.062813238,0.024526516,0.010436118,0.249693796,54462,CCSER2
8025,0.085765713,0.033529809,0.010530805,0.2512368,9587,MAD2L1BP
7372,-0.072025389,0.028179668,0.010590302,0.2512368,8677,STX10
6684,0.14317701,0.056017518,0.010590358,0.2512368,7529,YWHAB
6623,0.099135336,0.038844116,0.010706575,0.253278368,7419,VDAC3
1650,-0.064051936,0.025118001,0.010771021,0.253326051,2053,EPHX2
2548,0.242262023,0.095003947,0.010771655,0.253326051,25797,QPCT
6278,-0.087659134,0.034413349,0.010857805,0.253326051,6892,TAPBP
5746,-0.208913894,0.082055469,0.010896264,0.253326051,6271,S100A1
1910,-0.104908048,0.041209496,0.010905103,0.253326051,22904,SBNO2
7795,0.109459136,0.043010046,0.010928815,0.253326051,9252,RPS6KA5
3956,0.142520016,0.056002457,0.01093126,0.253326051,406,ARNTL
6288,0.142937937,0.056214887,0.010999771,0.253326051,6903,TBCC
3749,-0.075914987,0.029863997,0.01102127,0.253326051,3784,KCNQ1
3630,-0.116552617,0.045851682,0.01102364,0.253326051,3651,PDX1
6858,-0.102434583,0.040306086,0.011040407,0.253326051,79173,C19orf57
7323,0.102731317,0.040466617,0.011127527,0.254629352,8615,USO1
3279,0.187104226,0.073925229,0.011374016,0.259099129,309,ANXA6
3316,-0.090497345,0.035783546,0.011438114,0.259099129,3145,HMBS
2127,-0.146406469,0.057897219,0.011447586,0.259099129,23194,FBXL7
3542,-0.082082881,0.032470037,0.011472816,0.259099129,353,APRT
6517,0.095097907,0.037630183,0.01149855,0.259099129,7266,DNAJC7
2412,0.112928313,0.044692237,0.011510727,0.259099129,23635,SSBP2
6656,0.104562085,0.041395271,0.011538828,0.259099129,7474,WNT5A
3328,-0.211774454,0.083917361,0.011615765,0.259520923,3164,NR4A1
3708,0.126677807,0.05020124,0.011622612,0.259520923,3746,KCNC1
2434,0.166824882,0.066133098,0.01165032,0.259520923,23732,FRRS1L
2728,-0.119052729,0.04722288,0.011699476,0.259819759,2619,GAS1
7788,-0.133637723,0.053041157,0.011751832,0.259819759,9242,MSC
730,0.139808148,0.055509814,0.011781561,0.259819759,11034,DSTN
862,-0.115529018,0.045873187,0.011787488,0.259819759,11247,NXPH4
144,0.126691866,0.05035087,0.011863448,0.260427117,10175,CNIH1
3457,0.130199763,0.051753321,0.011877064,0.260427117,3376,IARS1
2391,-0.113239283,0.045101319,0.01204663,0.262128455,23564,DDAH2
3094,0.211144145,0.084158266,0.012110992,0.262128455,2888,GRB14
2950,-0.140762167,0.05611295,0.012122765,0.262128455,2737,GLI3
