,b,se,pval,BH_adjPval,EntrezGeneID,GeneSymbol
5658,0.011360498,0.067065944,0.865487575,0.966451191,6039,RNASE6
5551,-0.008810181,0.052014123,0.865497321,0.966451191,5896,RAG1
7401,0.00573481,0.033859341,0.865504386,0.966451191,8722,CTSF
7334,-0.019685837,0.116260657,0.865541004,0.966451191,8630,HSD17B6
6870,-0.006495847,0.038373396,0.865576439,0.966451191,7957,EPM2A
6916,-0.013695537,0.08094338,0.865640136,0.966451191,80208,SPG11
5252,0.019874921,0.117607528,0.865801668,0.966485997,56267,KYAT3
1826,-0.006974736,0.041303417,0.865902174,0.966485997,2266,FGG
1442,0.013640569,0.080985487,0.866243226,0.966485997,1778,DYNC1H1
758,0.017270359,0.1025854,0.866307124,0.966485997,1107,CHD3
1752,-0.007455976,0.044300675,0.866344206,0.966485997,219333,USP12
2703,0.006453942,0.038381879,0.866464678,0.966485997,26121,PRPF31
39,-0.015102289,0.089822284,0.866476908,0.966485997,100310838,VDAC1P3
3429,0.010544544,0.062811926,0.866681712,0.966540321,3316,HSPB2
1676,0.005286484,0.031508294,0.866755794,0.966540321,2091,FBL
4552,-0.007112412,0.042527746,0.867179889,0.96667107,5073,PARN
7568,0.009031977,0.054014361,0.867201377,0.96667107,8971,H1-10
1192,-0.00632265,0.037833826,0.867278518,0.96667107,1457,CSNK2A1
6362,-0.0124101,0.074291297,0.867333474,0.96667107,7038,TG
2276,0.00645722,0.038703413,0.867497101,0.966683569,23368,PPP1R13B
3352,-0.016046967,0.096329786,0.867697664,0.966683569,3195,TLX1
7733,-0.015008484,0.090136362,0.867756677,0.966683569,9173,IL1RL1
8389,-0.026963255,0.161992954,0.867805123,0.966683569,AFFX-M27830_M,NA
2901,0.009148672,0.055027957,0.867956297,0.966723737,27258,LSM3
2338,0.006940889,0.041793728,0.86809801,0.966742824,2348,FOLR1
4846,-0.015892079,0.095769665,0.868203665,0.966742824,5305,PIP4K2A
5459,0.007787096,0.047109073,0.868708428,0.967061318,57834,CYP4F11
6215,0.008408667,0.050873876,0.868720003,0.967061318,6810,STX4
8139,-0.009033721,0.05483726,0.869151064,0.967118916,9732,DOCK4
12,-0.009336105,0.056712556,0.869241928,0.967118916,10009,ZBTB33
5462,0.005251372,0.031934731,0.869384166,0.967118916,57862,ZNF410
5476,0.006246349,0.037985427,0.869384258,0.967118916,5799,PTPRN2
2,-0.011279894,0.068627278,0.869444139,0.967118916,100,ADA
1034,-0.017683009,0.107627403,0.869496248,0.967118916,126987,LOC126987
4653,-0.00686263,0.041795683,0.869577868,0.967118916,5137,PDE1C
3818,-0.008360371,0.051137445,0.870134029,0.967371624,3885,KRT34
2712,-0.006065294,0.037103858,0.870149955,0.967371624,26145,IRF2BP1
7500,-0.013209911,0.080810813,0.870150661,0.967371624,8857,FCGBP
4101,0.014340619,0.087915911,0.870425967,0.967428031,4261,CIITA
6788,0.007756938,0.047556469,0.870431794,0.967428031,778,CACNA1F
6738,-0.011467795,0.070476512,0.870740499,0.967551312,768,CA9
6665,-0.003965652,0.024385977,0.870817509,0.967551312,7490,WT1
1018,-0.007913095,0.048686924,0.870888351,0.967551312,125,ADH1B
3157,-0.005523518,0.034045596,0.871117783,0.967641931,2963,GTF2F2
5017,-0.004141316,0.025551932,0.871247211,0.967641931,5470,PPEF2
5835,0.00512897,0.031662724,0.871315585,0.967641931,63931,MRPS14
450,0.005408616,0.033494962,0.871718894,0.967893496,10572,SIVA1
7759,-0.022025314,0.136522461,0.871832658,0.967893496,9202,ZMYM4
6704,-0.006590484,0.040868441,0.871887866,0.967893496,7553,ZNF7
180,0.020364835,0.126458948,0.872062608,0.967959528,10217,CTDSPL
3037,0.006546463,0.040751019,0.872372712,0.967976756,284001,CCDC57
2803,-0.00713315,0.044403501,0.872373901,0.967976756,2675,GFRA2
7572,-0.005346987,0.033303584,0.872445562,0.967976756,8975,USP13
1603,-0.004159411,0.025925991,0.872539182,0.967976756,201134,CEP112
8053,-0.007628963,0.047645952,0.87278831,0.968059126,9635,CLCA2
3652,-0.004817211,0.030098711,0.872843975,0.968059126,3676,ITGA4
8368,0.003641415,0.02278678,0.873035581,0.968094156,AFFX-DapX-5,NA
2627,-0.006245971,0.03918949,0.87337049,0.968094156,25949,SYF2
2422,0.005103774,0.032024297,0.873375866,0.968094156,23647,ARFIP2
552,0.003790615,0.023788518,0.873395939,0.968094156,10733,PLK4
1877,-0.006707025,0.042109623,0.873451943,0.968094156,22870,PPP6R1
3147,-0.015432245,0.097025413,0.87362661,0.968109015,2949,GSTM5
382,0.006565527,0.041301538,0.873695906,0.968109015,10489,LRRC41
2376,-0.014847776,0.093543743,0.873885157,0.968190969,2354,FOSB
1580,0.006683471,0.042366173,0.874649943,0.968894298,1994,ELAVL1
1587,-0.010288881,0.065273591,0.874750722,0.968894298,1999,ELF3
6237,-0.010373584,0.066012011,0.875129059,0.969185525,6844,VAMP2
1853,0.02644668,0.168608455,0.875360991,0.969293083,22836,RHOBTB3
5838,0.010542789,0.067266865,0.875457017,0.969293083,6396,SEC13
6156,-0.005916737,0.037816799,0.875672102,0.969403416,6722,SRF
5045,0.007212286,0.046150784,0.87581503,0.969423082,54963,UCKL1
7123,0.006394309,0.04099407,0.876047747,0.969423082,8402,SLC25A11
3817,0.010830803,0.069465482,0.876098971,0.969423082,3884,KRT33B
4209,-0.006624124,0.04250332,0.876151607,0.969423082,4542,MYO1F
4505,0.007098446,0.045614044,0.876332757,0.969437184,5009,OTC
2188,0.008100392,0.052078987,0.876395225,0.969437184,2326,FMO1
392,-0.00553754,0.035654904,0.876577444,0.969511047,1050,CEBPA
4877,-0.007557294,0.048868132,0.877099878,0.969903401,53358,SHC3
5130,0.003170613,0.020512952,0.877163174,0.969903401,5558,PRIM2
3376,-0.009634118,0.062572477,0.877635483,0.970110085,3231,HOXD1
1067,0.009520192,0.061834421,0.877639173,0.970110085,1301,COL11A1
5334,-0.008817362,0.057332479,0.877772569,0.970110085,57035,RSRP1
8022,0.007497357,0.048819741,0.877947035,0.970110085,9584,RBM39
6262,-0.041432043,0.270112528,0.878092241,0.970110085,6876,TAGLN
7305,-0.013687611,0.089249047,0.878111051,0.970110085,858,CAV2
5172,-0.004331071,0.02827149,0.878243937,0.970110085,55794,DDX28
3713,0.006864403,0.0448193,0.878274229,0.970110085,375,ARF1
7841,-0.008410534,0.055129574,0.878745757,0.970313034,9324,HMGN3
692,0.00654932,0.042982004,0.878892329,0.970313034,10980,COPS6
7772,-0.005593095,0.036709111,0.878900977,0.970313034,92170,MTG1
6056,-0.009580939,0.062953662,0.879036819,0.970313034,66008,TRAK2
4578,0.012107282,0.079736277,0.879311886,0.970313034,5094,PCBP2
7509,-0.011777041,0.077599935,0.879371403,0.970313034,8871,SYNJ2
2687,-0.005927213,0.039064551,0.879400937,0.970313034,26065,LSM14A
7890,0.005305924,0.034999788,0.879503428,0.970313034,9399,STOML1
4026,-0.015153966,0.100038373,0.879595882,0.970313034,415,ARSL
84,0.005924242,0.039114404,0.879613376,0.970313034,10092,ARPC5
5241,-0.003747438,0.024920026,0.880465954,0.970932307,5618,PRLR
8126,-0.010513856,0.070116751,0.880805758,0.970932307,9717,SEC14L5
1308,-0.005133079,0.034242723,0.880841319,0.970932307,1588,CYP19A1
3510,0.005602386,0.037390593,0.88089551,0.970932307,346157,ZNF391
7729,0.005070977,0.033862874,0.880961581,0.970932307,9169,SCAF11
7167,0.007601935,0.050772077,0.880980248,0.970932307,8447,DOC2B
6273,-0.007756198,0.0519386,0.881290102,0.970932307,6886,TAL1
3029,0.00604118,0.040513918,0.881463912,0.970932307,2835,GPR12
750,0.005190635,0.03484426,0.881579895,0.970932307,11062,DUS4L
5576,-0.008700043,0.058455321,0.88168592,0.970932307,5923,RASGRF1
6772,-0.005648297,0.037955309,0.881700082,0.970932307,7746,ZSCAN9
602,-0.011054252,0.074291265,0.881714513,0.970932307,10821,OR7E12P
4943,-0.006491176,0.043628696,0.881725442,0.970932307,5427,POLE2
1532,0.00601933,0.040480728,0.881793369,0.970932307,1909,EDNRA
3388,0.008025346,0.054123246,0.882122509,0.971167387,3249,HPN
897,0.010717314,0.072412415,0.88233975,0.971279226,11326,VSIG4
422,0.005076222,0.034434513,0.882803141,0.971459287,105377443,LINC02172
614,-0.008860011,0.060225334,0.883041764,0.971459287,10865,ARID5A
4642,-0.006321482,0.042976963,0.883060973,0.971459287,51341,ZBTB7A
3478,0.013881849,0.094436992,0.883135274,0.971459287,341,APOC1
6102,0.012046763,0.08199507,0.883194712,0.971459287,6654,SOS1
4023,0.015003636,0.102221725,0.883309294,0.971459287,4147,MATN2
1281,0.005646861,0.038474049,0.883313065,0.971459287,1557,CYP2C19
2017,-0.004903794,0.033485379,0.883569461,0.971488094,23061,TBC1D9B
7227,-0.005804988,0.039639548,0.883570619,0.971488094,8496,PPFIBP1
1408,0.00560559,0.038323772,0.883708823,0.97149643,173,AFM
3849,0.006621496,0.045308754,0.883809565,0.97149643,3911,LAMA5
325,-0.007900724,0.054274344,0.884260739,0.971688409,10420,TESK2
3465,0.005868525,0.040334056,0.884317682,0.971688409,338645,LUZP2
7902,-0.008353973,0.057462338,0.884409505,0.971688409,9410,SNRNP40
6017,0.010736748,0.073900559,0.884484733,0.971688409,6558,SLC12A2
202,0.00817872,0.056332075,0.88456274,0.971688409,10240,MRPS31
7644,0.004964443,0.0342838,0.884865346,0.971893693,90634,N4BP2L1
3202,0.006206133,0.043035339,0.88533452,0.972281849,2997,GYS1
764,-0.017662902,0.123315375,0.886105714,0.972656498,11076,TPPP
1515,0.010528426,0.073535315,0.886151897,0.972656498,1871,E2F3
8162,-0.003127014,0.02185211,0.886212031,0.972656498,9757,KMT2B
7747,0.003805393,0.026599893,0.886242421,0.972656498,9187,SLC24A1
4734,0.011728317,0.08203625,0.886317779,0.972656498,51710,ZNF44
6283,-0.009002962,0.063002628,0.886370586,0.972656498,6899,TBX1
4084,0.004296041,0.030143823,0.886670774,0.9727362,4238,MFAP3
6257,0.00863548,0.060669529,0.886814332,0.9727362,6871,TADA2A
8044,0.006699056,0.047079333,0.886848632,0.9727362,9619,ABCG1
7043,-0.005555521,0.039109858,0.887041196,0.9727362,8241,RBM10
2052,-0.007623239,0.053740196,0.887195668,0.9727362,23108,RAP1GAP2
1998,-0.004818763,0.034016412,0.88734861,0.9727362,23039,XPO7
7636,-0.00654438,0.046223474,0.887410736,0.9727362,9056,SLC7A7
2708,-0.006818034,0.048157751,0.887414076,0.9727362,26135,SERBP1
3740,-0.010326444,0.073022452,0.887542391,0.9727362,3775,KCNK1
3645,0.004769094,0.033765273,0.887678311,0.9727362,367,AR
258,-0.007170197,0.050782889,0.887717342,0.9727362,10300,KATNB1
2388,0.00717103,0.050861975,0.887877844,0.972785145,23558,WBP2
152,-0.003999903,0.028484007,0.888323213,0.973038402,101927446,LOC101927446
275,-0.007693597,0.054796104,0.888340727,0.973038402,10326,SIRPB1
2817,0.004347996,0.031068035,0.888698874,0.973141821,2692,GHRHR
7414,-0.005640506,0.040327917,0.888765825,0.973141821,8737,RIPK1
1947,0.00590787,0.042248222,0.888788671,0.973141821,22980,TCF25
7665,-0.005089805,0.036434361,0.888898655,0.973141821,9098,USP6
6898,0.00801811,0.057577394,0.889246318,0.973159056,79912,PYROXD1
2272,-0.00365669,0.026293422,0.889392911,0.973159056,23363,OBSL1
3418,-0.004814867,0.034650475,0.889485484,0.973159056,330,BIRC3
3899,-0.008308851,0.059835414,0.889559387,0.973159056,399,RHOH
530,0.005629617,0.040548566,0.889579422,0.973159056,1068,CETN1
1995,0.014383257,0.10362717,0.889609678,0.973159056,23036,ZNF292
291,0.008820372,0.063734303,0.889929943,0.973264099,10368,CACNG3
62,0.004373639,0.031605247,0.889937487,0.973264099,10051,SMC4
6690,0.007964316,0.057674307,0.890168312,0.973389777,7536,SF1
1777,-0.020651348,0.149888593,0.890415887,0.973533735,2213,FCGR2B
7766,0.005883198,0.042831094,0.890747741,0.973652571,9212,AURKB
7357,0.01696097,0.123604212,0.890856903,0.973652571,8660,IRS2
1578,-0.010768898,0.078762058,0.891246611,0.973652571,1992,SERPINB1
2799,-0.003201527,0.023447266,0.891393162,0.973652571,26716,OR2H1
3375,0.00543237,0.039818958,0.891483958,0.973652571,323,APBB2
4689,-0.005738768,0.042126744,0.891642433,0.973652571,5154,PDGFA
1307,0.003954155,0.029029098,0.891652505,0.973652571,1587,ADAM3A
6748,-0.00390838,0.028712678,0.891726136,0.973652571,7701,ZNF142
5670,-0.004553941,0.033489413,0.891835908,0.973652571,6051,RNPEP
2026,0.007774926,0.057178567,0.89184007,0.973652571,23075,SWAP70
5373,-0.003979472,0.029302146,0.891972898,0.973652571,57187,THOC2
3006,0.004544684,0.033520382,0.892153528,0.973652571,2814,GP5
924,-0.006591663,0.04871921,0.892375439,0.973652571,114,ADCY8
5148,-0.009116201,0.067430477,0.892458428,0.973652571,5568,PRKACG
3499,-0.005630892,0.041696043,0.892575349,0.973652571,3442,IFNA5
4120,0.003750683,0.027776715,0.892588349,0.973652571,4297,KMT2A
7582,-0.003849966,0.028526442,0.892642456,0.973652571,899,CCNF
6689,-0.010156058,0.075317903,0.892736365,0.973652571,7535,ZAP70
6877,0.0097586,0.072843411,0.893428809,0.973652571,79625,NDNF
2152,-0.005339547,0.039902748,0.893549646,0.973652571,2322,FLT3
2662,-0.008799901,0.065779665,0.893577777,0.973652571,26032,SUSD5
3691,0.004028552,0.030138054,0.893663584,0.973652571,3718,JAK3
1950,-0.011182193,0.083769371,0.893807577,0.973652571,22983,MAST1
6477,0.006788572,0.050907511,0.893915724,0.973652571,7173,TPO
4108,-0.010944338,0.082082678,0.893929948,0.973652571,4285,MIPEP
464,-0.008096801,0.060729617,0.893936034,0.973652571,10590,SCGN
7576,-0.004446404,0.033365244,0.893984181,0.973652571,89845,ABCC10
3751,0.004600137,0.03453568,0.894035562,0.973652571,3786,KCNQ3
5008,-0.011548753,0.086705741,0.894039334,0.973652571,5465,PPARA
5230,0.005593395,0.042035959,0.894144236,0.973652571,5608,MAP2K6
2630,-0.00581718,0.043786325,0.894309005,0.973652571,25957,PNISR
1558,-0.011521987,0.08672854,0.894311095,0.973652571,1960,EGR3
7464,-0.010520029,0.079242239,0.894384896,0.973652571,881,CCIN
5036,-0.011947432,0.090132692,0.894546259,0.973652571,54874,FNBP1L
3339,-0.00590696,0.044606469,0.894649059,0.973652571,317781,DDX51
4533,-0.005853676,0.044307792,0.894894195,0.973652571,5052,PRDX1
5905,-0.02540338,0.192373718,0.894942975,0.973652571,6457,SH3GL3
8314,0.00734419,0.055753171,0.895200341,0.973652571,9929,JOSD1
8190,-0.006969968,0.052914535,0.895204783,0.973652571,9785,DHX38
2547,-0.012715783,0.096614352,0.895289758,0.973652571,25794,FSCN2
4862,-0.006551372,0.049787744,0.895311723,0.973652571,5324,PLAG1
2497,0.004741832,0.036065296,0.895396333,0.973652571,2538,G6PC
6880,-0.004604422,0.035083184,0.895583085,0.973652571,7965,AIMP2
3935,-0.010402249,0.079298646,0.895634391,0.973652571,4036,LRP2
1492,0.004826709,0.036833203,0.895741815,0.973652571,1838,DTNB
5990,-0.008046225,0.061545966,0.895984774,0.973779476,6528,SLC5A5
2550,0.003622313,0.027749186,0.896141093,0.973779476,2580,GAK
7604,0.005618873,0.043071339,0.896206426,0.973779476,90199,WFDC8
2119,0.015009889,0.115354019,0.896471319,0.973941286,23186,RCOR1
8333,0.003671509,0.028445144,0.897299643,0.974715096,9958,USP15
6397,0.040591896,0.315086807,0.89749402,0.974800152,7076,TIMP1
6418,0.008674711,0.067449155,0.897665375,0.974860186,7098,TLR3
7978,-0.013645287,0.106222533,0.897785396,0.974864463,9522,SCAMP1
4616,0.005373967,0.041945843,0.898056539,0.975032814,5116,PCNT
6584,-0.006090399,0.047759482,0.898527023,0.975417521,7356,SCGB1A1
7475,-0.009740392,0.076592851,0.898805027,0.975574646,8826,IQGAP1
5133,-0.009508402,0.074842279,0.898904097,0.975574646,55619,DOCK10
3561,-0.011217894,0.088616172,0.899265159,0.975581623,3563,IL3RA
4697,0.008841745,0.069876938,0.899309951,0.975581623,51574,LARP7
3937,-0.012643788,0.099938464,0.899323696,0.975581623,4038,LRP4
8144,0.0114643,0.090727485,0.899447181,0.975581623,9738,CCP110
4121,-0.00479334,0.038005055,0.899633962,0.975581623,4298,MLLT1
3069,0.005081448,0.040369781,0.899832801,0.975581623,28646,TRAV36DV7
3758,-0.003722848,0.029580448,0.899846684,0.975581623,3795,KHK
5178,0.00493319,0.039288976,0.900078895,0.975581623,55811,ADCY10
4093,-0.005988179,0.047714382,0.900127325,0.975581623,4249,MGAT5
1585,0.006169145,0.049162328,0.90013943,0.975581623,1998,ELF2
7450,-0.008548927,0.068172801,0.900206219,0.975581623,8794,TNFRSF10C
6994,-0.007210302,0.057615302,0.900408272,0.975581623,81578,COL21A1
7210,-0.006026167,0.048257236,0.90062178,0.975581623,8483,CILP
4587,-0.007114983,0.056980986,0.9006297,0.975581623,51014,TMED7
6434,0.006763037,0.054175186,0.900653051,0.975581623,7113,TMPRSS2
7554,0.004787026,0.038543545,0.901158604,0.975918484,8932,MBD2
358,0.009041233,0.072825032,0.901196457,0.975918484,10464,PIBF1
5441,0.005094705,0.041178793,0.901535736,0.976073733,5774,PTPN3
1963,0.011703273,0.094762934,0.901710754,0.976073733,22998,LIMCH1
315,0.006380439,0.051699566,0.901779448,0.976073733,10402,ST3GAL6
3797,-0.004985702,0.040408714,0.901804727,0.976073733,3851,KRT4
4455,0.013227246,0.107437593,0.902015546,0.976176102,492,ATP2B3
7742,-0.002614679,0.021367849,0.902609858,0.976207524,9182,RASSF9
6986,-0.003800307,0.031060662,0.902620934,0.976207524,81544,GDPD5
6264,-0.005255534,0.042985869,0.902691601,0.976207524,6878,TAF6
405,-0.003743106,0.030642452,0.902776854,0.976207524,10523,CHERP
626,0.00538818,0.044218376,0.903014754,0.976207524,10879,SMR3B
934,0.013771757,0.113171957,0.9031455,0.976207524,1147,CHUK
6295,-0.010701483,0.088026086,0.903238209,0.976207524,6910,TBX5
8255,0.015145152,0.124585541,0.9032441,0.976207524,9866,TRIM66
2758,0.012346229,0.101614587,0.903294573,0.976207524,2632,GBE1
334,0.005669562,0.046698203,0.903367434,0.976207524,1043,CD52
4498,-0.005301605,0.043680853,0.903396896,0.976207524,50,ACO2
4148,-0.00524407,0.043275384,0.903549212,0.976207524,433,ASGR2
5468,-0.011370517,0.093838743,0.903555738,0.976207524,5791,PTPRE
157,0.006643869,0.054918331,0.903709055,0.976247574,10196,PRMT3
5818,0.005336956,0.044202549,0.903898039,0.976297144,6373,CXCL11
3998,0.003238158,0.02684466,0.903987449,0.976297144,4115,MAGEB4
4830,0.00457315,0.03803561,0.904298278,0.976507257,5288,PIK3C2G
7163,0.004368363,0.036397082,0.904467632,0.976564563,84444,DOT1L
2387,0.004965927,0.041491514,0.904732387,0.976581085,23552,CDK20
35,0.006685963,0.055908471,0.904809793,0.976581085,10026,PIGK
7865,0.005760874,0.048184,0.904831796,0.976581085,9362,CPNE6
307,-0.010914066,0.091482443,0.905035864,0.976675814,10396,ATP8A1
4557,0.003790565,0.031869148,0.905321686,0.976858733,5078,PAX4
7611,0.009281907,0.078257673,0.905586726,0.976961455,9027,NAT8
2499,-0.005335237,0.045078965,0.905787856,0.976961455,253982,ASPHD1
4489,0.009064974,0.076708847,0.905929967,0.976961455,4982,TNFRSF11B
3064,0.007302296,0.061799387,0.905939851,0.976961455,28613,TRBV5-2
840,-0.004644384,0.039466567,0.906322051,0.976961455,11212,PLPBP
1791,-0.007356181,0.062597484,0.906451481,0.976961455,2222,FDFT1
4519,0.009938479,0.084638448,0.906525064,0.976961455,5031,P2RY6
3780,0.019329009,0.164814461,0.906640246,0.976961455,3831,KLC1
3320,-0.020579768,0.175522404,0.906663003,0.976961455,3156,HMGCR
724,-0.004644542,0.039720372,0.906914745,0.976961455,11021,RAB35
4809,-0.009468505,0.081118409,0.907078384,0.976961455,5265,SERPINA1
704,0.004276373,0.036649327,0.907110839,0.976961455,10994,ILVBL
70,0.004155476,0.035692577,0.90731644,0.976961455,10061,ABCF2
5946,-0.004172539,0.035865133,0.907383314,0.976961455,6497,SKI
6353,0.00465625,0.040039226,0.907420958,0.976961455,7027,TFDP1
4071,0.003509228,0.03022209,0.907561673,0.976961455,4215,MAP3K3
6494,-0.00751279,0.064745308,0.90762397,0.976961455,7204,TRIO
6506,0.013357795,0.115246654,0.907726926,0.976961455,725,C4BPB
7477,0.004497822,0.038830962,0.907786635,0.976961455,8829,NRP1
1336,0.006490282,0.056165719,0.90800449,0.976961455,1620,BRINP1
7697,-0.007272079,0.063103712,0.908254804,0.976961455,9131,AIFM1
1360,0.005023438,0.043603806,0.908281509,0.976961455,1650,DDOST
5947,0.004902202,0.042567727,0.908316388,0.976961455,64976,MRPL40
162,0.010028779,0.087158272,0.908394397,0.976961455,1020,CDK5
6651,-0.004457,0.038861249,0.908690774,0.976961455,7468,NSD2
1487,0.006619801,0.057726292,0.908702197,0.976961455,1831,TSC22D3
4996,0.002786851,0.024365646,0.908939549,0.976961455,54556,ING3
4477,0.010724027,0.093941842,0.909114114,0.976961455,4953,ODC1
8031,-0.00471819,0.041402021,0.909269206,0.976961455,9595,CYTIP
7407,-0.005750094,0.050485419,0.909320124,0.976961455,8728,ADAM19
2756,-0.004311042,0.037889229,0.909412077,0.976961455,26286,ARFGAP3
584,-0.011073562,0.097474162,0.909550844,0.976961455,10791,VAMP5
7013,0.004469238,0.039384086,0.90965139,0.976961455,818,CAMK2G
5921,-0.004165695,0.036739692,0.909726086,0.976961455,6476,SI
7594,-0.007835674,0.069191964,0.909835974,0.976961455,900,CCNG1
6977,0.00519351,0.045870946,0.909856109,0.976961455,8125,ANP32A
1968,-0.004031869,0.035635019,0.909916836,0.976961455,23005,MAPKBP1
4645,-0.005975627,0.052846146,0.909970361,0.976961455,51350,KRT76
4799,0.004818796,0.042745061,0.91024192,0.976961455,5251,PHEX
2264,0.008682164,0.077062821,0.910297367,0.976961455,23354,HAUS5
4246,0.00325489,0.028927166,0.910410979,0.976961455,462,SERPINC1
3302,-0.00869665,0.077311855,0.910436544,0.976961455,3119,HLA-DQB1
1774,-0.003540391,0.031487533,0.910476231,0.976961455,221037,JMJD1C
4230,0.005410238,0.048242234,0.910706584,0.976961455,4601,MXI1
1659,0.004366438,0.038941673,0.910722197,0.976961455,206358,SLC36A1
117,0.008411292,0.075054151,0.910768186,0.976961455,10135,NAMPT
5698,0.003853556,0.034507427,0.911082499,0.977173796,6137,RPL13
950,0.010214597,0.091954817,0.911550698,0.977335024,115830329,ZNNT1
1368,0.011477395,0.10333957,0.911564915,0.977335024,165904,XIRP1
1106,0.008428578,0.075903478,0.911581953,0.977335024,1356,CP
3105,0.009527053,0.086099913,0.911893001,0.977439125,28973,MRPS18B
5359,-0.006025507,0.054466689,0.91191183,0.977439125,5715,PSMD9
7958,-0.006763795,0.061259471,0.912082455,0.977460812,9495,AKAP5
458,-0.003302839,0.029942161,0.912165663,0.977460812,1058,CENPA
2192,-0.004656127,0.042266342,0.912281239,0.977460812,23264,ZC3H7B
8148,0.004852214,0.044108407,0.912404181,0.97746783,9742,IFT140
4199,0.019109733,0.174058911,0.91257681,0.977479404,4502,MT2A
3129,0.00321805,0.029335166,0.912647774,0.977479404,2918,GRM8
2049,0.005110722,0.046699976,0.912855607,0.977520576,23102,TBC1D2B
1174,-0.002654381,0.024272526,0.912919013,0.977520576,1432,MAPK14
4573,-0.006661106,0.061136374,0.913238287,0.977737779,5090,PBX3
4348,0.002368404,0.022005732,0.914291826,0.978705765,4763,NF1
2191,0.003497344,0.032561502,0.914465846,0.978705765,23263,MCF2L
3057,0.00389318,0.036258026,0.914492038,0.978705765,28566,TRBV21-1
219,0.002547774,0.023769939,0.914642462,0.978742023,10261,IGSF6
3519,0.004982054,0.046630089,0.914914295,0.978787655,347902,AMIGO2
6061,-0.004741931,0.044384676,0.914918206,0.978787655,6604,SMARCD3
4816,-0.005476723,0.051380921,0.915113772,0.978872176,5271,SERPINB8
1868,0.00755787,0.071157038,0.915412599,0.978914563,22856,CHSY1
4721,0.008723109,0.082615192,0.915909861,0.978914563,5166,PDK4
903,-0.004105355,0.038900321,0.9159511,0.978914563,11334,TUSC2
3864,-0.005133451,0.048807969,0.916235771,0.978914563,3932,LCK
5785,0.017360602,0.165353212,0.916382935,0.978914563,6327,SCN2B
1356,-0.005689457,0.054418709,0.916733171,0.978914563,164656,TMPRSS6
2790,-0.006487533,0.062060346,0.916744096,0.978914563,2664,GDI1
7740,0.005089404,0.048725277,0.916811451,0.978914563,9180,OSMR
7935,-0.00548692,0.052577934,0.916885374,0.978914563,9463,PICK1
4602,0.005440348,0.052136126,0.916892467,0.978914563,51079,NDUFA13
7206,0.002956299,0.028335758,0.916906639,0.978914563,84804,MFSD9
6024,0.006405469,0.061411577,0.916928154,0.978914563,6567,SLC16A2
8332,-0.003637564,0.034936673,0.917075091,0.978914563,9957,HS3ST1
4077,0.004079585,0.039306884,0.917337546,0.978914563,4223,MEOX2
3578,0.003817226,0.036780001,0.917339667,0.978914563,3587,IL10RA
6226,0.004075877,0.039273202,0.917341833,0.978914563,6829,SUPT5H
4925,0.007000657,0.067544608,0.917451124,0.978914563,54014,BRWD1
3257,-0.003738642,0.03608559,0.917482932,0.978914563,3068,HDGF
4841,-0.004261325,0.041177112,0.917575904,0.978914563,53,ACP2
8362,-0.009652278,0.093339103,0.917636884,0.978914563,AFFX-BioC-5,NA
7079,-0.003838411,0.037127869,0.917658566,0.978914563,8332,H2AC16
2291,0.004967978,0.04818666,0.9178847,0.978914563,23387,SIK3
2968,-0.004957299,0.048107974,0.917927044,0.978914563,2765,GML
644,0.004681144,0.045441323,0.917950963,0.978914563,10908,PNPLA6
2626,0.003941245,0.038377661,0.918203979,0.979011803,25948,KBTBD2
3933,0.005440493,0.053236233,0.91860165,0.979011803,4033,LRMP
5368,0.003551223,0.034757504,0.918620635,0.979011803,57171,DOLPP1
1718,-0.010707573,0.105048217,0.918812176,0.979011803,215,ABCD1
54,-0.002482791,0.024359592,0.918818188,0.979011803,100505879,KIF25-AS1
6676,0.003962509,0.03889427,0.918852735,0.979011803,7515,XRCC1
5020,0.005024422,0.04932088,0.918858184,0.979011803,54732,TMED9
5915,-0.015242525,0.149882367,0.918997512,0.97903604,64714,PDIA2
4308,-0.007045315,0.069428391,0.919172612,0.979098376,4701,NDUFA7
8159,-0.002524475,0.025028374,0.919658016,0.979491188,9753,ZSCAN12
7730,-0.004608804,0.046050855,0.920280225,0.979968999,917,CD3G
7786,0.006446717,0.064463671,0.920340021,0.979968999,92346,C1orf105
3130,-0.012652278,0.126704391,0.920458119,0.979970498,2919,CXCL1
6728,-0.006892709,0.069699639,0.921224336,0.980661931,763,CA5A
1560,0.003809281,0.038664905,0.921519093,0.980851374,1962,EHHADH
7517,-0.003710606,0.038001972,0.922216211,0.980971027,8881,CDC16
6971,-0.006463465,0.066222241,0.922247833,0.980971027,8100,IFT88
6100,-0.003364596,0.034472492,0.922248072,0.980971027,6651,SON
4705,0.009351483,0.095931456,0.922344512,0.980971027,51594,NBAS
4298,-0.005254611,0.053912058,0.922356059,0.980971027,4689,NCF4
2652,0.013334555,0.137136753,0.922539411,0.980971027,26009,ZZZ3
4402,0.003749548,0.038594172,0.922604712,0.980971027,4841,NONO
6027,-0.004096068,0.042178304,0.922636531,0.980971027,6570,SLC18A1
2843,0.004876645,0.050518492,0.923098161,0.980971027,27043,PELP1
3676,0.014875433,0.154134441,0.923115952,0.980971027,3700,ITIH4
7260,0.005682102,0.059027187,0.923312128,0.980971027,8532,CPZ
