A,Coef.(Intercept),Coef.DiagnosisFactorScz,Coef.BrainpH,t.(Intercept),t.DiagnosisFactorScz,t.BrainpH,p.value.(Intercept),p.value.DiagnosisFactorScz,p.value.BrainpH,p.value.adj.(Intercept),p.value.adj.DiagnosisFactorScz,p.value.adj.BrainpH,F,F.p.value
6.397497,6.939009,0.01336078,-0.08688256,15.72856,0.3268548,-1.28202,6.18E-21,0.74515,0.2057828,1.98E-20,0.8906909,0.3835094,49424.66,2.46E-86
5.088391,5.113074,0.006336066,-0.004441476,18.07032,0.2416768,-0.1021837,1.71E-23,0.8100248,0.919022,9.72E-23,0.9217808,0.9545451,76007.99,5.58E-91
8.623042,10.45708,-0.1083252,-0.2813553,12.93696,-1.446382,-2.265935,1.56E-17,0.1543463,0.02784316,2.93E-17,0.4679424,0.1018472,26749.97,1.04E-79
7.166464,7.300029,0.1136074,-0.03069969,5.819126,0.9773981,-0.159308,4.25E-07,0.3331049,0.8740717,4.49E-07,0.644131,0.9275288,7670.783,3.03E-66
5.006015,5.736932,-0.06764232,-0.1100719,11.24118,-1.430481,-1.404038,2.94E-15,0.1588351,0.1665245,4.35E-15,0.4733991,0.3332888,22614.94,6.70E-78
7.147229,7.715509,-0.01963184,-0.08834934,18.94889,-0.5203693,-1.412515,2.16E-24,0.6051162,0.1640288,1.57E-23,0.8196726,0.3303601,72418.33,1.86E-90
5.378152,5.185606,-0.04280325,0.03409056,11.74123,-1.045977,0.5024797,6.04E-16,0.3006312,0.6175489,9.50E-16,0.6148903,0.7590024,34852.72,1.45E-82
8.045892,2.836338,0.204118,0.8078898,2.416429,1.876848,4.480626,0.01938835,0.06641449,4.38E-05,0.01954145,0.3405264,0.00165658,11050.57,3.53E-70
7.291326,10.89282,-0.1395893,-0.5586419,9.151943,-1.265776,-3.055463,3.07E-12,0.2114938,0.003608305,3.73E-12,0.534174,0.0256398,8823.667,9.40E-68
7.968835,7.206893,0.02966703,0.1181765,10.60078,0.4709725,1.131596,2.34E-14,0.6397206,0.2632337,3.22E-14,0.8368963,0.4478306,32292.82,9.63E-82
6.304555,6.681452,0.004392259,-0.06005869,16.63824,0.1180472,-0.9736048,5.85E-22,0.9065059,0.3349669,2.32E-21,0.9662459,0.5209972,57931.7,4.76E-88
5.367213,5.567769,0.01616216,-0.03312041,15.09923,0.4730472,-0.584709,3.33E-20,0.6382501,0.561388,9.37E-20,0.8362831,0.7189682,49794.25,2.05E-86
8.290281,9.347488,-0.06569474,-0.1619104,21.92406,-1.662985,-2.47213,3.29E-27,0.1026088,0.01689899,5.80E-26,0.3998896,0.07304923,88865.1,1.15E-92
7.891384,9.7907,-0.1333175,-0.2895935,15.06275,-2.213651,-2.900346,3.68E-20,0.03147054,0.005537955,1.03E-19,0.2740537,0.03411753,34646.14,1.68E-82
8.734262,8.7258,-0.004975689,0.001758375,22.05628,-0.1357412,0.02893403,2.51E-27,0.8925741,0.9770331,4.60E-26,0.9597803,0.987282,114561,2.08E-95
6.317975,7.984358,-0.1019765,-0.2553373,13.30801,-1.834445,-2.770498,5.22E-18,0.07257631,0.007850758,1.04E-17,0.3529915,0.04326179,26066.07,1.97E-79
8.975476,8.617272,-0.02665512,0.05896913,13.71383,-0.4578266,0.6109197,1.61E-18,0.649072,0.5440362,3.44E-18,0.8418232,0.7051478,47954.29,5.21E-86
8.052167,9.272693,-0.136452,-0.1818294,16.10317,-2.557508,-2.055607,2.31E-21,0.01364081,0.04509216,8.10E-21,0.2233942,0.1402486,45960.97,1.50E-85
6.714955,10.85047,-0.04382595,-0.6512636,6.870359,-0.2994978,-2.684466,9.84E-09,0.765809,0.009843539,1.07E-08,0.9010908,0.05033169,4252.113,6.78E-60
7.583718,7.593377,-0.000208019,-0.001512242,15.79478,-0.004669961,-0.02047719,5.19E-21,0.9962926,0.9837447,1.69E-20,0.9986398,0.990478,58486.03,3.76E-88
6.203764,6.027901,-0.03780463,0.03102856,10.90733,-0.7382931,0.3654974,8.62E-15,0.4638078,0.7162908,1.23E-14,0.7340269,0.8273339,29617.8,8.25E-81
9.498671,8.011144,0.05784956,0.2307199,15.48415,1.20677,2.903009,1.18E-20,0.2332323,0.005497946,3.61E-20,0.5550069,0.03397248,79224.22,1.99E-91
6.625211,7.880705,-0.05966114,-0.1938203,9.341691,-0.7632794,-1.495651,1.60E-12,0.4489042,0.1410668,1.97E-12,0.7231802,0.2986281,14496.84,4.19E-73
5.990296,7.357183,-0.05635941,-0.2117393,10.32893,-0.8539681,-1.935154,5.73E-14,0.3972193,0.05867091,7.68E-14,0.6900317,0.1678354,16624.47,1.40E-74
7.893315,6.202461,0.06249141,0.2625309,8.530071,0.9275567,2.350388,2.67E-11,0.3581195,0.0227643,3.12E-11,0.6636585,0.08869167,27698.54,4.36E-80
8.439082,13.31706,-0.2361429,-0.7526862,10.05658,-1.924635,-3.70021,1.42E-13,0.06000801,0.00053919,1.85E-13,0.3292209,0.007287449,9550.223,1.32E-68
10.27299,7.513839,0.1513236,0.4242529,9.343523,2.030892,3.434346,1.59E-12,0.04763154,0.00120698,1.95E-12,0.304645,0.01218435,38358.88,1.34E-83
8.442787,11.84759,-0.2048871,-0.5220048,15.13779,-2.825392,-4.341878,3.00E-20,0.006781318,6.94E-05,8.52E-20,0.2036186,0.002164694,27356.96,5.93E-80
6.104655,5.149471,0.05016933,0.1470576,13.24217,1.392407,2.461808,6.34E-18,0.1699968,0.01733725,1.25E-17,0.4868074,0.07433579,57924.28,4.77E-88
5.77553,5.646148,-0.01997653,0.02216907,10.87741,-0.4153602,0.2780297,9.49E-15,0.6796657,0.7821427,1.34E-14,0.8579407,0.8702691,29098.04,1.28E-80
4.721756,4.572744,0.008277062,0.02290364,19.46645,0.3802924,0.6347239,6.63E-25,0.7053485,0.5285191,5.58E-24,0.871082,0.6937981,94963.8,2.21E-93
8.018615,10.95709,-0.09072379,-0.4577455,12.28083,-1.097451,-3.339851,1.14E-16,0.2777318,0.001595812,1.92E-16,0.5941726,0.01470653,18988.36,5.15E-76
6.944265,7.281708,-0.04289884,-0.04983615,18.31258,-1.164376,-0.8158892,9.60E-24,0.2498295,0.418456,5.84E-23,0.5692451,0.5996025,71683.36,2.39E-90
6.900735,6.636825,-0.0253414,0.04392536,19.10714,-0.7874037,0.82323,1.50E-24,0.434784,0.4143092,1.15E-23,0.7143144,0.5959306,92767.69,3.95E-93
5.180202,4.560456,0.06284176,0.0928689,6.880579,1.023285,0.9121314,9.49E-09,0.3111274,0.366102,1.03E-08,0.6249454,0.55092,14357.18,5.32E-73
7.843566,7.449915,0.04874151,0.05824706,10.90122,0.7697584,0.5548408,8.79E-15,0.4450858,0.5814916,1.25E-14,0.7208572,0.7335818,30960.52,2.74E-81
4.4755,4.475923,0.009339949,-0.000851939,17.83828,0.4017411,-0.02210289,2.99E-23,0.6895966,0.9824544,1.60E-22,0.8630298,0.9898358,74774.68,8.38E-91
5.380354,5.152268,-0.02088431,0.03787706,12.92661,-0.5655068,0.6186326,1.61E-17,0.5742729,0.538983,3.02E-17,0.8026693,0.7014026,42828.21,8.65E-85
6.194278,6.007787,-0.01545279,0.03083332,20.75343,-0.5761212,0.6933715,3.87E-26,0.5671327,0.4913036,4.77E-25,0.7985922,0.6630586,107613.1,9.87E-95
5.295778,4.34444,0.04581317,0.1468145,11.64586,1.325438,2.561989,8.15E-16,0.1910853,0.01348676,1.27E-15,0.5119172,0.06288281,47368.05,7.08E-86
4.885631,5.731669,-0.06053351,-0.128901,15.26752,-1.740263,-2.235189,2.11E-20,0.08800075,0.02992851,6.17E-20,0.3785466,0.1065435,39807.6,5.32E-84
8.272318,2.427703,0.3265761,0.8981744,1.976019,2.868875,4.759122,0.05371585,0.006031701,1.72E-05,0.05403069,0.2029171,0.001090459,10663.11,8.57E-70
5.403339,6.365376,-0.007610776,-0.1517192,16.22463,-0.2093684,-2.517455,1.69E-21,0.8350163,0.01509069,6.08E-21,0.933474,0.06776213,44584.55,3.19E-85
7.930293,8.943909,-0.1234046,-0.1501572,13.82531,-2.058783,-1.510999,1.17E-18,0.04477451,0.13712,2.55E-18,0.2983312,0.2929761,35320.09,1.04E-82
7.328129,9.206521,-0.143744,-0.2854035,9.975833,-1.681028,-2.013184,1.86E-13,0.09903112,0.04952641,2.41E-13,0.3941267,0.1494648,14820.65,2.42E-73
8.226726,10.11179,-0.1244671,-0.2880797,16.38109,-2.176211,-3.038071,1.13E-21,0.0343188,0.00378813,4.22E-21,0.2801418,0.026479,41749.09,1.63E-84
5.364901,5.036804,0.04211101,0.04842235,11.52769,1.040194,0.7214455,1.18E-15,0.3032826,0.4740152,1.81E-15,0.6172135,0.6481212,35435.04,9.59E-83
7.464759,7.601279,0.01642874,-0.02300143,17.00787,0.3967336,-0.3350338,2.30E-22,0.693262,0.7390093,9.98E-22,0.86522,0.8435082,65567.69,2.19E-89
7.713604,9.260067,-0.1746289,-0.2302403,11.94516,-2.431226,-1.933435,3.20E-16,0.01869671,0.05888767,5.17E-16,0.2397693,0.1681973,23272.34,3.29E-78
5.867782,6.244205,-0.0176081,-0.05813489,12.86028,-0.3913966,-0.7794359,1.97E-17,0.6971768,0.4394181,3.64E-17,0.8673619,0.6182856,34326.31,2.11E-82
7.718817,5.62926,0.1014178,0.3224028,6.584259,1.28027,2.45485,2.75E-08,0.2063925,0.01763848,2.97E-08,0.5289843,0.07520106,19159.71,4.12E-76
7.222653,4.483312,0.1725949,0.4193286,4.649701,1.931904,2.831073,2.48E-05,0.05908136,0.006678706,2.57E-05,0.3273357,0.03879725,13190.63,4.36E-72
4.982446,5.56124,-0.05190189,-0.08730267,16.35284,-1.647162,-1.671166,1.21E-21,0.1058328,0.1009738,4.51E-21,0.404741,0.2400823,50450.88,1.48E-86
5.205988,6.186005,-0.05962746,-0.1501956,14.13681,-1.470683,-2.234441,4.80E-19,0.1476789,0.0299809,1.11E-18,0.4601379,0.1066487,33269.1,4.59E-82
8.626407,3.082295,0.4024875,0.8442043,2.355694,3.319927,4.200129,0.02247478,0.001691746,0.000110379,0.02264443,0.1997119,0.002795577,10222.24,2.44E-69
4.009574,4.345777,0.01652348,-0.05463337,15.16483,0.6223048,-1.241077,2.79E-20,0.5365857,0.2204024,7.96E-20,0.7809958,0.4001368,46013.01,1.46E-85
8.680483,9.973142,-0.09468588,-0.1967629,22.14153,-2.26878,-2.843737,2.11E-27,0.02765686,0.006455113,4.01E-26,0.2630864,0.03791381,87293.91,1.79E-92
8.766704,8.929652,0.01832247,-0.02734601,18.08724,0.4005467,-0.3605803,1.64E-23,0.6904702,0.719941,9.38E-23,0.8638068,0.8300194,74110.5,1.05E-90
11.08612,10.58525,0.07226875,0.07325021,9.814841,0.7232099,0.4421419,3.20E-13,0.4729403,0.6603042,4.08E-13,0.7401062,0.7893562,24834.59,6.55E-79
5.59764,6.512002,-0.07397837,-0.1385918,13.13397,-1.61034,-1.819657,8.72E-18,0.1136562,0.07483583,1.69E-17,0.4160401,0.1971742,29958.58,6.21E-81
8.452146,9.440722,-0.08136606,-0.1497243,15.10067,-1.404643,-1.559027,3.32E-20,0.1663456,0.1253343,9.34E-20,0.4832557,0.2764123,42959.17,8.02E-85
6.981891,7.308473,0.002131382,-0.05190014,18.19492,0.05726855,-0.8411288,1.27E-23,0.9545609,0.4043039,7.47E-23,0.9832768,0.5858223,71011.05,3.02E-90
10.61327,8.755149,0.07785384,0.287731,11.06042,1.061499,2.366275,5.26E-15,0.2935932,0.02190727,7.60E-15,0.6092289,0.08655258,42253.73,1.21E-84
7.753379,5.995638,0.06818872,0.2726452,8.151327,1.000546,2.413022,1.01E-10,0.3218922,0.01955085,1.16E-10,0.6343416,0.08044881,26117.52,1.88E-79
8.091214,9.503101,-0.07392686,-0.2173897,16.28319,-1.367124,-2.424842,1.45E-21,0.1777371,0.01899234,5.31E-21,0.4965456,0.07888176,45177.77,2.29E-85
5.427804,6.05083,-0.09665371,-0.09054708,5.417073,-0.9338988,-0.5277092,1.76E-06,0.3548705,0.6000489,1.85E-06,0.6609362,0.7468884,5550.104,9.24E-63
5.153747,4.963294,-0.01167349,0.03114322,13.68647,-0.3474189,0.5590558,1.74E-18,0.7297433,0.5786337,3.70E-18,0.8828161,0.7314675,47470.33,6.71E-86
8.221055,6.259694,0.1517595,0.29787,7.680869,2.009762,2.379329,5.39E-10,0.04989994,0.02122487,6.06E-10,0.3099701,0.08467559,23918.72,1.67E-78
6.619874,7.291999,-0.02870122,-0.1040333,23.40395,-0.9942017,-2.17363,1.70E-28,0.3249397,0.03452329,4.81E-27,0.6366908,0.1173103,106101.5,1.40E-94
6.744987,7.657928,-0.03335948,-0.1417802,18.98899,-0.8927735,-2.288635,1.97E-24,0.3762802,0.0263874,1.45E-23,0.6770391,0.09799662,65748.5,2.05E-89
6.4446,7.914782,-0.08186843,-0.2259547,19.49963,-2.176884,-3.623924,6.15E-25,0.03426565,0.000681435,5.23E-24,0.2800213,0.008464769,59255.55,2.71E-88
8.57647,5.895841,0.1412816,0.4126616,7.209021,1.864436,3.284695,2.92E-09,0.06817039,0.0018749,3.22E-09,0.3443422,0.0164614,25850.51,2.42E-79
6.851937,6.642923,0.02656065,0.03086982,16.14297,0.6966177,0.4883472,2.09E-21,0.4892869,0.6274513,7.38E-21,0.7514641,0.7658689,65163.83,2.56E-89
6.420465,7.275234,-0.06743858,-0.1297036,14.59931,-1.46058,-1.694368,1.31E-19,0.1504227,0.09645251,3.31E-19,0.4630573,0.2328864,39016.31,8.77E-84
7.038761,6.358855,0.03660983,0.104601,8.018907,0.4982708,0.8587018,1.62E-10,0.6204906,0.3946269,1.85E-10,0.8263767,0.5775102,18518.3,9.59E-76
7.237287,7.902488,-0.03872022,-0.1020948,15.17625,-0.8025462,-1.276364,2.70E-20,0.4260575,0.2077577,7.74E-20,0.7081038,0.3860275,45403.43,2.03E-85
4.401603,4.483058,-0.02147079,-0.01109572,13.12047,-0.678195,-0.2113981,9.07E-18,0.500793,0.8334409,1.76E-17,0.7594828,0.9015903,39003.57,8.84E-84
10.30195,9.04858,0.07698611,0.1920281,17.08326,1.568679,2.360074,1.91E-22,0.1230669,0.02223828,8.44E-22,0.4286101,0.08735765,88911.73,1.13E-92
4.57518,4.665102,0.002275487,-0.01443227,15.15672,0.07979025,-0.3052453,2.85E-20,0.9367244,0.7614539,8.12E-20,0.9771255,0.8577171,51932.02,7.20E-87
4.861601,5.511461,-0.0143701,-0.1017114,11.83383,-0.3330044,-1.421669,4.52E-16,0.7405314,0.1613662,7.20E-16,0.8881332,0.3267645,25610.59,3.05E-79
6.682865,7.497674,-0.06453886,-0.1236188,14.17896,-1.317258,-1.521854,4.26E-19,0.193792,0.134382,9.91E-19,0.5144443,0.2893356,37540.63,2.28E-83
6.995267,7.722062,-0.03043986,-0.1125452,17.08441,-0.7268435,-1.62093,1.90E-22,0.470731,0.1113595,8.42E-22,0.7385389,0.2556411,56296.25,9.69E-88
7.305499,7.485527,0.03430366,-0.03139387,14.18363,0.7015149,-0.3872401,4.20E-19,0.4862532,0.7002315,9.79E-19,0.7496051,0.8158865,45036.52,2.48E-85
5.79968,5.777556,-0.01976779,0.00516489,13.30288,-0.4912372,0.07741641,5.30E-18,0.6254207,0.9386031,1.06E-17,0.8293028,0.9665915,41912.45,1.48E-84
5.53548,5.84202,-0.02172607,-0.04672124,12.1172,-0.4863534,-0.6308471,1.88E-16,0.628854,0.5310304,3.11E-16,0.8310266,0.6957455,30982.87,2.69E-81
7.140279,7.564586,-0.08155919,-0.06034433,13.84351,-1.610889,-0.7188994,1.11E-18,0.1135363,0.4755689,2.42E-18,0.4160095,0.6494975,40132.17,4.35E-84
4.464739,4.580858,0.003768802,-0.01870652,13.36914,0.1187112,-0.3554023,4.37E-18,0.9059826,0.7237919,8.82E-18,0.9661722,0.8327416,39905.9,5.01E-84
5.862667,6.38822,-0.01548337,-0.08193134,19.65027,-0.5140266,-1.640624,4.38E-25,0.609511,0.1071887,3.91E-24,0.8213417,0.2496303,76437.03,4.85E-91
6.333251,6.248219,0.04385362,0.009781538,14.12369,1.069865,0.1439361,4.98E-19,0.2898475,0.8861329,1.15E-18,0.6055349,0.9347903,48169.54,4.66E-86
10.15823,6.640967,0.2431753,0.5365969,6.041858,2.387757,3.178029,1.92E-07,0.02079446,0.002550512,2.04E-07,0.2474763,0.02028513,20078.01,1.29E-76
6.320853,6.728387,-0.02622685,-0.06233765,13.23048,-0.5565987,-0.797968,6.56E-18,0.5802989,0.4286847,1.29E-17,0.8058986,0.608328,36308.95,5.23E-83
7.1359,7.108502,0.002293126,0.004146381,7.083232,0.02466112,0.02689633,4.58E-09,0.980424,0.9786501,5.03E-09,0.9924027,0.9879383,11883.24,5.82E-71
7.736801,8.508755,-0.1024271,-0.1136479,9.990594,-1.297991,-0.8686747,1.77E-13,0.200281,0.3891999,2.29E-13,0.5217048,0.5725332,19396.2,3.04E-76
10.6356,13.31467,-0.1361514,-0.4128454,16.78294,-1.852215,-3.387627,4.05E-22,0.06993772,0.001386356,1.67E-21,0.347849,0.01339904,42244.44,1.22E-84
8.178531,7.825839,0.05403799,0.05131512,19.06735,1.420987,0.8139077,1.65E-24,0.1615635,0.4195796,1.24E-23,0.4770123,0.6008498,93326.04,3.40E-93
5.724773,6.49367,-0.0328339,-0.1190118,10.03661,-0.5477105,-1.197451,1.52E-13,0.5863417,0.2368099,1.97E-13,0.8089477,0.4193814,18401.47,1.12E-75
4.773652,5.238516,0.001655289,-0.07376017,12.04039,0.04106176,-1.103633,2.38E-16,0.9674111,0.2750663,3.90E-16,0.987352,0.460629,28294.79,2.57E-80
4.851717,5.208818,-0.0427332,-0.05296346,12.05392,-1.067299,-0.7978772,2.28E-16,0.2909928,0.4287369,3.75E-16,0.6063314,0.608328,29628.22,8.18E-81
6.43683,8.055536,-0.07619125,-0.2499536,11.65164,-1.189403,-2.353544,8.01E-16,0.2399313,0.02259168,1.24E-15,0.5614483,0.08831687,20375.08,8.94E-77
7.546749,6.052194,0.05597472,0.2319906,9.222474,0.9205726,2.301312,2.41E-12,0.3617197,0.02560428,2.94E-12,0.6662498,0.09599606,31084.61,2.48E-81
7.735246,5.18181,0.1284514,0.3935961,8.098108,2.166568,4.00427,1.22E-10,0.03508816,0.000207562,1.40E-10,0.2818924,0.004013497,34351.89,2.07E-82
6.416501,8.084842,-0.08839586,-0.2567885,12.81929,-1.512711,-2.650566,2.22E-17,0.1366852,0.0107491,4.08E-17,0.4459794,0.05348884,24330.67,1.09E-78
8.939039,8.847544,0.07322385,0.008336881,13.5002,1.205873,0.08281165,2.98E-18,0.233575,0.9343339,6.15E-18,0.5551425,0.9642696,43727.39,5.16E-85
7.814707,7.957521,0.01918922,-0.02423023,23.05611,0.6000634,-0.4570212,3.36E-28,0.5511898,0.6496468,8.52E-27,0.7890367,0.7815202,120496.4,5.94E-96
6.88716,8.653988,-0.1184998,-0.2698565,16.24265,-2.400433,-3.297189,1.61E-21,0.02016192,0.0018079,5.84E-21,0.2451353,0.01605258,39276.54,7.43E-84
5.380388,5.875374,-0.03165525,-0.07573142,15.53289,-0.9032207,-1.303356,1.04E-20,0.370765,0.1984576,3.20E-20,0.6728661,0.3740219,47554.99,6.42E-86
5.137959,5.662055,-0.03962803,-0.0796716,14.85126,-1.12182,-1.36039,6.56E-20,0.2673285,0.1798438,1.75E-19,0.5852971,0.3501878,42687.15,9.39E-85
8.667497,8.450856,0.02789502,0.03196546,13.16533,0.4690177,0.3241772,7.95E-18,0.6411075,0.747164,1.55E-17,0.8375574,0.8489117,42852.95,8.53E-85
9.347407,11.16374,-0.01222904,-0.2866273,8.982689,-0.106199,-1.501359,5.50E-12,0.9158519,0.1395885,6.62E-12,0.9710222,0.296205,13296.58,3.58E-72
7.665753,12.80492,-0.1215001,-0.8036854,9.011203,-0.9228139,-3.681818,4.99E-12,0.3605618,0.000570619,6.01E-12,0.6655928,0.007581771,6845.192,5.10E-65
5.500232,6.808472,-0.1108941,-0.1978684,9.757895,-1.715325,-1.846092,3.87E-13,0.09251351,0.07083751,4.93E-13,0.3843709,0.1898233,14606.48,3.47E-73
6.7753,6.771744,-0.02277242,0.002476951,14.64542,-0.5315474,0.034873,1.16E-19,0.5974069,0.9723207,2.95E-19,0.8151893,0.9843912,50465.15,1.47E-86
4.943638,4.38031,0.0380314,0.08601899,8.633619,0.8090248,1.103705,1.86E-11,0.4223563,0.2750356,2.18E-11,0.7058974,0.460629,22315.58,9.33E-78
5.742237,5.878537,-0.03234526,-0.01886788,14.73291,-0.8749061,-0.3078314,9.08E-20,0.3858327,0.7594967,2.36E-19,0.6825117,0.8567823,48678.11,3.59E-86
7.88739,8.882604,-0.07477636,-0.1513294,19.15108,-1.739999,-2.123963,1.36E-24,0.08804761,0.03867196,1.04E-23,0.3785491,0.1265639,67969.41,8.98E-90
4.835597,4.70154,0.07330439,0.0150707,9.395473,1.58103,0.196057,1.33E-12,0.1202139,0.8453649,1.64E-12,0.4242628,0.9091122,21948.72,1.41E-77
5.376032,7.005831,-0.1564122,-0.2449691,10.38687,-2.502807,-2.364324,4.73E-14,0.01565491,0.02201096,6.37E-14,0.2301689,0.08682786,14934.03,2.00E-73
8.460127,5.447675,0.2386357,0.4570318,6.717196,3.175732,3.668544,1.71E-08,0.002567322,0.000594387,1.85E-08,0.1997119,0.007761238,25581.35,3.14E-79
4.640563,4.332982,0.01926818,0.04709278,13.09112,0.6282929,0.926221,9.89E-18,0.5326883,0.3588062,1.91E-17,0.7781348,0.5442321,46201.31,1.32E-85
7.748732,9.772769,-0.1084167,-0.3114383,17.90092,-2.143312,-3.713644,2.57E-23,0.03700645,0.000517291,1.40E-22,0.2861902,0.007118682,47353.2,7.13E-86
7.201988,8.301819,-0.09302984,-0.1663637,14.79459,-1.789301,-1.930006,7.66E-20,0.07965953,0.05932202,2.02E-19,0.3651548,0.1690351,38717.83,1.06E-83
8.472658,-0.1256205,0.5116966,1.318719,-0.07546069,3.31745,5.156832,0.940151,0.001704048,4.37E-06,0.9401971,0.1997119,0.000604431,6097.14,8.99E-64
9.020683,3.037197,0.3320656,0.9197062,2.449728,2.890683,4.829082,0.01786318,0.005685413,1.35E-05,0.01800869,0.2027922,0.00096164,12450.04,1.83E-71
8.666755,5.309028,0.2889446,0.5074856,7.198898,4.228605,4.479661,3.02E-09,0.000100597,4.39E-05,3.34E-09,0.1997119,0.001657136,32467.79,8.42E-82
8.730405,10.03327,-0.04766906,-0.2023302,18.38271,-0.9426166,-2.413227,8.13E-24,0.3504358,0.01954104,5.02E-23,0.6576961,0.08042464,60137.85,1.88E-88
9.478464,13.59235,-0.2670125,-0.6290832,10.76829,-2.283049,-3.244373,1.35E-14,0.02673918,0.002107515,1.90E-14,0.2621785,0.01781443,13256.49,3.86E-72
7.730667,12.12398,-0.2502645,-0.6747431,8.272768,-1.843047,-2.997192,6.59E-11,0.07128878,0.004244383,7.61E-11,0.3509664,0.02843792,6542.967,1.56E-64
8.956313,10.97451,-0.1013852,-0.3111043,8.951976,-0.8925649,-1.652,6.12E-12,0.3763908,0.1048382,7.35E-12,0.6771625,0.2458969,12545.5,1.52E-71
6.162244,6.837674,-0.06626754,-0.1013998,15.38845,-1.609603,-1.485573,1.53E-20,0.1138175,0.1437068,4.57E-20,0.4161495,0.3026483,45205.45,2.26E-85
5.067446,5.686485,-0.03843273,-0.0948082,9.657597,-0.7044627,-1.048194,5.44E-13,0.4844321,0.2996192,6.87E-13,0.7486245,0.4862333,17408.78,4.45E-75
7.519594,8.529561,-0.04487434,-0.1561785,16.50867,-0.9373784,-1.967782,8.14E-22,0.3530961,0.05468468,3.13E-21,0.6593681,0.1602478,49785.33,2.06E-86
7.451743,9.836988,-0.09759376,-0.3695526,10.33282,-1.106395,-2.52699,5.66E-14,0.2738811,0.01473338,7.58E-14,0.5906862,0.06665818,14402.1,4.93E-73
7.703472,5.418979,0.1316456,0.3507348,7.467512,1.957926,3.146355,1.16E-09,0.05586348,0.00279169,1.29E-09,0.3215872,0.0216036,26489.55,1.32E-79
7.008184,6.342568,0.01646053,0.1040311,8.887916,0.2489489,0.9490054,7.65E-12,0.804426,0.3472089,9.14E-12,0.9186371,0.5331602,22668.24,6.32E-78
9.650692,6.722855,0.1573867,0.4504588,6.805092,1.719411,2.968286,1.24E-08,0.09176129,0.004597444,1.35E-08,0.3839388,0.03006372,22431.83,8.20E-78
8.875314,3.348318,0.2215974,0.8566944,3.264196,2.331555,5.436832,0.001989941,0.02381901,1.64E-06,0.002020011,0.2551519,0.000540422,17605.5,3.36E-75
8.194156,9.309174,-0.1379546,-0.1649938,16.33405,-2.612464,-1.884607,1.27E-21,0.01185756,0.06533631,4.72E-21,0.2177654,0.1801745,48587.57,3.76E-86
9.74098,11.914,-0.08395248,-0.337088,19.65466,-1.494766,-3.620111,4.34E-25,0.1412971,0.000689415,3.88E-24,0.4519294,0.008517378,60699.41,1.49E-88
5.817004,6.107629,-0.1371383,-0.03450247,7.783371,-1.88619,-0.2862303,3.74E-10,0.06511823,0.7758912,4.22E-10,0.337524,0.8667132,12917.25,7.34E-72
8.834732,8.390118,0.05596072,0.06571134,16.77973,1.207902,0.8555151,4.09E-22,0.2328004,0.3963709,1.68E-21,0.5547899,0.5788949,73375.98,1.34E-90
4.205615,4.207636,0.01858033,-0.001881424,16.87226,0.8041186,-0.04911252,3.24E-22,0.4251574,0.9610264,1.36E-21,0.7075678,0.9780981,66843.95,1.36E-89
5.525663,6.058617,-0.03799737,-0.08121144,18.05274,-1.221954,-1.575278,1.78E-23,0.2274881,0.1215358,1.01E-22,0.5493802,0.2709317,63715.39,4.47E-89
7.732969,7.242612,0.04893505,0.07354617,17.414,1.269857,1.151155,8.41E-23,0.2100478,0.2551755,4.02E-22,0.5330678,0.4392443,81251.79,1.06E-91
6.11574,7.072045,-0.02815188,-0.1490853,12.94652,-0.5562206,-1.776697,1.52E-17,0.5805553,0.08173766,2.86E-17,0.8059114,0.2082653,29461.98,9.40E-81
5.863038,6.363995,-0.0648312,-0.07388916,15.70034,-1.726215,-1.186671,6.66E-21,0.09051991,0.2409978,2.12E-20,0.3817433,0.4237738,49174.87,2.79E-86
6.559963,7.054017,0.09665436,-0.08636609,4.712308,0.6968673,-0.3755872,2.01E-05,0.489132,0.7088218,2.08E-05,0.7513392,0.8220479,4514.114,1.54E-60
7.605559,7.406505,0.059191,0.02655032,12.67288,1.093073,0.2957347,3.45E-17,0.2796306,0.7686646,6.18E-17,0.5963467,0.8617516,39803.56,5.34E-84
6.828708,7.008,-0.001333202,-0.02828266,20.17609,-0.04142576,-0.5300705,1.36E-25,0.9671224,0.5984229,1.42E-24,0.9872819,0.7457281,90843.49,6.65E-93
6.699766,7.554421,-0.02905078,-0.1329114,17.59615,-0.7303076,-2.015343,5.38E-23,0.4686302,0.04929193,2.71E-22,0.7374867,0.1489553,57239.21,6.42E-88
10.25838,11.94361,-0.1205596,-0.2567606,18.48037,-2.013299,-2.58627,6.46E-24,0.0495139,0.01267917,4.11E-23,0.3090361,0.06018921,59218.22,2.76E-88
7.342894,7.964856,0.006458463,-0.09904345,13.62259,0.1192182,-1.102753,2.09E-18,0.905583,0.2754449,4.41E-18,0.9660372,0.461001,37071.22,3.12E-83
9.247658,5.968299,0.182451,0.5040236,8.567167,2.826601,4.70986,2.34E-11,0.00675936,2.03E-05,2.74E-11,0.2036186,0.001169459,41423.32,1.98E-84
9.203918,8.853903,-0.01417321,0.05662331,20.91197,-0.3612934,0.8706148,2.75E-26,0.7194112,0.3881496,3.57E-25,0.8780145,0.5715886,111070.6,4.50E-95
9.022132,8.738716,0.02138517,0.04308781,16.4009,0.433176,0.5264353,1.07E-21,0.6667608,0.600927,4.03E-21,0.8524098,0.7475131,67389.11,1.11E-89
