"","(Intercept)","DiagnosisFactorScz","BrainpH","Age","RNADegradPerSample","PMI"
"1",0.709252811412647,0.0500915451920851,0.0952231090033547,0.00136554050425214,0.677731911934334,0.00387780438334863
"2",0.997243593182998,0.0704311237285744,0.133888274883853,0.00192001568014235,0.952923691237872,0.00545237962357749
"3",0.847097741962906,0.0598269532962918,0.113729941314958,0.00163093647159035,0.809450682489801,0.00463146466824129
"4",0.606799984703511,0.0428557326347321,0.0814679619973179,0.00116828575616338,0.579832335067853,0.00331764866157173
"5",0.51000816324095,0.0360197330856302,0.0684728521895679,0.000981930269712481,0.487342174769761,0.00278844420372512
"6",0.659673221533144,0.0465899471341124,0.0885666352954334,0.00127008379674918,0.630355758183135,0.00360673044770016
"7",1.04858579983891,0.0740572080014636,0.140781394603929,0.00201886599365283,1.00198412683986,0.00573309057856761
"8",0.597217147168548,0.0421789370947962,0.0801813860846531,0.00114983570198087,0.570675381863267,0.00326525497514561
"9",0.824511981825612,0.0582318159821915,0.110697614527006,0.00158745159597122,0.787868687813106,0.00450797815080724
"10",0.449783897334584,0.0317663462977789,0.0603872418898684,0.000865979126325123,0.429794419976561,0.00245917103263889
"11",0.651190249561272,0.0459908304763358,0.0874277255135446,0.00125375133865013,0.622249789872722,0.00356035022140141
"12",0.545843836369737,0.0385506560670197,0.0732840903738121,0.00105092550295947,0.521585224461243,0.00298437395980501
"13",0.470289994473498,0.0332146057548001,0.0631403565644554,0.000905459979663644,0.449389176876554,0.00257128709632044
"14",0.945975590766163,0.0668102801892223,0.127005117702143,0.00182130823373429,0.903934162060243,0.00517207437656471
"15",1.07677964294462,0.0760484206457329,0.144566653332663,0.00207314823844887,1.02892496780001,0.00588723901001482
"16",0.624478280455165,0.0441042763645754,0.0838414207362411,0.00120232217943387,0.596724964870258,0.00341430386216143
"17",0.406013243760969,0.0286750089970457,0.0545106663595059,0.000781706495479554,0.387969039441266,0.00221985716661173
"18",0.562871240438568,0.0397532300529006,0.0755701614722982,0.00108370874972862,0.537855889771491,0.00307747044257206
"19",1.09802716079827,0.0775490435317612,0.147419309925732,0.0021140565658846,1.04922819489633,0.00600340875448725
"20",0.767457976137364,0.054202331349441,0.103037638119004,0.00147760422639653,0.733350299254881,0.00419603821939573
