"","Iwamoto_BipolarEffectSize","EntrezGeneID","GeneSymbol","Iwamoto_BipolarSamplingVariance","GeneSymbol"
"2524",0.143958734,"2525","FUT3",0.0134079862681009,"FUT3"
"2525",-0.08742119,"2526","FUT4",0.00628012006114993,"FUT4"
"2526",0.016699567,"2527","FUT5",0.00647453340274902,"FUT5"
"2527",0.058019122,"2528","FUT6",0.0107135006527272,"FUT6"
"2528",-0.000482297,"2529","FUT7",0.00662669939071266,"FUT7"
"2529",-0.035831538,"2530","FUT8",0.0106467694742323,"FUT8"
"2530",-0.007666921,"2531","KDSR",0.00526088468882574,"KDSR"
"2531",0.126294107,"2532","ACKR1",0.0101771210616869,"ACKR1"
"2532",-0.09193974,"2533","FYB1",0.00384146859270869,"FYB1"
"2533",0.097862921,"2534","FYN",0.00313649565219423,"FYN"
"2534",-0.05750038,"2535","FZD2",0.00647043396416408,"FZD2"
"2535",0.149143487,"2537","IFI6",0.00764465668083211,"IFI6"
"2536",-0.056021773,"253782","CERS6",0.0137501978564811,"CERS6"
"2537",0.090030993,"2538","G6PC",0.00426541868151016,"G6PC"
"2538",0.029928027,"253943","YTHDF3",0.0120875738998717,"YTHDF3"
"2539",0.052283937,"253982","ASPHD1",0.00464568625725596,"ASPHD1"
"2540",0.006102902,"2542","SLC37A4",0.00260836530679496,"SLC37A4"
"2541",-0.126356824,"254531","LPCAT4",0.0114717564803561,"LPCAT4"
"2542",-0.008811527,"2548","GAA",0.00275608150599897,"GAA"
"2543",-0.104695217,"2549","GAB1",0.00458587116940053,"GAB1"
"2544",0.084643082,"2550","GABBR1",0.00699421598500749,"GABBR1"
"2545",0.0263407,"255057","CBARP",0.0038818024212432,"CBARP"
"2546",0.082701424,"2551","GABPA",0.0133965083249641,"GABPA"
"2547",0.046743207,"2553","GABPB1",0.00177076604630723,"GABPB1"
"2548",0.063121461,"2554","GABRA1",0.0150571496144035,"GABRA1"
"2549",0.071722138,"2555","GABRA2",0.0244755806492914,"GABRA2"
"2550",0.024909529,"2556","GABRA3",0.00686692965730064,"GABRA3"
"2551",-0.078485831,"2558","GABRA5",0.0174838763125385,"GABRA5"
"2552",0.058120167,"2559","GABRA6",0.00565495276561259,"GABRA6"
"2553",0.014430259,"255926","ADAM5",0.00700895978596201,"ADAM5"
"2554",0.058089952,"2560","GABRB1",0.0109349848526312,"GABRB1"
"2555",0.005416538,"256051","ZNF549",0.00939043257056996,"ZNF549"
"2556",0.056933189,"2561","GABRB2",0.00422691127346315,"GABRB2"
"2557",0.042610958,"2562","GABRB3",0.0134788014703614,"GABRB3"
"2558",-0.082555797,"2563","GABRD",0.0202484654194339,"GABRD"
"2559",-0.073143125,"256364","EML3",0.00370062225276142,"EML3"
"2560",-0.034945201,"2564","GABRE",0.00435929382922485,"GABRE"
"2561",0.034479907,"2566","GABRG2",0.0137693181614399,"GABRG2"
"2562",0.000930299,"2567","GABRG3",0.00937524812261537,"GABRG3"
"2563",-0.01811982,"2568","GABRP",0.00398827867950795,"GABRP"
"2564",0.001187805,"2569","GABRR1",0.00577712317328026,"GABRR1"
"2565",-0.025227351,"256949","KANK3",0.00449348790197169,"KANK3"
"2566",-0.155361299,"256987","SERINC5",0.0346972232454907,"SERINC5"
"2567",0.04570194,"257","ALX3",0.00769977740228131,"ALX3"
"2568",0.026432027,"2570","GABRR2",0.00646591392010013,"GABRR2"
"2569",-0.056448671,"2571","GAD1",0.0181435557711873,"GAD1"
"2570",-0.017122943,"2572","GAD2",0.00430196679315992,"GAD2"
"2571",0.15874278,"257407","C2orf72",0.00458324354213714,"C2orf72"
"2572",0.025163508,"25758","KIAA1549L",0.0129555196117057,"KIAA1549L"
"2573",-0.082291932,"25759","SHC2",0.00729318624916115,"SHC2"
"2574",0.023902813,"25763","H2AP",0.00582970051161366,"H2AP"
"2575",0.021458672,"25770","C22orf31",0.00824464569414509,"C22orf31"
"2576",0.030818596,"25771","TBC1D22A",0.00372367248932142,"TBC1D22A"
"2577",0.02242072,"25774","GSTT4",0.00531685887283318,"GSTT4"
"2578",-0.031622088,"25775","C22orf24",0.00651914621533895,"C22orf24"
"2579",0.012255395,"25776","CBY1",0.00342278055720826,"CBY1"
"2580",-0.114541216,"25777","SUN2",0.0315546020468591,"SUN2"
"2581",0.062473912,"25778","DSTYK",0.010509808396336,"DSTYK"
"2582",-0.175267619,"25780","RASGRP3",0.0205892651843199,"RASGRP3"
"2583",-0.039116313,"25782","RAB3GAP2",0.00245408819649484,"RAB3GAP2"
"2584",0.024878645,"25786","DGCR11",0.0059562384404799,"DGCR11"
"2585",-0.041822102,"25792","CIZ1",0.00299322175568349,"CIZ1"
"2586",0.020058907,"25793","FBXO7",0.0123502352412401,"FBXO7"
"2587",0.083658419,"25794","FSCN2",0.00970942386998748,"FSCN2"
"2588",0.036408296,"25797","QPCT",0.00456359548996372,"QPCT"
"2589",0.076570675,"25799","ZNF324",0.00567247832229838,"ZNF324"
"2590",-0.013179368,"2580","GAK",0.00548015891283839,"GAK"
"2591",-0.108672131,"25800","SLC39A6",0.00723302301324155,"SLC39A6"
"2592",-0.189027121,"25801","GCA",0.0139843714951822,"GCA"
"2593",-0.00805387,"25802","LMOD1",0.00548894593702453,"LMOD1"
"2594",-0.070437467,"25804","LSM4",0.00403564884089822,"LSM4"
"2595",0.062829607,"25805","BAMBI",0.00825459460755954,"BAMBI"
"2596",-0.062852726,"25807","RHBDD3",0.00268055257647584,"RHBDD3"
"2597",-0.026644501,"25809","TTLL1",0.0062153056675799,"TTLL1"
"2598",-0.123352331,"2581","GALC",0.0227717865173046,"GALC"
"2599",0.010406772,"25813","SAMM50",0.00899625837790306,"SAMM50"
"2600",-0.030283024,"25814","ATXN10",0.0149054957715634,"ATXN10"
"2601",0.01324872,"25816","TNFAIP8",0.00695463910906019,"TNFAIP8"
"2602",-0.094627249,"2582","GALE",0.00491591841969946,"GALE"
"2603",0.116818892,"25820","ARIH1",0.00561783013939221,"ARIH1"
"2604",-0.017805488,"25822","DNAJB5",0.00857288154070964,"DNAJB5"
"2605",-0.051530644,"25827","FBXL2",0.00849904851934599,"FBXL2"
"2606",0.042944816,"25828","TXN2",0.00231551160469223,"TXN2"
"2607",-0.079002108,"25829","TMEM184B",0.00353144491999656,"TMEM184B"
"2608",-0.01351113,"2583","B4GALNT1",0.00765097877972192,"B4GALNT1"
"2609",0.019703173,"25830","SULT4A1",0.0069860871497059,"SULT4A1"
"2610",-0.070498944,"25833","POU2F3",0.00542212097570395,"POU2F3"
"2611",0.036505013,"25834","MGAT4C",0.00663958850755328,"MGAT4C"
"2612",0.048989212,"25836","NIPBL",0.00915575007244442,"NIPBL"
"2613",-0.225468719,"25839","COG4",0.00507945215668621,"COG4"
"2614",-0.057901953,"2584","GALK1",0.00506998829863866,"GALK1"
"2615",0.177340869,"25840","METTL7A",0.03442620659819,"METTL7A"
"2616",0.004977226,"25841","ABTB2",0.00615652554689233,"ABTB2"
"2617",-0.035272474,"25842","ASF1A",0.00728743032252243,"ASF1A"
"2618",-0.065988869,"25844","YIPF3",0.00908310687363671,"YIPF3"
"2619",0.121494051,"25847","ANAPC13",0.0117540215790102,"ANAPC13"
"2620",0.060011859,"25849","PARM1",0.00540531778253043,"PARM1"
"2621",0.019822503,"2585","GALK2",0.00665841146903179,"GALK2"
"2622",0.048666355,"25850","ZNF345",0.00648636293342376,"ZNF345"
"2623",0.108368242,"25852","ARMC8",0.00483560078141333,"ARMC8"
"2624",0.102153464,"25854","FAM149A",0.00798523329277297,"FAM149A"
"2625",-0.075513026,"25855","BRMS1",0.00309936497950185,"BRMS1"
"2626",-0.078107314,"25859","PART1",0.0051079927513464,"PART1"
"2627",-0.088632012,"25864","ABHD14A",0.00701886764396751,"ABHD14A"
"2628",0.037181961,"25865","PRKD2",0.0043774154960981,"PRKD2"
"2629",0.122076238,"25874","MPC2",0.0127203608702753,"MPC2"
"2630",0.134029787,"25875","LETMD1",0.00358705904592329,"LETMD1"
"2631",-0.077362251,"25876","SPEF1",0.00407708695087223,"SPEF1"
"2632",-0.000685297,"25878","MXRA5",0.00734737950611239,"MXRA5"
"2633",-0.042787451,"2588","GALNS",0.00615461782572654,"GALNS"
"2634",-0.053003513,"25880","TMEM186",0.00396986924129078,"TMEM186"
"2635",-0.180845513,"25888","ZNF473",0.00509581594491366,"ZNF473"
"2636",0.140975963,"2589","GALNT1",0.0106377337494162,"GALNT1"
"2637",0.149556252,"25891","PAMR1",0.0147331846883269,"PAMR1"
"2638",-0.055630921,"25893","TRIM58",0.00659815273129105,"TRIM58"
"2639",-0.029180076,"25895","EEF1AKMT3",0.00519932289471281,"EEF1AKMT3"
"2640",-0.079984327,"25898","RCHY1",0.0106140216099592,"RCHY1"
"2641",0.021290308,"259","AMBP",0.00619067335858714,"AMBP"
"2642",0.036365368,"2590","GALNT2",0.00655881832586863,"GALNT2"
"2643",-0.092245468,"25900","IFFO1",0.00859810139874238,"IFFO1"
"2644",0.063915398,"25901","CCDC28A",0.00966683046583614,"CCDC28A"
"2645",-0.019506232,"25903","OLFML2B",0.00528904752139306,"OLFML2B"
"2646",-0.056857834,"25906","ANAPC15",0.00587160326654433,"ANAPC15"
"2647",-0.133193174,"25907","TMEM158",0.0135073260577,"TMEM158"
"2648",-0.004529621,"2591","GALNT3",0.00419556106090942,"GALNT3"
"2649",0.046637024,"25913","POT1",0.00468490249440785,"POT1"
"2650",-0.062519442,"25915","NDUFAF3",0.00616958161581346,"NDUFAF3"
"2651",-0.044129257,"259197","NCR3",0.00691331412760561,"NCR3"
"2652",0.032618741,"2592","GALT",0.00381820565843145,"GALT"
"2653",0.006904799,"25920","NELFB",0.00217123972266163,"NELFB"
"2654",0.064739226,"259217","HSPA12A",0.0108607865268994,"HSPA12A"
"2655",-0.022974608,"259230","SGMS1",0.0128481303730311,"SGMS1"
"2656",0.092995181,"25924","MYRIP",0.0110466519581024,"MYRIP"
"2657",-0.062238222,"25928","SOSTDC1",0.0126936943580793,"SOSTDC1"
"2658",-0.088722767,"2593","GAMT",0.0092632501316837,"GAMT"
"2659",-0.130707371,"25932","CLIC4",0.0458327295148684,"CLIC4"
"2660",-0.096319909,"25936","NSL1",0.0122292487075654,"NSL1"
"2661",0.190919523,"25937","WWTR1",0.0216526307248577,"WWTR1"
"2662",0.023853997,"25939","SAMHD1",0.00682633923112537,"SAMHD1"
"2663",-0.012323906,"25940","FAM98A",0.0143465537569523,"FAM98A"
"2664",0.023250379,"25941","TPGS2",0.00966725469953429,"TPGS2"
"2665",-0.147685365,"25945","NECTIN3",0.0136636604160137,"NECTIN3"
"2666",-0.027438574,"25948","KBTBD2",0.00603900127909307,"KBTBD2"
"2667",0.080993558,"25949","SYF2",0.00744309871257573,"SYF2"
"2668",0.119473487,"25950","RWDD3",0.0107651588037774,"RWDD3"
"2669",-0.040470435,"25956","SEC31B",0.00571704884222193,"SEC31B"
"2670",0.00164252,"25957","PNISR",0.0170146582618975,"PNISR"
"2671",-0.032008148,"2596","GAP43",0.00857577927720806,"GAP43"
"2672",-0.003838208,"25961","NUDT13",0.00556133587170289,"NUDT13"
"2673",-0.08136934,"25963","TMEM87A",0.0157614333592678,"TMEM87A"
"2674",0.057559947,"25966","C2CD2",0.00737731110173429,"C2CD2"
"2675",0.061782477,"2597","GAPDH",0.00422432973565467,"GAPDH"
"2676",-0.057473787,"25970","SH2B1",0.00276492676265285,"SH2B1"
"2677",-0.008660368,"25972","UNC50",0.00766530712227087,"UNC50"
"2678",-0.114548803,"25974","MMACHC",0.00590902446715824,"MMACHC"
"2679",0.213367979,"25976","TIPARP",0.0222490634517593,"TIPARP"
"2680",-0.025466639,"25977","NECAP1",0.0154013273389874,"NECAP1"
"2681",0.11280329,"25978","CHMP2B",0.00891519979670385,"CHMP2B"
"2682",0.040691308,"25983","NGDN",0.00341204016815513,"NGDN"
"2683",-0.024668377,"25988","HINFP",0.00424327941019814,"HINFP"
"2684",-0.002584501,"25992","SNED1",0.00895732870324854,"SNED1"
"2685",-0.0490206,"25998","IBTK",0.00712732608333777,"IBTK"
"2686",0.067869348,"25999","CLIP3",0.00722532086467345,"CLIP3"
"2687",0.028788702,"26","AOC1",0.00484201178806367,"AOC1"
"2688",-0.035265685,"26001","RNF167",0.0043098666380369,"RNF167"
"2689",0.00967009,"26002","MOXD1",0.0145130865126665,"MOXD1"
"2690",0.034580734,"26003","GORASP2",0.00450150961419994,"GORASP2"
"2691",-0.053558528,"26005","C2CD3",0.00594487026726233,"C2CD3"
"2692",-0.024391595,"26009","ZZZ3",0.00995365504974013,"ZZZ3"
"2693",-0.014356494,"26011","TENM4",0.00778509882437859,"TENM4"
"2694",0.016039778,"26013","L3MBTL1",0.00239902445733183,"L3MBTL1"
"2695",0.060855378,"26017","FAM32A",0.00429791158230905,"FAM32A"
"2696",0.192027433,"26018","LRIG1",0.0354166638690002,"LRIG1"
"2697",0.018823587,"26019","UPF2",0.00426235318113381,"UPF2"
"2698",0.025436063,"26020","LRP10",0.00538059980557161,"LRP10"
"2699",0.010567904,"26025","PCDHGA12",0.00808545973022182,"PCDHGA12"
"2700",0.135142308,"26027","ACOT11",0.0153877252607805,"ACOT11"
"2701",-0.000322354,"26030","PLEKHG3",0.00487245091293797,"PLEKHG3"
"2702",-0.020747194,"26031","OSBPL3",0.00606392215786271,"OSBPL3"
"2703",-0.070829854,"26032","SUSD5",0.00853595032501142,"SUSD5"
"2704",0.107416311,"26033","ATRNL1",0.0172246729199713,"ATRNL1"
"2705",-0.025961623,"26034","IPCEF1",0.00833869420963274,"IPCEF1"
"2706",-0.011362652,"26035","GLCE",0.00455413620789697,"GLCE"
"2707",0.021381163,"26036","ZNF451",0.0202759734685375,"ZNF451"
"2708",0.061850965,"26037","SIPA1L1",0.0101764972448019,"SIPA1L1"
"2709",-0.021967982,"26038","CHD5",0.00531761563781429,"CHD5"
"2710",-0.032810216,"26039","SS18L1",0.00713709350074551,"SS18L1"
"2711",-0.058205647,"26040","SETBP1",0.00832366958712685,"SETBP1"
"2712",-0.010772668,"26043","UBXN7",0.0134073225631092,"UBXN7"
"2713",-0.198309814,"26045","LRRTM2",0.0202375472585237,"LRRTM2"
"2714",-0.069300566,"26046","LTN1",0.0107846842992149,"LTN1"
"2715",-0.057844529,"26047","CNTNAP2",0.0593742331361656,"CNTNAP2"
"2716",-0.023591619,"26048","ZNF500",0.00435927777195947,"ZNF500"
"2717",0.036081157,"26049","FAM169A",0.0276740335751128,"FAM169A"
"2718",-0.104520566,"26050","SLITRK5",0.0111474036995917,"SLITRK5"
"2719",0.002915483,"26051","PPP1R16B",0.0122916434187078,"PPP1R16B"
"2720",-0.01188045,"26052","DNM3",0.0231291609051331,"DNM3"
"2721",-0.022621773,"26053","AUTS2",0.00774914189288161,"AUTS2"
"2722",-0.022192789,"26054","SENP6",0.00491357572581373,"SENP6"
"2723",-0.025895472,"26056","RAB11FIP5",0.0086236959359903,"RAB11FIP5"
"2724",-0.039820652,"26057","ANKRD17",0.00876005406920739,"ANKRD17"
"2725",0.022016163,"26058","GIGYF2",0.002097705182882,"GIGYF2"
"2726",-0.056041012,"26059","ERC2",0.0177572238323847,"ERC2"
"2727",-0.048071339,"26064","RAI14",0.00869828416369447,"RAI14"
"2728",0.105086093,"26065","LSM14A",0.00668253180324692,"LSM14A"
"2729",-0.013296671,"26085","KLK13",0.00521942087481075,"KLK13"
"2730",0.208342247,"26091","HERC4",0.0169421750145771,"HERC4"
"2731",0.137639166,"26092","TOR1AIP1",0.00728075558030915,"TOR1AIP1"
"2732",-0.03504405,"26093","CCDC9",0.00469713262169333,"CCDC9"
"2733",0.081752909,"26095","PTPN20",0.0295898548736147,"PTPN20"
"2734",-0.006588969,"26097","CHTOP",0.0120198243881073,"CHTOP"
"2735",-0.048320584,"26098","EDRF1",0.0100910505948527,"EDRF1"
"2736",0.005720407,"26099","SZRD1",0.00428260143791194,"SZRD1"
"2737",0.087584229,"26100","WIPI2",0.00746997897300835,"WIPI2"
"2738",0.018676599,"26102","DKFZP434A062",0.00547820694573519,"DKFZP434A062"
"2739",0.113764595,"26103","LRIT1",0.00914059127693081,"LRIT1"
"2740",0.051277589,"26108","PYGO1",0.00696099722758639,"PYGO1"
"2741",0.000169063,"26112","CCDC69",0.0128096160427215,"CCDC69"
"2742",-0.045202508,"26115","TANC2",0.0069367180696214,"TANC2"
"2743",0.023702961,"26118","WSB1",0.0504216255258321,"WSB1"
"2744",0.109020217,"26121","PRPF31",0.00382924658668303,"PRPF31"
"2745",0.113582932,"26123","TCTN3",0.00322857236857479,"TCTN3"
"2746",-0.034546234,"26128","KIFBP",0.0171708426126361,"KIFBP"
"2747",-0.004117449,"26130","GAPVD1",0.00291369859990365,"GAPVD1"
"2748",-0.00589592,"26133","TRPC4AP",0.00259970229947851,"TRPC4AP"
"2749",0.184460175,"26135","SERBP1",0.028457002645186,"SERBP1"
"2750",0.014505635,"26136","TES",0.0031994806144444,"TES"
"2751",0.043739311,"26137","ZBTB20",0.0186723149049147,"ZBTB20"
"2752",-0.007563771,"26138","LINC00588",0.00492162113468588,"LINC00588"
"2753",-0.083449435,"26145","IRF2BP1",0.00480626008489058,"IRF2BP1"
"2754",0.071392658,"26146","TRAF3IP1",0.00318846638781744,"TRAF3IP1"
"2755",-0.065713156,"2615","LRRC32",0.00681289666779467,"LRRC32"
"2756",0.129097066,"26150","RIBC2",0.00753883747777051,"RIBC2"
"2757",-0.052851515,"26151","NAT9",0.00289214865894639,"NAT9"
"2758",0.013338816,"26152","ZNF337",0.0049997265466262,"ZNF337"
"2759",0.085430407,"26154","ABCA12",0.00407132511223231,"ABCA12"
"2760",-0.054293241,"26155","NOC2L",0.00724325862783096,"NOC2L"
"2761",0.114695686,"26156","RSL1D1",0.00530866605757973,"RSL1D1"
"2762",-0.196305067,"26168","SENP3",0.0076126028937056,"SENP3"
"2763",0.04705956,"2617","GARS1",0.0107501972352449,"GARS1"
"2764",0.047466398,"261726","TIPRL",0.0198331324170335,"TIPRL"
"2765",-0.065884665,"26173","INTS1",0.00460037824074214,"INTS1"
"2766",-0.046712471,"261734","NPHP4",0.0041396153230691,"NPHP4"
"2767",-0.044266052,"26175","TMEM251",0.00813647502729068,"TMEM251"
"2768",-0.03154591,"2618","GART",0.0061548601199935,"GART"
"2769",-0.108690326,"2619","GAS1",0.00497300461029224,"GAS1"
"2770",0.037206006,"26191","PTPN22",0.00891192190999858,"PTPN22"
"2771",0.058377102,"262","AMD1",0.0111408619838454,"AMD1"
"2772",0.008400522,"2620","GAS2",0.00570535472716684,"GAS2"
"2773",-0.120893613,"26206","SPAG8",0.00824899488182525,"SPAG8"
"2774",0.002070583,"2621","GAS6",0.00334741299900978,"GAS6"
"2775",-0.049173073,"26211","OR2F1",0.00965977483098769,"OR2F1"
"2776",-0.000419226,"26212","OR2B6",0.00845628889243848,"OR2B6"
"2777",-0.037399692,"2622","GAS8",0.00270846173259914,"GAS8"
"2778",-0.150961181,"26220","DGCR5",0.00809060044588385,"DGCR5"
"2779",-0.011520344,"26226","FBXW4P1",0.00390770604099648,"FBXW4P1"
"2780",-0.073722988,"26227","PHGDH",0.00872905797473243,"PHGDH"
"2781",-0.119786544,"26229","B3GAT3",0.0128263594264169,"B3GAT3"
"2782",-0.011495748,"2623","GATA1",0.00459974739901412,"GATA1"
"2783",0.066510831,"26234","FBXL5",0.00564788708574552,"FBXL5"
"2784",-0.014724203,"26235","FBXL4",0.00355955827712158,"FBXL4"
"2785",0.056140519,"26239","LCE2B",0.00745829952599126,"LCE2B"
"2786",-0.048866326,"2624","GATA2",0.00389473887327854,"GATA2"
"2787",-0.060895759,"26240","FAM50B",0.00612676757097964,"FAM50B"
"2788",0.025478422,"2625","GATA3",0.00616891219380843,"GATA3"
"2789",0.017657902,"26257","NKX2-8",0.00652164294252058,"NKX2-8"
"2790",-0.015793705,"2626","GATA4",0.00389744492503409,"GATA4"
"2791",-0.052822779,"26268","FBXO9",0.0121677570120137,"FBXO9"
"2792",0.094205167,"2627","GATA6",0.00386963210947026,"GATA6"
"2793",-0.04512534,"26275","HIBCH",0.0197914359364897,"HIBCH"
"2794",0.023609493,"26278","SACS",0.0150750128607811,"SACS"
"2795",-0.094117846,"2628","GATM",0.0212858559748647,"GATM"
"2796",-0.101702762,"26284","ERAL1",0.00291534375756559,"ERAL1"
"2797",0.026938614,"26286","ARFGAP3",0.00258028818693878,"ARFGAP3"
"2798",0.0960514,"2631","NIPSNAP2",0.0145310508369272,"NIPSNAP2"
"2799",-0.097108926,"2632","GBE1",0.0112908043808524,"GBE1"
"2800",-0.094313711,"2633","GBP1",0.0273190328621537,"GBP1"
"2801",0.016855973,"26330","GAPDHS",0.00865273982323679,"GAPDHS"
"2802",0.092100962,"2634","GBP2",0.0112893351132654,"GBP2"
"2803",-0.040266213,"2636","GBX1",0.00748221391348434,"GBX1"
"2804",-0.056024375,"2637","GBX2",0.0094055833331149,"GBX2"
"2805",0.013590255,"2638","GC",0.0063623073878492,"GC"
"2806",-0.037448961,"2639","GCDH",0.00287839427720302,"GCDH"
"2807",0.042245714,"2641","GCG",0.00868848790980038,"GCG"
"2808",-0.053598714,"2642","GCGR",0.00429914277727578,"GCGR"
"2809",0.125424434,"2643","GCH1",0.00855253084121965,"GCH1"
"2810",0.082242113,"2644","GCHFR",0.00422838417791193,"GCHFR"
"2811",-0.012617269,"2645","GCK",0.00377351255484781,"GCK"
"2812",-0.093735245,"2646","GCKR",0.00412636350476142,"GCKR"
"2813",-0.039770941,"26469","PTPN18",0.00276635586458669,"PTPN18"
"2814",-0.000761697,"26471","NUPR1",0.0227114537173951,"NUPR1"
"2815",-0.037652742,"2648","KAT2A",0.00438221384649873,"KAT2A"
"2816",-0.101769456,"2649","NR6A1",0.00572786410494111,"NR6A1"
"2817",-0.032044671,"265","AMELX",0.00513575472651462,"AMELX"
"2818",0.090416874,"2650","GCNT1",0.00378070683830659,"GCNT1"
"2819",-0.119238626,"26509","MYOF",0.0115546977601841,"MYOF"
"2820",0.048260794,"2651","GCNT2",0.00475687199142537,"GCNT2"
"2821",0.017699816,"26532","OR10H3",0.0119858922294349,"OR10H3"
"2822",-0.038967651,"26574","AATF",0.00920939321576379,"AATF"
"2823",-0.042548004,"26576","SRPK3",0.0040986808137881,"SRPK3"
"2824",0.171251062,"26578","OSTF1",0.0215985474334065,"OSTF1"
"2825",-0.087598226,"26585","GREM1",0.00360672718938168,"GREM1"
"2826",-0.037342439,"266","AMELY",0.00697713879498472,"AMELY"
"2827",0.026883465,"2660","MSTN",0.00503564803936593,"MSTN"
"2828",0.100422324,"26608","TBL2",0.00275962432140892,"TBL2"
"2829",0.137869132,"26610","ELP4",0.00850780500727078,"ELP4"
"2830",-0.066152854,"2662","GDF10",0.00664324707495905,"GDF10"
"2831",-0.085540538,"2664","GDI1",0.00292487839207087,"GDI1"
"2832",-0.004444241,"26648","OR7E24",0.00939139990476344,"OR7E24"
"2833",0.028625436,"2665","GDI2",0.0127599552965983,"GDI2"
"2834",0.105932283,"26659","OR7A5",0.00739670648301538,"OR7A5"
"2835",0.264669251,"2669","GEM",0.0321648925412854,"GEM"
"2836",-0.171615759,"267","AMFR",0.0137362493014032,"AMFR"
"2837",0.1106847,"2670","GFAP",0.0321163630752978,"GFAP"
"2838",0.041999325,"26707","OR2J2",0.00715691082844895,"OR2J2"
"2839",-0.050058925,"2671","GFER",0.00450489333251529,"GFER"
"2840",0.012355142,"26716","OR2H1",0.0039160369619572,"OR2H1"
"2841",-0.031499837,"2672","GFI1",0.0051526665101549,"GFI1"
"2842",0.056570559,"2673","GFPT1",0.00545838982646466,"GFPT1"
"2843",0.046562199,"2674","GFRA1",0.00276287871948028,"GFRA1"
"2844",-0.011439958,"2675","GFRA2",0.00552608852675891,"GFRA2"
"2845",-0.021921429,"26751","SH3YL1",0.00825414278295689,"SH3YL1"
"2846",-0.033515236,"2676","GFRA3",0.00575295063755891,"GFRA3"
"2847",0.083398368,"26762","HAVCR1",0.0202653490905768,"HAVCR1"
"2848",-0.007247804,"2677","GGCX",0.00388339096254417,"GGCX"
"2849",-0.022396039,"268","AMH",0.00511765550651519,"AMH"
"2850",-0.060444338,"2683","B4GALT1",0.00318799811365951,"B4GALT1"
"2851",-0.000507824,"2687","GGT5",0.00337469641282171,"GGT5"
"2852",-0.018476153,"26872","STEAP1",0.00803580241829999,"STEAP1"
"2853",-0.090605152,"26873","OPLAH",0.00566767285059512,"OPLAH"
"2854",-0.079959524,"2688","GH1",0.00548146624120673,"GH1"
"2855",-0.070270291,"2689","GH2",0.00490728022623575,"GH2"
"2856",-0.162424499,"269","AMHR2",0.00510567291046708,"AMHR2"
"2857",-0.12742268,"2690","GHR",0.00827829128195243,"GHR"
"2858",-0.078313885,"2691","GHRH",0.00427794157943445,"GHRH"
"2859",-0.07158279,"2692","GHRHR",0.0037666428654427,"GHRHR"
"2860",0.05888423,"2694","CBLIF",0.00441486292446546,"CBLIF"
"2861",-0.070729088,"2695","GIP",0.00550980082897223,"GIP"
"2862",-0.069154812,"26953","RANBP6",0.00589488746558773,"RANBP6"
"2863",-0.02968687,"26959","HBP1",0.00797167290927206,"HBP1"
"2864",0.000955326,"2696","GIPR",0.00499104221616718,"GIPR"
"2865",0.033684968,"2697","GJA1",0.0195866748102652,"GJA1"
"2866",0.130624746,"26993","AKAP8L",0.0619821680595265,"AKAP8L"
"2867",0.028868131,"26994","RNF11",0.0170132230663148,"RNF11"
"2868",-0.013796743,"26998","FETUB",0.00656908830092888,"FETUB"
"2869",0.002647698,"26999","CYFIP2",0.00917741455604268,"CYFIP2"
"2870",0.041615501,"27","ABL2",0.00444668523080119,"ABL2"
"2871",-0.144815054,"270","AMPD1",0.00681026413206217,"AMPD1"
"2872",0.072312655,"27000","DNAJC2",0.00636434737676791,"DNAJC2"
"2873",-0.110491322,"2701","GJA4",0.00657204830869413,"GJA4"
"2874",-0.019826254,"27012","KCNV1",0.00302587249891128,"KCNV1"
"2875",-0.071168979,"27013","CNPPD1",0.00646649602147989,"CNPPD1"
"2876",-0.163837124,"2702","GJA5",0.00567516374923578,"GJA5"
"2877",-0.028598535,"27020","NPTN",0.0142560247953153,"NPTN"
"2878",-0.065725338,"2703","GJA8",0.00741690996442597,"GJA8"
"2879",-0.097941256,"27030","MLH3",0.00981699498362201,"MLH3"
"2880",-0.040945703,"27032","ATP2C1",0.011808506611782,"ATP2C1"
"2881",0.0007316,"27035","NOX1",0.00566279702592496,"NOX1"
"2882",0.100618545,"27036","SIGLEC7",0.00676755520173181,"SIGLEC7"
"2883",-0.040456912,"27040","LAT",0.00316583398120334,"LAT"
"2884",-0.060141317,"27042","UTP25",0.00475509868660969,"UTP25"
"2885",-0.106419996,"27043","PELP1",0.00793893231852174,"PELP1"
"2886",-0.054100355,"27044","SND1",0.00457644208916878,"SND1"
"2887",-0.24823346,"2705","GJB1",0.0225992487680241,"GJB1"
"2888",0.176649233,"27063","ANKRD1",0.00545448386152853,"ANKRD1"
"2889",0.083544418,"27065","NSG1",0.0147371503624061,"NSG1"
"2890",-0.022922397,"27067","STAU2",0.0132277971556774,"STAU2"
"2891",0.005153222,"27069","GHITM",0.00667875435600347,"GHITM"
"2892",-0.01825781,"2707","GJB3",0.00480875223258561,"GJB3"
"2893",-0.104919308,"27072","VPS41",0.00819421212518791,"VPS41"
"2894",0.035539144,"27074","LAMP3",0.00598180315324023,"LAMP3"
"2895",-0.038615483,"27076","LYPD3",0.00471497563025712,"LYPD3"
"2896",-0.078798872,"27077","B9D1",0.00434997928694762,"B9D1"
"2897",-0.04928652,"27079","RPUSD2",0.00328879161801545,"RPUSD2"
"2898",0.053349519,"27089","UQCRQ",0.00795488311492226,"UQCRQ"
