"","Maycox_SchizEffectSize","EntrezGeneID","GeneSymbol","Iwamoto_SchizEffectSize","GeneSymbol"
"4466",-0.055921925,"1414","CRYBB1",0.041820001,"CRYBB1"
"4467",-0.077767975,"1415","CRYBB2",NA,NA
"4468",-0.12065211,"1416","CRYBB2P1",NA,NA
"4469",-0.165857238,"1417","CRYBB3",0.068341185,"CRYBB3"
"4470",-0.014624131,"1418","CRYGA",-0.037032151,"CRYGA"
"4471",-0.07291367,"1419","CRYGB",NA,NA
"4472",0.003073874,"142","PARP1",-0.112720534,"PARP1"
"4473",-0.126196038,"1420","CRYGC",-0.004426262,"CRYGC"
"4474",-0.04959404,"1421","CRYGD",-0.196847081,"CRYGD"
"4475",-0.042553925,"142678","MIB2",NA,NA
"4476",0.028830628,"142679","DUSP19",NA,NA
"4477",-0.026608673,"142680","SLC34A3",NA,NA
"4478",-0.022486263,"142684","RAB40A",-0.095303282,"RAB40A"
"4479",-0.001907362,"142685","ASB15",NA,NA
"4480",-0.022084601,"142686","ASB14",NA,NA
"4481",-0.080232723,"142689","ASB12",NA,NA
"4482",-0.018071763,"1427","CRYGS",NA,NA
"4483",0.123120986,"1428","CRYM",0.047192961,"CRYM"
"4484",0.052189318,"142891","SAMD8",NA,NA
"4485",0.105331625,"1429","CRYZ",0.130405971,"CRYZ"
"4486",-0.039785419,"142910","LIPJ",NA,NA
"4487",0.077422601,"142940","TRUB1",NA,NA
"4488",0.048042459,"143098","MPP7",NA,NA
"4489",-0.045730212,"143187","VTI1A",NA,NA
"4490",-0.00485857,"1432","MAPK14",0.003717961,"MAPK14"
"4491",0.023099598,"143241","DYDC1",NA,NA
"4492",0.066596749,"143279","HECTD2",NA,NA
"4493",-0.081383984,"143282","FGFBP3",NA,NA
"4494",-0.108378492,"143379","C10orf82",NA,NA
"4495",-0.042883293,"143384","CACUL1",NA,NA
"4496",0.100193491,"1434","CSE1L",0.016467435,"CSE1L"
"4497",-0.09368639,"143425","SYT9",NA,NA
"4498",-0.174223709,"143458","LDLRAD3",NA,NA
"4499",0.000439937,"143471","PSMA8",NA,NA
"4500",-0.037044894,"1435","CSF1",0.039852043,"CSF1"
"4501",-0.020157533,"143501","C11orf40",NA,NA
"4502",-0.042245392,"143503","OR51E1",NA,NA
"4503",-0.112032164,"143570","XRRA1",NA,NA
"4504",0.077268904,"1436","CSF1R",-0.234062601,"CSF1R"
"4505",-0.086999528,"143630","UBQLNL",NA,NA
"4506",-0.037425802,"143662","MUC15",NA,NA
"4507",-0.030284577,"143678","C11orf94",NA,NA
"4508",0.085443795,"143684","FAM76B",NA,NA
"4509",0.028221933,"143686","SESN3",NA,NA
"4510",0.001411824,"143689","PIWIL4",NA,NA
"4511",-0.000161155,"1437","CSF2",0.002120374,"CSF2"
"4512",-0.039983388,"1438","CSF2RA",-0.142890612,"CSF2RA"
"4513",-0.05459619,"143872","ARHGAP42",NA,NA
"4514",0.025175024,"143879","KBTBD3",NA,NA
"4515",0.005847892,"143884","CWF19L2",NA,NA
"4516",0.007639254,"143888","POGLUT3",NA,NA
"4517",0.019990191,"1439","CSF2RB",0.018125133,"CSF2RB"
"4518",-0.002979911,"143903","LAYN",NA,NA
"4519",-0.124480312,"143941","TTC36",NA,NA
"4520",-0.114136279,"1440","CSF3",0.044363668,"CSF3"
"4521",0.011046758,"144097","SPINDOC",NA,NA
"4522",-0.058526538,"1441","CSF3R",-0.059857045,"CSF3R"
"4523",-0.070647019,"144100","PLEKHA7",NA,NA
"4524",0.057359246,"144108","SPTY2D1",NA,NA
"4525",-0.14206696,"144110","TMEM86A",NA,NA
"4526",-0.090331122,"144124","OR10A5",NA,NA
"4527",-0.038220368,"144132","DNHD1",NA,NA
"4528",0.120468774,"144165","PRICKLE1",NA,NA
"4529",0.055571605,"144193","AMDHD1",NA,NA
"4530",0.091645813,"1442","CSH1",NA,NA
"4531",-0.041196761,"144233","BCDIN3D",NA,NA
"4532",-0.044383537,"144245","ALG10B",NA,NA
"4533",-0.06643399,"1443","CSH2",NA,NA
"4534",0.006688156,"144348","ZNF664",NA,NA
"4535",-0.012632231,"144360","LINC00477",NA,NA
"4536",-0.080180773,"144363","ETFRF1",NA,NA
"4537",-0.067066366,"1444","CSHL1",0.039255742,"CSHL1"
"4538",0.068745329,"144402","CPNE8",NA,NA
"4539",-0.035162167,"144404","TMEM120B",NA,NA
"4540",0.039673483,"144406","WDR66",NA,NA
"4541",0.10330478,"144423","GLT1D1",NA,NA
"4542",-0.084139926,"144453","BEST3",NA,NA
"4543",-0.032978583,"144455","E2F7",NA,NA
"4544",-0.084517426,"144486","CEP83-DT",NA,NA
"4545",-0.023867563,"1445","CSK",-0.054937472,"CSK"
"4546",0.048639941,"144501","KRT80",NA,NA
"4547",0.005866632,"144535","CFAP54",NA,NA
"4548",-0.018550951,"144568","A2ML1",NA,NA
"4549",-0.001734485,"144571","A2M-AS1",NA,NA
"4550",0.023199014,"144577","C12orf66",NA,NA
"4551",-0.021009777,"1446","CSN1S1",0.048891784,"CSN1S1"
"4552",-0.077405558,"144608","C12orf60",NA,NA
"4553",0.03851223,"144699","FBXL14",NA,NA
"4554",0.000274173,"1447","CSN2",-0.011383997,"CSN2"
"4555",0.003619691,"144715","RAD9B",NA,NA
"4556",-0.115813906,"144717","PHETA1",NA,NA
"4557",-0.012425109,"144742","LINC00934",NA,NA
"4558",-0.062374839,"144766","LINC00355",NA,NA
"4559",-0.129580099,"144776","LINC00410",NA,NA
"4560",-0.044024648,"1448","CSN3",-0.08617152,"CSN3"
"4561",-0.015968016,"144809","FAM216B",NA,NA
"4562",0.010107523,"144811","LACC1",NA,NA
"4563",0.0191119,"144817","LINC00330",NA,NA
"4564",-0.012925927,"144920","LINC00343",NA,NA
"4565",0.116917793,"145173","B3GLCT",NA,NA
"4566",0.047088073,"1452","CSNK1A1",0.021427043,"CSNK1A1"
"4567",-0.084674626,"145226","RDH12",NA,NA
"4568",-0.059847193,"145258","GSC",NA,NA
"4569",-0.022470856,"145264","SERPINA12",NA,NA
"4570",0.10603023,"145270","PRIMA1",NA,NA
"4571",-0.01892412,"145282","MIPOL1",NA,NA
"4572",-0.047242831,"1453","CSNK1D",-0.084407354,"CSNK1D"
"4573",-0.047072042,"145376","PPP1R36",NA,NA
"4574",0.165686919,"145389","SLC38A6",0.043505014,"SLC38A6"
"4575",0.03982638,"145407","ARMH4",NA,NA
"4576",-0.087857177,"145438","FRMD6-AS1",NA,NA
"4577",0.068440164,"145447","ABHD12B",NA,NA
"4578",0.121903767,"145474","LOC145474",NA,NA
"4579",-0.048070974,"145482","PTGR2",NA,NA
"4580",0.138122723,"145483","FAM161B",NA,NA
"4581",-0.116424544,"145497","LRRC74A",NA,NA
"4582",-0.117942144,"1455","CSNK1G2",-0.117693734,"CSNK1G2"
"4583",-0.021384801,"145501","ISM2",NA,NA
"4584",-0.025264246,"145508","CEP128",NA,NA
"4585",0.176583175,"145567","TTC7B",NA,NA
"4586",0.063960476,"145581","LRFN5",NA,NA
"4587",0.076944087,"1456","CSNK1G3",NA,NA
"4588",-0.001619485,"145645","TERB2",NA,NA
"4589",-0.100722196,"145694","LOC145694",NA,NA
"4590",0.028611419,"1457","CSNK2A1",-0.047296932,"CSNK2A1"
"4591",-0.030568257,"145741","C2CD4A",NA,NA
"4592",0.004678527,"145748","LYSMD4",NA,NA
"4593",0.06989626,"145773","FAM81A",NA,NA
"4594",0.001875183,"145783","LOC145783",NA,NA
"4595",-0.055979457,"145788","C15orf65",NA,NA
"4596",0.032254625,"145820","LINC00924",NA,NA
"4597",-0.017975211,"145837","DRAIC",NA,NA
"4598",-0.070737483,"145845","LOC145845",NA,NA
"4599",0.117747062,"145853","C15orf61",NA,NA
"4600",-0.010586463,"145858","C15orf32",NA,NA
"4601",-0.086059528,"145864","HAPLN3",NA,NA
"4602",-0.044013619,"145873","MESP2",NA,NA
"4603",-0.003757896,"1459","CSNK2A2",-0.021212722,"CSNK2A2"
"4604",-0.004633573,"145942","TMCO5A",NA,NA
"4605",-0.073884418,"145946","SPATA8",NA,NA
"4606",0.006373415,"145957","NRG4",NA,NA
"4607",-0.018466557,"145978","LINC00052",NA,NA
"4608",-0.068936384,"146","ADRA1D",-0.050609698,"ADRA1D"
"4609",-0.024768077,"1460","CSNK2B",-0.023785686,"CSNK2B"
"4610",0.142335538,"146050","ZSCAN29",NA,NA
"4611",0.047413363,"146057","TTBK2",0.118621554,"TTBK2"
"4612",-0.088139596,"146059","CDAN1",NA,NA
"4613",-0.058256448,"146177","VWA3A",NA,NA
"4614",0.026937607,"146198","ZFP90",NA,NA
"4615",-0.214707152,"1462","VCAN",-0.195451386,"VCAN"
"4616",-0.068730915,"146206","CARMIL2",NA,NA
"4617",-0.035854017,"146212","KCTD19",NA,NA
"4618",0.041459842,"146223","CMTM4",NA,NA
"4619",-0.084784803,"146225","CMTM2",NA,NA
"4620",0.079957858,"146227","BEAN1",0.116896667,"BEAN1"
"4621",-0.002383942,"146279","TEKT5",NA,NA
"4622",-0.188214783,"1463","NCAN",-0.043993328,"NCAN"
"4623",-0.134299118,"146310","RNF151",NA,NA
"4624",-0.075797027,"146325","PRR35",NA,NA
"4625",0.00740459,"146330","FBXL16",NA,NA
"4626",0.016045391,"146336","SSTR5-AS1",NA,NA
"4627",-0.06199589,"146378","C16orf92",NA,NA
"4628",-0.134168767,"146395","GSG1L",NA,NA
"4629",-0.073335765,"1464","CSPG4",0.007339186,"CSPG4"
"4630",-0.139048474,"146429","SLC22A31",NA,NA
"4631",-0.161173272,"146433","IL34",NA,NA
"4632",0.07364935,"146434","ZNF597",NA,NA
"4633",-0.059102661,"146439","BICDL2",NA,NA
"4634",-0.039751847,"146456","TMED6",NA,NA
"4635",-0.086053726,"1465","CSRP1",-0.293918792,"CSRP1"
"4636",-0.00966475,"146512","FLJ30679",NA,NA
"4637",0.014556753,"146513","LINC02135",NA,NA
"4638",0.02721936,"146540","ZNF785",NA,NA
"4639",-0.03803615,"146542","ZNF688",-0.042037459,"ZNF688"
"4640",-0.03605735,"146547","PRSS36",NA,NA
"4641",-0.248959599,"146556","C16orf89",NA,NA
"4642",-0.101084229,"146562","C16orf71",NA,NA
"4643",-0.027819221,"1466","CSRP2",NA,NA
"4644",-0.066688095,"146664","MGAT5B",NA,NA
"4645",-0.059432987,"146691","TOM1L2",-0.246324275,"TOM1L2"
"4646",-0.01567337,"146705","TEPSIN",NA,NA
"4647",-0.121148493,"146712","B3GNTL1",-0.093037572,"B3GNTL1"
"4648",0.051864468,"146713","RBFOX3",NA,NA
"4649",-0.06775677,"146722","CD300LF",NA,NA
"4650",0.008833609,"146723","C17orf77",NA,NA
"4651",-0.108347217,"146754","DNAH2",NA,NA
"4652",0.052617729,"146760","RTN4RL1",NA,NA
"4653",0.058602585,"146771","TCAM1P",NA,NA
"4654",-0.104548379,"146795","LINC02003",NA,NA
"4655",-0.018827359,"1468","SLC25A10",NA,NA
"4656",-0.051588853,"146802","SLC47A2",NA,NA
"4657",0.037101627,"146845","CFAP52",NA,NA
"4658",-0.0840321,"146849","CCDC42",NA,NA
"4659",-0.050309013,"146850","PIK3R6",NA,NA
"4660",-0.061967635,"146852","ODF4",NA,NA
"4661",-0.048389278,"146853","C17orf50",NA,NA
"4662",-0.032733453,"146857","SLFN13",NA,NA
"4663",-0.035264197,"146861","SLC35G3",NA,NA
"4664",-0.02499208,"146862","UNC45B",NA,NA
"4665",-0.026486239,"146880","ARHGAP27P1",NA,NA
"4666",-0.04976572,"146894","CD300LG",NA,NA
"4667",-0.053654723,"1469","CST1",NA,NA
"4668",0.007325573,"146909","KIF18B",NA,NA
"4669",0.067507751,"146923","RUNDC1",NA,NA
"4670",-0.020240082,"146956","EME1",NA,NA
"4671",-0.080476908,"147","ADRA1B",-0.030069543,"ADRA1B"
"4672",-0.073174281,"1470","CST2",NA,NA
"4673",-0.015397033,"147004","LOC147004",NA,NA
"4674",0.025433282,"147007","TMEM199",NA,NA
"4675",-0.154654896,"147011","PROCA1",NA,NA
"4676",-0.012261294,"147015","DHRS13",NA,NA
"4677",-0.021225071,"147081","LINC02210",NA,NA
"4678",-0.133163171,"1471","CST3",-0.177641147,"CST3"
"4679",-0.089624899,"147111","NOTUM",NA,NA
"4680",-0.042713728,"147138","TMC8",NA,NA
"4681",-0.17710327,"147166","TRIM16L",NA,NA
"4682",0.078048087,"147179","WIPF2",0.275967155,"WIPF2"
"4683",-0.050516348,"147183","KRT25",NA,NA
"4684",-0.0620578,"147184","TMEM99",NA,NA
"4685",-0.134227887,"1472","CST4",NA,NA
"4686",-0.080822097,"1473","CST5",0.036501748,"CST5"
"4687",-0.021552738,"147323","STARD6",NA,NA
"4688",0.02203969,"147339","C18orf25",0.017552621,"C18orf25"
"4689",-0.009511925,"147372","CCBE1",NA,NA
"4690",0.283367463,"147381","CBLN2",NA,NA
"4691",-0.041681362,"1474","CST6",0.018769177,"CST6"
"4692",0.016135687,"147409","DSG4",NA,NA
"4693",0.06960705,"147429","AQP4-AS1",NA,NA
"4694",0.178996926,"147463","ANKRD29",NA,NA
"4695",-0.169334553,"147495","APCDD1",NA,NA
"4696",-0.014425064,"1475","CSTA",0.055895243,"CSTA"
"4697",-0.048206426,"147525","LINC00526",NA,NA
"4698",-0.07410679,"1476","CSTB",0.02221111,"CSTB"
"4699",0.023310594,"147645","VSIG10L",NA,NA
"4700",-0.076119085,"147646","C19orf84",NA,NA
"4701",-0.115882461,"147650","SPACA6",NA,NA
"4702",0.021886871,"147657","ZNF480",NA,NA
"4703",-0.053873915,"147664","ERVV-1",NA,NA
"4704",-0.162995233,"147685","C19orf18",NA,NA
"4705",0.0180005,"147686","ZNF418",NA,NA
"4706",-0.059289447,"147687","ZNF417",NA,NA
"4707",-0.044431362,"147694","ZNF548",-0.146139556,"ZNF548"
"4708",-0.063657479,"147699","PPM1N",NA,NA
"4709",0.117064298,"1477","CSTF1",0.050655342,"CSTF1"
"4710",-0.047821775,"147700","KLC3",NA,NA
"4711",-0.028988063,"147719","LYPD4",NA,NA
"4712",-0.086411749,"147727","ILF3-DT",NA,NA
"4713",0.004526936,"147741","ZNF560",NA,NA
"4714",-0.091586706,"147744","TMEM190",NA,NA
"4715",-0.064216925,"147746","HIPK4",NA,NA
"4716",0.008381078,"147798","TMC4",NA,NA
"4717",0.009284801,"1478","CSTF2",-0.093873586,"CSTF2"
"4718",-0.140792675,"147807","ZNF524",NA,NA
"4719",-0.114871079,"147808","ZNF784",NA,NA
"4720",-0.006468182,"147837","ZNF563",NA,NA
"4721",0.00261058,"147841","SPC24",NA,NA
"4722",-0.122070914,"147872","CCDC155",NA,NA
"4723",0.095132007,"1479","CSTF3",-0.020779733,"CSTF3"
"4724",0.086091331,"147906","DACT3",NA,NA
"4725",-0.131540166,"147912","SIX5",NA,NA
"4726",-0.070069208,"147920","IGFL2",NA,NA
"4727",0.051867822,"147923","ZNF420",NA,NA
"4728",0.065788515,"147929","ZNF565",NA,NA
"4729",-0.074351972,"147945","NLRP4",NA,NA
"4730",0.023008098,"147947","ZNF542P",NA,NA
"4731",0.003000404,"147948","ZNF582",NA,NA
"4732",0.004690678,"147949","ZNF583",NA,NA
"4733",0.004495336,"147965","FAM98C",NA,NA
"4734",-0.064515394,"147968","CAPN12",NA,NA
"4735",-0.131804095,"147991","DPY19L3",NA,NA
"4736",-0.042382985,"148","ADRA1A",0.017384377,"ADRA1A"
"4737",-0.0110278,"148014","TTC9B",NA,NA
"4738",0.005671722,"148022","TICAM1",0.093520355,"TICAM1"
"4739",-0.133886528,"148046","CIRBP-AS1",NA,NA
"4740",-0.048409571,"148066","ZNRF4",-0.067250518,"ZNRF4"
"4741",-0.003929884,"148103","ZNF599",NA,NA
"4742",0.00040433,"148109","FAM187B",NA,NA
"4743",-0.060737589,"148113","CILP2",NA,NA
"4744",-0.074369966,"148137","PROSER3",NA,NA
"4745",-0.041895071,"148145","LINC00906",NA,NA
"4746",0.040880303,"148156","ZNF558",NA,NA
"4747",-0.036144455,"148170","CDC42EP5",NA,NA
"4748",0.003401625,"148189","LINC00662",NA,NA
"4749",-0.058530525,"1482","NKX2-5",-0.016942287,"NKX2-5"
"4750",0.062384558,"148203","ZNF738",NA,NA
"4751",0.005910373,"148213","ZNF681",NA,NA
"4752",-0.018334674,"148223","C19orf25",NA,NA
"4753",-0.02742965,"148229","ATP8B3",0.006503552,"ATP8B3"
"4754",0.009284142,"148231","LINC00905",NA,NA
"4755",-0.026541208,"148252","DIRAS1",NA,NA
"4756",-0.026430884,"148254","ZNF555",NA,NA
"4757",0.022105411,"148266","ZNF569",NA,NA
"4758",-0.00048939,"148268","ZNF570",NA,NA
"4759",-0.029716841,"148281","SYT6",NA,NA
"4760",-0.043672416,"148304","C1orf74",NA,NA
"4761",-0.09251701,"148327","CREB3L4",NA,NA
"4762",-0.062631284,"148345","C1orf127",NA,NA
"4763",-0.005420996,"148362","BROX",NA,NA
"4764",-0.035713761,"148398","SAMD11",NA,NA
"4765",-0.052042618,"148413","MRPL20-AS1",NA,NA
"4766",-0.103137301,"148418","SAMD13",NA,NA
"4767",0.157034092,"148423","C1orf52",NA,NA
"4768",0.058718293,"148479","PHF13",NA,NA
"4769",-0.024698339,"148523","CIART",NA,NA
"4770",0.078520164,"148534","TLCD4",NA,NA
"4771",-0.013506847,"148581","UBE2U",NA,NA
"4772",-0.03295341,"1486","CTBS",-0.010266876,"CTBS"
"4773",0.28436287,"148641","SLC35F3",NA,NA
"4774",-0.090947516,"148645","LINC00337",NA,NA
"4775",-0.04570535,"148696","LOC148696",NA,NA
"4776",0.148143928,"1487","CTBP1",0.287990309,"CTBP1"
"4777",-0.003977783,"148709","LOC148709",NA,NA
"4778",-0.027474973,"148738","HJV",NA,NA
"4779",-0.051854997,"148741","ANKRD35",NA,NA
"4780",-0.062808508,"148753","FAM163A",NA,NA
"4781",0.010503175,"148756","OVAAL",NA,NA
"4782",0.021480093,"148789","B3GALNT2",NA,NA
"4783",0.070604287,"1488","CTBP2",0.157069748,"CTBP2"
"4784",0.236517315,"148808","MFSD4A",NA,NA
"4785",0.028604334,"148811","PM20D1",NA,NA
"4786",-0.039201429,"148823","GCSAML",NA,NA
"4787",-0.000243707,"148824","GCSAML-AS1",NA,NA
"4788",-0.032823832,"148867","SLC30A7",NA,NA
"4789",-0.059152971,"148870","CCDC27",NA,NA
"4790",-0.064207765,"148898","ZNF436-AS1",NA,NA
"4791",-0.178241609,"1489","CTF1",-0.136003114,"CTF1"
"4792",-0.055302138,"148930","KNCN",NA,NA
"4793",-0.055900638,"148932","MOB3C",NA,NA
"4794",0.069772281,"148979","GLIS1",NA,NA
"4795",-0.171920137,"1490","CCN2",-0.114609192,"CCN2"
"4796",-0.056595579,"149018","LELP1",NA,NA
"4797",0.051036947,"149041","RC3H1",NA,NA
"4798",-0.062150656,"149047","MGC27382",NA,NA
"4799",-0.155001706,"149069","DCDC2B",NA,NA
"4800",-0.033048945,"149076","ZNF362",NA,NA
"4801",-0.030698353,"149086","LDC1P",NA,NA
"4802",-0.044944073,"149095","DCST1",NA,NA
"4803",-0.021374464,"1491","CTH",0.021077404,"CTH"
"4804",0.283023365,"149111","CNIH3",0.078313337,"CNIH3"
"4805",-0.265949853,"149134","LINC01341",NA,NA
"4806",0.070447448,"149175","MANEAL",NA,NA
"4807",-0.023002319,"149233","IL23R",NA,NA
"4808",0.032314824,"149297","FAM78B",NA,NA
"4809",-0.049174605,"1493","CTLA4",NA,NA
"4810",-0.062274379,"149345","SHISA4",NA,NA
"4811",0.187335934,"149371","EXOC8",NA,NA
"4812",-0.060716827,"149373","LOC149373",NA,NA
"4813",0.026354572,"149420","PDIK1L",NA,NA
"4814",-0.021746495,"149428","BNIPL",NA,NA
"4815",-0.055317793,"149461","CLDN19",NA,NA
"4816",-0.069525794,"149465","CFAP57",NA,NA
"4817",0.015782406,"149466","C1orf210",NA,NA
"4818",-0.008512674,"149473","CCDC24",NA,NA
"4819",-0.031948553,"149478","BTBD19",NA,NA
"4820",-0.039996442,"149483","CCDC17",NA,NA
"4821",-0.19150838,"149499","LRRC71",NA,NA
"4822",-0.031442813,"1495","CTNNA1",-0.072278095,"CTNNA1"
"4823",-0.090825282,"149563","SRARP",NA,NA
"4824",0.122441966,"1496","CTNNA2",0.110160151,"CTNNA2"
"4825",0.079057816,"149603","RNF187",-0.009999116,"RNF187"
"4826",0.024505944,"149620","CHIAP2",NA,NA
"4827",-0.030206416,"149628","PYHIN1",NA,NA
"4828",-0.03178461,"149643","SPATA45",NA,NA
"4829",-0.106347936,"149647","FAM71A",NA,NA
"4830",-0.014005812,"149684","LOC149684",NA,NA
"4831",-0.06944007,"149685","ADIG",NA,NA
"4832",0.003234295,"149699","GTSF1L",NA,NA
"4833",0.005821598,"1497","CTNS",-0.178707118,"CTNS"
"4834",-0.028519899,"149708","WFDC5",NA,NA
"4835",-0.038665885,"149773","APCDD1L-DT",NA,NA
"4836",-0.019344961,"149775","GNAS-AS1",NA,NA
"4837",-0.027139109,"149830","PRNT",NA,NA
"4838",-0.063918211,"149837","LINC00654",NA,NA
"4839",0.009718523,"149840","SHLD1",NA,NA
"4840",0.09389117,"1499","CTNNB1",0.147521781,"CTNNB1"
"4841",0.021223036,"149951","COMMD7",NA,NA
"4842",-0.001998316,"149954","BPIFB4",NA,NA
"4843",-0.065126432,"149986","LSM14B",NA,NA
"4844",-0.018461306,"149998","LIPI",NA,NA
"4845",-0.078125105,"15","AANAT",0.001266995,"AANAT"
"4846",0.054553691,"150","ADRA2A",0.0563869,"ADRA2A"
"4847",-0.02446236,"150000","ABCC13",NA,NA
"4848",-0.023793649,"150051","LOC150051",NA,NA
"4849",-0.019542255,"150082","LCA5L",NA,NA
"4850",-0.05087417,"150084","IGSF5",NA,NA
"4851",0.050992372,"1501","CTNND2",0.215170809,"CTNND2"
"4852",-0.012437643,"150135","LINC00479",NA,NA
"4853",0.017480802,"150142","ZNF295-AS1",NA,NA
"4854",-0.010551084,"150147","UMODL1-AS1",NA,NA
"4855",0.007955756,"150159","SLC9B1",NA,NA
"4856",-0.029980797,"150160","CCT8L2",NA,NA
"4857",-0.005063886,"150197","LINC00896",NA,NA
"4858",-0.076691456,"150209","AIFM3",NA,NA
"4859",-0.007435036,"150223","YDJC",NA,NA
"4860",-0.005072003,"150244","ZDHHC8P1",NA,NA
"4861",-0.047769626,"150248","C22orf15",NA,NA
"4862",-0.037599832,"150274","HSCB",NA,NA
"4863",0.106065367,"150275","CCDC117",NA,NA
"4864",-0.018518642,"150280","HORMAD2",NA,NA
"4865",-0.029174236,"150290","DUSP18",NA,NA
"4866",-0.05924509,"150291","MORC2-AS1",NA,NA
"4867",-0.004013955,"150297","C22orf42",NA,NA
"4868",0.109442239,"1503","CTPS1",0.041828413,"CTPS1"
"4869",-0.029082427,"150350","ENTHD1",NA,NA
"4870",-0.049513771,"150353","DNAJB7",NA,NA
"4871",-0.03823855,"150356","CHADL",NA,NA
"4872",-0.028168486,"150365","MEI1",NA,NA
"4873",-0.024484656,"150368","PHETA2",NA,NA
"4874",-0.062765016,"150372","NFAM1",NA,NA
"4875",-0.077854616,"150379","PNPLA5",NA,NA
"4876",0.040422042,"150381","PRR34-AS1",NA,NA
"4877",-0.118973955,"150383","CDPF1",NA,NA
"4878",0.001706629,"150384","GTSE1-DT",NA,NA
"4879",-0.053618422,"150465","TTL",NA,NA
"4880",0.006295392,"150468","CKAP2L",NA,NA
"4881",-0.045646217,"150538","SATB2-AS1",NA,NA
"4882",0.306249355,"150568","LINC01102",NA,NA
"4883",-0.044345039,"150572","SMYD1",NA,NA
"4884",-0.019941738,"150577","LINC01104",NA,NA
"4885",-0.027616977,"150590","C2orf15",NA,NA
"4886",0.001382706,"150596","LINC01931",NA,NA
"4887",-0.044881245,"1506","CTRL",-0.045284889,"CTRL"
"4888",0.075277459,"150622","SILC1",NA,NA
"4889",-0.07740291,"150677","OTOS",NA,NA
"4890",-0.02582193,"150678","COPS9",NA,NA
"4891",-0.016432603,"150684","COMMD1",NA,NA
"4892",-0.012529638,"150696","PROM2",NA,NA
"4893",-0.045243569,"150709","ANKAR",NA,NA
"4894",0.068004147,"150726","FBXO41",NA,NA
"4895",0.010256428,"150737","TTC30B",NA,NA
"4896",0.036943833,"150771","ITPRIPL1",NA,NA
"4897",0.089848136,"1508","CTSB",NA,NA
"4898",0.173782179,"150864","FAM117B",NA,NA
"4899",-0.067010534,"1509","CTSD",-0.07458751,"CTSD"
"4900",-0.186605372,"150946","GAREM2",NA,NA
"4901",-0.020070638,"150962","PUS10",NA,NA
"4902",0.297948225,"150967","LINC01963",-0.043895511,"LINC01963"
"4903",-0.046140204,"150992","LINC00309",NA,NA
"4904",-0.034544701,"151","ADRA2B",NA,NA
"4905",-0.014957098,"1510","CTSE",0.085724834,"CTSE"
"4906",0.031984834,"151011","SEPTIN10",-0.398685221,"SEPTIN10"
"4907",0.005522245,"151050","KANSL1L",NA,NA
"4908",-0.022445979,"151056","PLB1",NA,NA
"4909",-0.045416688,"1511","CTSG",-0.025938833,"CTSG"
"4910",0.00014662,"151112","ZSWIM2",NA,NA
"4911",-0.006748573,"151121","LINC01854",NA,NA
"4912",0.310652706,"151126","ZNF385B",NA,NA
"4913",-0.170947451,"151171","LINC01107",NA,NA
"4914",-0.027825053,"151174","LINC02610",NA,NA
"4915",-0.045434157,"151176","ERFE",NA,NA
"4916",-0.059647561,"151188","ARL6IP6",NA,NA
"4917",-0.037865223,"151194","METTL21A",NA,NA
"4918",-0.004404755,"151195","CCNYL1",NA,NA
"4919",-0.075673865,"1512","CTSH",-0.229371778,"CTSH"
"4920",-0.028200241,"151242","PPP1R1C",NA,NA
"4921",0.02266695,"151246","SGO2",NA,NA
"4922",-0.001593016,"151254","C2CD6",NA,NA
"4923",-0.144463162,"151258","SLC38A11",NA,NA
"4924",-0.02351323,"151278","CCDC140",NA,NA
"4925",-0.003054158,"151295","SLC23A3",NA,NA
"4926",-0.035559767,"1513","CTSK",0.006764553,"CTSK"
"4927",-0.088572787,"151300","LINC00608",NA,NA
"4928",-0.04784998,"151306","GPBAR1",NA,NA
"4929",0.016666646,"151354","LRATD1",NA,NA
"4930",0.046611404,"151393","RMDN2",NA,NA
"4931",-0.023359081,"1514","CTSL",-0.037292735,"CTSL"
"4932",-0.060352333,"151449","GDF7",0.005782845,"GDF7"
"4933",0.179914237,"151473","SLC16A14",NA,NA
"4934",0.008828698,"151477","LINC00471",NA,NA
"4935",-0.03918622,"151484","GCSIR",NA,NA
"4936",0.025574091,"1515","CTSV",-0.152880437,"CTSV"
"4937",-0.037248979,"151516","ASPRV1",NA,NA
"4938",0.132302288,"151525","WDSUB1",NA,NA
"4939",0.049077181,"151531","UPP2",NA,NA
"4940",-0.041778069,"151534","LBX2-AS1",NA,NA
"4941",0.122066368,"151556","GPR155",NA,NA
"4942",-0.00077467,"151613","TTC14",NA,NA
"4943",0.12727944,"151636","DTX3L",NA,NA
"4944",0.011724945,"151647","TAFA4",NA,NA
"4945",0.043159485,"151648","SGO1",NA,NA
"4946",-0.021454516,"151649","PP2D1",NA,NA
"4947",0.030749686,"151651","EFHB",NA,NA
"4948",-0.035418818,"151658","LINC00635",NA,NA
"4949",0.073058526,"151742","PPM1L",NA,NA
"4950",0.020957608,"151760","LOC151760",NA,NA
"4951",-0.012789028,"151790","WDR49",NA,NA
"4952",-0.066942922,"151827","LRRC34",NA,NA
"4953",0.033160236,"151835","CPNE9",NA,NA
"4954",-0.189709933,"151871","DPPA2",NA,NA
"4955",-0.058977668,"151877","MAGI1-IT1",NA,NA
"4956",-0.06834482,"151887","CCDC80",NA,NA
"4957",-0.028739032,"151888","BTLA",NA,NA
