"","Maycox_SchizEffectSize","EntrezGeneID","GeneSymbol","Iwamoto_SchizEffectSize","GeneSymbol"
"9840",-0.077103626,"348110","ARPIN",NA,NA
"9841",-0.019043216,"348180","CTU2",NA,NA
"9842",-0.036280515,"3482","IGF2R",-0.026402745,"IGF2R"
"9843",0.029270203,"348235","SKA2",NA,NA
"9844",-0.04570375,"348262","MCRIP1",NA,NA
"9845",-0.105824364,"3483","IGFALS",-0.058008917,"IGFALS"
"9846",-0.048963719,"348327","ZNF530",NA,NA
"9847",-0.064691537,"348378","SHISAL2A",NA,NA
"9848",0.050574838,"3484","IGFBP1",0.054789612,"IGFBP1"
"9849",-0.039318658,"3485","IGFBP2",-0.076110656,"IGFBP2"
"9850",-0.067936842,"3486","IGFBP3",0.016216479,"IGFBP3"
"9851",-0.041883121,"348645","C22orf34",NA,NA
"9852",-0.034060419,"348654","GEN1",NA,NA
"9853",-0.028288593,"3487","IGFBP4",0.084313975,"IGFBP4"
"9854",0.062357455,"348751","FTCDNL1",NA,NA
"9855",-0.11077237,"348761","SPATA3-AS1",NA,NA
"9856",-0.009568933,"348793","WDR53",NA,NA
"9857",-0.111944262,"3488","IGFBP5",-0.132353108,"IGFBP5"
"9858",0.059026544,"348801","LNP1",NA,NA
"9859",-0.098825712,"348807","CFAP100",NA,NA
"9860",-0.006580384,"348808","NPHP3-AS1",NA,NA
"9861",-0.013385334,"348825","TPRXL",NA,NA
"9862",-0.102253415,"3489","IGFBP6",-0.026139423,"IGFBP6"
"9863",-0.106410694,"348932","SLC6A18",NA,NA
"9864",-0.045214757,"348938","NIPAL4",NA,NA
"9865",0.176776721,"348980","HCN1",NA,NA
"9866",-0.047038152,"348995","NUP43",NA,NA
"9867",-0.363633208,"3490","IGFBP7",-0.112258885,"IGFBP7"
"9868",-0.171002216,"349075","ZNF713",NA,NA
"9869",-0.188868143,"3491","CCN1",-0.011864181,"CCN1"
"9870",-0.062086879,"349136","WDR86",NA,NA
"9871",-0.039583197,"349391","CYCSP44",NA,NA
"9872",-0.071145433,"349408","TLR8-AS1",NA,NA
"9873",-0.056957683,"3495","IGHD",-0.005936976,"IGHD"
"9874",-0.040569509,"349565","NMNAT3",NA,NA
"9875",-0.071834723,"349667","RTN4RL2",NA,NA
"9876",-0.080369041,"3497","IGHE",NA,NA
"9877",-0.122747628,"35","ACADS",-0.129962563,"ACADS"
"9878",-0.087787735,"350","APOH",0.036805103,"APOH"
"9879",-0.100329444,"3507","IGHM",0.035127296,"IGHM"
"9880",0.000283106,"3508","IGHMBP2",-0.031158591,"IGHMBP2"
"9881",0.071450907,"351","APP",0.05119584,"APP"
"9882",-0.000949586,"3512","JCHAIN",-0.079659158,"JCHAIN"
"9883",-0.246822686,"3514","IGKC",-0.033710375,"IGKC"
"9884",0.041976182,"3516","RBPJ",-0.162782758,"RBPJ"
"9885",-0.062533494,"352909","DNAAF3",NA,NA
"9886",0.041710369,"352954","CASTOR3",NA,NA
"9887",-0.020589234,"352961","HCG26",0.005081547,"HCG26"
"9888",0.004115017,"352990","HCP5B",NA,NA
"9889",0.005181619,"352999","C6orf58",NA,NA
"9890",-0.063990859,"353","APRT",-0.106223916,"APRT"
"9891",0.028544421,"353088","ZNF429",NA,NA
"9892",-0.015423324,"353116","RILPL1",NA,NA
"9893",-0.054306919,"353132","LCE1B",NA,NA
"9894",-0.116629367,"353149","TBC1D26",NA,NA
"9895",-0.022017332,"353174","ZACN",NA,NA
"9896",0.016231152,"353189","SLCO4C1",NA,NA
"9897",-0.058045938,"353219","KAAG1",NA,NA
"9898",-0.022112488,"353274","ZNF445",NA,NA
"9899",-0.041365225,"353299","RGSL1",NA,NA
"9900",0.241651027,"353322","ANKRD37",NA,NA
"9901",-0.120581065,"353324","SPATA12",NA,NA
"9902",0.068431289,"353355","ZNF233",NA,NA
"9903",-0.030587746,"353497","POLN",NA,NA
"9904",-0.034195127,"353500","BMP8A",-0.08359926,"BMP8A"
"9905",-0.051934662,"353514","LILRA5",NA,NA
"9906",-0.029666745,"354","KLK3",0.006932116,"KLK3"
"9907",-0.080332298,"3543","IGLL1",-0.013662623,"IGLL1"
"9908",-0.058137019,"3547","IGSF1",-0.100198664,"IGSF1"
"9909",-0.114624108,"3549","IHH",-0.06163985,"IHH"
"9910",-0.003413614,"355","FAS",-0.036234363,"FAS"
"9911",0.030878372,"3550","IK",0.059130745,"IK"
"9912",-0.028531288,"3551","IKBKB",-0.097398382,"IKBKB"
"9913",-0.059077568,"3552","IL1A",NA,NA
"9914",0.009578795,"3553","IL1B",0.089533711,"IL1B"
"9915",-0.038954886,"3554","IL1R1",0.103927226,"IL1R1"
"9916",-0.014026861,"3556","IL1RAP",-0.066722865,"IL1RAP"
"9917",-0.040004218,"3557","IL1RN",-0.090435312,"IL1RN"
"9918",-0.002412594,"3558","IL2",-0.016953523,"IL2"
"9919",-0.022076341,"3559","IL2RA",-0.01304239,"IL2RA"
"9920",-0.016966043,"356","FASLG",-0.009038086,"FASLG"
"9921",-0.023793653,"3560","IL2RB",-0.01003419,"IL2RB"
"9922",-0.043431566,"3561","IL2RG",0.014286619,"IL2RG"
"9923",-0.090705688,"3562","IL3",0.058723544,"IL3"
"9924",-0.092040484,"3563","IL3RA",0.085943382,"IL3RA"
"9925",-0.056233702,"3565","IL4",0.031867044,"IL4"
"9926",-0.03059461,"3566","IL4R",0.145834304,"IL4R"
"9927",-0.053382797,"3567","IL5",-0.031193476,"IL5"
"9928",-0.033312293,"3568","IL5RA",0.056094508,"IL5RA"
"9929",-0.079938325,"3569","IL6",0.204929462,"IL6"
"9930",0.158139791,"357","SHROOM2",0.03858469,"SHROOM2"
"9931",-0.078268298,"3570","IL6R",0.005002388,"IL6R"
"9932",0.023799171,"3572","IL6ST",0.042862698,"IL6ST"
"9933",-0.037002907,"3574","IL7",0.003102378,"IL7"
"9934",-0.115801576,"3575","IL7R",0.02101534,"IL7R"
"9935",-0.136964968,"3576","CXCL8",0.0842377,"CXCL8"
"9936",-0.040989792,"3577","CXCR1",-0.01567398,"CXCR1"
"9937",-0.045919044,"3578","IL9",-0.000740513,"IL9"
"9938",-0.10077981,"3579","CXCR2",0.002905253,"CXCR2"
"9939",-0.041562936,"358","AQP1",-0.016321955,"AQP1"
"9940",-0.031374277,"3586","IL10",-0.012094943,"IL10"
"9941",0.012511142,"3587","IL10RA",-0.010541469,"IL10RA"
"9942",0.106988005,"3588","IL10RB",-0.008348648,"IL10RB"
"9943",-0.063523822,"3589","IL11",0.057583565,"IL11"
"9944",-0.017050116,"359","AQP2",-0.052982573,"AQP2"
"9945",-0.017167708,"3590","IL11RA",-0.027075328,"IL11RA"
"9946",-0.105219715,"3592","IL12A",0.034035141,"IL12A"
"9947",0.01647994,"3593","IL12B",-0.083389634,"IL12B"
"9948",-0.055903319,"3594","IL12RB1",-0.022392462,"IL12RB1"
"9949",-0.000196397,"3595","IL12RB2",0.049415206,"IL12RB2"
"9950",-0.132670609,"3596","IL13",0.041437864,"IL13"
"9951",0.091060839,"3597","IL13RA1",0.051727057,"IL13RA1"
"9952",0.05125453,"3598","IL13RA2",-0.032016726,"IL13RA2"
"9953",0.121713903,"359809","PEG13",NA,NA
"9954",0.10056288,"359845","RFLNB",NA,NA
"9955",-0.020040135,"359948","IRF2BP2",NA,NA
"9956",0.02635385,"36","ACADSB",0.111566064,"ACADSB"
"9957",-0.033782951,"360","AQP3",0.010021117,"AQP3"
"9958",0.010673831,"3600","IL15",0.114592489,"IL15"
"9959",-0.081769404,"360015","RFTN1P1",NA,NA
"9960",0.147938697,"360023","ZBTB41",NA,NA
"9961",-0.084490788,"3601","IL15RA",0.022416605,"IL15RA"
"9962",-0.037064404,"360174","CYCSP19",NA,NA
"9963",-0.092993843,"360205","PRAC2",NA,NA
"9964",-0.019106069,"3603","IL16",0.017371358,"IL16"
"9965",-0.035794096,"3604","TNFRSF9",0.029140084,"TNFRSF9"
"9966",-0.043523493,"3605","IL17A",-0.03662205,"IL17A"
"9967",-0.029501296,"3606","IL18",0.047835274,"IL18"
"9968",0.015129179,"3607","FOXK2",-0.015091278,"FOXK2"
"9969",0.011055006,"3608","ILF2",0.035960225,"ILF2"
"9970",0.013934941,"3609","ILF3",-0.050463422,"ILF3"
"9971",-0.055692766,"361","AQP4",0.11276322,"AQP4"
"9972",-0.046331855,"3611","ILK",-0.047472161,"ILK"
"9973",0.121083371,"3612","IMPA1",0.072750848,"IMPA1"
"9974",-0.057230051,"3613","IMPA2",-0.019252633,"IMPA2"
"9975",0.071106988,"3614","IMPDH1",-0.007040229,"IMPDH1"
"9976",0.052912923,"3615","IMPDH2",0.003910702,"IMPDH2"
"9977",0.055403239,"3617","IMPG1",0.068201046,"IMPG1"
"9978",0.011793475,"3619","INCENP",NA,NA
"9979",-0.057998775,"362","AQP5",0.022586087,"AQP5"
"9980",0.01548407,"3620","IDO1",0.074953797,"IDO1"
"9981",0.072511607,"3621","ING1",0.059552913,"ING1"
"9982",-0.006819916,"3622","ING2",-0.019690375,"ING2"
"9983",-0.028786325,"3623","INHA",-0.003035241,"INHA"
"9984",-0.027527111,"3624","INHBA",0.015970574,"INHBA"
"9985",-0.15200813,"3625","INHBB",0.125362982,"INHBB"
"9986",0.012663366,"3626","INHBC",0.084016259,"INHBC"
"9987",-0.030792005,"3627","CXCL10",-0.042598942,"CXCL10"
"9988",0.061630169,"3628","INPP1",-0.08596775,"INPP1"
"9989",-0.055189244,"363","AQP6",0.084555094,"AQP6"
"9990",-0.117958514,"3630","INS",0.12672821,"INS"
"9991",0.156981919,"3631","INPP4A",-0.009320659,"INPP4A"
"9992",0.056973089,"3632","INPP5A",-0.079068626,"INPP5A"
"9993",-0.034400482,"3633","INPP5B",0.003390602,"INPP5B"
"9994",0.027986107,"3635","INPP5D",-0.053155995,"INPP5D"
"9995",-0.089781501,"3636","INPPL1",-0.157189509,"INPPL1"
"9996",0.015747486,"3638","INSIG1",-0.203518062,"INSIG1"
"9997",-0.009724023,"3640","INSL3",0.016419735,"INSL3"
"9998",-0.019102584,"3641","INSL4",0.002280916,"INSL4"
"9999",0.065899448,"3642","INSM1",0.013117518,"INSM1"
"10000",-0.045176845,"3643","INSR",-0.10016817,"INSR"
"10001",-0.129174798,"3645","INSRR",NA,NA
"10002",0.057963574,"3646","EIF3E",NA,NA
"10003",-0.123875658,"3651","PDX1",-0.099943171,"PDX1"
"10004",-0.033305616,"3652","IPP",NA,NA
"10005",0.112251075,"3653","IPW",-0.118142997,"IPW"
"10006",0.056454,"3654","IRAK1",-0.03400413,"IRAK1"
"10007",-0.045316638,"3655","ITGA6",-0.042749317,"ITGA6"
"10008",-0.046438729,"3656","IRAK2",NA,NA
"10009",0.025912047,"3658","IREB2",-0.019813125,"IREB2"
"10010",-0.082514407,"3659","IRF1",-0.032633767,"IRF1"
"10011",-0.153323733,"366","AQP9",0.030172577,"AQP9"
"10012",0.006356134,"3660","IRF2",-0.0237573,"IRF2"
"10013",0.030577734,"3661","IRF3",-0.050673186,"IRF3"
"10014",-0.030175152,"3662","IRF4",-0.066864602,"IRF4"
"10015",-0.073475357,"3663","IRF5",0.020832623,"IRF5"
"10016",0.00517153,"3664","IRF6",0.092841145,"IRF6"
"10017",0.040524839,"3665","IRF7",0.027726285,"IRF7"
"10018",0.150939352,"3667","IRS1",0.169378056,"IRS1"
"10019",-0.055346293,"3669","ISG20",0.044959163,"ISG20"
"10020",-0.020331678,"367","AR",0.025059316,"AR"
"10021",-0.015871114,"3670","ISL1",0.049209175,"ISL1"
"10022",-0.098486855,"3671","ISLR",0.001242827,"ISLR"
"10023",-0.070754688,"3672","ITGA1",0.120638361,"ITGA1"
"10024",0.064430744,"3673","ITGA2",-0.058055709,"ITGA2"
"10025",-0.027788882,"3674","ITGA2B",0.09591187,"ITGA2B"
"10026",-0.008043446,"3675","ITGA3",0.00019217,"ITGA3"
"10027",0.011782888,"3676","ITGA4",-0.033922193,"ITGA4"
"10028",-0.08553508,"3678","ITGA5",0.001302599,"ITGA5"
"10029",-0.230319773,"3679","ITGA7",-0.01659409,"ITGA7"
"10030",-0.062936582,"368","ABCC6",0.027688319,"ABCC6"
"10031",0.050788885,"3680","ITGA9",0.031334898,"ITGA9"
"10032",-0.04620086,"3681","ITGAD",-0.005414397,"ITGAD"
"10033",0.011699731,"3682","ITGAE",0.139546409,"ITGAE"
"10034",-0.005721414,"3683","ITGAL",-0.06374686,"ITGAL"
"10035",0.081557306,"3684","ITGAM",-0.126227209,"ITGAM"
"10036",-0.067038646,"3685","ITGAV",-0.025755905,"ITGAV"
"10037",-0.04936307,"3687","ITGAX",-0.09210613,"ITGAX"
"10038",0.166258779,"3689","ITGB2",-0.030413761,"ITGB2"
"10039",-0.011126818,"369","ARAF",-0.05552255,"ARAF"
"10040",-0.026260725,"3690","ITGB3",-0.026617074,"ITGB3"
"10041",-0.08629867,"3691","ITGB4",-0.094160116,"ITGB4"
"10042",0.016331915,"3692","EIF6",-0.043315519,"EIF6"
"10043",-0.064502286,"3693","ITGB5",-0.069758877,"ITGB5"
"10044",-0.023848246,"3694","ITGB6",0.065729386,"ITGB6"
"10045",-0.140241472,"3695","ITGB7",0.003300864,"ITGB7"
"10046",-0.020283946,"3696","ITGB8",0.088845739,"ITGB8"
"10047",-0.028904274,"3697","ITIH1",0.011525007,"ITIH1"
"10048",-0.180638515,"3698","ITIH2",-0.128802055,"ITIH2"
"10049",-0.066360946,"3699","ITIH3",0.032630966,"ITIH3"
"10050",-0.153252736,"37","ACADVL",-0.039473748,"ACADVL"
"10051",-0.130483731,"3700","ITIH4",0.17831491,"ITIH4"
"10052",0.020239659,"3702","ITK",-0.015412143,"ITK"
"10053",0.013404095,"3703","STT3A",-0.029824782,"STT3A"
"10054",-0.003681546,"3704","ITPA",0.035843923,"ITPA"
"10055",-0.077423543,"3705","ITPK1",-0.040722664,"ITPK1"
"10056",0.105041994,"3706","ITPKA",-0.056513824,"ITPKA"
"10057",-0.099230237,"3707","ITPKB",-0.140028007,"ITPKB"
"10058",0.276299753,"3708","ITPR1",0.202300589,"ITPR1"
"10059",-0.078298824,"3709","ITPR2",-0.0329676,"ITPR2"
"10060",-0.124859318,"3710","ITPR3",-0.025945513,"ITPR3"
"10061",-0.02173202,"3712","IVD",0.064850551,"IVD"
"10062",-0.069310274,"3713","IVL",0.049631673,"IVL"
"10063",-0.023363131,"3714","JAG2",-0.05145528,"JAG2"
"10064",0.026964714,"3716","JAK1",0.05541669,"JAK1"
"10065",0.101249039,"3717","JAK2",0.141735516,"JAK2"
"10066",0.003024505,"3718","JAK3",0.007835852,"JAK3"
"10067",0.105796182,"372","ARCN1",0.070886489,"ARCN1"
"10068",-0.02031437,"3720","JARID2",0.139248939,"JARID2"
"10069",-0.04000534,"3725","JUN",0.010544174,"JUN"
"10070",-0.256970052,"3726","JUNB",-0.234729829,"JUNB"
"10071",-0.065410422,"3727","JUND",-0.037206463,"JUND"
"10072",-0.116573448,"3728","JUP",-0.134251793,"JUP"
"10073",0.269537374,"373","TRIM23",0.023133417,"TRIM23"
"10074",0.14015777,"3730","ANOS1",0.020291706,"ANOS1"
"10075",-0.108118518,"373156","GSTK1",NA,NA
"10076",-0.08180101,"3732","CD82",NA,NA
"10077",-0.012741917,"3734","ANOS2P",NA,NA
"10078",0.02756035,"3735","KARS1",0.106937807,"KARS1"
"10079",0.14080403,"3736","KCNA1",-0.012366891,"KCNA1"
"10080",0.027564728,"3737","KCNA2",NA,NA
"10081",-0.126376582,"373861","H1-9",NA,NA
"10082",0.046503008,"3739","KCNA4",0.044451687,"KCNA4"
"10083",-0.038983223,"374","AREG",0.044510861,"AREG"
"10084",0.003901013,"3741","KCNA5",0.056643878,"KCNA5"
"10085",0.035438311,"3742","KCNA6",-0.064558333,"KCNA6"
"10086",0.198437619,"374291","NDUFS7",-0.034197958,"NDUFS7"
"10087",-0.110687724,"3743","KCNA7",NA,NA
"10088",0.008301405,"374354","NHLRC2",NA,NA
"10089",-0.037477718,"374355","CCDC172",NA,NA
"10090",0.11454817,"374378","GALNT18",NA,NA
"10091",-0.120159375,"374387","LINC02716",NA,NA
"10092",-0.024421899,"374393","FAM111B",NA,NA
"10093",-0.021399037,"374395","TMEM179B",NA,NA
"10094",-0.044549629,"3744","KCNA10",NA,NA
"10095",-0.08690824,"374403","TBC1D10C",NA,NA
"10096",-0.091039852,"374407","DNAJB13",NA,NA
"10097",0.041860799,"374443","LOC374443",NA,NA
"10098",-0.09099754,"374454","KRT77",NA,NA
"10099",-0.022117923,"374470","C12orf42",NA,NA
"10100",-0.016294893,"374491","TPTE2P6",NA,NA
"10101",0.068127567,"3745","KCNB1",0.283191094,"KCNB1"
"10102",-0.066477666,"374569","ASPG",NA,NA
"10103",0.138785956,"3746","KCNC1",0.10409591,"KCNC1"
"10104",-0.031133713,"374618","TEX9",NA,NA
"10105",-0.150195944,"374654","KIF7",NA,NA
"10106",-0.105970896,"374655","ZNF710",0.062500358,"ZNF710"
"10107",-0.038287715,"374659","HDDC3",NA,NA
"10108",-0.103664179,"3747","KCNC2",NA,NA
"10109",-0.081481805,"374739","TEPP",NA,NA
"10110",-0.17690266,"374768","SPEM1",NA,NA
"10111",0.023427421,"374786","EFCAB5",NA,NA
"10112",-0.104769065,"3748","KCNC3",-0.033074157,"KCNC3"
"10113",-0.100281148,"374819","LRRC37A3",NA,NA
"10114",-0.05357966,"374860","ANKRD30B",NA,NA
"10115",0.004862236,"374864","CCDC178",NA,NA
"10116",0.007403633,"374868","ATP9B",0.052605969,"ATP9B"
"10117",0.038724296,"374875","HSD11B1L",NA,NA
"10118",-0.039738558,"374877","TEX45",NA,NA
"10119",-0.023008272,"374882","TMEM205",NA,NA
"10120",0.021393857,"374887","YJEFN3",NA,NA
"10121",-0.125476482,"374897","SBSN",NA,NA
"10122",-0.001717896,"374899","ZNF829",NA,NA
"10123",0.065753094,"3749","KCNC4",-0.100170719,"KCNC4"
"10124",-0.003990998,"374900","ZNF568",NA,NA
"10125",-0.122555196,"374907","B3GNT8",NA,NA
"10126",-0.045210846,"374918","IGFL1",NA,NA
"10127",-0.082567285,"374920","ZSWIM9",NA,NA
"10128",-0.082044719,"374946","DRAXIN",NA,NA
"10129",-0.095257226,"374955","SPATA21",NA,NA
"10130",0.103391405,"374969","SVBP",NA,NA
"10131",-0.005991092,"374973","TEX38",NA,NA
"10132",0.175456101,"374986","MIGA1",NA,NA
"10133",0.009684106,"374987","NEXN-AS1",NA,NA
"10134",0.003708963,"375","ARF1",0.009991326,"ARF1"
"10135",-0.004603199,"3750","KCND1",0.016007411,"KCND1"
"10136",-0.127147927,"375033","PEAR1",NA,NA
"10137",0.066630796,"375035","SFT2D2",0.044872378,"SFT2D2"
"10138",0.066069016,"375056","MIA3",0.047186189,"MIA3"
"10139",-0.083295048,"375057","STUM",-0.114687465,"STUM"
"10140",0.0716503,"375061","FAM89A",NA,NA
"10141",0.270861614,"3751","KCND2",0.179691822,"KCND2"
"10142",0.028454792,"375189","PFN4",NA,NA
"10143",-0.024697799,"375190","FAM228B",NA,NA
"10144",0.006170231,"375196","LOC375196",NA,NA
"10145",0.066048353,"3752","KCND3",0.106883137,"KCND3"
"10146",-0.024271125,"375287","RBM43",NA,NA
"10147",-0.039824536,"375295","LINC01116",NA,NA
"10148",0.055839866,"375323","LHFPL4",NA,NA
"10149",-0.038292504,"375341","C3orf62",NA,NA
"10150",-0.085835671,"375346","STIMATE",-0.020155413,"STIMATE"
"10151",-0.026434343,"375387","NRROS",NA,NA
"10152",-0.076318713,"3754","KCNF1",-0.084971984,"KCNF1"
"10153",0.029257704,"375444","C5orf34",NA,NA
"10154",-0.02865068,"375449","MAST4",0.047237132,"MAST4"
"10155",0.120916532,"375484","SIMC1",NA,NA
"10156",0.001769257,"3755","KCNG1",0.191604483,"KCNG1"
"10157",-0.042225738,"375567","VWC2",NA,NA
"10158",-0.018783646,"3756","KCNH1",-0.058782133,"KCNH1"
"10159",-0.14237084,"375607","NAT16",NA,NA
"10160",-0.258524105,"375612","LHFPL3",NA,NA
"10161",-0.130518673,"375616","KCP",NA,NA
"10162",-0.065630605,"375686","SPATC1",NA,NA
"10163",0.075629934,"3757","KCNH2",0.001926451,"KCNH2"
"10164",-0.041977975,"375704","ENHO",NA,NA
"10165",-0.053692549,"375743","PTAR1",NA,NA
"10166",0.015371697,"375748","ERCC6L2",NA,NA
"10167",-0.062732429,"375757","SWI5",NA,NA
"10168",-0.126830823,"375759","C9orf50",NA,NA
"10169",-0.024105661,"375775","PNPLA7",NA,NA
"10170",-0.10830899,"375790","AGRN",-0.020875744,"AGRN"
"10171",-0.056144927,"375791","CYSRT1",NA,NA
"10172",-0.071624124,"3758","KCNJ1",0.036082571,"KCNJ1"
"10173",0.097735301,"3759","KCNJ2",0.00475972,"KCNJ2"
"10174",0.168465472,"3760","KCNJ3",0.283994819,"KCNJ3"
"10175",0.044765044,"3761","KCNJ4",0.082282756,"KCNJ4"
"10176",-0.070697752,"3762","KCNJ5",-0.017148658,"KCNJ5"
"10177",0.087395824,"376267","RAB15",NA,NA
"10178",0.198996329,"3763","KCNJ6",0.143825025,"KCNJ6"
"10179",-0.038122829,"3764","KCNJ8",-0.005982562,"KCNJ8"
"10180",-0.076905401,"376412","RNF126P1",NA,NA
"10181",-0.100582364,"376497","SLC27A1",NA,NA
"10182",0.114749234,"3765","KCNJ9",-0.07237894,"KCNJ9"
"10183",-0.129172133,"3766","KCNJ10",-0.123460854,"KCNJ10"
"10184",-0.054122422,"3767","KCNJ11",NA,NA
"10185",0.079524377,"3768","KCNJ12",-0.12399157,"KCNJ12"
"10186",-0.047215703,"3769","KCNJ13",0.015605481,"KCNJ13"
"10187",0.098768705,"376940","ZC3H6",NA,NA
"10188",0.08836752,"377","ARF3",0.025827067,"ARF3"
"10189",-0.047026888,"3770","KCNJ14",NA,NA
"10190",-0.023452155,"3772","KCNJ15",-0.022404669,"KCNJ15"
"10191",-0.276654007,"3773","KCNJ16",NA,NA
"10192",0.039599465,"3775","KCNK1",-0.088065063,"KCNK1"
"10193",-0.062360928,"3776","KCNK2",-0.002230059,"KCNK2"
"10194",-0.035078915,"377677","CA13",NA,NA
"10195",0.00475739,"3777","KCNK3",-0.048840478,"KCNK3"
"10196",-0.109089677,"3778","KCNMA1",0.023624013,"KCNMA1"
"10197",-0.023182035,"3779","KCNMB1",0.014356085,"KCNMB1"
"10198",0.026860822,"378","ARF4",-0.04491373,"ARF4"
"10199",0.033583056,"3780","KCNN1",0.000274674,"KCNN1"
"10200",0.05293414,"3781","KCNN2",NA,NA
"10201",-0.205538568,"3782","KCNN3",-0.116103914,"KCNN3"
"10202",-0.054219272,"3783","KCNN4",0.078997399,"KCNN4"
"10203",-0.092072024,"3784","KCNQ1",-0.046235933,"KCNQ1"
"10204",0.025106675,"3785","KCNQ2",0.193153268,"KCNQ2"
"10205",0.026385264,"3786","KCNQ3",-0.050148829,"KCNQ3"
"10206",-0.02244823,"3787","KCNS1",0.170696016,"KCNS1"
"10207",0.015164216,"378708","CENPS",0.092372633,"CENPS"
"10208",0.012821674,"3788","KCNS2",NA,NA
"10209",0.057018726,"378805","LINC-PINT",NA,NA
"10210",0.005749064,"378825","PICSAR",NA,NA
"10211",0.007607675,"378828","LINC00317",NA,NA
"10212",-0.03216003,"378832","COL18A1-AS1",NA,NA
"10213",-0.0266799,"378925","RNF148",NA,NA
"10214",0.024903416,"378938","MALAT1",NA,NA
"10215",-0.083175508,"379","ARL4D",-0.117846426,"ARL4D"
"10216",0.077168364,"3790","KCNS3",0.064701589,"KCNS3"
"10217",0.130827965,"379025","PSMA3-AS1",NA,NA
"10218",-0.037633233,"379034","LINC01181",NA,NA
"10219",-0.14464351,"3791","KDR",-0.002209697,"KDR"
"10220",-0.094864876,"3792","KEL",-0.001637521,"KEL"
"10221",-0.004278649,"3795","KHK",-0.003116795,"KHK"
"10222",0.04754644,"3796","KIF2A",0.020216822,"KIF2A"
"10223",0.235491956,"3797","KIF3C",0.08351429,"KIF3C"
"10224",-0.032826498,"3798","KIF5A",-0.103263394,"KIF5A"
"10225",-0.028806976,"3799","KIF5B",-0.035597789,"KIF5B"
"10226",-0.002501535,"38","ACAT1",-0.010207081,"ACAT1"
"10227",-0.066644387,"3800","KIF5C",0.008024199,"KIF5C"
"10228",-0.083980135,"3801","KIFC3",-0.034858826,"KIFC3"
"10229",-0.126906939,"3802","KIR2DL1",NA,NA
"10230",0.025004851,"3804","KIR2DL3",NA,NA
"10231",-0.06250883,"3805","KIR2DL4",0.053762111,"KIR2DL4"
"10232",-0.044067446,"3809","KIR2DS4",NA,NA
"10233",0.056852768,"381","ARF5",-0.155199615,"ARF5"
"10234",0.053143646,"3811","KIR3DL1",NA,NA
"10235",-0.141229772,"3812","KIR3DL2",-0.049899554,"KIR3DL2"
"10236",-0.063140709,"3814","KISS1",0.031179933,"KISS1"
"10237",0.271405843,"3815","KIT",-0.031395788,"KIT"
"10238",-0.117441262,"3816","KLK1",0.011504603,"KLK1"
"10239",-0.070996148,"3817","KLK2",-0.060084421,"KLK2"
"10240",-0.149627713,"3818","KLKB1",-0.091218925,"KLKB1"
"10241",-0.054756882,"382","ARF6",0.065680938,"ARF6"
"10242",-0.086164414,"3820","KLRB1",-0.015031169,"KLRB1"
"10243",-0.094242958,"3823","KLRC3",-0.046967366,"KLRC3"
"10244",-0.018164659,"3824","KLRD1",0.051310609,"KLRD1"
"10245",-0.027873429,"3827","KNG1",0.049538404,"KNG1"
"10246",-0.067984265,"383","ARG1",-0.043476067,"ARG1"
"10247",0.171536562,"3831","KLC1",-0.159136554,"KLC1"
"10248",0.074040098,"3832","KIF11",-0.014785809,"KIF11"
"10249",-0.068058645,"3833","KIFC1",0.038687114,"KIFC1"
"10250",0.062356412,"3834","KIF25",0.041415109,"KIF25"
"10251",-0.020630204,"3835","KIF22",-0.154928066,"KIF22"
"10252",0.066785231,"3836","KPNA1",-0.134379472,"KPNA1"
"10253",0.072247874,"3837","KPNB1",0.209717508,"KPNB1"
"10254",0.226199303,"3838","KPNA2",NA,NA
"10255",0.170375169,"3839","KPNA3",0.087391232,"KPNA3"
"10256",0.061226326,"384","ARG2",0.072026903,"ARG2"
"10257",0.156436907,"3840","KPNA4",-0.022098503,"KPNA4"
"10258",0.189451469,"3841","KPNA5",0.002273392,"KPNA5"
"10259",-0.027480381,"3842","TNPO1",-0.073529754,"TNPO1"
"10260",0.072219624,"3843","IPO5",0.125431717,"IPO5"
"10261",0.106641037,"3845","KRAS",0.147717253,"KRAS"
"10262",-0.119289306,"3846","KRTAP5-9",0.021206052,"KRTAP5-9"
"10263",-0.017517462,"3848","KRT1",0.085772959,"KRT1"
"10264",-0.118762031,"3849","KRT2",0.07424374,"KRT2"
"10265",-0.151249625,"3850","KRT3",NA,NA
"10266",-0.009193296,"3851","KRT4",0.003605485,"KRT4"
"10267",-0.085506919,"3852","KRT5",-0.095442575,"KRT5"
"10268",-0.023255412,"3853","KRT6A",0.043806501,"KRT6A"
"10269",-0.02921672,"3854","KRT6B",NA,NA
"10270",-0.037094744,"3855","KRT7",-0.151325681,"KRT7"
"10271",-0.123899484,"3857","KRT9",0.047576234,"KRT9"
"10272",0.007703133,"3858","KRT10",0.084080983,"KRT10"
"10273",-0.025894126,"3859","KRT12",-0.02549548,"KRT12"
"10274",-0.045437017,"3860","KRT13",0.047427477,"KRT13"
"10275",-0.121076291,"3861","KRT14",-0.116259485,"KRT14"
"10276",-0.066662988,"386597","RNF144A-AS1",NA,NA
"10277",-0.071114917,"3866","KRT15",0.081414743,"KRT15"
"10278",0.06124211,"386608","RNASEH2CP1",NA,NA
"10279",0.067904071,"386618","KCTD4",NA,NA
