"","Iwamoto_SchizEffectSize","EntrezGeneID","GeneSymbol","Iwamoto_SchizSamplingVariance","GeneSymbol"
"1792",-0.173338678,"219654","ZCCHC24",0.0358778070175746,"ZCCHC24"
"1793",-0.060830955,"219699","UNC5B",0.00401772339853185,"UNC5B"
"1794",0.007845332,"2197","FAU",0.00360148964290704,"FAU"
"1795",-0.008056706,"2199","FBLN2",0.00477638746181423,"FBLN2"
"1796",-0.010057523,"22","ABCB7",0.00374478366520198,"ABCB7"
"1797",0.05005477,"220","ALDH1A3",0.00783509309140541,"ALDH1A3"
"1798",-0.009482051,"2200","FBN1",0.00383400238461111,"FBN1"
"1799",0.090305043,"2201","FBN2",0.00435029241336453,"FBN2"
"1800",-0.190110936,"2202","EFEMP1",0.0285225478081963,"EFEMP1"
"1801",0.121415496,"220296","HEPACAM",0.00636636712618913,"HEPACAM"
"1802",0.052260541,"2203","FBP1",0.00537932016762019,"FBP1"
"1803",0.009925584,"2204","FCAR",0.00394621651708029,"FCAR"
"1804",-0.030555936,"2205","FCER1A",0.0031880275398823,"FCER1A"
"1805",0.021867978,"2206","MS4A2",0.00787415995669853,"MS4A2"
"1806",0.016127635,"2207","FCER1G",0.0182244939489508,"FCER1G"
"1807",-0.205987069,"220786","CDK7P1",0.0125116226172145,"CDK7P1"
"1808",0.028929327,"2208","FCER2",0.00444907859140567,"FCER2"
"1809",0.074518232,"220988","HNRNPA3",0.00665333994930184,"HNRNPA3"
"1810",-0.052579427,"221","ALDH3B1",0.00600604887595981,"ALDH3B1"
"1811",-0.040740905,"221037","JMJD1C",0.0039747987141654,"JMJD1C"
"1812",0.008047075,"221061","FAM171A1",0.0070117498311855,"FAM171A1"
"1813",0.171358905,"221154","MICU2",0.0209327544780416,"MICU2"
"1814",0.033260487,"2212","FCGR2A",0.00308008281253918,"FCGR2A"
"1815",0.120281422,"2213","FCGR2B",0.0069518430073875,"FCGR2B"
"1816",-0.028272792,"221395","ADGRF5",0.00950148604209654,"ADGRF5"
"1817",0.086565172,"2214","FCGR3A",0.0611194304748369,"FCGR3A"
"1818",0.116923905,"221443","OARD1",0.00549514935077624,"OARD1"
"1819",-0.057714606,"221692","PHACTR1",0.00395977067854474,"PHACTR1"
"1820",-0.144455454,"2217","FCGRT",0.00392539920768219,"FCGRT"
"1821",0.041619874,"221749","PXDC1",0.0072933470155643,"PXDC1"
"1822",0.00507596,"2218","FKTN",0.00731559301445396,"FKTN"
"1823",0.042278507,"221823","PRPS1L1",0.00812742064798423,"PRPS1L1"
"1824",0.079278787,"221830","TWISTNB",0.0106016418274007,"TWISTNB"
"1825",-0.07723726,"2219","FCN1",0.00495873129080215,"FCN1"
"1826",0.058175383,"221981","THSD7A",0.0125567576894901,"THSD7A"
"1827",-0.097194621,"222","ALDH3B2",0.00432322663874561,"ALDH3B2"
"1828",-0.096435157,"2220","FCN2",0.00452899219768488,"FCN2"
"1829",-0.035687785,"222161","DKFZP586I1420",0.00671802154892989,"DKFZP586I1420"
"1830",-0.075406809,"2222","FDFT1",0.00579321323705657,"FDFT1"
"1831",0.04555853,"222255","ATXN7L1",0.00398356506572388,"ATXN7L1"
"1832",-0.004638749,"2224","FDPS",0.0133490374531305,"FDPS"
"1833",0.037727442,"222642","TSPO2",0.00390061666938973,"TSPO2"
"1834",-0.010115707,"222658","KCTD20",0.00406781801370887,"KCTD20"
"1835",-0.12410861,"223","ALDH9A1",0.00791193359497509,"ALDH9A1"
"1836",-0.077643101,"2230","FDX1",0.00555276087559485,"FDX1"
"1837",0.037245909,"223117","SEMA3D",0.00403208405133313,"SEMA3D"
"1838",0.1031,"2232","FDXR",0.00226406208830278,"FDXR"
"1839",-0.044367397,"2235","FECH",0.00299106802440547,"FECH"
"1840",0.062079629,"2237","FEN1",0.0093358368549214,"FEN1"
"1841",0.008072722,"2239","GPC4",0.00524034310685357,"GPC4"
"1842",0.149217729,"224","ALDH3A2",0.0121182414507468,"ALDH3A2"
"1843",-0.054226272,"2241","FER",0.00277417163850018,"FER"
"1844",-0.051356849,"2242","FES",0.00672112995167686,"FES"
"1845",-0.0952291,"2243","FGA",0.0407219579512688,"FGA"
"1846",0.048414856,"2244","FGB",0.00569221840009504,"FGB"
"1847",0.01654268,"2245","FGD1",0.00551328842926103,"FGD1"
"1848",-0.26930922,"2246","FGF1",0.0552754775427964,"FGF1"
"1849",-0.049674632,"2247","FGF2",0.00470449836596442,"FGF2"
"1850",-0.000415251,"2248","FGF3",0.00624014404459143,"FGF3"
"1851",0.005544343,"2249","FGF4",0.00403207974300618,"FGF4"
"1852",-0.019222712,"225","ABCD2",0.00280537346067738,"ABCD2"
"1853",-0.085601628,"2250","FGF5",0.00578188859509783,"FGF5"
"1854",0.011785453,"2251","FGF6",0.00361546764538446,"FGF6"
"1855",-0.0901883,"2252","FGF7",0.00229703770887982,"FGF7"
"1856",-0.042215561,"2253","FGF8",0.00604970063137822,"FGF8"
"1857",0.336657836,"2254","FGF9",0.00997011858798656,"FGF9"
"1858",0.108360344,"2257","FGF12",0.0122617750684065,"FGF12"
"1859",-0.022352664,"2258","FGF13",0.00833472914075836,"FGF13"
"1860",-0.001416718,"2260","FGFR1",0.00237409398052123,"FGFR1"
"1861",-0.20774811,"2261","FGFR3",0.0327115198894855,"FGFR3"
"1862",-0.13762174,"2262","GPC5",0.0149871824042914,"GPC5"
"1863",-0.261106769,"2263","FGFR2",0.00842130625675861,"FGFR2"
"1864",0.032759615,"2264","FGFR4",0.005236458510233,"FGFR4"
"1865",0.028329283,"2266","FGG",0.00381983413335852,"FGG"
"1866",-0.035986863,"2267","FGL1",0.00396491353916662,"FGL1"
"1867",-0.008252387,"2268","FGR",0.00506647169073344,"FGR"
"1868",0.022966343,"2271","FH",0.00733233984448412,"FH"
"1869",0.016398974,"2272","FHIT",0.00260417830081443,"FHIT"
"1870",0.143609349,"2273","FHL1",0.00973805269052291,"FHL1"
"1871",0.062581474,"2274","FHL2",0.0209995024509038,"FHL2"
"1872",-0.032084154,"22794","CASC3",0.00819978056101913,"CASC3"
"1873",-0.055809686,"22795","NID2",0.00457260944275675,"NID2"
"1874",0.005589037,"22796","COG2",0.00491063043322022,"COG2"
"1875",0.02568846,"22797","TFEC",0.00253538918687929,"TFEC"
"1876",-0.125679891,"22798","LAMB4",0.00846273367437173,"LAMB4"
"1877",-0.020060282,"2280","FKBP1A",0.00299434637614023,"FKBP1A"
"1878",0.094344048,"22800","RRAS2",0.0125954968013343,"RRAS2"
"1879",0.017003074,"22808","MRAS",0.0051795872602671,"MRAS"
"1880",0.078257054,"22809","ATF5",0.00628923965232458,"ATF5"
"1881",0.121000963,"2281","FKBP1B",0.010480207026887,"FKBP1B"
"1882",-0.139436596,"22821","RASA3",0.0101391305514629,"RASA3"
"1883",0.061644792,"22822","PHLDA1",0.00735635557455311,"PHLDA1"
"1884",0.051993466,"22823","MTF2",0.0131354852349233,"MTF2"
"1885",0.083667083,"22824","HSPA4L",0.0215247071105617,"HSPA4L"
"1886",0.061964776,"22826","DNAJC8",0.00256847307550803,"DNAJC8"
"1887",-0.03356977,"22827","PUF60",0.00460652180372001,"PUF60"
"1888",-0.019107813,"22828","SCAF8",0.0102236723595121,"SCAF8"
"1889",0.064712166,"22829","NLGN4Y",0.0242773455923098,"NLGN4Y"
"1890",-0.117463865,"22832","CEP162",0.00492024999653088,"CEP162"
"1891",0.247417725,"22834","ZNF652",0.00652210402189749,"ZNF652"
"1892",0.197571711,"22836","RHOBTB3",0.0127767886895965,"RHOBTB3"
"1893",-0.017137768,"22837","COBLL1",0.00333647217641778,"COBLL1"
"1894",0.171636135,"22838","RNF44",0.0109475311460648,"RNF44"
"1895",-0.153553705,"22839","DLGAP4",0.00719954806858075,"DLGAP4"
"1896",0.065185956,"22841","RAB11FIP2",0.00871929595442211,"RAB11FIP2"
"1897",0.052876077,"22843","PPM1E",0.00713823605952315,"PPM1E"
"1898",-0.042223901,"22844","FRMPD1",0.00297555788559049,"FRMPD1"
"1899",-0.004391309,"22845","DOLK",0.00342170405174658,"DOLK"
"1900",-0.027553682,"22846","VASH1",0.00271501765431265,"VASH1"
"1901",0.123104798,"22848","AAK1",0.00506843608176041,"AAK1"
"1902",0.018353711,"22849","CPEB3",0.0110156009035965,"CPEB3"
"1903",0.005082293,"22850","ADNP2",0.00503203942597102,"ADNP2"
"1904",0.033484831,"22852","ANKRD26",0.0045381446170878,"ANKRD26"
"1905",-0.045038939,"22853","LMTK2",0.00449733071068523,"LMTK2"
"1906",0.016724224,"22854","NTNG1",0.0027754717822593,"NTNG1"
"1907",-0.041971928,"22856","CHSY1",0.0103488014552486,"CHSY1"
"1908",-0.126410484,"22858","ICK",0.010197601025316,"ICK"
"1909",0.030347116,"22859","ADGRL1",0.00337196766251188,"ADGRL1"
"1910",-0.089729754,"22861","NLRP1",0.00473961647016087,"NLRP1"
"1911",-0.1784025,"22862","FNDC3A",0.00875657546747234,"FNDC3A"
"1912",-0.093094477,"22863","ATG14",0.00551898423353143,"ATG14"
"1913",0.070241973,"22866","CNKSR2",0.0232603875593048,"CNKSR2"
"1914",0.08568779,"22868","FASTKD2",0.0095056102047381,"FASTKD2"
"1915",0.051733851,"22869","ZNF510",0.00572626951646505,"ZNF510"
"1916",0.025551576,"22870","PPP6R1",0.00352960559270115,"PPP6R1"
"1917",0.106783112,"22871","NLGN1",0.00639498641689435,"NLGN1"
"1918",0.13595025,"22872","SEC31A",0.00609671420625231,"SEC31A"
"1919",-0.002371927,"22873","DZIP1",0.0221183371456226,"DZIP1"
"1920",-0.039153804,"22874","PLEKHA6",0.00772117492962691,"PLEKHA6"
"1921",-0.119237007,"22875","ENPP4",0.00980479899930929,"ENPP4"
"1922",0.347638631,"22876","INPP5F",0.0829636617971436,"INPP5F"
"1923",0.137593191,"22877","MLXIP",0.00585099125399887,"MLXIP"
"1924",0.148626445,"22878","TRAPPC8",0.00547367076412365,"TRAPPC8"
"1925",0.033638598,"2288","FKBP4",0.00691382093916438,"FKBP4"
"1926",-0.048081864,"22880","MORC2",0.00369992962410488,"MORC2"
"1927",0.126070357,"22881","ANKRD6",0.00583963403541639,"ANKRD6"
"1928",-0.140433577,"22882","ZHX2",0.0199843896211104,"ZHX2"
"1929",0.008484772,"22883","CLSTN1",0.00385979089950592,"CLSTN1"
"1930",0.085546888,"22884","WDR37",0.0103951442698219,"WDR37"
"1931",0.035093304,"22885","ABLIM3",0.00860235725762927,"ABLIM3"
"1932",0.017761127,"22887","FOXJ3",0.00930259373645759,"FOXJ3"
"1933",0.029356255,"22888","UBOX5",0.00472527596949627,"UBOX5"
"1934",-0.040189661,"22889","KHDC4",0.00454453778820943,"KHDC4"
"1935",0.291181668,"2289","FKBP5",0.013713445028063,"FKBP5"
"1936",0.051230216,"22890","ZBTB1",0.00330075517822506,"ZBTB1"
"1937",0.236208237,"22891","ZNF365",0.0141288255859445,"ZNF365"
"1938",-0.082313293,"22893","BAHD1",0.00391940569879968,"BAHD1"
"1939",0.001260516,"22894","DIS3",0.00307734786304231,"DIS3"
"1940",-0.035702792,"22895","RPH3A",0.00838964722472533,"RPH3A"
"1941",-0.135397785,"22897","CEP164",0.00576670738273248,"CEP164"
"1942",-0.038972419,"22898","DENND3",0.00378887644667034,"DENND3"
"1943",-0.067396904,"22899","ARHGEF15",0.00577629874661017,"ARHGEF15"
"1944",-0.040975404,"229","ALDOB",0.00514310115399095,"ALDOB"
"1945",-0.016933695,"2290","FOXG1",0.00652165305294444,"FOXG1"
"1946",-0.046136849,"22900","CARD8",0.00342685292192304,"CARD8"
"1947",0.059042096,"22902","RUFY3",0.003105487727865,"RUFY3"
"1948",0.192039169,"22903","BTBD3",0.0157987357084086,"BTBD3"
"1949",-0.070159407,"22904","SBNO2",0.00345958099138398,"SBNO2"
"1950",-0.234655714,"22905","EPN2",0.00718617298455364,"EPN2"
"1951",-0.011422988,"22906","TRAK1",0.00227258967764304,"TRAK1"
"1952",-0.018496797,"22907","DHX30",0.00499328968489419,"DHX30"
"1953",0.169350085,"22908","SACM1L",0.0141986908553566,"SACM1L"
"1954",-0.016938821,"22909","FAN1",0.00580009477457424,"FAN1"
"1955",0.075103311,"22911","WDR47",0.00992738260971171,"WDR47"
"1956",0.031918698,"22915","MMRN1",0.00717707401739459,"MMRN1"
"1957",0.163380483,"22916","NCBP2",0.00717875193634906,"NCBP2"
"1958",-0.010210662,"22918","CD93",0.00340660158222615,"CD93"
"1959",-0.094831609,"22919","MAPRE1",0.0118654432852517,"MAPRE1"
"1960",0.152195439,"22920","KIFAP3",0.0183381030398909,"KIFAP3"
"1961",-0.094200556,"22924","MAPRE3",0.0046306992578495,"MAPRE3"
"1962",0.032323757,"22925","PLA2R1",0.00351521486403552,"PLA2R1"
"1963",0.008230778,"22926","ATF6",0.0025098904984338,"ATF6"
"1964",0.085153639,"22927","HABP4",0.00508859917321843,"HABP4"
"1965",0.01947203,"22928","SEPHS2",0.00659254127256621,"SEPHS2"
"1966",-0.072666219,"22929","SEPHS1",0.0028466720495615,"SEPHS1"
"1967",0.021761891,"22930","RAB3GAP1",0.00169255675869511,"RAB3GAP1"
"1968",0.043948105,"22934","RPIA",0.00230266735810505,"RPIA"
"1969",-0.090914493,"22936","ELL2",0.00511537841537773,"ELL2"
"1970",-0.002948667,"22937","SCAP",0.00239242810090727,"SCAP"
"1971",0.105149342,"22938","SNW1",0.003679242043801,"SNW1"
"1972",-0.056242549,"2294","FOXF1",0.00707568300336902,"FOXF1"
"1973",0.104775636,"22941","SHANK2",0.0152810309185463,"SHANK2"
"1974",0.117004048,"22943","DKK1",0.00652791401967031,"DKK1"
"1975",0.055447683,"22944","KIN",0.00400651151293193,"KIN"
"1976",0.041824237,"22948","CCT5",0.0115682855226476,"CCT5"
"1977",0.006219954,"2295","FOXF2",0.0065517401740104,"FOXF2"
"1978",0.055845481,"22954","TRIM32",0.00477063239336622,"TRIM32"
"1979",-0.150933707,"2296","FOXC1",0.00624372261717506,"FOXC1"
"1980",0.022585486,"2297","FOXD1",0.00443024300345644,"FOXD1"
"1981",-0.00030484,"22974","TPX2",0.00339502692378169,"TPX2"
"1982",0.006974766,"22976","PAXIP1",0.00328079415839381,"PAXIP1"
"1983",0.067377381,"22977","AKR7A3",0.0121272692046425,"AKR7A3"
"1984",0.068092974,"22978","NT5C2",0.0057358755434622,"NT5C2"
"1985",-0.006823239,"22979","EFR3B",0.00827605510680278,"EFR3B"
"1986",0.054438583,"22980","TCF25",0.00659894104435048,"TCF25"
"1987",0.108411195,"22981","NINL",0.00354526033734179,"NINL"
"1988",0.009351848,"22982","DIP2C",0.00525734279059514,"DIP2C"
"1989",-0.104908048,"22983","MAST1",0.00737163402272418,"MAST1"
"1990",-0.036253099,"22984","PDCD11",0.00715345690920481,"PDCD11"
"1991",-0.014264128,"22985","ACIN1",0.00273420233697057,"ACIN1"
"1992",0.169184212,"22986","SORCS3",0.00492552767408203,"SORCS3"
"1993",0.186419566,"22987","SV2C",0.0202582597980953,"SV2C"
"1994",-0.032072802,"22989","MYH15",0.00768259770680929,"MYH15"
"1995",0.073557295,"2299","FOXI1",0.00389416996939072,"FOXI1"
"1996",0.094111585,"22990","PCNX1",0.00417185189097025,"PCNX1"
"1997",-0.006008996,"22992","KDM2A",0.00312775638173516,"KDM2A"
"1998",-0.063988517,"22993","HMGXB3",0.00221788904179006,"HMGXB3"
"1999",-0.045733782,"22994","CEP131",0.00401228417467445,"CEP131"
"2000",-0.045999095,"22995","CEP152",0.00340495092466868,"CEP152"
"2001",0.000540688,"22996","TTC39A",0.00231488111219325,"TTC39A"
"2002",-0.101913764,"22998","LIMCH1",0.0113800698697105,"LIMCH1"
"2003",0.008822156,"23","ABCF1",0.00341135306756659,"ABCF1"
"2004",-0.131771059,"230","ALDOC",0.0056194832761434,"ALDOC"
"2005",-0.063620506,"23001","WDFY3",0.0137721737442291,"WDFY3"
"2006",0.149815736,"23002","DAAM1",0.0177868469119918,"DAAM1"
"2007",0.043088984,"23005","MAPKBP1",0.00475899628407608,"MAPKBP1"
"2008",-0.103272117,"23007","PLCH1",0.0138911485474208,"PLCH1"
"2009",0.050492718,"23008","KLHDC10",0.00557069185815779,"KLHDC10"
"2010",-0.134589603,"23011","RAB21",0.0115328625765827,"RAB21"
"2011",0.112518863,"23012","STK38L",0.00541627205076822,"STK38L"
"2012",0.035848952,"23013","SPEN",0.0102695983254507,"SPEN"
"2013",0.084566816,"23014","FBXO21",0.00426590255573565,"FBXO21"
"2014",0.076414275,"23015","GOLGA8A",0.00611795693776196,"GOLGA8A"
"2015",0.085732091,"23016","EXOSC7",0.00512572708614903,"EXOSC7"
"2016",-0.061279249,"23017","FAIM2",0.00455565108589361,"FAIM2"
"2017",0.020506401,"23019","CNOT1",0.0048904932756929,"CNOT1"
"2018",0.054231379,"2302","FOXJ1",0.00578288486856215,"FOXJ1"
"2019",0.048616217,"23020","SNRNP200",0.0030934221098315,"SNRNP200"
"2020",0.082526965,"23022","PALLD",0.0133270334151488,"PALLD"
"2021",0.143151837,"23023","TMCC1",0.00398648461804796,"TMCC1"
"2022",0.014866895,"23024","PDZRN3",0.00966526724054055,"PDZRN3"
"2023",-0.076632592,"23025","UNC13A",0.0222960945230832,"UNC13A"
"2024",0.021991237,"23026","MYO16",0.00434510448135746,"MYO16"
"2025",0.000569369,"23028","KDM1A",0.00573460765559718,"KDM1A"
"2026",0.070284054,"23029","RBM34",0.00460333560860664,"RBM34"
"2027",-0.079752229,"2303","FOXC2",0.00700450010976669,"FOXC2"
"2028",0.053206487,"23030","KDM4B",0.00437182078263133,"KDM4B"
"2029",-0.071226094,"23031","MAST3",0.00745247537260704,"MAST3"
"2030",0.000487625,"23032","USP33",0.0182158724249548,"USP33"
"2031",0.052556413,"23033","DOP1A",0.00511641253561394,"DOP1A"
"2032",-0.059538834,"23034","SAMD4A",0.0158283444070776,"SAMD4A"
"2033",0.04415414,"23035","PHLPP2",0.0106878908770335,"PHLPP2"
"2034",-0.091233846,"23036","ZNF292",0.0039601041910798,"ZNF292"
"2035",0.144590267,"23037","PDZD2",0.0131929431291898,"PDZD2"
"2036",-0.016623509,"23038","WDTC1",0.00210625442831342,"WDTC1"
"2037",0.040185924,"23039","XPO7",0.00526157196429605,"XPO7"
"2038",0.048155835,"2304","FOXE1",0.00417207276689796,"FOXE1"
"2039",0.259403385,"23040","MYT1L",0.0222435134685207,"MYT1L"
"2040",0.00703308,"23041","MON2",0.00395033241487068,"MON2"
"2041",0.012899666,"23042","PDXDC1",0.00276344713724264,"PDXDC1"
"2042",-0.02746126,"23043","TNIK",0.00684855807030657,"TNIK"
"2043",-0.060238852,"23046","KIF21B",0.00549286566540997,"KIF21B"
"2044",0.063297108,"23047","PDS5B",0.00421550444197461,"PDS5B"
"2045",-0.148771117,"23048","FNBP1",0.0186289666993725,"FNBP1"
"2046",0.063106118,"23049","SMG1",0.00231716987010493,"SMG1"
"2047",-0.017039923,"2305","FOXM1",0.0033620313043628,"FOXM1"
"2048",-0.003542699,"23051","ZHX3",0.00661407171747532,"ZHX3"
"2049",-0.01728229,"23052","ENDOD1",0.0193311743625244,"ENDOD1"
"2050",-0.021172308,"23053","ZSWIM8",0.00442533446291429,"ZSWIM8"
"2051",0.059809378,"23054","NCOA6",0.00755179867188559,"NCOA6"
"2052",0.120364123,"23057","NMNAT2",0.020329493840855,"NMNAT2"
"2053",-0.092477919,"23059","CLUAP1",0.00406742123138265,"CLUAP1"
"2054",-0.016845849,"2306","FOXD2",0.00576688744709733,"FOXD2"
"2055",0.032844886,"23060","ZNF609",0.00303909648588087,"ZNF609"
"2056",0.028502554,"23061","TBC1D9B",0.00372958251495952,"TBC1D9B"
"2057",0.074922807,"23062","GGA2",0.00389732994637502,"GGA2"
"2058",-0.035667623,"23063","WAPL",0.00761312971698188,"WAPL"
"2059",0.096831728,"23064","SETX",0.00593617692298372,"SETX"
"2060",0.123643734,"23066","CAND2",0.00506125388024621,"CAND2"
"2061",0.035996554,"23067","SETD1B",0.00220941518394136,"SETD1B"
"2062",0.035328291,"23070","CMTR1",0.00532717684471181,"CMTR1"
"2063",-0.00563494,"23071","ERP44",0.00568525323240578,"ERP44"
"2064",0.012384768,"23072","HECW1",0.00526626475210591,"HECW1"
"2065",-0.029864412,"23075","SWAP70",0.00525877755716136,"SWAP70"
"2066",0.058280536,"23076","RRP1B",0.0081537790380989,"RRP1B"
"2067",0.108649119,"23077","MYCBP2",0.00791290929763244,"MYCBP2"
"2068",-0.140584904,"23078","VWA8",0.00848921966896436,"VWA8"
"2069",-0.249588014,"2308","FOXO1",0.0185018348847953,"FOXO1"
"2070",0.045557557,"23080","AVL9",0.00561509048095375,"AVL9"
"2071",-0.003424034,"23082","PPRC1",0.00311671489012978,"PPRC1"
"2072",0.091021379,"23085","ERC1",0.0141619552611607,"ERC1"
"2073",-0.024486697,"23086","EXPH5",0.00443406627102293,"EXPH5"
"2074",0.220838167,"23089","PEG10",0.028026382902098,"PEG10"
"2075",-0.038913224,"2309","FOXO3",0.00759584928235088,"FOXO3"
"2076",0.001754398,"23090","ZNF423",0.0079433682767535,"ZNF423"
"2077",-0.042837313,"23091","ZC3H13",0.00491489123488345,"ZC3H13"
"2078",0.169807576,"23092","ARHGAP26",0.00743920282221482,"ARHGAP26"
"2079",0.050518105,"23093","TTLL5",0.00249653687421003,"TTLL5"
"2080",-0.019694608,"23094","SIPA1L3",0.00278385096098761,"SIPA1L3"
"2081",-0.128746578,"23095","KIF1B",0.00586451872326433,"KIF1B"
"2082",-0.081073077,"23096","IQSEC2",0.0066999322619828,"IQSEC2"
"2083",-0.191822848,"23097","CDK19",0.0161663859646019,"CDK19"
"2084",-0.060756701,"23098","SARM1",0.00368991930454336,"SARM1"
"2085",0.278321422,"23099","ZBTB43",0.0138395314576629,"ZBTB43"
"2086",0.030622373,"231","AKR1B1",0.0139450869410287,"AKR1B1"
"2087",-0.048202416,"23101","MCF2L2",0.00224077290804048,"MCF2L2"
"2088",0.009699529,"23102","TBC1D2B",0.00417831694939525,"TBC1D2B"
"2089",-0.105721144,"23105","FSTL4",0.0030081165471649,"FSTL4"
"2090",0.004758103,"23107","MRPS27",0.00509085251776548,"MRPS27"
"2091",0.045837457,"23108","RAP1GAP2",0.00702559666176115,"RAP1GAP2"
"2092",-0.304087871,"23109","DDN",0.0407375464682986,"DDN"
"2093",-0.037997777,"23111","SPART",0.014625424598754,"SPART"
"2094",-0.08456258,"23112","TNRC6B",0.0100337213975281,"TNRC6B"
"2095",0.026427124,"23113","CUL9",0.00472740101963606,"CUL9"
"2096",-0.107998447,"23114","NFASC",0.00923922768185183,"NFASC"
"2097",0.017304884,"23116","TOGARAM1",0.0132235109425605,"TOGARAM1"
"2098",0.056263233,"23118","TAB2",0.0126324170909317,"TAB2"
"2099",0.078297876,"23119","HIC2",0.00448398251803533,"HIC2"
"2100",-0.050471413,"2312","FLG",0.00530731647301846,"FLG"
"2101",-0.17515045,"23120","ATP10B",0.00828510928211679,"ATP10B"
"2102",0.000437493,"23122","CLASP2",0.00970263443933379,"CLASP2"
"2103",0.158995133,"23125","CAMTA2",0.00883730688100757,"CAMTA2"
"2104",-0.089233191,"23126","POGZ",0.00617159343570761,"POGZ"
"2105",-0.107375824,"23127","COLGALT2",0.0111427206751708,"COLGALT2"
"2106",-0.037961281,"23129","PLXND1",0.00615024234142009,"PLXND1"
"2107",-6.56e-05,"2313","FLI1",0.0055321986082104,"FLI1"
"2108",-0.066378981,"23130","ATG2A",0.00250156230874021,"ATG2A"
"2109",0.131796659,"23131","GPATCH8",0.00534979418574196,"GPATCH8"
"2110",-0.05145025,"23132","RAD54L2",0.0026710938588724,"RAD54L2"
"2111",-0.051261209,"23133","PHF8",0.011307968623817,"PHF8"
"2112",0.025593376,"23135","KDM6B",0.00424910428701362,"KDM6B"
"2113",0.008211138,"23136","EPB41L3",0.00996461272250944,"EPB41L3"
"2114",0.008566063,"23137","SMC5",0.0114216064838794,"SMC5"
"2115",-0.029980772,"23138","N4BP3",0.00291817119355355,"N4BP3"
"2116",-0.015629519,"23139","MAST2",0.00334853295926642,"MAST2"
"2117",-0.145420872,"2314","FLII",0.00592604080841565,"FLII"
"2118",0.133172573,"23140","ZZEF1",0.00524882883757058,"ZZEF1"
"2119",0.093557226,"23141","ANKLE2",0.0057436327477403,"ANKLE2"
"2120",-0.024535864,"23142","DCUN1D4",0.0077913797797704,"DCUN1D4"
"2121",0.07183184,"23143","LRCH1",0.00402706622528037,"LRCH1"
"2122",-0.030356802,"23144","ZC3H3",0.00296357533001341,"ZC3H3"
"2123",-0.286545023,"23148","NACAD",0.0235824643625136,"NACAD"
"2124",-0.141439879,"23149","FCHO1",0.00681194212936844,"FCHO1"
"2125",0.033026576,"2315","MLANA",0.00368799775526235,"MLANA"
"2126",-0.566673722,"23150","FRMD4B",0.053179776321262,"FRMD4B"
"2127",0.027651473,"23151","GRAMD4",0.00925510580394016,"GRAMD4"
"2128",-0.08563945,"23152","CIC",0.00730614089518169,"CIC"
"2129",0.079899846,"23154","NCDN",0.00563183031849435,"NCDN"
"2130",-0.074784502,"23155","CLCC1",0.00269331178491068,"CLCC1"
"2131",0.061159573,"23157","SEPTIN6",0.00335815664753277,"SEPTIN6"
"2132",0.002866722,"23158","TBC1D9",0.00616803716244206,"TBC1D9"
"2133",-0.032391434,"2316","FLNA",0.010052707785662,"FLNA"
"2134",-0.005489178,"23160","WDR43",0.0070826972902371,"WDR43"
"2135",-0.106117735,"23161","SNX13",0.00364112406814184,"SNX13"
"2136",-0.099067937,"23162","MAPK8IP3",0.00295688433227466,"MAPK8IP3"
"2137",0.129179194,"23163","GGA3",0.00760055096915445,"GGA3"
"2138",0.013438207,"23164","MPRIP",0.00356149518997854,"MPRIP"
"2139",0.012506024,"23165","NUP205",0.00479339942495248,"NUP205"
"2140",0.004448853,"23166","STAB1",0.00539192240442335,"STAB1"
"2141",0.071810549,"23167","EFR3A",0.0150495441236744,"EFR3A"
"2142",0.141729089,"23168","RTF1",0.0073125783883995,"RTF1"
"2143",-0.208370223,"23169","SLC35D1",0.0112085561597232,"SLC35D1"
"2144",-0.102187969,"2317","FLNB",0.0098056805858759,"FLNB"
"2145",0.059467968,"23170","TTLL12",0.00254331952014756,"TTLL12"
"2146",0.099403763,"23171","GPD1L",0.00487812329910014,"GPD1L"
"2147",0.00397919,"23172","ABRAXAS2",0.00821746138328565,"ABRAXAS2"
"2148",0.068120543,"23173","METAP1",0.00889085687921826,"METAP1"
"2149",-0.019084677,"23174","ZCCHC14",0.00820661142334031,"ZCCHC14"
"2150",0.052624889,"23175","LPIN1",0.0146285459478342,"LPIN1"
"2151",-0.09021485,"23176","SEPTIN8",0.0149383236967081,"SEPTIN8"
"2152",0.110886951,"23177","CEP68",0.00909292615609376,"CEP68"
"2153",0.11464711,"23178","PASK",0.0077537431853866,"PASK"
"2154",0.059420419,"23179","RGL1",0.00684713770664683,"RGL1"
"2155",-0.148183991,"2318","FLNC",0.0105483793586474,"FLNC"
"2156",0.244429801,"23180","RFTN1",0.0165651333660792,"RFTN1"
"2157",0.000358153,"23185","LARP4B",0.00557762156469211,"LARP4B"
"2158",0.152348764,"23186","RCOR1",0.0108985748417255,"RCOR1"
"2159",-0.251101303,"23187","PHLDB1",0.0457895855389735,"PHLDB1"
"2160",-0.241175218,"23189","KANK1",0.0147682477048195,"KANK1"
"2161",0.015553479,"2319","FLOT2",0.00279656534945681,"FLOT2"
"2162",0.017856645,"23190","UBXN4",0.0128648288338374,"UBXN4"
"2163",0.047359251,"23191","CYFIP1",0.00690863946411319,"CYFIP1"
"2164",0.004669281,"23192","ATG4B",0.00414333723514741,"ATG4B"
"2165",-0.00814857,"23193","GANAB",0.00761792310724041,"GANAB"
