"","Maycox_SchizEffectSize","EntrezGeneID","GeneSymbol","Maycox_SchizSamplingVariance","GeneSymbol"
"6071",-0.033616499,"2100","ESR2",0.000892903226420985,"ESR2"
"6072",-0.120289293,"2101","ESRRA",0.00679535103629883,"ESRRA"
"6073",-0.030130473,"2103","ESRRB",0.000853388812142946,"ESRRB"
"6074",0.139784669,"2104","ESRRG",0.00922700595838404,"ESRRG"
"6075",0.10353418,"2107","ETF1",0.00212402678258159,"ETF1"
"6076",-0.115186908,"2108","ETFA",0.00512346828538605,"ETFA"
"6077",-0.116856996,"2109","ETFB",0.00395708403872985,"ETFB"
"6078",0.137734071,"211","ALAS1",0.00758238216530958,"ALAS1"
"6079",-0.080599932,"2110","ETFDH",0.00379231288300996,"ETFDH"
"6080",-0.052366552,"2113","ETS1",0.00167264529957385,"ETS1"
"6081",-0.0601231,"2114","ETS2",0.00561283747526733,"ETS2"
"6082",-0.084676969,"2115","ETV1",0.00229408159657484,"ETV1"
"6083",-0.029734439,"2116","ETV2",0.00276733353920367,"ETV2"
"6084",0.042200084,"2117","ETV3",0.00103142990214742,"ETV3"
"6085",-0.123601139,"2118","ETV4",0.00188302268579281,"ETV4"
"6086",-0.202894409,"2119","ETV5",0.0098216063422866,"ETV5"
"6087",-0.15793354,"212","ALAS2",0.0044491847001376,"ALAS2"
"6088",0.043967447,"2120","ETV6",0.00168683809736477,"ETV6"
"6089",-0.077236592,"2121","EVC",0.00127498821062068,"EVC"
"6090",-0.110643779,"2122","MECOM",0.00355764982217249,"MECOM"
"6091",0.054203904,"2123","EVI2A",0.0747032992983464,"EVI2A"
"6092",0.060220069,"2124","EVI2B",0.0106953359599513,"EVI2B"
"6093",-0.13341206,"2125","EVPL",0.0030569757083696,"EVPL"
"6094",-0.112690203,"2128","EVX1",0.00295393572813565,"EVX1"
"6095",-0.034727015,"213","ALB",0.00111289439455979,"ALB"
"6096",0.026821624,"2130","EWSR1",0.0010192209344294,"EWSR1"
"6097",0.019910259,"2131","EXT1",0.00129426121132333,"EXT1"
"6098",0.027515986,"2132","EXT2",0.00127918609125223,"EXT2"
"6099",-0.038861942,"2134","EXTL1",0.00365577000486558,"EXTL1"
"6100",0.175315724,"2135","EXTL2",0.00512316204018111,"EXTL2"
"6101",-0.081287749,"2137","EXTL3",0.00203619028351529,"EXTL3"
"6102",-0.15709697,"2138","EYA1",0.0052800434250373,"EYA1"
"6103",-0.224606688,"2139","EYA2",0.0050478500282646,"EYA2"
"6104",-0.019970237,"214","ALCAM",0.00678270254860737,"ALCAM"
"6105",-0.014880395,"2140","EYA3",0.000531637077187462,"EYA3"
"6106",0.017041009,"2145","EZH1",0.00112497973124244,"EZH1"
"6107",0.040391209,"2146","EZH2",0.00137868965948886,"EZH2"
"6108",-0.071318313,"2147","F2",0.00291941774059389,"F2"
"6109",-0.007158318,"2149","F2R",0.00111954356778496,"F2R"
"6110",-0.117651724,"215","ABCD1",0.00607591845400543,"ABCD1"
"6111",-0.038581865,"2150","F2RL1",0.00129543921983109,"F2RL1"
"6112",-0.06666715,"2151","F2RL2",0.00123998848099781,"F2RL2"
"6113",-0.086203487,"2152","F3",0.0424531553932941,"F3"
"6114",-0.048042625,"2153","F5",0.00141597021062009,"F5"
"6115",-0.051476558,"2155","F7",0.00465275260523576,"F7"
"6116",0.124392695,"2157","F8",0.00360771828105445,"F8"
"6117",-0.01199616,"2158","F9",0.00270838494309796,"F9"
"6118",-0.193716104,"2159","F10",0.00378125644561995,"F10"
"6119",-0.544038611,"216","ALDH1A1",0.0313909161562493,"ALDH1A1"
"6120",-0.026502237,"2160","F11",0.000437321679241421,"F11"
"6121",0.080602934,"2161","F12",0.00331951898893968,"F12"
"6122",0.078078365,"2162","F13A1",0.040134947305556,"F13A1"
"6123",-0.02162001,"2165","F13B",0.00170232038143988,"F13B"
"6124",-0.005747628,"2166","FAAH",0.00314822185037375,"FAAH"
"6125",-0.06882837,"2167","FABP4",0.00202208184540419,"FABP4"
"6126",-0.081480352,"2168","FABP1",0.00202403240577931,"FABP1"
"6127",-0.08711603,"2169","FABP2",0.00358844200493046,"FABP2"
"6128",-0.083361936,"217","ALDH2",0.00393274909754146,"ALDH2"
"6129",0.026163922,"2170","FABP3",0.0113022610198534,"FABP3"
"6130",-0.041052465,"2172","FABP6",0.00417402620605235,"FABP6"
"6131",-0.113735187,"2173","FABP7",0.00818302917379022,"FABP7"
"6132",-0.039851732,"2175","FANCA",0.00156666111794883,"FANCA"
"6133",-0.041749063,"2176","FANCC",0.00272016330090675,"FANCC"
"6134",-0.035802543,"2177","FANCD2",0.000961600614550284,"FANCD2"
"6135",-0.066516969,"2178","FANCE",0.00376670059098861,"FANCE"
"6136",-0.031785234,"218","ALDH3A1",0.00445374381064519,"ALDH3A1"
"6137",0.042070563,"2180","ACSL1",0.0156994521207489,"ACSL1"
"6138",0.087847254,"2181","ACSL3",0.00317454035382167,"ACSL3"
"6139",-0.08497462,"2184","FAH",0.00389880075793903,"FAH"
"6140",0.038160306,"2185","PTK2B",0.00972391865233353,"PTK2B"
"6141",0.068852303,"2186","BPTF",0.00235920806474766,"BPTF"
"6142",-0.002933995,"2187","FANCB",0.000488237075385872,"FANCB"
"6143",-0.002753151,"2188","FANCF",0.00175275191909233,"FANCF"
"6144",0.049268612,"2189","FANCG",0.00272786393384887,"FANCG"
"6145",-0.060581215,"219","ALDH1B1",0.00250327591230079,"ALDH1B1"
"6146",0.001326285,"2191","FAP",0.00255087664014787,"FAP"
"6147",-0.088081696,"2192","FBLN1",0.00381602909662568,"FBLN1"
"6148",-0.028613963,"219285","SAMD9L",0.00344687487743503,"SAMD9L"
"6149",-0.008980224,"219287","AMER2",0.0159898073851438,"AMER2"
"6150",-0.051822258,"219293","ATAD3C",0.00918938232526382,"ATAD3C"
"6151",0.046734105,"2193","FARSA",0.00312859037888849,"FARSA"
"6152",0.019092922,"219333","USP12",0.00128098962569285,"USP12"
"6153",-0.03562128,"219347","TMEM254-AS1",0.00192828550823594,"TMEM254-AS1"
"6154",-0.117046055,"219348","PLAC9",0.00272908336833565,"PLAC9"
"6155",-0.102997958,"2194","FASN",0.00364441443845253,"FASN"
"6156",0.103491942,"219402","MTIF3",0.00248095677925802,"MTIF3"
"6157",-0.002900797,"219409","GSX1",0.00144567496892035,"GSX1"
"6158",-0.257001162,"2195","FAT1",0.00942929351882592,"FAT1"
"6159",-0.059346932,"219525","OR5AK4P",0.00150237191213673,"OR5AK4P"
"6160",0.000591301,"219527","LRRC55",0.00492908906240753,"LRRC55"
"6161",-0.062954376,"219537","SMTNL1",0.00381786431909981,"SMTNL1"
"6162",0.115902747,"219539","YPEL4",0.00603128212263921,"YPEL4"
"6163",0.018477985,"219541","MED19",0.00112337316401729,"MED19"
"6164",-0.062720116,"219557","TEX47",0.00222290237882262,"TEX47"
"6165",0.019879724,"219578","ZNF804B",0.00195524891677151,"ZNF804B"
"6166",-0.017480567,"2196","FAT2",0.00266827984220709,"FAT2"
"6167",0.030951373,"219621","CABCOCO1",0.00291148794435019,"CABCOCO1"
"6168",0.033823146,"219623","TMEM26",0.00186942289180203,"TMEM26"
"6169",-0.004391636,"219654","ZCCHC24",0.00851723165427941,"ZCCHC24"
"6170",-0.026353079,"219670","ENKUR",0.00389066613603918,"ENKUR"
"6171",-0.00651253,"219681","ARMC3",0.00188807503437535,"ARMC3"
"6172",-0.067481958,"219699","UNC5B",0.00279781753429891,"UNC5B"
"6173",-0.002855661,"2197","FAU",0.00404988330102275,"FAU"
"6174",-0.041672977,"219731","PROSER2-AS1",0.00131113913898138,"PROSER2-AS1"
"6175",-0.054562569,"219736","STOX1",0.00677275753833188,"STOX1"
"6176",0.033723002,"219738","FAM241B",0.00306996158589177,"FAM241B"
"6177",-0.043903503,"219743","TYSND1",0.00141739527987032,"TYSND1"
"6178",0.241095455,"219749","ZNF25",0.0112274166212746,"ZNF25"
"6179",-0.058628092,"219770","GJD4",0.00245150688635134,"GJD4"
"6180",0.065198824,"219771","CCNY",0.00264482617616637,"CCNY"
"6181",0.012177516,"219790","RTKN2",0.000491648593472813,"RTKN2"
"6182",-0.000298285,"219793","TBATA",0.00216089297209276,"TBATA"
"6183",-0.041337677,"219833","C11orf45",0.00141499256426186,"C11orf45"
"6184",0.129548232,"219844","HYLS1",0.00245604429941152,"HYLS1"
"6185",-0.019737696,"219854","TMEM218",0.000983395751123427,"TMEM218"
"6186",-0.115271334,"219855","SLC37A2",0.00287948231919175,"SLC37A2"
"6187",0.060937296,"219899","TBCEL",0.00191627211993811,"TBCEL"
"6188",-0.180867157,"2199","FBLN2",0.00881190059927334,"FBLN2"
"6189",-0.04283973,"219902","TLCD5",0.00103440402219867,"TLCD5"
"6190",0.165059248,"219927","MRPL21",0.00803891409673402,"MRPL21"
"6191",-0.035342252,"219931","TPCN2",0.00102302230106612,"TPCN2"
"6192",-0.017659411,"219938","SPATA19",0.00167000403555987,"SPATA19"
"6193",-0.001837741,"219970","GLYATL2",0.00181986239542862,"GLYATL2"
"6194",-0.056679832,"219972","MPEG1",0.00608407065198877,"MPEG1"
"6195",-0.013747925,"219988","PATL1",0.00125002544655074,"PATL1"
"6196",-0.024259054,"219990","OOSP2",0.00179081155025736,"OOSP2"
"6197",-0.043428762,"219995","MS4A15",0.000979570495894178,"MS4A15"
"6198",-0.09601495,"22","ABCB7",0.00201880747636911,"ABCB7"
"6199",-0.14769968,"220","ALDH1A3",0.0036560723099396,"ALDH1A3"
"6200",0.019489787,"2200","FBN1",0.00195222303505807,"FBN1"
"6201",-0.105908712,"220001","VWCE",0.00379517159033162,"VWCE"
"6202",-0.070719392,"220002","CYB561A3",0.00156663044786429,"CYB561A3"
"6203",-0.153588942,"220004","PPP1R32",0.00311688212390516,"PPP1R32"
"6204",-0.040947513,"220042","DDIAS",0.00107835203395038,"DDIAS"
"6205",-0.019402022,"220047","CCDC83",0.00119869458022521,"CCDC83"
"6206",-0.077023334,"220064","LTO1",0.00345565207965057,"LTO1"
"6207",-0.096334994,"220070","SHANK2-AS3",0.0023866325637156,"SHANK2-AS3"
"6208",-0.119462443,"220074","LRTOMT",0.00302463505191397,"LRTOMT"
"6209",-0.115430257,"220082","CBY2",0.00130065710040487,"CBY2"
"6210",-0.00482829,"2201","FBN2",0.000972048934231764,"FBN2"
"6211",-0.002850624,"220108","FAM124A",0.00176254830493028,"FAM124A"
"6212",-0.020395738,"220134","SKA1",0.00053453707655368,"SKA1"
"6213",0.012246373,"220136","CFAP53",0.00180367958014747,"CFAP53"
"6214",0.140345294,"220164","DOK6",0.0110705691892992,"DOK6"
"6215",0.036384618,"2202","EFEMP1",0.0564772791060882,"EFEMP1"
"6216",-0.046794741,"220202","ATOH7",0.00352068989429829,"ATOH7"
"6217",0.068987234,"220213","OTUD1",0.00230350997683748,"OTUD1"
"6218",-0.1959902,"220296","HEPACAM",0.00577062691732894,"HEPACAM"
"6219",-0.143253767,"2203","FBP1",0.00308957622194683,"FBP1"
"6220",-0.246729228,"220323","OAF",0.00535570412769108,"OAF"
"6221",0.009265515,"220359","TIGD3",0.00235089659141608,"TIGD3"
"6222",-0.104012163,"220382","FAM181B",0.00446295255369239,"FAM181B"
"6223",0.027880771,"220388","CCDC89",0.000407000224433055,"CCDC89"
"6224",-0.009185671,"2204","FCAR",0.000764376457573543,"FCAR"
"6225",0.018066455,"220416","LRRC63",0.000776583233656766,"LRRC63"
"6226",0.00139445,"220441","RNF152",0.000509333951301597,"RNF152"
"6227",-0.013744244,"2205","FCER1A",0.00133954540572591,"FCER1A"
"6228",-0.018399707,"2206","MS4A2",0.00110073121834548,"MS4A2"
"6229",0.103798633,"2207","FCER1G",0.0263776048051309,"FCER1G"
"6230",-0.036443562,"2208","FCER2",0.00123802688870088,"FCER2"
"6231",-0.00641657,"220929","ZNF438",0.00121073955176209,"ZNF438"
"6232",0.075452682,"220930","ZEB1-AS1",0.00345730417659936,"ZEB1-AS1"
"6233",-0.248555309,"220963","SLC16A9",0.0131553509565326,"SLC16A9"
"6234",0.097528573,"220965","FAM13C",0.0101727363482747,"FAM13C"
"6235",-0.051644203,"220972","MARCHF8",0.00112192891875704,"MARCHF8"
"6236",-0.076512589,"220979","C10orf25",0.0105472356480262,"C10orf25"
"6237",-0.05671326,"220980","TMEM72-AS1",0.00199883898536735,"TMEM72-AS1"
"6238",0.049147403,"220988","HNRNPA3",0.00217733382134075,"HNRNPA3"
"6239",0.031733854,"220992","ZNF485",0.000733284789539883,"ZNF485"
"6240",-0.124067129,"221","ALDH3B1",0.00507933541214052,"ALDH3B1"
"6241",0.075305366,"221002","RASGEF1A",0.00377270491889572,"RASGEF1A"
"6242",-0.027806839,"221035","REEP3",0.00893031192028849,"REEP3"
"6243",0.008822622,"221037","JMJD1C",0.00132096262015388,"JMJD1C"
"6244",-0.040367685,"221044","UCMA",0.00233961749385356,"UCMA"
"6245",0.057533766,"221061","FAM171A1",0.0023969573188003,"FAM171A1"
"6246",-0.0699507,"221074","SLC39A12",0.0303550058472566,"SLC39A12"
"6247",-0.097215433,"221078","NSUN6",0.003386310654617,"NSUN6"
"6248",0.016893416,"221079","ARL5B",0.000578016119445372,"ARL5B"
"6249",-0.163434984,"221091","LRRN4CL",0.00315720627162576,"LRRN4CL"
"6250",0.04094474,"221092","HNRNPUL2",0.00133724380619301,"HNRNPUL2"
"6251",0.030116828,"221120","ALKBH3",0.00305043453744944,"ALKBH3"
"6252",-0.064221791,"221122","LINC02685",0.00330820776406812,"LINC02685"
"6253",-0.075543838,"221143","EEF1AKMT1",0.00119917554568705,"EEF1AKMT1"
"6254",-0.059203264,"221150","SKA3",0.00349543761506071,"SKA3"
"6255",0.084241473,"221154","MICU2",0.00486559635482812,"MICU2"
"6256",0.001773028,"221178","SPATA13",0.00298614102105158,"SPATA13"
"6257",-0.022770957,"221180","CYCSP33",0.000855904102806393,"CYCSP33"
"6258",-0.011159358,"221184","CPNE2",0.0115197801527966,"CPNE2"
"6259",-0.051449475,"221188","ADGRG5",0.00163547004522216,"ADGRG5"
"6260",-0.096623158,"221191","PRSS54",0.00174683215257947,"PRSS54"
"6261",0.000485854,"221223","CES5A",0.00180806590254874,"CES5A"
"6262",-0.032980248,"221241","LINC00305",0.00102079604097037,"LINC00305"
"6263",0.03319956,"221264","AK9",0.00114296393216161,"AK9"
"6264",0.03738618,"221294","NT5DC1",0.00422658127044475,"NT5DC1"
"6265",-0.180064877,"2213","FCGR2B",0.0125024707796052,"FCGR2B"
"6266",-0.02763242,"221301","CALHM4",0.00497190018406095,"CALHM4"
"6267",0.115036508,"221302","ZUP1",0.00469881970793912,"ZUP1"
"6268",-0.065042331,"221303","FAM162B",0.0030755304458727,"FAM162B"
"6269",0.025561076,"221322","TBC1D32",0.00352186553629978,"TBC1D32"
"6270",0.100519681,"221336","BEND6",0.0035055081746886,"BEND6"
"6271",0.008668991,"221391","OPN5",0.00161410010070963,"OPN5"
"6272",-0.002573735,"221393","ADGRF4",0.000705963165408746,"ADGRF4"
"6273",-0.083076681,"221395","ADGRF5",0.00452891698644019,"ADGRF5"
"6274",0.15909996,"221400","TDRD6",0.0144613045362784,"TDRD6"
"6275",-0.0600752,"221409","SPATS1",0.00203388813819928,"SPATS1"
"6276",-0.011560636,"221416","C6orf223",0.00145045556107911,"C6orf223"
"6277",-0.065929868,"221421","RSPH9",0.001512938022063,"RSPH9"
"6278",0.070763406,"221424","LRRC73",0.00769759921544437,"LRRC73"
"6279",-0.059081491,"221442","ADCY10P1",0.0109070750965311,"ADCY10P1"
"6280",0.038406836,"221443","OARD1",0.00426325817012904,"OARD1"
"6281",0.021695963,"221458","KIF6",0.00134362575791125,"KIF6"
"6282",0.000732822,"221468","TMEM217",0.00120980832338613,"TMEM217"
"6283",-0.046764708,"221472","FGD2",0.00132080600855745,"FGD2"
"6284",-0.118003191,"221476","PI16",0.00312862234449002,"PI16"
"6285",0.000706774,"221477","C6orf89",0.00147675931019296,"C6orf89"
"6286",-0.099387119,"221481","ARMC12",0.00285747510377687,"ARMC12"
"6287",-0.024166435,"221491","SMIM29",0.00385015901156693,"SMIM29"
"6288",-0.092438021,"221496","LEMD2",0.00240852411672119,"LEMD2"
"6289",0.094960474,"2215","FCGR3B",0.0176277084894577,"FCGR3B"
"6290",-0.014389522,"221504","ZBTB9",0.00212211468821058,"ZBTB9"
"6291",-0.064618378,"221527","ZBTB12",0.00266120328814129,"ZBTB12"
"6292",0.067652588,"221545","C6orf136",0.0024995990996426,"C6orf136"
"6293",-0.061089243,"221584","ZSCAN12P1",0.00632626294974926,"ZSCAN12P1"
"6294",-0.017554287,"221656","KDM1B",0.00445079114004727,"KDM1B"
"6295",0.050790582,"221662","RBM24",0.00457548898669627,"RBM24"
"6296",-0.16032552,"221687","RNF182",0.0148308927099566,"RNF182"
"6297",0.144705626,"221692","PHACTR1",0.00455565272737561,"PHACTR1"
"6298",-0.155211329,"2217","FCGRT",0.00503588575705342,"FCGRT"
"6299",0.032595505,"221710","SMIM13",0.00135833137263588,"SMIM13"
"6300",0.005456642,"221711","SYCP2L",0.00231660925222432,"SYCP2L"
"6301",-0.000668775,"221718","LINC00518",0.000502659956442997,"LINC00518"
"6302",0.002842578,"221749","PXDC1",0.00464396391407748,"PXDC1"
"6303",-0.053048273,"221756","SERPINB9P1",0.00146758127899991,"SERPINB9P1"
"6304",-0.034085309,"221785","ZSCAN25",0.00110555366400516,"ZSCAN25"
"6305",0.066179081,"221786","FAM200A",0.004285938154569,"FAM200A"
"6306",0.060374362,"2218","FKTN",0.00444717186109363,"FKTN"
"6307",0.006408671,"221806","VWDE",0.00057721432165854,"VWDE"
"6308",-0.020831649,"221823","PRPS1L1",0.00134344130983267,"PRPS1L1"
"6309",-0.013475909,"221830","TWISTNB",0.000806269243442498,"TWISTNB"
"6310",0.029148275,"221833","SP8",0.0011965809334907,"SP8"
"6311",-0.05723294,"221883","HOXA11-AS",0.00122357229013298,"HOXA11-AS"
"6312",0.221807831,"221895","JAZF1",0.00857686246702023,"JAZF1"
"6313",-0.010304943,"2219","FCN1",0.00137614957506908,"FCN1"
"6314",-0.083087531,"221908","PPP1R35",0.00278882421997385,"PPP1R35"
"6315",-0.121826292,"221914","GPC2",0.00745538067154541,"GPC2"
"6316",-0.065709195,"221927","BRAT1",0.00247359950894717,"BRAT1"
"6317",0.024550377,"221935","SDK1",0.00140122025370366,"SDK1"
"6318",0.022596536,"221937","FOXK1",0.00150948476699685,"FOXK1"
"6319",-0.184938792,"221938","MMD2",0.00506819081775293,"MMD2"
"6320",-0.028958903,"221946","LOC221946",0.00213267514206222,"LOC221946"
"6321",0.074769912,"221955","DAGLB",0.00579097618905531,"DAGLB"
"6322",0.079368024,"221981","THSD7A",0.00582857410515635,"THSD7A"
"6323",-0.060023154,"222","ALDH3B2",0.000989319950428462,"ALDH3B2"
"6324",-0.059060893,"2220","FCN2",0.00181805405384824,"FCN2"
"6325",0.280308107,"222008","VSTM2A",0.0114002226266443,"VSTM2A"
"6326",0.007901385,"222029","DKFZp434L192",0.000753560827900002,"DKFZp434L192"
"6327",-0.078110939,"222068","TMED4",0.00187007935176378,"TMED4"
"6328",0.046171477,"222161","DKFZP586I1420",0.00196984832281412,"DKFZP586I1420"
"6329",0.037285155,"222166","MTURN",0.0109363648425374,"MTURN"
"6330",-0.060464645,"222171","PRR15",0.00167041822947841,"PRR15"
"6331",-0.030751961,"222183","SRRM3",0.00210086070996009,"SRRM3"
"6332",0.010885769,"222194","RSBN1L",0.00142167359423193,"RSBN1L"
"6333",0.050225139,"2222","FDFT1",0.00447793367997387,"FDFT1"
"6334",0.040798946,"222223","KIAA1324L",0.00422057389658481,"KIAA1324L"
"6335",-0.042688887,"222229","LRWD1",0.00266102101365901,"LRWD1"
"6336",-0.087832352,"222234","FAM185A",0.0118151311328641,"FAM185A"
"6337",-0.01480948,"222235","FBXL13",0.00123232166390836,"FBXL13"
"6338",0.150920707,"222236","NAPEPLD",0.00563978556483495,"NAPEPLD"
"6339",-0.018582491,"222255","ATXN7L1",0.000785071848871514,"ATXN7L1"
"6340",-0.013193137,"222256","CDHR3",0.00133132100632796,"CDHR3"
"6341",-0.061340213,"222389","BEND7",0.00138714543715939,"BEND7"
"6342",0.125599867,"2224","FDPS",0.00548590262154611,"FDPS"
"6343",0.048528823,"222484","LNX2",0.00139238624727734,"LNX2"
"6344",-0.054649352,"222487","ADGRG3",0.00193595551759091,"ADGRG3"
"6345",0.013629726,"222537","HS3ST5",0.00569891595411005,"HS3ST5"
"6346",-0.030026874,"222545","GPRC6A",0.00240209776439794,"GPRC6A"
"6347",-0.028891446,"222546","RFX6",0.000889368226570801,"RFX6"
"6348",0.094320686,"222553","SLC35F1",0.00251353971444571,"SLC35F1"
"6349",-0.001523692,"222584","FAM83B",0.000852698510990271,"FAM83B"
"6350",-0.014901106,"222611","ADGRF2",0.00195717973729551,"ADGRF2"
"6351",-0.067172165,"222642","TSPO2",0.00229358887081061,"TSPO2"
"6352",-0.0222841,"222643","UNC5CL",0.00191215768731987,"UNC5CL"
"6353",0.036444217,"222658","KCTD20",0.00263562091271196,"KCTD20"
"6354",-0.034190414,"222659","PXT1",0.00170863065407539,"PXT1"
"6355",-0.035737685,"222662","LHFPL5",0.00208272463861818,"LHFPL5"
"6356",-0.097985223,"222663","SCUBE3",0.00251660250003203,"SCUBE3"
"6357",0.001484894,"222696","ZSCAN23",0.00101798420750969,"ZSCAN23"
"6358",-0.010712041,"222698","NKAPL",0.000843411217285749,"NKAPL"
"6359",0.031705141,"222826","FAM217A",0.0018395748056533,"FAM217A"
"6360",0.20920065,"222865","TMEM130",0.0110473557824254,"TMEM130"
"6361",-0.034545078,"222894","FERD3L",0.00218692546302507,"FERD3L"
"6362",0.014646382,"222950","NYAP1",0.00825771592965322,"NYAP1"
"6363",-0.094706263,"222962","SLC29A4",0.00498259655558436,"SLC29A4"
"6364",-0.102791498,"223","ALDH9A1",0.00574415671361502,"ALDH9A1"
"6365",0.04270254,"2230","FDX1",0.00152350804469985,"FDX1"
"6366",-0.041964213,"223075","ITPRID1",0.00369154243194152,"ITPRID1"
"6367",0.026746591,"223082","ZNRF2",0.00159299652862131,"ZNRF2"
"6368",-0.037308142,"223117","SEMA3D",0.00174681089355195,"SEMA3D"
"6369",-0.034342689,"2232","FDXR",0.00359417908240404,"FDXR"
"6370",0.047000105,"2235","FECH",0.0036430052383412,"FECH"
"6371",0.099354154,"2237","FEN1",0.00264425353851917,"FEN1"
"6372",-0.038348994,"2239","GPC4",0.00305221033067158,"GPC4"
"6373",0.059837112,"224","ALDH3A2",0.00268581610092621,"ALDH3A2"
"6374",0.027951171,"2241","FER",0.00110723209892188,"FER"
"6375",-0.098400693,"2242","FES",0.00207397337377275,"FES"
"6376",-0.029035932,"2243","FGA",0.00132023225625545,"FGA"
"6377",-0.046198526,"2244","FGB",0.00136083091894958,"FGB"
"6378",0.013562652,"2245","FGD1",0.00355556773973262,"FGD1"
"6379",0.006580146,"2246","FGF1",0.0140233355742638,"FGF1"
"6380",-0.008011298,"2247","FGF2",0.0153358666599122,"FGF2"
"6381",-0.098746799,"2248","FGF3",0.00372422413317345,"FGF3"
"6382",-0.025504718,"2249","FGF4",0.00200395530169894,"FGF4"
"6383",-0.003812389,"225","ABCD2",0.00195231256793064,"ABCD2"
"6384",-0.030322345,"2250","FGF5",0.00137790803488555,"FGF5"
"6385",-0.067412074,"2251","FGF6",0.00180213976328473,"FGF6"
"6386",0.047161787,"2252","FGF7",0.00200944167917349,"FGF7"
"6387",-0.173378806,"2253","FGF8",0.00403323655443906,"FGF8"
"6388",0.189586616,"2254","FGF9",0.00564212153134565,"FGF9"
"6389",0.013534066,"2255","FGF10",0.00100120614043217,"FGF10"
"6390",-0.101958532,"2256","FGF11",0.00243610437535851,"FGF11"
"6391",-0.08299097,"225689","MAPK15",0.00261851588267103,"MAPK15"
"6392",0.339249824,"2257","FGF12",0.0134605307760371,"FGF12"
"6393",0.234771151,"2258","FGF13",0.0106144373596086,"FGF13"
"6394",0.233679776,"2259","FGF14",0.0037662834871528,"FGF14"
"6395",0.000102228,"2260","FGFR1",0.00218646922654509,"FGFR1"
"6396",-0.185163632,"2261","FGFR3",0.0132268352425757,"FGFR3"
"6397",-0.230337428,"2262","GPC5",0.019020019771167,"GPC5"
"6398",-0.088863059,"2263","FGFR2",0.0129285618316542,"FGFR2"
"6399",-0.054226092,"2264","FGFR4",0.00171731423639842,"FGFR4"
"6400",-0.03546651,"2266","FGG",0.00308276096039157,"FGG"
"6401",-0.05663888,"2267","FGL1",0.00246675628234532,"FGL1"
"6402",-0.03591999,"2268","FGR",0.00680704636753058,"FGR"
"6403",0.104731278,"2271","FH",0.004126102816438,"FH"
"6404",0.01792017,"2272","FHIT",0.00485370389638345,"FHIT"
"6405",0.075547092,"2273","FHL1",0.00524204411495686,"FHL1"
"6406",0.172952799,"2274","FHL2",0.00834589650921127,"FHL2"
"6407",-0.13761859,"2275","FHL3",0.00245689767669446,"FHL3"
"6408",-0.03095157,"22794","CASC3",0.00260972855206862,"CASC3"
"6409",-0.137772685,"22795","NID2",0.00556812419462376,"NID2"
"6410",0.068039009,"22796","COG2",0.00159906446287047,"COG2"
"6411",0.020269471,"22797","TFEC",0.000555971662324044,"TFEC"
"6412",-0.042501115,"22798","LAMB4",0.00101141332491494,"LAMB4"
"6413",0.036547821,"2280","FKBP1A",0.00163193657226642,"FKBP1A"
"6414",-0.024296463,"22800","RRAS2",0.00287775189485328,"RRAS2"
"6415",-0.055059107,"22801","ITGA11",0.00138588196702316,"ITGA11"
"6416",0.123811504,"22802","CLCA4",0.0173590917507536,"CLCA4"
"6417",0.044713705,"22803","XRN2",0.00231275314898071,"XRN2"
"6418",-0.006031613,"22806","IKZF3",0.00109260146835828,"IKZF3"
"6419",-0.010508123,"22807","IKZF2",0.00161643044610709,"IKZF2"
"6420",-0.086659715,"22808","MRAS",0.00327052926578681,"MRAS"
"6421",0.006642699,"22809","ATF5",0.0032006082987408,"ATF5"
"6422",0.154306468,"2281","FKBP1B",0.00447759550923224,"FKBP1B"
"6423",-0.040622928,"22818","COPZ1",0.00138408860020307,"COPZ1"
"6424",0.047620045,"22820","COPG1",0.00231186998372224,"COPG1"
"6425",0.015343827,"22821","RASA3",0.00138411820504725,"RASA3"
"6426",-0.038111796,"22822","PHLDA1",0.0022185644290265,"PHLDA1"
"6427",0.05593853,"22823","MTF2",0.00195707885374333,"MTF2"
"6428",0.1787992,"22824","HSPA4L",0.00745038656937084,"HSPA4L"
"6429",0.019998744,"22826","DNAJC8",0.00153182242328398,"DNAJC8"
"6430",-0.008209665,"22827","PUF60",0.00166352565229999,"PUF60"
"6431",0.043742503,"22828","SCAF8",0.00429622505664918,"SCAF8"
"6432",0.300706737,"22829","NLGN4Y",0.0203583644180664,"NLGN4Y"
"6433",-0.034708766,"22832","CEP162",0.00274996888864964,"CEP162"
"6434",-0.054687724,"22834","ZNF652",0.009793511023933,"ZNF652"
"6435",0.077192701,"22835","ZFP30",0.00368295544036898,"ZFP30"
"6436",-0.139682207,"22836","RHOBTB3",0.0110918195994494,"RHOBTB3"
"6437",-0.046591405,"22837","COBLL1",0.00107859932879166,"COBLL1"
"6438",-0.015076695,"22838","RNF44",0.00333998803662799,"RNF44"
"6439",-0.03707451,"22839","DLGAP4",0.00249425709095929,"DLGAP4"
"6440",0.122428489,"22841","RAB11FIP2",0.00309279471730475,"RAB11FIP2"
"6441",0.25025116,"22843","PPM1E",0.0101164281110508,"PPM1E"
"6442",0.090163755,"22844","FRMPD1",0.00330870072392734,"FRMPD1"
"6443",-0.024805459,"22845","DOLK",0.00186418392713285,"DOLK"
"6444",-0.044610164,"22846","VASH1",0.00147838782869698,"VASH1"
